"Feeder:
InternalId","Feeder:
ObjectId","Feeder:
ID","Feeder:
Name","Feeder:
ColdLoadSetNo","Feeder:
FeederCode","Feeder:
FeederMVARPercent","Feeder:
FeederMWPercent","Feeder:
InverseColdModel","Feeder:
Parent","Feeder:
ObjectType"
758754,{aa5cdba0-56fd-4870-95e0-c0ef9f6b5bf9},_aa5cdba0-56fd-4870-95e0-c0ef9f6b5bf9,2,1,2,33.329999999999998,33.329999999999998,false,_3a0d7cfa-034c-44b8-96d9-463ddf557346,Feeder
758755,{ab05d72f-3ee4-463f-bf58-0a805e7c6845},_ab05d72f-3ee4-463f-bf58-0a805e7c6845,3,1,3,33.329999999999998,33.329999999999998,false,_3a0d7cfa-034c-44b8-96d9-463ddf557346,Feeder
758758,{c7846f86-f56a-46f7-9649-e0d57229b5a4},_c7846f86-f56a-46f7-9649-e0d57229b5a4,1,1,1,33.329999999999998,33.329999999999998,false,_ad98893b-6df7-432b-8d75-fc508c12a41e,Feeder
758759,{ce8980d3-4b39-4216-a20a-1e9803b97918},_ce8980d3-4b39-4216-a20a-1e9803b97918,2,1,2,33.329999999999998,33.329999999999998,false,_ad98893b-6df7-432b-8d75-fc508c12a41e,Feeder
758760,{3a868c3d-f6b3-4df5-ad2b-b2a83af2db23},_3a868c3d-f6b3-4df5-ad2b-b2a83af2db23,3,1,3,33.329999999999998,33.329999999999998,false,_ad98893b-6df7-432b-8d75-fc508c12a41e,Feeder
758763,{528a8fe3-97b6-4f81-8bd4-a59901b0ec60},_528a8fe3-97b6-4f81-8bd4-a59901b0ec60,1,1,1,33.329999999999998,33.329999999999998,false,_6a046e5b-cbd9-4304-b495-544813a1b8d9,Feeder
758764,{c0085a96-9a58-4db2-b03c-ba3ff36f8b6c},_c0085a96-9a58-4db2-b03c-ba3ff36f8b6c,2,1,2,33.329999999999998,33.329999999999998,false,_6a046e5b-cbd9-4304-b495-544813a1b8d9,Feeder
758765,{d12ff6f6-3e05-4993-8143-217392aca8c3},_d12ff6f6-3e05-4993-8143-217392aca8c3,3,1,3,33.329999999999998,33.329999999999998,false,_6a046e5b-cbd9-4304-b495-544813a1b8d9,Feeder
758768,{db280b84-7cac-4022-a7c6-2eafa3a5c78b},_db280b84-7cac-4022-a7c6-2eafa3a5c78b,1,1,1,33.329999999999998,33.329999999999998,false,_04fdb634-e31f-4884-8eed-4fe9c4c6f3a6,Feeder
758769,{6fe79abe-c6d2-4a5b-b0b5-0caa38936211},_6fe79abe-c6d2-4a5b-b0b5-0caa38936211,2,1,2,33.329999999999998,33.329999999999998,false,_04fdb634-e31f-4884-8eed-4fe9c4c6f3a6,Feeder
758770,{c6541b50-78d8-4639-a063-ad7d507b9c0a},_c6541b50-78d8-4639-a063-ad7d507b9c0a,3,1,3,33.329999999999998,33.329999999999998,false,_04fdb634-e31f-4884-8eed-4fe9c4c6f3a6,Feeder
758773,{77e4e8b4-9f2b-4ef3-8d6e-9c4247b2078c},_77e4e8b4-9f2b-4ef3-8d6e-9c4247b2078c,1,1,1,33.329999999999998,33.329999999999998,false,_2e1aa82c-fc5c-445d-bc5d-3e33d532a228,Feeder
758774,{f4ad6cbd-fe0b-4cc3-9eac-84f22f70ea37},_f4ad6cbd-fe0b-4cc3-9eac-84f22f70ea37,2,1,2,33.329999999999998,33.329999999999998,false,_2e1aa82c-fc5c-445d-bc5d-3e33d532a228,Feeder
758775,{45a111cd-eec0-40a9-876f-ff339c290080},_45a111cd-eec0-40a9-876f-ff339c290080,3,1,3,33.329999999999998,33.329999999999998,false,_2e1aa82c-fc5c-445d-bc5d-3e33d532a228,Feeder
758778,{3c76a849-b887-4e7b-a1f9-670158c79893},_3c76a849-b887-4e7b-a1f9-670158c79893,1,1,1,33.329999999999998,33.329999999999998,false,_05a7c15d-d477-409d-860c-366167e47706,Feeder
758779,{9bc512dd-79df-4254-825f-04195dbab544},_9bc512dd-79df-4254-825f-04195dbab544,2,1,2,33.329999999999998,33.329999999999998,false,_05a7c15d-d477-409d-860c-366167e47706,Feeder
758780,{b02b08cd-3312-414b-90cf-c83c82da1d9a},_b02b08cd-3312-414b-90cf-c83c82da1d9a,3,1,3,33.329999999999998,33.329999999999998,false,_05a7c15d-d477-409d-860c-366167e47706,Feeder
758783,{5731223c-3a53-45f9-b032-3cbe52e2b613},_5731223c-3a53-45f9-b032-3cbe52e2b613,1,1,1,33.329999999999998,33.329999999999998,false,_7f3e6493-0132-405c-900d-23ff678e6fc0,Feeder
758784,{838333ce-68b3-4241-8dbe-ce2d858ca020},_838333ce-68b3-4241-8dbe-ce2d858ca020,2,1,2,33.329999999999998,33.329999999999998,false,_7f3e6493-0132-405c-900d-23ff678e6fc0,Feeder
758785,{42d997b0-30c6-491f-8c40-d9d877388818},_42d997b0-30c6-491f-8c40-d9d877388818,3,1,3,33.329999999999998,33.329999999999998,false,_7f3e6493-0132-405c-900d-23ff678e6fc0,Feeder
758788,{f9494ba6-1e23-4f2b-83e7-f264b4ec0fc4},_f9494ba6-1e23-4f2b-83e7-f264b4ec0fc4,1,1,1,33.329999999999998,33.329999999999998,false,_12704ac8-37f9-44d8-a062-40c1b1a76746,Feeder
758789,{740bff37-d187-4efa-b504-cfafc684aff9},_740bff37-d187-4efa-b504-cfafc684aff9,2,1,2,33.329999999999998,33.329999999999998,false,_12704ac8-37f9-44d8-a062-40c1b1a76746,Feeder
758790,{32867ba4-241a-43f1-9b4d-a31c7ebeff0e},_32867ba4-241a-43f1-9b4d-a31c7ebeff0e,3,1,3,33.329999999999998,33.329999999999998,false,_12704ac8-37f9-44d8-a062-40c1b1a76746,Feeder
758793,{ac9e9402-d1ff-4efd-8a2c-ca46688675d2},_ac9e9402-d1ff-4efd-8a2c-ca46688675d2,1,1,1,33.329999999999998,33.329999999999998,false,_ab7c2aac-4599-4f5a-b9f9-78e87cc2d5ab,Feeder
758794,{b002316c-b6ee-4d4a-beeb-b0b27a08c9b2},_b002316c-b6ee-4d4a-beeb-b0b27a08c9b2,2,1,2,33.329999999999998,33.329999999999998,false,_ab7c2aac-4599-4f5a-b9f9-78e87cc2d5ab,Feeder
758795,{2a141735-c910-42de-9670-b2f26897c8f5},_2a141735-c910-42de-9670-b2f26897c8f5,3,1,3,33.329999999999998,33.329999999999998,false,_ab7c2aac-4599-4f5a-b9f9-78e87cc2d5ab,Feeder
758798,{6bfc4e78-2289-4d77-ada5-fc3fc2191a39},_6bfc4e78-2289-4d77-ada5-fc3fc2191a39,1,1,1,33.329999999999998,33.329999999999998,false,_ec9e3258-c1a1-49c6-b38f-421222b28100,Feeder
758799,{85e06dd0-88dc-4533-b60c-3fc5ebbaf5af},_85e06dd0-88dc-4533-b60c-3fc5ebbaf5af,2,1,2,33.329999999999998,33.329999999999998,false,_ec9e3258-c1a1-49c6-b38f-421222b28100,Feeder
758800,{48a46b38-5d53-43c9-8ec7-53ae3d53ed01},_48a46b38-5d53-43c9-8ec7-53ae3d53ed01,3,1,3,33.329999999999998,33.329999999999998,false,_ec9e3258-c1a1-49c6-b38f-421222b28100,Feeder
758803,{badf5c59-5164-4a65-bebd-316c9bcfd2bb},_badf5c59-5164-4a65-bebd-316c9bcfd2bb,1,1,1,33.329999999999998,33.329999999999998,false,_cace828e-0269-4677-b28c-a594ed3cee13,Feeder
758804,{dd9cd204-e92f-4146-9182-765ff9ed4f1b},_dd9cd204-e92f-4146-9182-765ff9ed4f1b,2,1,2,33.329999999999998,33.329999999999998,false,_cace828e-0269-4677-b28c-a594ed3cee13,Feeder
758805,{4448d406-7990-4c7d-9c72-f8b3d4a15704},_4448d406-7990-4c7d-9c72-f8b3d4a15704,3,1,3,33.329999999999998,33.329999999999998,false,_cace828e-0269-4677-b28c-a594ed3cee13,Feeder
758808,{a9097835-3d5c-486e-b93c-512f4eaf24fa},_a9097835-3d5c-486e-b93c-512f4eaf24fa,1,1,1,33.329999999999998,33.329999999999998,false,_a23712ec-70c8-4ad1-848c-24464cb1a77b,Feeder
758809,{a5f430ca-4efd-4532-958e-547a2b30be5e},_a5f430ca-4efd-4532-958e-547a2b30be5e,2,1,2,33.329999999999998,33.329999999999998,false,_a23712ec-70c8-4ad1-848c-24464cb1a77b,Feeder
758810,{7c887410-f2c7-42bd-8966-ee805514b823},_7c887410-f2c7-42bd-8966-ee805514b823,3,1,3,33.329999999999998,33.329999999999998,false,_a23712ec-70c8-4ad1-848c-24464cb1a77b,Feeder
758813,{16673bea-7263-4cf2-8c12-cc6ff8817f21},_16673bea-7263-4cf2-8c12-cc6ff8817f21,1,1,1,33.329999999999998,33.329999999999998,false,_a3f6b000-ea0a-43c8-8222-8ed36f3f620e,Feeder
758814,{1b40c464-9cfd-4132-8810-710121c96ee2},_1b40c464-9cfd-4132-8810-710121c96ee2,2,1,2,33.329999999999998,33.329999999999998,false,_a3f6b000-ea0a-43c8-8222-8ed36f3f620e,Feeder
758815,{0e3a9547-f565-408c-a741-c47661d0341b},_0e3a9547-f565-408c-a741-c47661d0341b,3,1,3,33.329999999999998,33.329999999999998,false,_a3f6b000-ea0a-43c8-8222-8ed36f3f620e,Feeder
758818,{5efa9959-425b-453d-9700-03e2c03b54db},_5efa9959-425b-453d-9700-03e2c03b54db,1,1,1,33.329999999999998,33.329999999999998,false,_85578f3c-50b3-4533-b29d-cb2bb8bb8456,Feeder
758819,{781321d3-7877-4376-b457-9d34249f5139},_781321d3-7877-4376-b457-9d34249f5139,2,1,2,33.329999999999998,33.329999999999998,false,_85578f3c-50b3-4533-b29d-cb2bb8bb8456,Feeder
758820,{cedcccc3-a781-4ed7-a5c1-4df77f495672},_cedcccc3-a781-4ed7-a5c1-4df77f495672,3,1,3,33.329999999999998,33.329999999999998,false,_85578f3c-50b3-4533-b29d-cb2bb8bb8456,Feeder
758823,{2909a330-8c12-4a19-b690-61785f81ccbd},_2909a330-8c12-4a19-b690-61785f81ccbd,1,1,1,33.329999999999998,33.329999999999998,false,_8da98279-c328-47b5-bb1c-f747a5baef52,Feeder
758824,{8a51241f-4f04-4514-b05c-adadd2f26246},_8a51241f-4f04-4514-b05c-adadd2f26246,2,1,2,33.329999999999998,33.329999999999998,false,_8da98279-c328-47b5-bb1c-f747a5baef52,Feeder
758825,{a9cfe8a4-4ffc-493c-9342-3a561b3aac9b},_a9cfe8a4-4ffc-493c-9342-3a561b3aac9b,3,1,3,33.329999999999998,33.329999999999998,false,_8da98279-c328-47b5-bb1c-f747a5baef52,Feeder
758828,{79f42def-f8a2-4b88-8964-a3bd3d16bcec},_79f42def-f8a2-4b88-8964-a3bd3d16bcec,1,1,1,33.329999999999998,33.329999999999998,false,_1c5b4ff1-64f9-4c5e-a4bd-17f1129f1b36,Feeder
758829,{8ed0158d-cd25-4231-a8a9-606adc2ec84e},_8ed0158d-cd25-4231-a8a9-606adc2ec84e,2,1,2,33.329999999999998,33.329999999999998,false,_1c5b4ff1-64f9-4c5e-a4bd-17f1129f1b36,Feeder
758830,{e20fb367-8bbd-43dd-88ed-3cd54932f123},_e20fb367-8bbd-43dd-88ed-3cd54932f123,3,1,3,33.329999999999998,33.329999999999998,false,_1c5b4ff1-64f9-4c5e-a4bd-17f1129f1b36,Feeder
760696,{59165f31-e880-4fc3-84dc-db5902688aef},_59165f31-e880-4fc3-84dc-db5902688aef,1,1,1,33.329999999999998,33.329999999999998,false,_fea2553e-85c0-4a0c-8303-fe02e093529c,Feeder
760697,{9cd05930-2e50-4888-b7ca-769cb431f829},_9cd05930-2e50-4888-b7ca-769cb431f829,2,1,2,33.329999999999998,33.329999999999998,false,_fea2553e-85c0-4a0c-8303-fe02e093529c,Feeder
760698,{882d2076-68da-4fe7-b50d-ac5ab6aa8f78},_882d2076-68da-4fe7-b50d-ac5ab6aa8f78,3,1,3,33.329999999999998,33.329999999999998,false,_fea2553e-85c0-4a0c-8303-fe02e093529c,Feeder
760832,{9f7b84e4-8043-41ef-832d-425481f27a0f},_9f7b84e4-8043-41ef-832d-425481f27a0f,1,1,1,33.329999999999998,33.329999999999998,false,_940ee20c-6cb7-4fac-a8b4-8c3fbaf64c27,Feeder
760833,{68ab94d1-d2cb-40e8-96f8-5177ff2736da},_68ab94d1-d2cb-40e8-96f8-5177ff2736da,2,1,2,33.329999999999998,33.329999999999998,false,_940ee20c-6cb7-4fac-a8b4-8c3fbaf64c27,Feeder
760834,{1dbcabee-4793-4f46-a04f-f9db43e9ade3},_1dbcabee-4793-4f46-a04f-f9db43e9ade3,3,1,3,33.329999999999998,33.329999999999998,false,_940ee20c-6cb7-4fac-a8b4-8c3fbaf64c27,Feeder
760837,{2994a5ad-49c6-48a6-b944-eea6065c5c1b},_2994a5ad-49c6-48a6-b944-eea6065c5c1b,1,1,1,33.329999999999998,33.329999999999998,false,_47ad76d4-0e42-48fc-bc43-62b1ac6b311a,Feeder
760838,{45061025-3bf5-4181-8d38-6031a18dd25e},_45061025-3bf5-4181-8d38-6031a18dd25e,2,1,2,33.329999999999998,33.329999999999998,false,_47ad76d4-0e42-48fc-bc43-62b1ac6b311a,Feeder
760839,{589a0138-31ea-47ef-b47d-bb469d40c2df},_589a0138-31ea-47ef-b47d-bb469d40c2df,3,1,3,33.329999999999998,33.329999999999998,false,_47ad76d4-0e42-48fc-bc43-62b1ac6b311a,Feeder
