"SynchronousMachine:
ID","SynchronousMachine:
InternalId","SynchronousMachine:
Name","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType","ReactiveCapabilityCurve:
Path","ReactiveCapabilityCurve:
InternalId","ReactiveCapabilityCurve:
Name","SynchronousMachine:
ReactiveCapabilityCurveMemberOfSynchronousMachine:
ReactiveCapabilityCurve:
ID","ReactiveCapabilityCurve:
Parent","ReactiveCapabilityCurve:
ObjectType"
_2bc0051f-d897-436f-a09c-d164d8568675,1037691,UN-02,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine,Network/.MVAr Capability Curves/02MGD-U2,1037742,02MGD-U2,_afaaf6d9-44f8-4501-ad52-1e433672dd40,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_124fb8ee-9fc5-4ae8-bec7-7d1470906811,1037693,UN-03,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine,Network/.MVAr Capability Curves/02MGD-U3,1037748,02MGD-U3,_7a46f389-e5b2-44d3-8198-cd0b41c1d803,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3ad53eea-cb29-400e-a1fa-5a4ac94b8ff0,1037695,UN-04,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine,Network/.MVAr Capability Curves/02MGD-U4,1037754,02MGD-U4,_34894be0-4375-4c44-9f50-584acb5c372f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_faaf09d9-d571-4ba8-b966-bb37bf5f2f7a,1037697,UN-05,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine,Network/.MVAr Capability Curves/02MGD-U5,1037760,02MGD-U5,_8771e7e3-fd76-495d-a8da-f276b75202c0,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_6721ad0f-dc87-4089-aeba-7eb35f9707a4,1037699,UN-06,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine,Network/.MVAr Capability Curves/02MGD-U6,1037766,02MGD-U6,_9b79c69a-c1cc-4744-aaa8-769ecf28695e,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_70b81baf-2bc6-435c-9276-68c301137ec0,1037701,UN-07,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine,Network/.MVAr Capability Curves/02MGD-U7,1037772,02MGD-U7,_55db1fad-a853-4100-a90e-515d9207c680,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_c6810343-69c1-49bb-a9c9-482abc9eed08,1037703,UN-08,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine,Network/.MVAr Capability Curves/02MGD-U8,1037778,02MGD-U8,_83d7a773-a69c-442b-9026-da387f70f0a7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_8e316033-d1d6-4502-a456-7127c6ced16f,1037705,UN-09,_f3738499-06ab-4587-b470-fa969fefe6bb,SynchronousMachine,Network/.MVAr Capability Curves/02MGD-U9,1037784,02MGD-U9,_119ee83d-c0d1-4bf0-8553-c1c02eea51d2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_2e36aaa7-4ecb-40f8-8b95-82c3af116494,1039327,UN-01,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,Network/.MVAr Capability Curves/02MMT-U1,1039498,02MMT-U1,_342d639f-306f-4bd4-8bfb-6da5e87d94a2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_7dc7b5ba-5d65-4bee-a1e8-11430af29350,1039329,UN-02,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,Network/.MVAr Capability Curves/02MMT-U2,1039504,02MMT-U2,_8b63d70b-0139-4e84-ad19-a5d1684bbc68,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b40ba304-4697-4ad6-aa94-1445b2df366a,1039331,UN-03,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,Network/.MVAr Capability Curves/02MMT-U3,1039510,02MMT-U3,_7d511457-3b46-4512-b236-3b7d499bb8eb,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_f1fead32-14d5-4193-b354-8f659c645efe,1039333,UN-04,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,Network/.MVAr Capability Curves/02MMT-U4,1039516,02MMT-U4,_2c20303e-86a3-4183-83ae-79e89fea54a5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_c3050e6a-f1e8-4747-ae47-94054335076e,1039335,UN-05,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,Network/.MVAr Capability Curves/02MMT-U5,1039522,02MMT-U5,_46eee2ff-fa09-4341-8ee9-0d42cd513a95,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9f4e9059-4eaf-4d99-b241-42764547c3a9,1039337,UN-06,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,Network/.MVAr Capability Curves/02MMT-U6,1039528,02MMT-U6,_ef409b0e-c8d4-41f1-b7f1-7cc90356400d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_eec5d3bd-e70d-4872-9b40-29aca0759cec,1039339,UN-07,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,Network/.MVAr Capability Curves/02MMT-U7,1039534,02MMT-U7,_5061afc4-8f22-4f35-bdd8-40ce130a50f1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3b6048dc-bb96-452e-9167-21fe50f8bebe,1039341,UN-08,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,Network/.MVAr Capability Curves/02MMT-U8,1039540,02MMT-U8,_c1e84f11-e85e-411b-90ac-26ef345ec853,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_93638654-cc40-4c94-9179-f9f7d31df06e,1040401,UN-01,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,Network/.MVAr Capability Curves/02MPS-U1,1040502,02MPS-U1,_55bc17f2-5644-4ac8-acca-c7aed99890c1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_f129adbb-3fff-4d0c-a10c-93ae732657f1,1040403,UN-02,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,Network/.MVAr Capability Curves/02MPS-U2,1040508,02MPS-U2,_f070fefe-d156-4c25-bdd9-f7cf85d84de1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_698e7a63-4d65-43df-844c-f76e1edd6012,1040405,UN-03,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,Network/.MVAr Capability Curves/02MPS-U3,1040514,02MPS-U3,_1fc593e6-c5ea-4807-ad6e-f467e750425b,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b917c1c3-dd18-4922-ac3d-8e800b9bcce7,1040407,UN-04,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,Network/.MVAr Capability Curves/02MPS-U4,1040520,02MPS-U4,_3a6aac21-3889-44d5-ab82-2442628a5118,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_625350e0-4c47-4b33-8699-c61ca597e17f,1040409,UN-05,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,Network/.MVAr Capability Curves/02MPS-U5,1040526,02MPS-U5,_47710bb4-3bb1-426c-9e02-2c44d3a5ed40,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_d223de07-33de-442b-9886-ba43ed0d1444,1040411,UN-06,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,Network/.MVAr Capability Curves/02MPS-U6,1040532,02MPS-U6,_eafbec99-1f9e-4984-a215-92df471549c6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_70527b70-ecf5-4480-9644-2e0c75c042cd,1041325,UN-01,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine,Network/.MVAr Capability Curves/02MZT-U1,1041761,02MZT-U1,_f6f6d8c3-3525-47dc-bc8b-e9185dc82e50,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_35c98e92-f4d0-4685-8af6-efe85ac1b9ff,1041327,UN-02,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine,Network/.MVAr Capability Curves/02MZT-U2,1041767,02MZT-U2,_1295a719-748e-402a-919f-810ae12f1141,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_aa65e5a7-952c-475a-8af3-1f068a9aa104,1041329,UN-03,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine,Network/.MVAr Capability Curves/02MZT-U3,1041773,02MZT-U3,_e409890e-a7f3-4dfd-b19e-b7f1257233aa,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_cb037162-7b9d-45f6-a12f-ebb61fbec64d,1041331,UN-04,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine,Network/.MVAr Capability Curves/02MZT-U4,1041779,02MZT-U4,_f03d5a19-0aa9-4eac-ab21-07c4cc149f8c,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_4a2ac322-7927-4c18-9785-987310d6c4c9,1041956,UN-01,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,Network/.MVAr Capability Curves/02OAU-U1,1041972,02OAU-U1,_cdf56569-54ba-4b1b-b47e-379434825001,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_98de5467-deff-468e-a7c2-e22ca057c2e2,1041958,UN-02,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,Network/.MVAr Capability Curves/02OAU-U2,1041978,02OAU-U2,_84062967-c3c0-48ab-a146-6859e8e5215b,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_1d0d0966-03b0-459e-95df-d29c87617eb7,1041960,UN-03,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,Network/.MVAr Capability Curves/02OAU-U3,1041984,02OAU-U3,_8f571a75-2004-4e45-9557-cedd6c94335b,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b61171a6-3e3d-47cc-a485-a60bfa4835f2,1041962,UN-04,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,Network/.MVAr Capability Curves/02OAU-U4,1041990,02OAU-U4,_cde43974-18a8-426c-b42b-7484823528ec,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_0593ad1b-c9f0-4363-8ca1-a81038c9dc5a,1041964,UN-05,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,Network/.MVAr Capability Curves/02OAU-U5,1041996,02OAU-U5,_492c296a-b1b8-45de-93d4-c9e2c0048c8d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b9420345-c782-4fe3-9c6f-fad176c7b7b8,1043456,UN-01,_c43f7aab-56c9-45d6-b8e6-881a50784d7e,SynchronousMachine,Network/.MVAr Capability Curves/02PCG-U1,1043564,02PCG-U1,_660cd4a3-16a7-4b99-9128-95233e59f016,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_1869eb3a-d55f-46b6-8aed-660cacb4fb0c,1043669,UN-01,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine,Network/.MVAr Capability Curves/02PDQ-U1,1043682,02PDQ-U1,_f87d709e-55bb-42f1-900b-2ca5bf591770,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9628722c-c1fe-4e30-b644-d95b1645db2e,1043671,UN-02,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine,Network/.MVAr Capability Curves/02PDQ-U2,1043688,02PDQ-U2,_f537bad8-8c7d-4f03-bcec-e75560ac956a,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_8c2940b4-a29d-4641-b7e3-2e0d5c4a868f,1043673,UN-03,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine,Network/.MVAr Capability Curves/02PDQ-U3,1043694,02PDQ-U3,_52f647db-4e32-4c85-a26c-7aa92a0dcd92,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_e43046b3-8eae-46bc-95cc-8f412fbcfc2c,1043675,UN-04,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine,Network/.MVAr Capability Curves/02PDQ-U4,1043700,02PDQ-U4,_4d481a6a-60ed-4f69-81c4-6f533462d0fe,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_f02a856e-dacd-4563-aa64-d51761c83665,1044046,UN-01,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine,Network/.MVAr Capability Curves/02PEA-U1,1044292,02PEA-U1,_900a9e00-0683-42ad-bacd-e6f4e12344a5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_8c535e76-e1dc-43e0-8fc7-5a94eb759de5,1044048,UN-02,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine,Network/.MVAr Capability Curves/02PEA-U2,1044298,02PEA-U2,_ef97bd9c-cb34-4f6c-b151-94f9be7706a0,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_5b5c459f-09cb-4be0-a559-d26d9d340e4d,1044050,UN-03,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine,Network/.MVAr Capability Curves/02PEA-U3,1044304,02PEA-U3,_3070ad83-1e75-439c-9f2c-5f50a8a0175a,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_4907ea8d-390a-4924-93c2-190fc4f87399,1044052,UN-04,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine,Network/.MVAr Capability Curves/02PEA-U4,1044310,02PEA-U4,_58da0932-978f-49a7-b9b8-574d2f70c787,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_ba2a6ebd-1a87-4f22-8b02-e887d2ff3f66,1044499,UN-01,_1cc4b222-8e56-463c-94f3-445dcfb763f5,SynchronousMachine,Network/.MVAr Capability Curves/02PEI-U1,1044616,02PEI-U1,_cf242726-c198-43bd-9d94-2bbaeae89ad0,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_efd9b4f2-7699-4c3b-bb15-c1c327fe9ebb,1044501,UN-02,_1cc4b222-8e56-463c-94f3-445dcfb763f5,SynchronousMachine,Network/.MVAr Capability Curves/02PEI-U2,1044622,02PEI-U2,_3ee95b88-d92d-407f-9055-fa88de548860,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_30d6b32d-a5ab-4ed3-ac31-5d6a1c59ab09,1044713,UN-01,_e0779ee0-5d7f-4435-a3a1-8d0b6a555f6e,SynchronousMachine,Network/.MVAr Capability Curves/02PGC-U1,1044824,02PGC-U1,_7c3f9349-2d6c-4f92-969f-539ee12456d5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9eb1a5d4-5f30-49e5-90b9-a25da6277209,1044715,UN-02,_e0779ee0-5d7f-4435-a3a1-8d0b6a555f6e,SynchronousMachine,Network/.MVAr Capability Curves/02PGC-U2,1044830,02PGC-U2,_cc2ccec6-9e90-4d54-a1d9-25c61d2d3dba,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b3816232-0596-40e0-9a06-4a522da7c27a,1044946,UNPTA,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.MVAr Capability Curves/02PIE-PTA,1044961,02PIE-PTA,_96619325-91c9-42b1-87f9-cd2e0226fe41,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_8321c082-eec7-437d-88a8-1ddc16b39aed,1044948,UN-01,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.MVAr Capability Curves/02PIE-U1,1044967,02PIE-U1,_e5ac285c-438d-457e-a5db-f40747ea4f9e,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_fc3a5931-5ae4-4643-84db-3dcdbd61af36,1044950,UN-02,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.MVAr Capability Curves/02PIE-U2,1044973,02PIE-U2,_915937d5-b8f0-40fb-a676-0021509b4689,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_26248983-bbe1-46c9-8114-70b68cd976d1,1044952,UN-03,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.MVAr Capability Curves/02PIE-U3,1044979,02PIE-U3,_6b66f0f6-9ffd-451b-92a2-1039e54a29b1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_06ac91d1-6532-4b9b-9603-d968feead76d,1044954,UN-04,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,Network/.MVAr Capability Curves/02PIE-U4,1044985,02PIE-U4,_afb19428-9f69-43ea-9211-11704168022d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_fc396b37-5b30-42a2-a1d7-ffe7b9e1af00,1045164,UNPTA,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.MVAr Capability Curves/02PIV-PTA,1045190,02PIV-PTA,_f545f268-2335-4262-8fe8-b76f98534134,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_29f49f59-c644-46eb-9942-fae7b621abf4,1045166,UN-10,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.MVAr Capability Curves/02PIV-U10,1045196,02PIV-U10,_b2ea8cd6-74b9-4800-afc5-62e60ad211c0,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_324be2b3-01f2-4f44-8850-e768f517552c,1045168,UN-11,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.MVAr Capability Curves/02PIV-U11,1045202,02PIV-U11,_e4bced29-c59d-4dc6-aa1b-d09527d51de5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_0b899b7d-6bb9-4e2b-892f-3286c7ecddd2,1045170,UN-05,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.MVAr Capability Curves/02PIV-U5,1045208,02PIV-U5,_73894718-e68c-43d9-b201-1bd624c7d7f3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_1737e94b-ad30-4c0c-b4a1-81b07f3154bd,1045172,UN-06,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.MVAr Capability Curves/02PIV-U6,1045214,02PIV-U6,_071e1e9d-bbbc-42dd-a5e8-bc4093194c32,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_f759cd9a-23fd-451e-9b9a-cb4ac9e99887,1045174,UN-07,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.MVAr Capability Curves/02PIV-U7,1045220,02PIV-U7,_3792878e-601b-44ae-b818-5df6624665cd,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_84214780-301b-45b2-99d0-0983c3c22d5b,1045176,UN-08,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.MVAr Capability Curves/02PIV-U8,1045226,02PIV-U8,_77a03bd6-cee6-4ed7-a2a9-e5768780226e,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_1412504a-e60e-4969-beb8-737027b1e584,1045178,UN-09,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,Network/.MVAr Capability Curves/02PIV-U9,1045232,02PIV-U9,_2aa36d3d-ad29-419a-9dfe-897436d3dcf2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_e1586a18-5933-4dba-9f37-e875b2374db4,1046053,UN-01,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.MVAr Capability Curves/02PQM-U1,1046170,02PQM-U1,_0277f32d-a49a-4559-b98e-358548012332,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9fa41785-f8a8-41e4-9648-0d66ffbbfe53,1046055,UN-02,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.MVAr Capability Curves/02PQM-U2,1046176,02PQM-U2,_a9b1dc83-9919-41a8-863f-8641c25eefed,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9a854918-3ca4-4ab9-bae2-abedafa95161,1046057,UN-03,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.MVAr Capability Curves/02PQM-U3,1046182,02PQM-U3,_da37cac2-ef58-4484-885e-5e1f6d2b1077,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_34eb2af4-8e04-483a-aea5-fa5d066c9812,1046059,UN-04,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.MVAr Capability Curves/02PQM-U4,1046188,02PQM-U4,_6283fb4d-db92-4a97-8b06-3e6fe17b6ac7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b2881b7b-fa11-4c0a-ab49-22f4e7379211,1046061,UN-05,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,Network/.MVAr Capability Curves/02PQM-U5,1046194,02PQM-U5,_b5b7f43e-66f9-4e14-b904-7dc8af71620d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_52edc012-c1e1-4400-be45-18422cca7d1c,1047171,UNPTA,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,Network/.MVAr Capability Curves/02PRI-PTA,1047658,02PRI-PTA,_2b2c692f-cfbf-458e-8aad-cf02536ada9d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_34ac6b7e-2508-4828-b990-7125f9312f9c,1047173,UN-01,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,Network/.MVAr Capability Curves/02PRI-U1,1047664,02PRI-U1,_1651228b-77d1-4538-b32a-a64d6320d13a,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_6c83e5de-5e49-4d0b-b096-b684d542f2cd,1047175,UN-02,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,Network/.MVAr Capability Curves/02PRI-U2,1047670,02PRI-U2,_6ca33142-9cc8-46ef-a3a6-6e689da59754,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_aaecdf28-7461-4b36-8160-03246b7e993b,1047177,UN-03,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,Network/.MVAr Capability Curves/02PRI-U3,1047676,02PRI-U3,_03b2415a-38b7-4edb-99d3-dbe2092c47a0,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_234d2a80-e3c4-4ce3-aa7a-0439f295045e,1047192,UN-04,_fd565679-43d9-459d-90ea-9d679c6df929,SynchronousMachine,Network/.MVAr Capability Curves/02PRI-U4,1047783,02PRI-U4,_236eea7f-1c51-4172-8af1-a063c947ca6e,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_06caef3f-c64a-400d-b5b0-54c5f2a6e985,1048050,UN-01,_5a7b56ba-e9ab-40f2-9881-0e1cddace536,SynchronousMachine,Network/.MVAr Capability Curves/02PZM-U1,1048081,02PZM-U1,_7bafc218-abe1-42ea-99a3-66a4ee80f052,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_508af5ca-e70f-4a07-9812-8292b423d207,1048537,UN-01,_82a5cd2e-a0fa-42c8-8258-4421ffb58c37,SynchronousMachine,Network/.MVAr Capability Curves/02SBM-U1,1048588,02SBM-U1,_6329571d-ec81-491f-8238-35a1b2c9ecac,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_22757b37-c618-4827-a1cc-4cf901cf0e01,1048759,UN-01,_c42cf380-e1ac-41a9-858a-81415985c25f,SynchronousMachine,Network/.MVAr Capability Curves/02SDN-U1,1048769,02SDN-U1,_c9869c44-c7a8-475f-8584-2b79fb3f9708,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_c370aebe-e54a-4f2c-a9b5-867ad952e45a,1048761,UN-02,_c42cf380-e1ac-41a9-858a-81415985c25f,SynchronousMachine,Network/.MVAr Capability Curves/02SDN-U2,1048775,02SDN-U2,_eb2480c7-2d5d-4dbe-8f41-1953224e06e9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_152b9a0b-13b7-4ee9-bb7f-c42cd070f8a5,1048832,UN-01,_15a563d7-4b05-4830-9241-b4eef2ca923f,SynchronousMachine,Network/.MVAr Capability Curves/02SES-U1,1048940,02SES-U1,_966504b9-0103-42d2-8959-a5cf92e2b38a,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_d90dd423-0551-496c-8af1-6b5b32099a1f,1049026,UN-01,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.MVAr Capability Curves/02SKY-U1,1049149,02SKY-U1,_9a477f7e-073e-4de8-ac9e-8d152a83ea27,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_50b11e53-1d89-4322-b4f4-192e181e008c,1049028,UN-02,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.MVAr Capability Curves/02SKY-U2,1049155,02SKY-U2,_2656db5a-3e3c-401b-8f49-5c6e00900fe5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3e8493ec-cf03-48e6-9b0d-74b07d98d69a,1049030,UN-03,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.MVAr Capability Curves/02SKY-U3,1049161,02SKY-U3,_0ae25765-9218-41e5-96a9-383b97c9b802,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_0b58abb8-5db7-4111-bd63-cca94e04ce94,1049032,UN-04,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.MVAr Capability Curves/02SKY-U4,1049167,02SKY-U4,_7be0e765-d3a8-4e3f-827e-51a9c90f05e5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_6da11113-ca6a-4c77-8ffc-8a24b8dceb01,1049034,UN-05,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.MVAr Capability Curves/02SKY-U5,1049173,02SKY-U5,_8c9386ee-2b70-4d67-b6f0-1f532742b50c,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_d3a8030a-22fa-4d35-8b9b-185cff781e4b,1049036,UN-06,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,Network/.MVAr Capability Curves/02SKY-U6,1049179,02SKY-U6,_ded1b9cc-6350-4fc3-9f40-4c122f9f089a,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
