"SynchronousMachine:
ID","SynchronousMachine:
InternalId","SynchronousMachine:
Name","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType","ReactiveCapabilityCurve:
Path","ReactiveCapabilityCurve:
InternalId","ReactiveCapabilityCurve:
Name","SynchronousMachine:
ReactiveCapabilityCurveMemberOfSynchronousMachine:
ReactiveCapabilityCurve:
ID","ReactiveCapabilityCurve:
Parent","ReactiveCapabilityCurve:
ObjectType"
_4c394541-bef1-4dd0-9f31-4509e594584a,1225857,UN-03,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.MVAr Capability Curves/03SOU-U3,1225899,03SOU-U3,_668ae028-6ce3-4007-8349-7017dbb5350b,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_ef135fcb-38a3-497b-923f-f57ffc5c7ae7,1225859,UN-04,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.MVAr Capability Curves/03SOU-U4,1225905,03SOU-U4,_416cca17-dd4a-4e74-a5da-232891b9b6de,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_311a009c-a218-4330-9973-be5965535eda,1225861,UN-05,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.MVAr Capability Curves/03SOU-U5,1225911,03SOU-U5,_f4a05bbe-6fa4-41cf-9a00-cb437d0747dd,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_48054cc9-aca5-44b0-b2e1-8739b2dd999b,1225863,UN-06,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.MVAr Capability Curves/03SOU-U6,1225917,03SOU-U6,_447cb5f8-91f3-471e-96b8-31b85b79e076,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_2f2bca6e-5fed-42c9-8edb-ffb3c46d6fb3,1226375,UN-01,_76a110a2-f301-467c-88c0-8eb1db5f706c,SynchronousMachine,Network/.MVAr Capability Curves/03SRA-U1,1226397,03SRA-U1,_b7c0c72d-00d9-4b8c-95d3-62bacbb4f694,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_54d71c3b-ae5b-470f-a84a-92694116bbd2,1226377,UN-02,_76a110a2-f301-467c-88c0-8eb1db5f706c,SynchronousMachine,Network/.MVAr Capability Curves/03SRA-U2,1226403,03SRA-U2,_e0ab1367-7a5d-4567-add9-1e5cd769d58a,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_49a573d7-d779-4505-a2b1-97fd13523af0,1226379,UN-03,_76a110a2-f301-467c-88c0-8eb1db5f706c,SynchronousMachine,Network/.MVAr Capability Curves/03SRA-U3,1226409,03SRA-U3,_b305b459-a2ad-41f3-aad4-cc820d134b72,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_a947c628-bf95-4f55-a5b5-df085b3f2bf0,1226604,UN-01,_71e42595-7cfb-4083-bd3f-0f6bc10cf05e,SynchronousMachine,Network/.MVAr Capability Curves/03SRO-U1,1226727,03SRO-U1,_f2f49b09-3a30-4a05-ad6d-1bb599f1ba55,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_da40206e-a6c4-405f-a82b-7075b0adf4da,1226606,UN-02,_71e42595-7cfb-4083-bd3f-0f6bc10cf05e,SynchronousMachine,Network/.MVAr Capability Curves/03SRO-U2,1226733,03SRO-U2,_5f7970f0-09e9-40ae-9bfe-62f4b844b77b,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_d231680a-7126-4863-85cb-7c1f655e844f,1226811,UNPTA,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,Network/.MVAr Capability Curves/03SSS-PTA,1226835,03SSS-PTA,_65d1c9ba-97a2-4df3-8530-3a908fa1044d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_deaa9135-a353-43b2-9fef-070b3575f7ea,1226813,UN-01,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,Network/.MVAr Capability Curves/03SSS-U1,1226841,03SSS-U1,_3a7f4cb0-5fdd-41e2-9060-cfccc69195ec,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_7a21104f-d12b-480c-b1e8-e32fa5cc7eb3,1226815,UN-02,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,Network/.MVAr Capability Curves/03SSS-U2,1226847,03SSS-U2,_93114eef-e0f5-40cc-894f-1922e2e7b1af,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_50a44562-1ffb-485a-b9d8-5cd6492d2920,1226817,UN-03,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,Network/.MVAr Capability Curves/03SSS-U3,1226853,03SSS-U3,_260b2ea2-1760-47a3-9e02-bc97d98e9bbe,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_0ff2b6e5-2827-4751-9cc7-e9689ba53d3d,1229284,UN-01,_5e212a7b-0913-4157-9c29-64f5cef02350,SynchronousMachine,Network/.MVAr Capability Curves/03TRL-U1,1229306,03TRL-U1,_57072d2f-48be-4f4b-8040-292ad3a9e742,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_47874d2f-c4fd-44b9-b496-9f8b9653b907,1229286,UN-02,_5e212a7b-0913-4157-9c29-64f5cef02350,SynchronousMachine,Network/.MVAr Capability Curves/03TRL-U2,1229312,03TRL-U2,_013474d2-0ed5-413b-9273-a0877bfbc6d8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_785a7c49-b972-4c9c-b089-6d50d4c6bddf,1229406,UNPTA,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.MVAr Capability Curves/03TRZ-PTA,1229432,03TRZ-PTA,_3f3ac551-dcf4-4e10-979e-367a56970420,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3ecd6e26-36cc-4cf9-ae50-e1686c2efd13,1229408,UN-01,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.MVAr Capability Curves/03TRZ-U1,1229438,03TRZ-U1,_14070368-7053-4aa4-94aa-9532f55ac935,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_a9f9a2dd-af24-4117-adb5-717b736db0c1,1229410,UN-02,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.MVAr Capability Curves/03TRZ-U2,1229444,03TRZ-U2,_592a4eff-fad2-4d8e-ae2e-4c7dbded237f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_4a490d57-4b08-4234-906f-51e57d50de84,1229412,UN-03,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.MVAr Capability Curves/03TRZ-U3,1229450,03TRZ-U3,_9b3c08ce-1fe3-4d52-9cb7-43956419865e,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_a3358953-eae1-427d-9d9a-e4dbfc9773db,1229414,UN-04,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.MVAr Capability Curves/03TRZ-U4,1229456,03TRZ-U4,_7a887195-66b3-4fca-9d14-a2d73a2b82cc,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_27df4787-16bb-41c4-a3d0-2ab7571301cf,1230602,UNPTA,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.MVAr Capability Curves/03TUE-PTA,1230640,03TUE-PTA,_de8a3a91-57f9-425f-8fdb-842073c84f9b,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_5ca6a8a9-2446-4019-ba1f-b2f76b608c75,1230604,UN-01,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.MVAr Capability Curves/03TUE-U1,1230646,03TUE-U1,_178cee91-d35c-427d-b9c9-508185ff6417,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_a717d321-1770-456e-b47e-5cfc9254c6aa,1230606,UN-02,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.MVAr Capability Curves/03TUE-U2,1230652,03TUE-U2,_00960013-6638-4fef-ae5d-dbf6066b9d99,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_7626a8fd-4632-4a5b-99b5-331a23f19fae,1230608,UN-03,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.MVAr Capability Curves/03TUE-U3,1230658,03TUE-U3,_89edfb34-c0a4-4be6-baea-8a1f1fa173d1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3c180e6c-2460-41fc-bb73-c69c4da5e931,1230610,UN-04,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.MVAr Capability Curves/03TUE-U4,1230664,03TUE-U4,_e4b7b9d4-1cd9-401e-8916-64e5ccff67f3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_f19bd1f2-22d0-4695-badf-e17541ae8b3d,1230612,UN-05,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.MVAr Capability Curves/03TUE-U5,1230670,03TUE-U5,_f2df97ee-b19c-4991-854c-88883c84cbad,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_8522574f-1722-478b-964a-401066de8285,1230614,UN-06,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.MVAr Capability Curves/03TUE-U6,1230676,03TUE-U6,_f84ffb4e-8fe8-40e5-83bf-91b0eaa90a7a,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_e486516b-6775-4852-8501-a4684e6a3c1a,1230616,UN-07,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.MVAr Capability Curves/03TUE-U7,1230682,03TUE-U7,_357d0777-3ff7-4c79-b0a3-7937e7b3f415,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_31316012-1ad3-44a3-bb89-d06ff650916f,1230618,UN-08,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.MVAr Capability Curves/03TUE-U8,1230688,03TUE-U8,_bb4aaae8-3799-40d3-a3ca-b1eafaf14bdf,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_c2e78f92-e36f-45f0-b786-011fc3903bc5,1231179,UNPTA,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,Network/.MVAr Capability Curves/03TZL-PTA,1231209,03TZL-PTA,_2dc18074-99bb-41af-992d-01623354ec7d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_a13b5ca6-903f-4251-b636-74c018c834f4,1231181,UN-01,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,Network/.MVAr Capability Curves/03TZL-U1,1231215,03TZL-U1,_0f60cf93-ad6a-4f9e-8a6e-22d8d49cb26f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_8f0871a2-f721-4a12-b6fb-3ac998934d3c,1231183,UN-02,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,Network/.MVAr Capability Curves/03TZL-U2,1231221,03TZL-U2,_d07d890f-3987-41ff-a858-74099fe5d642,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3cc7e1b0-e026-48f6-8fe0-919e1ff97314,1231185,UN-03,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,Network/.MVAr Capability Curves/03TZL-U3,1231227,03TZL-U3,_960cfd7c-89dc-40e4-a90c-7d4a83be3362,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_96e546a6-b1b7-4804-9637-8dae969f3e13,1231187,UN-04,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,Network/.MVAr Capability Curves/03TZL-U4,1231233,03TZL-U4,_bc16fe17-8c59-499b-b82e-32117e4e0e44,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3d4d9ec5-f172-4832-9a32-f62dfeb1e27d,1231189,UN-05,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,Network/.MVAr Capability Curves/03TZL-U5,1231239,03TZL-U5,_275a561c-21eb-4091-8e56-08582d7eccb7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_31b10105-99a8-48fc-aadd-5e66332d11a1,1231191,UN-06,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,Network/.MVAr Capability Curves/03TZL-U6,1231245,03TZL-U6,_c35eb019-c100-458d-a5ca-f7c75504751d,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_645df49b-aa73-44ce-b706-72f19e230270,1231878,UN-01,_3b39c5e0-12d7-4ff3-aad9-33d45b5a54e9,SynchronousMachine,Network/.MVAr Capability Curves/03VDR-U1,1232203,03VDR-U1,_ec95cc03-60f7-4751-9804-5b69094beeb9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_d2c319e2-1d1f-46ab-b25a-070af29fea01,1231880,UN-02,_3b39c5e0-12d7-4ff3-aad9-33d45b5a54e9,SynchronousMachine,Network/.MVAr Capability Curves/03VDR-U2,1232209,03VDR-U2,_a9ed73b1-50da-41ae-93ae-b5fc3855c78c,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_6aee7570-a38a-4828-adb9-ff6866dfef14,1232381,UNPTA,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,Network/.MVAr Capability Curves/03VIB-PTA,1232409,03VIB-PTA,_e03720e4-0b0e-47c7-a8d8-3f06b8a0252f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_1212abde-15f8-422b-b31e-db701428ca01,1232383,UN-01,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,Network/.MVAr Capability Curves/03VIB-U1,1232415,03VIB-U1,_4d9ddfb7-2d09-47c0-b786-27decf8a7837,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_96d0aaa1-9e53-4761-9cf2-84ad59a89e27,1232385,UN-02,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,Network/.MVAr Capability Curves/03VIB-U2,1232421,03VIB-U2,_023d528b-702b-4b38-8a88-af35819abf6b,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_07d28508-727a-40fe-97cb-b953142f8fcb,1232387,UN-03,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,Network/.MVAr Capability Curves/03VIB-U3,1232427,03VIB-U3,_04cbb520-cea3-4cd4-814e-b20ce17266e2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b1766cf2-8c96-4a32-864a-a4eaacb72e49,1232389,UN-04,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,Network/.MVAr Capability Curves/03VIB-U4,1232433,03VIB-U4,_3bb6ddcb-838e-4399-b076-21ee7d78bcca,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_8539f3a4-30af-4aa8-a961-9204dda48381,1232391,UN-05,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,Network/.MVAr Capability Curves/03VIB-U5,1232439,03VIB-U5,_04ca8097-0fa2-4edb-902d-ba6f73faefa5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9e12b718-3afc-46ce-9e68-03c83dd86db9,1232617,UN-01,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,Network/.MVAr Capability Curves/03VQE-U1,1232652,03VQE-U1,_f95f9055-d575-4db4-9be1-1a991807f92f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_10adb496-45cb-4eb2-ab1a-c031eaa38b09,1232619,UN-02,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,Network/.MVAr Capability Curves/03VQE-U2,1232658,03VQE-U2,_0c1d650e-2827-4619-b632-ce15a0ee016a,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_45139823-d584-45ca-9c28-8feed1e3e2de,1232621,UN-03,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,Network/.MVAr Capability Curves/03VQE-U3,1232664,03VQE-U3,_f62d9baf-7741-48b3-9435-d0e7d43295bf,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_89bf7dc8-aa88-47a6-abd1-a33390b25d0e,1232623,UN-04,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,Network/.MVAr Capability Curves/03VQE-U4,1232670,03VQE-U4,_223de837-3f6a-413d-980e-46aff34078cd,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_dd9f765f-1b21-4abd-ab0a-e75d24432d61,1232625,UN-05,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,Network/.MVAr Capability Curves/03VQE-U5,1232676,03VQE-U5,_41a11861-ea78-4a71-b2ff-22dfdf449e9f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_2e8ce7aa-468e-4e1f-9ba3-9d3569cfc756,1233787,UN-01,_022394cf-7927-42ea-9c91-79e7e78300b7,SynchronousMachine,Network/.MVAr Capability Curves/03ZMN-U1,1233910,03ZMN-U1,_0c25b022-dd0e-478b-92b5-252d5582b181,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_088e930c-5b4e-4d3b-bf35-59d9031ce52f,1233789,UN-02,_022394cf-7927-42ea-9c91-79e7e78300b7,SynchronousMachine,Network/.MVAr Capability Curves/03ZMN-U2,1233916,03ZMN-U2,_a7a1b7fa-90da-4360-9fab-56bd4a0e43f2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_064d4ebc-268e-45c0-9e7a-ca8eab9e8189,1269315,UN-01,_9718d3e4-7fe1-4c76-84d2-92de885aaf15,SynchronousMachine,Network/.MVAr Capability Curves/03BOT-U1,1269331,03BOT-U1,_5e9a8346-634d-4f66-9bbd-75066e657ea3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_26f921fb-6fc7-483c-927b-a33688721516,1269317,UN-02,_9718d3e4-7fe1-4c76-84d2-92de885aaf15,SynchronousMachine,Network/.MVAr Capability Curves/03BOT-U2,1269337,03BOT-U2,_2ea76e76-78a4-42e1-8ae3-965374dcee5f,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_5df4293d-df32-4923-bd01-49df56762326,1269544,UN-01,_b43354b9-2682-4cde-b68a-b7fc57530f27,SynchronousMachine,Network/.MVAr Capability Curves/03CBN-U1,1269566,03CBN-U1,_e7c8e28c-b685-43a7-8ca4-637e18d13c01,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_fe441f5b-9e69-4d7d-8170-88b2c4df2703,1269546,UN-02,_b43354b9-2682-4cde-b68a-b7fc57530f27,SynchronousMachine,Network/.MVAr Capability Curves/03CBN-U2,1269572,03CBN-U2,_47a2b19d-d8bc-4c1a-a339-1480fa6cd647,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_6b1e9fd5-dbf8-4e4e-8a52-e0111f251c1c,1270537,UN-01,_ed416328-e2ca-470e-84c7-1eb3d30a697a,SynchronousMachine,Network/.MVAr Capability Curves/03CHL-U1,1270547,03CHL-U1,_ae7c6d97-56e7-4794-b924-ef4129f66cb8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_0c35f6f9-9bba-4250-b2e4-7735246ab8df,1270539,UN-02,_ed416328-e2ca-470e-84c7-1eb3d30a697a,SynchronousMachine,Network/.MVAr Capability Curves/03CHL-U2,1270553,03CHL-U2,_b60b7c3e-2857-4e42-8833-e2432eb46ad9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b7dea3af-3ab1-476b-988b-6a8fe09ded15,1272645,UN-01,_c5d354d6-46a2-44eb-a40d-ad66ac05bc59,SynchronousMachine,Network/.MVAr Capability Curves/03CPT-U1,1272661,03CPT-U1,_4453441a-4b2b-4f1b-a9fd-ffa29f57d1db,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_9395e8e4-6ba7-4da6-a6b9-aa6a49558f44,1272647,UN-02,_c5d354d6-46a2-44eb-a40d-ad66ac05bc59,SynchronousMachine,Network/.MVAr Capability Curves/03CPT-U2,1272667,03CPT-U2,_1715f791-60f6-4c1f-9aec-173fbbd7ee87,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_279d3873-a7d8-4555-b12b-acb82ae796ef,1285922,UN-01,_0dc4aa04-1d98-4b13-a51d-d1cb62419eab,SynchronousMachine,Network/.MVAr Capability Curves/03TJS-U1,1285930,03TJS-U1,_8ed58fe4-9840-438b-9d05-ae1be19fad6a,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_5f1642b2-dfcf-48b0-8044-fb5092d6e7a3,1289640,UN-04,_f6df6110-9c99-4ed2-b97e-3e11a5c54f6b,SynchronousMachine,Network/.MVAr Capability Curves/03ZMP-U4,1289650,03ZMP-U4,_fa1d216e-d3d3-4c66-8f4a-3b0591baab20,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3aa93ff2-f9e5-43d4-b635-719baf872853,1289642,UN-05,_f6df6110-9c99-4ed2-b97e-3e11a5c54f6b,SynchronousMachine,Network/.MVAr Capability Curves/03ZMP-U5,1289656,03ZMP-U5,_457b1009-d1f2-4384-a248-b674004e1cf5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_b0f76c06-c6bd-4f61-9a56-201644d5aef9,1324768,UN-01,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine,Network/.MVAr Capability Curves/03CLL-U1,1324800,03CLL-U1,_a221680e-3ca7-4dcd-b2a5-2301003e3db0,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_e045c4d4-1e43-41ea-8af5-87f912b44a2c,1324770,UN-02,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine,Network/.MVAr Capability Curves/03CLL-U2,1324806,03CLL-U2,_56c406ca-9c8c-462f-9aed-8af77a21d836,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_7e71483e-8094-442a-8df9-7426f5e1dc46,1324772,UN-03,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine,Network/.MVAr Capability Curves/03CLL-U3,1324812,03CLL-U3,_c3f66ae8-80ad-46a9-8b76-8ef9d36da88c,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_10c1fa44-7ffa-454f-aa1c-bb54581e7369,1324774,UN-04,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine,Network/.MVAr Capability Curves/03CLL-U4,1324818,03CLL-U4,_7eef0285-b582-4289-8efa-6103cde3d0fe,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_f77b8979-ac6e-4379-981d-9990b250396b,1353630,UNPTA,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,Network/.MVAr Capability Curves/03BAJ-PTA,1354167,03BAJ-PTA,_ce175305-3a85-4e15-973f-05fa005d7504,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_07ad3761-6169-4391-bc52-5af53ac28dae,1353632,UN-01,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,Network/.MVAr Capability Curves/03BAJ-U1,1354173,03BAJ-U1,_f152ddb4-c58b-4091-9bf7-5109a74cd2fd,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_06a07bdc-d4f2-4cce-b9a5-345168b3570a,1353634,UN-02,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,Network/.MVAr Capability Curves/03BAJ-U2,1354179,03BAJ-U2,_ad26b9a0-053a-40e0-a4f7-bcc2b2114bf3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_1bae089c-ec6e-46f5-bb8b-3e76f8963d68,1353636,UN-03,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,Network/.MVAr Capability Curves/03BAJ-U3,1354185,03BAJ-U3,_57fd21fb-a9a5-44c4-af43-3a2c79b7c9af,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_3d21401d-87bf-4387-ab14-5d6a17b9624c,1353638,UN-04,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,Network/.MVAr Capability Curves/03BAJ-U4,1354191,03BAJ-U4,_38603dab-bdbd-4e8e-bde4-51e9715428ca,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_5b8ab394-2e20-48e1-9942-21d4fe497f07,1367457,UNPQ2,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine,Network/.MVAr Capability Curves/03SAU-PQ2,1368337,03SAU-PQ2,_edd8514f-23db-49f4-952e-7b87197aeb42,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_84e594dc-b380-4916-97ac-53adbe9b4c8e,1367459,UNPQ3,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine,Network/.MVAr Capability Curves/03SAU-PQ3,1368343,03SAU-PQ3,_a1be6b50-06fc-4639-b918-44fa726b1db7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_09e8edeb-591d-4079-bd44-6abd47c88e89,1367461,UN-02,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine,Network/.MVAr Capability Curves/03SAU-U2,1368349,03SAU-U2,_7716c969-d1df-4305-bb88-1eecea98f9f4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_dde7d0f6-2ad9-49ec-8864-0f75634e0cb5,1367463,UN-03,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine,Network/.MVAr Capability Curves/03SAU-U3,1368355,03SAU-U3,_c6e600dd-e159-4ea1-927c-59f80a8ade32,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_a0562d7d-c3c8-4093-96c6-a9ab6ab15ee3,1367465,UN-04,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine,Network/.MVAr Capability Curves/03SAU-U4,1368361,03SAU-U4,_f9e7741f-8ff1-4441-971f-a62585d4bee4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
_5792e6d5-abcf-4242-9001-c809dbe0cd85,1367467,UN-05,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine,Network/.MVAr Capability Curves/03SAU-U5,1368367,03SAU-U5,_464bf3b5-467f-4b06-be7b-d5a861add2e0,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve
