"ConformLoad:
ID","ConformLoad:
Name","ConformLoad:
NAFlag","ConformLoad:
InternalId","ConformLoad:
Parent","ConformLoad:
ObjectType","ConformLoadGroup:
Path","ConformLoadGroup:
InternalId","ConformLoadGroup:
Name","ConformLoad:
ConformLoadAssignedToConformLoadGroup:
ConformLoadGroup:
ID","ConformLoadGroup:
Parent","ConformLoadGroup:
ObjectType"
_43e7d3dd-b44e-48d0-bfc9-a8b16373477a,T-02 230\23,true,878808,_ccf11b53-4097-4e64-a613-e23b9f974724,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VER  T-02 230_23-LG,878937,01   VER  T-02 230_23-LG,_cf84cb20-0963-43c7-bd90-af16eb70e786,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_6008d742-acea-4553-b4e9-2061e9bcdb82,T-03 230\23,true,878813,_ccf11b53-4097-4e64-a613-e23b9f974724,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VER  T-03 230_23-LG,879038,01   VER  T-03 230_23-LG,_6b8d7928-cb21-4a7b-ab30-50b72f36cf4a,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_ee7ef980-e5d1-4756-a3cc-556cf06e8763,53010      23CA,true,880202,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53010      23CA-LG,880669,01   VIC 53010      23CA-LG,_a8b4513c-065e-466f-8de0-32e761686975,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_d3937ce2-17d6-4381-97fd-bcd5d505a2bb,53020      23CA,true,880207,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53020      23CA-LG,880770,01   VIC 53020      23CA-LG,_953355c1-9fde-4ab7-b2d4-4f3dcd273d4d,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_6f2c1239-c1b5-44d7-862b-99a28a262846,53030      23CA,true,880212,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53030      23CA-LG,880871,01   VIC 53030      23CA-LG,_356d61b9-57b4-48af-95a6-3c2b2e79f0d0,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_97bfefaa-e9cf-481e-a719-9fd1199ed17d,53040      23CA,true,880217,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53040      23CA-LG,880972,01   VIC 53040      23CA-LG,_b6d4d4fc-44fc-44da-8fd0-3c4e39e442c9,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_4e1a54ed-286d-4feb-8a5b-3bc7b8825682,53050      23CA,true,880222,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53050      23CA-LG,881073,01   VIC 53050      23CA-LG,_651f6441-3413-4107-a28d-2805c42b3dd6,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_f920abe4-c55a-4438-a9bf-f504b905e0ef,53060      23CA,true,880227,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53060      23CA-LG,881174,01   VIC 53060      23CA-LG,_202b68a5-ab91-4490-a7e6-273912dda911,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_5b58a82c-d476-4111-9cb2-7d87551715fb,53070      23CA,true,880232,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53070      23CA-LG,881275,01   VIC 53070      23CA-LG,_442a10f5-9e7d-44d6-93b0-8225ec598be4,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_c54ecf99-2584-40b5-9474-b38ebf3f3d28,53080      23CA,true,880237,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53080      23CA-LG,881376,01   VIC 53080      23CA-LG,_3b2a34d5-0000-4dd2-9220-251044c7a888,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_d31acb9e-fd24-49ec-bda3-c7e45912034d,53090      23CA,true,880242,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53090      23CA-LG,881477,01   VIC 53090      23CA-LG,_211b6557-8656-41db-b123-73ac2cdc5f0a,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_43b8f88e-96ed-44f3-8ba8-e468691167c7,53100      23CA,true,880247,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53100      23CA-LG,881578,01   VIC 53100      23CA-LG,_4e1bd0b1-775a-46eb-8f8a-78c81a6a6ea2,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_5f250cd4-0620-4b8e-9e37-b2665bc263f5,53110      23CA,true,880252,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53110      23CA-LG,881679,01   VIC 53110      23CA-LG,_3fdc1356-8966-4a1a-9ee3-ed5822ddeb47,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_4c9b7ebe-d116-4904-9bbd-7a8de0938a7d,53120      23CA,true,880257,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53120      23CA-LG,881780,01   VIC 53120      23CA-LG,_5f687d23-f77a-45b1-abc4-8e6e9e04c2a6,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_c75db98a-9f3a-4494-aa0b-a1d39a1ad23f,53130      23CA,true,880262,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53130      23CA-LG,881881,01   VIC 53130      23CA-LG,_5a3debbd-1f74-4dba-9af6-15966b5964a4,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_399cc7ac-ec82-4bba-a8a7-8527306e1d77,53140      23CA,true,880267,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53140      23CA-LG,881982,01   VIC 53140      23CA-LG,_36c5f09b-8efe-4f29-817a-f1ec33aa1d20,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_70337102-6b7d-41f5-974d-c6789b00bb58,53150      23CA,true,880272,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53150      23CA-LG,882083,01   VIC 53150      23CA-LG,_9f0b3e82-732a-4529-8a14-980667332c09,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_051de977-dc32-4488-b2eb-ba51a3812f63,53160      23CA,true,880277,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53160      23CA-LG,882184,01   VIC 53160      23CA-LG,_f9d3a454-fb3c-4f62-ad65-c4e8667d723c,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_887e558a-fecc-4871-8d16-9ccd2b712333,53170      23CA,true,880282,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53170      23CA-LG,882285,01   VIC 53170      23CA-LG,_0bce9328-5351-433e-a08f-442c3804f56e,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_64b906b3-9a32-43d7-89a3-88589f5e239a,53180      23CA,true,880287,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC 53180      23CA-LG,882386,01   VIC 53180      23CA-LG,_be2fccb3-eff4-4197-931c-58b62f5705c8,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_2737630d-5c95-4223-9794-b1c98870d8ee,AUX G1     23CA,true,880292,_3945009e-226b-4932-9ed5-7f282f55717d,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC AUX G1     23CA-LG,882487,01   VIC AUX G1     23CA-LG,_b161a4d4-df6d-42bc-ade9-90c269afea1a,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_a3e029de-80c2-4235-930a-2717eaea080a,T1 AUX U1    CA,true,883161,_50b4cf67-9b2f-40bd-9e5d-98c63df79eeb,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIL T1 AUX U1    CA-LG,883518,01   VIL T1 AUX U1    CA-LG,_0ac37564-63da-40b3-a9af-1c3484ac65e1,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
_ceec0fad-1605-48ae-afb0-02f3f609be32,T2 AUX U2    CA,true,883166,_50b4cf67-9b2f-40bd-9e5d-98c63df79eeb,ConformLoad,Network/.Load Areas/SIN/01CEL/01   VIL T2 AUX U2    CA-LG,883619,01   VIL T2 AUX U2    CA-LG,_4c2be3f1-fc73-4712-ad3b-6f6d644b0bb4,_45b864f2-1191-461d-ab8b-4d8ad42dd154,ConformLoadGroup
