ID,Path,Name,Description,ElementName,ElementText,IncludeInSE,MeasurementType,mRID,InternalId,Parent,ObjectType
_bb7fe43a-397a-447d-a6a8-1737b3f0edea,Network/Companies/SIN/06NES/06   AHM/400/AT 01/Q,Q,06   AHM T -01    400/34.5 H MVAR,Q (1642),T -01    400/34.5 H MVAR,true,Reactive power,,4603200,_656b4db9-9bd3-4db7-9784-5ecf5b79fe77,Analog
_d53db0c0-6671-484a-bec6-ce17d6414681,Network/Companies/SIN/06NES/06   AHM/400/T 02/P,P,06   AHM T -02    400/34.5 H   MW,P (1631),T -02    400/34.5 H   MW,true,Real power,,4603209,_4b8cb018-a4fa-4421-9fe5-76671285eb5a,Analog
_448c623b-d883-42a8-be6a-da070fbc2529,Network/Companies/SIN/06NES/06   AHM/400/T 02/Q,Q,06   AHM T -02    400/34.5 H MVAR,Q (1642),T -02    400/34.5 H MVAR,true,Reactive power,,4603218,_4b8cb018-a4fa-4421-9fe5-76671285eb5a,Analog
_6ebe33ca-73e9-41ba-88a9-aa7bceba809d,Network/Companies/SIN/06NES/06   AHM/400/T 03/P,P,06   AHM T -03    400/34.5 H   MW,P (1631),T -03    400/34.5 H   MW,true,Real power,,4603227,_d5add937-634e-4549-9afe-a0f082dc0246,Analog
_a63ec897-6f9e-4f53-9ca9-8f031485e356,Network/Companies/SIN/06NES/06   AHM/400/T 03/Q,Q,06   AHM T -03    400/34.5 H MVAR,Q (1642),T -03    400/34.5 H MVAR,true,Reactive power,,4603236,_d5add937-634e-4549-9afe-a0f082dc0246,Analog
_882718c7-44f8-42de-b98f-12a06a360bc7,Network/Companies/SIN/06NES/06   ALT/16/UN-01/P,P,06   ALT UN-01                 MW,P (1631),UN-01                 MW,true,Real power,,4606054,_a50db5a7-7848-4a00-8ad4-66a53237fa6f,Analog
_a5f088a7-a69e-4787-860f-864d529d57ce,Network/Companies/SIN/06NES/06   ALT/16/UN-01/Q,Q,06   ALT UN-01               MVAR,Q (1642),UN-01               MVAR,true,Reactive power,,4606063,_a50db5a7-7848-4a00-8ad4-66a53237fa6f,Analog
_77740fb0-03ee-40c1-9ffc-e65217011c89,Network/Companies/SIN/06NES/06   ALT/16/UN-02/P,P,06   ALT UN-02                 MW,P (1631),UN-02                 MW,true,Real power,,4606319,_228f41ca-943d-4137-bc26-c7c3bbdc7298,Analog
_1f5b63b6-f52f-4eda-8fc0-56c2d7dcf939,Network/Companies/SIN/06NES/06   ALT/16/UN-02/Q,Q,06   ALT UN-02               MVAR,Q (1642),UN-02               MVAR,true,Reactive power,,4606330,_228f41ca-943d-4137-bc26-c7c3bbdc7298,Analog
_7d4dbb73-5ff5-4d80-a524-ef74837d1d7e,Network/Companies/SIN/06NES/06   ALT/20/UN-03/Q,Q,06   ALT UN-03               MVAR,Q (1642),UN-03               MVAR,true,Reactive power,,4606588,_a3fda196-7b66-41ad-900d-773f8c3af68d,Analog
_21539620-58e9-40ce-b317-ca558bc49389,Network/Companies/SIN/06NES/06   ALT/20/UN-04/Q,Q,06   ALT UN-04               MVAR,Q (1642),UN-04               MVAR,true,Reactive power,,4606837,_fa215583-b66b-4e97-b46e-19db219909ef,Analog
_6e94903f-42b3-468c-8f11-3c50da37ed51,Network/Companies/SIN/06NES/06   ALT/115/AUX. U1Y2/P,P,06   ALT T -11    115/4.1 NETA MW,P (1631),T -11    115/4.1 NETA MW,true,Real power,,4610186,_78aac3a1-b2ca-427f-b658-16b2365b0162,Analog
_121c5b2e-1492-4377-b925-948d7563a2a3,Network/Companies/SIN/06NES/06   ALT/115/AUX. U1Y2/Q,Q,06   ALT T -11  115/4.1 NETA MVAR,Q (1642),T -11  115/4.1 NETA MVAR,true,Reactive power,,4610195,_78aac3a1-b2ca-427f-b658-16b2365b0162,Analog
_901855ee-f25f-4070-a552-c369e507e3d3,Network/Companies/SIN/06NES/06   ALT/230/AUX. U3Y4/P,P,06   ALT T -12    230/4.1 NETA MW,P (1631),T -12    230/4.1 NETA MW,true,Real power,,4610204,_3ab3e464-4cfe-41fa-b160-5ea5f894b5cd,Analog
_9ed40cba-2e35-4c67-be30-48d251c94572,Network/Companies/SIN/06NES/06   ALT/230/AUX. U3Y4/Q,Q,06   ALT T -12  230/4.1 NETA MVAR,Q (1642),T -12  230/4.1 NETA MVAR,true,Reactive power,,4610213,_3ab3e464-4cfe-41fa-b160-5ea5f894b5cd,Analog
_77f2934f-742b-4022-8466-e375df187dfb,Network/Companies/SIN/06NES/06   AMC/REAL_DI/IN-51075 EOLIC        CG/P,P,06   AMC CG-51075 EOLIC        MW,P (1631),CG-51075 EOLIC        MW,false,Non-specific,,4610378,_aa2ff09a-f096-409e-b4ed-e2171c84d74a,Analog
_fa5695eb-4d24-493f-aed4-620454e3bdda,Network/Companies/SIN/06NES/06   AMC/REAL_DI/IN-51075 EOLIC        CG/Q,Q,06   AMC CG-51075 EOLIC      MVAR,Q (1642),CG-51075 EOLIC      MVAR,false,Non-specific,,4610387,_aa2ff09a-f096-409e-b4ed-e2171c84d74a,Analog
_1ff9c7db-60e1-4550-9d3b-a11b0ea4394f,Network/Companies/SIN/06NES/06   AMD/34.5/CP-03/Q,Q,06   AMD CE-03    B 34.5     MVAR,Q (1642),CE-03    B 34.5     MVAR,true,Reactive power,,4611312,_11b6dce6-2d38-459f-83bd-e41d070583f0,Analog
_1d9e2be9-6c8a-44e1-837f-dd884dd56310,Network/Companies/SIN/06NES/06   AMD/34.5/CP-04/Q,Q,06   AMD CE-04    B 34.5     MVAR,Q (1642),CE-04    B 34.5     MVAR,true,Reactive power,,4611321,_1c01a2bd-d663-4fa4-9ec8-ca4ecb9953f8,Analog
_7be6ca78-7457-4fc8-a9ed-39f98e88a5ec,Network/Companies/SIN/06NES/06   AMD/34.5/CP-05/Q,Q,06   AMD CE-05    B 34.5     MVAR,Q (1642),CE-05    B 34.5     MVAR,true,Reactive power,,4611330,_2bd1312f-44d6-4e0d-be64-f5dc22c307d4,Analog
_bb3ec59a-03a9-4c67-9477-1ef10261c8a3,Network/Companies/SIN/06NES/06   AMD/34.5/UN-01/P,P,06   AMD CG-51135 EOLIC        MW,P (1631),CG-51135 EOLIC        MW,true,Real power,,4611339,_e41a1fdc-1e22-46e2-b0b4-19c342b1762d,Analog
_97bfe1c1-6ee4-4405-800b-ba853d8b75c5,Network/Companies/SIN/06NES/06   AMD/34.5/UN-01/Q,Q,06   AMD CG-51135 EOLIC      MVAR,Q (1642),CG-51135 EOLIC      MVAR,true,Reactive power,,4611348,_e41a1fdc-1e22-46e2-b0b4-19c342b1762d,Analog
_43fc61c6-403e-4ea6-842a-c1541449c6d4,Network/Companies/SIN/06NES/06   AMD/34.5/UN-02/P,P,06   AMD CG-51145 EOLIC        MW,P (1631),CG-51145 EOLIC        MW,true,Real power,,4611357,_421ad844-bcbb-4351-838b-cbc568dec686,Analog
_fca6ba5b-4611-42fb-804a-a6b6e6cd93d0,Network/Companies/SIN/06NES/06   AMD/34.5/UN-02/Q,Q,06   AMD CG-51145 EOLIC      MVAR,Q (1642),CG-51145 EOLIC      MVAR,true,Reactive power,,4611366,_421ad844-bcbb-4351-838b-cbc568dec686,Analog
_8e8ef614-1085-49c4-bcf9-0cc1dc43c5e1,Network/Companies/SIN/06NES/06   AMD/34.5/UN-03/P,P,06   AMD CG-51155 EOLIC        MW,P (1631),CG-51155 EOLIC        MW,true,Real power,,4611375,_a3f0afef-4a07-450f-8ad7-59297b8087d4,Analog
_fe621fc7-643e-4506-a291-b6f24f167389,Network/Companies/SIN/06NES/06   AMD/34.5/UN-03/Q,Q,06   AMD CG-51155 EOLIC      MVAR,Q (1642),CG-51155 EOLIC      MVAR,true,Reactive power,,4611384,_a3f0afef-4a07-450f-8ad7-59297b8087d4,Analog
_0fe72579-8a79-4f47-b402-3ae29b2993de,Network/Companies/SIN/06NES/06   AMD/34.5/UN-04/P,P,06   AMD CG-51165 EOLIC        MW,P (1631),CG-51165 EOLIC        MW,true,Real power,,4611393,_01fd631e-0f4c-425a-b113-7fb53bc27d45,Analog
_addad929-f1ba-42f5-9ea0-e34884ec23fd,Network/Companies/SIN/06NES/06   AMD/34.5/UN-04/Q,Q,06   AMD CG-51165 EOLIC      MVAR,Q (1642),CG-51165 EOLIC      MVAR,true,Reactive power,,4611402,_01fd631e-0f4c-425a-b113-7fb53bc27d45,Analog
_f87c4a5c-d968-4e58-91bb-8ad07808d0f5,Network/Companies/SIN/06NES/06   AMD/34.5/UN-05/P,P,06   AMD CG-51175 EOLIC        MW,P (1631),CG-51175 EOLIC        MW,true,Real power,,4611411,_3c9b3501-39c7-4c8b-8174-02bcafda49dc,Analog
_28d41a92-fc03-4f5b-9761-6f1c18f9ad22,Network/Companies/SIN/06NES/06   AMD/34.5/UN-05/Q,Q,06   AMD CG-51175 EOLIC      MVAR,Q (1642),CG-51175 EOLIC      MVAR,true,Reactive power,,4611420,_3c9b3501-39c7-4c8b-8174-02bcafda49dc,Analog
_249c6a03-776e-401a-9770-41c23aee032c,Network/Companies/SIN/06NES/06   AMD/34.5/UN-06/P,P,06   AMD CG-51185 EOLIC        MW,P (1631),CG-51185 EOLIC        MW,true,Real power,,4611429,_68f3c6c8-4457-4a63-8230-2bd291e35f7c,Analog
_3c8e2ec9-52de-4214-9775-e7d7f2d55735,Network/Companies/SIN/06NES/06   AMD/34.5/UN-06/Q,Q,06   AMD CG-51185 EOLIC      MVAR,Q (1642),CG-51185 EOLIC      MVAR,true,Reactive power,,4611438,_68f3c6c8-4457-4a63-8230-2bd291e35f7c,Analog
_cfe37e2f-d7de-48a3-9387-46a96502679b,Network/Companies/SIN/06NES/06   AMD/34.5/UN-07/P,P,06   AMD CG-51195 EOLIC        MW,P (1631),CG-51195 EOLIC        MW,true,Real power,,4611447,_3f1231e5-bdd6-4dfa-bef8-be6fcaa8b7b4,Analog
_2870c597-8458-44fc-914c-045257fc8eda,Network/Companies/SIN/06NES/06   AMD/34.5/UN-07/Q,Q,06   AMD CG-51195 EOLIC      MVAR,Q (1642),CG-51195 EOLIC      MVAR,true,Reactive power,,4611456,_3f1231e5-bdd6-4dfa-bef8-be6fcaa8b7b4,Analog
_a05b706f-c8b6-4805-b921-f0921ed80fab,Network/Companies/SIN/06NES/06   AMD/34.5/UN-08/P,P,06   AMD CG-51205 EOLIC        MW,P (1631),CG-51205 EOLIC        MW,true,Real power,,4611465,_d5f3254d-f76c-4241-b9bc-24e5656f9e4a,Analog
_f77fffdb-0520-45c7-8ad2-cfd8cd29d635,Network/Companies/SIN/06NES/06   AMD/34.5/UN-08/Q,Q,06   AMD CG-51205 EOLIC      MVAR,Q (1642),CG-51205 EOLIC      MVAR,true,Reactive power,,4611474,_d5f3254d-f76c-4241-b9bc-24e5656f9e4a,Analog
_7a9b4c8f-eb56-4607-8939-adb372e7c398,Network/Companies/SIN/06NES/06   AMD/34.5/CARGA TSP5/P,P,06   AMD T -05    SERVPROP H   MW,P (1631),T -05    SERVPROP H   MW,true,Real power,,4611483,_1eb371f9-5a09-4883-886e-02d179bfbcc6,Analog
_274a6875-a8aa-4cea-9fbf-6cfa46db2892,Network/Companies/SIN/06NES/06   AMD/34.5/CARGA TSP5/Q,Q,06   AMD T -05    SERVPROP H MVAR,Q (1642),T -05    SERVPROP H MVAR,true,Reactive power,,4611498,_1eb371f9-5a09-4883-886e-02d179bfbcc6,Analog
_3d53263b-1df4-4311-a842-a192a67ebca8,Network/Companies/SIN/06NES/06   ANP/115/73960 CAN/P,P,06   ANP LT-73960 CAN          MW,P (1631),LT-73960 CAN          MW,true,Real power,,4612995,_8a85965b-3135-4128-a419-a0c1defbd832,Analog
_5571366f-e28d-4f13-95a6-41ac456b2518,Network/Companies/SIN/06NES/06   ANP/115/73960 CAN/Q,Q,06   ANP LT-73960 CAN        MVAR,Q (1642),LT-73960 CAN        MVAR,true,Reactive power,,4613010,_8a85965b-3135-4128-a419-a0c1defbd832,Analog
_52e4f05e-d08c-4247-9efb-d8e72d91f1ba,Network/Companies/SIN/06NES/06   APC/230/T1/P,P,06   APC CARGA T-01            MW,P (1631),CARGA T-01            MW,true,Real power,,4614783,_057f0293-3041-4d3d-b08c-42fb61933981,Analog
_59d2715f-48a9-4d5f-96a8-054d4a4ad2b8,Network/Companies/SIN/06NES/06   APC/230/T1/Q,Q,06   APC CARGA T-01          MVAR,Q (1642),CARGA T-01          MVAR,true,Reactive power,,4614792,_057f0293-3041-4d3d-b08c-42fb61933981,Analog
_1d886baa-f37b-4633-a81f-5e100e2aefa0,Network/Companies/SIN/06NES/06   APC/230/T2/P,P,06   APC CARGA T-02            MW,P (1631),CARGA T-02            MW,true,Real power,,4614801,_1d9be176-99cc-414f-9995-82630199ff4c,Analog
_9258c4ae-24fa-4f69-8224-ebd09ce9a6e0,Network/Companies/SIN/06NES/06   APC/230/T2/Q,Q,06   APC CARGA T-02          MVAR,Q (1642),CARGA T-02          MVAR,true,Reactive power,,4614810,_1d9be176-99cc-414f-9995-82630199ff4c,Analog
_d4eafa84-f799-45b4-b323-e698cd9cc434,Network/Companies/SIN/06NES/06   APF/115/CARGA/P,P,06   APF LT-73K80 BRE          MW,P (1631),LT-73K80 BRE          MW,true,Real power,,4616204,_B5E58DF2-052E-468C-A483-6FA3F2E3E103,Analog
_8454c132-8936-4d1d-993d-6312631b6a8b,Network/Companies/SIN/06NES/06   APF/115/CARGA/Q,Q,06   APF LT-73K80 BRE        MVAR,Q (1642),LT-73K80 BRE        MVAR,true,Reactive power,,4616219,_B5E58DF2-052E-468C-A483-6FA3F2E3E103,Analog
_d0c53f52-31cf-4f0d-acfd-3f22d2d82484,Network/Companies/SIN/06NES/06   ARV/115/CARGA T1/P,P,06   ARV T -01    115/34.5 H   MW,P (1631),T -01    115/34.5 H   MW,true,Real power,,4617533,_e93fb62a-98b9-497a-9635-7c78619a5f7e,Analog
_e7ba93e2-fc06-4601-b983-468e154fdc6f,Network/Companies/SIN/06NES/06   ARV/115/CARGA T1/Q,Q,06   ARV T -01    115/34.5 H MVAR,Q (1642),T -01    115/34.5 H MVAR,true,Reactive power,,4617544,_e93fb62a-98b9-497a-9635-7c78619a5f7e,Analog
_059f4bff-5d04-420b-8555-83915e4ba529,Network/Companies/SIN/06NES/06   ARV/115/CARGA T2/P,P,06   ARV T -02    115/34.5 H   MW,P (1631),T -02    115/34.5 H   MW,true,Real power,,4617555,_b50f4ee2-5c21-436b-9d8f-0eae6a9f0bb9,Analog
_fa384cff-d6db-4ff8-b401-f44196e9f501,Network/Companies/SIN/06NES/06   ARV/115/CARGA T2/Q,Q,06   ARV T -02    115/34.5 H MVAR,Q (1642),T -02    115/34.5 H MVAR,true,Reactive power,,4617566,_b50f4ee2-5c21-436b-9d8f-0eae6a9f0bb9,Analog
_a0cf32a9-d99e-4ce2-b59b-24e024266860,Network/Companies/SIN/06NES/06   ARV/115/CARGA T3/P,P,06   ARV T -03    115/34.5 H   MW,P (1631),T -03    115/34.5 H   MW,true,Real power,,4617577,_782806fd-d996-4fb2-801e-1da1aa5ce2bd,Analog
_2373e81f-d577-459e-8541-bb366dea641b,Network/Companies/SIN/06NES/06   ARV/115/CARGA T3/Q,Q,06   ARV T -03    115/34.5 H MVAR,Q (1642),T -03    115/34.5 H MVAR,true,Reactive power,,4617588,_782806fd-d996-4fb2-801e-1da1aa5ce2bd,Analog
_5b3deb24-9842-41e4-bd27-1602cc79687b,Network/Companies/SIN/06NES/06   ASN/0.48/UN-01/P,P,06   ASN UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4617759,_36b5c39c-f553-4617-9977-e3c221e24fb9,Analog
_6a55559e-8d00-4201-a9e2-520afc3d5b4f,Network/Companies/SIN/06NES/06   ASN/0.48/UN-01/Q,Q,06   ASN UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4617768,_36b5c39c-f553-4617-9977-e3c221e24fb9,Analog
_e5b7670e-f519-4297-9a2b-d75a20f82b98,Network/Companies/SIN/06NES/06   ASN/0.48/CARGA 13000/P,P,06   ASN IN-13000 ASN          MW,P (1631),IN-13000 ASN          MW,true,Real power,,4617809,_4ab3ea8e-c4dc-4526-990e-5a217daab587,Analog
_3b2d24ea-1fcc-448b-a33d-4203dc18480c,Network/Companies/SIN/06NES/06   ASN/0.48/CARGA 13000/Q,Q,06   ASN IN-13000 ASN        MVAR,Q (1642),IN-13000 ASN        MVAR,true,Reactive power,,4617818,_4ab3ea8e-c4dc-4526-990e-5a217daab587,Analog
_5d9982fe-76a2-4d8d-8542-04820285ca95,Network/Companies/SIN/06NES/06   ATC/18/UN-01/P,P,06   ATC UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4618655,_d23181d7-28ed-4522-87f7-3bb2fbe3ac99,Analog
_ccae2e87-0dd9-4c17-a64f-45f215908f8e,Network/Companies/SIN/06NES/06   ATC/18/UN-01/Q,Q,06   ATC UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4618664,_d23181d7-28ed-4522-87f7-3bb2fbe3ac99,Analog
_499cdd9e-21b8-4a79-85e5-51278869d3f9,Network/Companies/SIN/06NES/06   ATC/18/UN-02/P,P,06   ATC UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,4618709,_2fd0e76f-7c10-4014-a618-f352e4472c0c,Analog
_5858edcc-1132-4b0c-891f-08bc84209ae2,Network/Companies/SIN/06NES/06   ATC/18/UN-02/Q,Q,06   ATC UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,4618718,_2fd0e76f-7c10-4014-a618-f352e4472c0c,Analog
_27dd21da-3f67-429a-bb72-f818e369459d,Network/Companies/SIN/06NES/06   ATC/18/UN-03/P,P,06   ATC UN-03    BRUTA        MW,P (1631),UN-03    BRUTA        MW,true,Real power,,4618765,_d03b3b91-42a5-48be-b004-bc2505bc81ba,Analog
_0043a0d2-a359-4c6a-9eb3-e02798a8f607,Network/Companies/SIN/06NES/06   ATC/18/UN-03/Q,Q,06   ATC UN-03    BRUTA      MVAR,Q (1642),UN-03    BRUTA      MVAR,true,Reactive power,,4618774,_d03b3b91-42a5-48be-b004-bc2505bc81ba,Analog
_9ab0e7d8-57a6-4a56-bffc-d0777e4b74fc,Network/Companies/SIN/06NES/06   ATC/18/UN-04/P,P,06   ATC UN-04    BRUTA        MW,P (1631),UN-04    BRUTA        MW,true,Real power,,4618821,_77ae869b-4ec1-44df-8a76-dde14b0defc7,Analog
_d856e5c8-5507-4a39-aa80-77e021356767,Network/Companies/SIN/06NES/06   ATC/18/UN-04/Q,Q,06   ATC UN-04    BRUTA      MVAR,Q (1642),UN-04    BRUTA      MVAR,true,Reactive power,,4618830,_77ae869b-4ec1-44df-8a76-dde14b0defc7,Analog
_0a907322-3e92-47ed-b6aa-83d3cbfb0275,Network/Companies/SIN/06NES/06   ATC/18/UN-05/P,P,06   ATC UN-05    BRUTA        MW,P (1631),UN-05    BRUTA        MW,true,Real power,,4618899,_5ef530e6-f18f-4f7d-bf26-2333cdd75dfd,Analog
_e801e6e2-c31c-4bfc-96bf-0673a4e9c81a,Network/Companies/SIN/06NES/06   ATC/18/UN-05/Q,Q,06   ATC UN-05    BRUTA      MVAR,Q (1642),UN-05    BRUTA      MVAR,true,Reactive power,,4618908,_5ef530e6-f18f-4f7d-bf26-2333cdd75dfd,Analog
_b4648c7c-457e-4d39-a166-7644e1a555b8,Network/Companies/SIN/06NES/06   ATC/18/UN-06/P,P,06   ATC UN-06    BRUTA        MW,P (1631),UN-06    BRUTA        MW,true,Real power,,4618957,_1e421034-182b-4a72-a916-31ca3d73a1a2,Analog
_c96c344c-379a-440d-887c-6dd39ac0aa63,Network/Companies/SIN/06NES/06   ATC/18/UN-06/Q,Q,06   ATC UN-06    BRUTA      MVAR,Q (1642),UN-06    BRUTA      MVAR,true,Reactive power,,4618966,_1e421034-182b-4a72-a916-31ca3d73a1a2,Analog
_a06f9498-0cb4-4069-8e83-4d225e834e37,Network/Companies/SIN/06NES/06   ATC/18/AUX U1/P,P,06   ATC AUX UN-01             MW,P (1631),AUX UN-01             MW,true,Real power,,4619390,_87b3d671-2b58-433c-bc0f-dc1915d06656,Analog
_de0fcbe1-d038-44db-ae6e-069b46cac7c1,Network/Companies/SIN/06NES/06   ATC/18/AUX U1/Q,Q,06   ATC AUX UN-01           MVAR,Q (1642),AUX UN-01           MVAR,true,Reactive power,,4619399,_87b3d671-2b58-433c-bc0f-dc1915d06656,Analog
_c26b472b-a9e4-42dc-ad1f-5fa5f050373f,Network/Companies/SIN/06NES/06   ATC/18/AUX U2/P,P,06   ATC AUX UN-02             MW,P (1631),AUX UN-02             MW,true,Real power,,4619408,_d3093ae6-44d2-4bd7-b9fd-18919a0e66a7,Analog
_5b5e0100-25d5-4fb5-b80b-67adc6715c9e,Network/Companies/SIN/06NES/06   ATC/18/AUX U2/Q,Q,06   ATC AUX UN-02           MVAR,Q (1642),AUX UN-02           MVAR,true,Reactive power,,4619417,_d3093ae6-44d2-4bd7-b9fd-18919a0e66a7,Analog
_959d4da1-6abb-481b-99d8-c2336314ea61,Network/Companies/SIN/06NES/06   ATC/18/AUX U3/P,P,06   ATC AUX UN-03             MW,P (1631),AUX UN-03             MW,true,Real power,,4619426,_4bfc2652-04f2-47a1-9dde-661b25ce7aad,Analog
_65846898-aed5-4a76-a208-60ae2f129b3b,Network/Companies/SIN/06NES/06   ATC/18/AUX U3/Q,Q,06   ATC AUX UN-03           MVAR,Q (1642),AUX UN-03           MVAR,true,Reactive power,,4619435,_4bfc2652-04f2-47a1-9dde-661b25ce7aad,Analog
_082e5fe6-0dba-48d4-a6e9-e75e3961f11a,Network/Companies/SIN/06NES/06   ATC/18/AUX U4/P,P,06   ATC AUX UN-04             MW,P (1631),AUX UN-04             MW,true,Real power,,4619444,_b8e5f21e-1391-4abf-bd21-b24f8cdd5b76,Analog
_36e0172c-e002-4a30-8c6d-80b08ddb8148,Network/Companies/SIN/06NES/06   ATC/18/AUX U4/Q,Q,06   ATC AUX UN-04           MVAR,Q (1642),AUX UN-04           MVAR,true,Reactive power,,4619453,_b8e5f21e-1391-4abf-bd21-b24f8cdd5b76,Analog
_79d7a527-83d5-49fa-bdba-59cbbb2a4bdb,Network/Companies/SIN/06NES/06   ATV/18/UN-02/P,P,06   ATV UN-02       BRUTA     MW,P (1631),UN-02       BRUTA     MW,true,Real power,,4620863,_4eaeaf54-f16d-42a0-9e93-9a7ce0c9e309,Analog
_a7609261-69a5-473d-8680-d70137c589c4,Network/Companies/SIN/06NES/06   ATV/18/UN-03/P,P,06   ATV UN-03       BRUTA     MW,P (1631),UN-03       BRUTA     MW,true,Real power,,4620959,_c5432363-30b9-4c11-94d2-bb37b8e04b28,Analog
_afff938c-facf-40b6-a8cd-67b5da82b30d,Network/Companies/SIN/06NES/06   ATV/18/UN-04/P,P,06   ATV UN-04       BRUTA     MW,P (1631),UN-04       BRUTA     MW,true,Real power,,4621051,_708c5cc0-84ae-40c2-be87-aafef3d51323,Analog
_804c68a0-a05c-4800-89dc-8450adb8a923,Network/Companies/SIN/06NES/06   ATV/18/UN-06/P,P,06   ATV UN-06       BRUTA     MW,P (1631),UN-06       BRUTA     MW,true,Real power,,4621137,_6a567df5-de90-4465-ac10-1647805b6354,Analog
_215ba329-9de8-482d-bf8c-3af6989e6cd2,Network/Companies/SIN/06NES/06   ATV/18/UN-01/P,P,06   ATV UN-01       BRUTA     MW,P (1631),UN-01       BRUTA     MW,true,Real power,,4621258,_26930eeb-34c7-44fd-ba73-f28085473616,Analog
_cdc26243-72ec-4c01-b139-617ef10f0174,Network/Companies/SIN/06NES/06   ATV/18/UN-05/P,P,06   ATV UN-05       BRUTA     MW,P (1631),UN-05       BRUTA     MW,true,Real power,,4621344,_4d80f763-9046-4f96-86ea-82a656a6bd5e,Analog
_9a1f74d5-3a49-4622-9867-1006d8aec8a4,Network/Companies/SIN/06NES/06   ATV/18/AUX U1/P,P,06   ATV AUX UN-01             MW,P (1631),AUX UN-01             MW,true,Real power,,4622151,_96d99036-a640-44fa-8459-7377173cf104,Analog
_f38b348c-b554-4b48-b6a9-a48fac11ad0a,Network/Companies/SIN/06NES/06   ATV/18/AUX U1/Q,Q,06   ATV AUX UN-01           MVAR,Q (1642),AUX UN-01           MVAR,true,Reactive power,,4622160,_96d99036-a640-44fa-8459-7377173cf104,Analog
_fdb738b1-4e2f-4f97-9c09-a0f348d28282,Network/Companies/SIN/06NES/06   ATV/18/AUX U2/P,P,06   ATV AUX UN-02             MW,P (1631),AUX UN-02             MW,true,Real power,,4622169,_dd3e2877-f026-4480-82c8-5ce0cc80fd11,Analog
_8990cfdc-696a-44fa-aa41-61fd9667b493,Network/Companies/SIN/06NES/06   ATV/18/AUX U2/Q,Q,06   ATV AUX UN-02           MVAR,Q (1642),AUX UN-02           MVAR,true,Reactive power,,4622178,_dd3e2877-f026-4480-82c8-5ce0cc80fd11,Analog
_c60b7f23-cd31-4ecc-b15e-4c6378a613e8,Network/Companies/SIN/06NES/06   ATV/18/AUX U3/P,P,06   ATV AUX UN-03             MW,P (1631),AUX UN-03             MW,true,Real power,,4622187,_971635b5-55f1-47d6-a5a3-336bb1ccabde,Analog
_a35f3ad0-99d9-40f9-82cc-c6f17ff43d1e,Network/Companies/SIN/06NES/06   ATV/18/AUX U3/Q,Q,06   ATV AUX UN-03           MVAR,Q (1642),AUX UN-03           MVAR,true,Reactive power,,4622196,_971635b5-55f1-47d6-a5a3-336bb1ccabde,Analog
_ab6dcf27-679b-4427-a1ca-e2501626774b,Network/Companies/SIN/06NES/06   ATV/18/AUX U4/P,P,06   ATV AUX UN-04             MW,P (1631),AUX UN-04             MW,true,Real power,,4622205,_da31276d-0d0a-4689-99ba-7cd969a30c64,Analog
_b003bcfe-22d9-4d67-862e-2d50c9fb3f75,Network/Companies/SIN/06NES/06   ATV/18/AUX U4/Q,Q,06   ATV AUX UN-04           MVAR,Q (1642),AUX UN-04           MVAR,true,Reactive power,,4622214,_da31276d-0d0a-4689-99ba-7cd969a30c64,Analog
_8f07907a-7ac0-45a8-8367-aac0b9cabb27,Network/Companies/SIN/06NES/06   BLH/115/73250 CARGA/P,P,06   BLH LT-73250 CARGA        MW,P (1631),LT-73250 CARGA        MW,true,Real power,,4622432,_adee053f-024b-4beb-adb7-1904c9858b83,Analog
_c82ad290-5634-447b-88b8-170e331cdf30,Network/Companies/SIN/06NES/06   CAH/13.8/UN-01/P,P,06   CAH UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,4622556,_3b767059-c459-415d-9586-d3bd4596e827,Analog
_6e63e7c7-db0e-464a-a40b-73a01c824c0b,Network/Companies/SIN/06NES/06   CAH/13.8/UN-01/Q,Q,06   CAH UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,4622574,_3b767059-c459-415d-9586-d3bd4596e827,Analog
_1c3ee20b-3261-4c8f-9589-76df3e693b4d,Network/Companies/SIN/06NES/06   CAH/13.8/UN-02/P,P,06   CAH UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,4622595,_adc3cfc0-640f-463e-9596-b2adaa4d675e,Analog
_45d6b29f-7fd1-47de-bb18-abca0158d930,Network/Companies/SIN/06NES/06   CAH/13.8/UN-02/Q,Q,06   CAH UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,4622613,_adc3cfc0-640f-463e-9596-b2adaa4d675e,Analog
