"NonConformLoad:
ID","NonConformLoad:
Name","NonConformLoad:
Path","NonConformLoad:
LogbookText","NonConformLoad:
NAFlag","NonConformLoad:
ODBName","NonConformLoad:
SCADAFlag","NonConformLoad:
ShortID","NonConformLoad:
InternalId","NonConformLoad:
Parent","NonConformLoad:
ObjectType","NonConformLoadGroup:
Path","NonConformLoadGroup:
InternalId","NonConformLoadGroup:
Name","NonConformLoad:
NonConformLoadAssignedToNonConformLoadGroup:
NonConformLoadGroup:
ID","NonConformLoadGroup:
Parent","NonConformLoadGroup:
ObjectType"
_f87971d9-e33e-4b88-8f1e-be95238fb345,T-04 115\34.5,Network/Companies/SIN/02ORI/02   IDB/34.5/T-04 115\34.5,T-04 115\34.5,true,IDBN0151,true,1,1032227,_84f1172b-5fb1-4488-904b-7913ba974a81,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   IDB  T-04 115_34.5-LG,1032297,02   IDB  T-04 115_34.5-LG,_ab6a031b-7f84-48dc-965a-d7c67844a60f,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_5766946c-16a4-4f90-b37f-d690e5621d98,T-05 115\34.5,Network/Companies/SIN/02ORI/02   IDB/34.5/T-05 115\34.5,T-05 115\34.5,true,IDBN0251,true,2,1032232,_84f1172b-5fb1-4488-904b-7913ba974a81,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   IDB  T-05 115_34.5-LG,1032398,02   IDB  T-05 115_34.5-LG,_35090adb-d502-44f1-88db-dd0c4fd8797e,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_2439eef4-0f3f-46d9-ae38-633fae920609,T-02 115\13.8,Network/Companies/SIN/02ORI/02   IGP/13.8/T-02 115\13.8,T-02 115\13.8,true,IGPN0241,true,2,1032623,_cee24181-d20b-4354-b56b-68744de7053d,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXIGP  T-02 115_13.8-LG,1032640,02PTXIGP  T-02 115_13.8-LG,_86778290-2830-41b5-8b6f-e4b632fdd28a,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_d7cbf9e9-f054-4221-b73d-100282f54abf,CARGA 13.8,Network/Companies/SIN/02ORI/02   MDF/13.8/CARGA 13.8,CARGA 13.8,true,MDFN0141,true,1,1037020,_96c45e9e-0368-4823-b34c-60c246eac499,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   MDF CARGA 13.8-LG,1037033,02   MDF CARGA 13.8-LG,_6389bf4b-b6ed-4754-9315-980414805c44,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_e903fedf-1e3e-448a-b21f-cfe2a8989af3,CARGA 13.8,Network/Companies/SIN/02ORI/02   PCG/13.8/CARGA 13.8,CARGA 13.8,true,PCGN0141,true,1,1043451,_c43f7aab-56c9-45d6-b8e6-881a50784d7e,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   PCG  CARGA 13.8-LG,1043463,02   PCG  CARGA 13.8-LG,_7931343d-ae45-48f4-bbdb-0aed691f28e6,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_2bef7907-9fa1-452e-b7c5-f429c4a2deb6,CARGA 13.8,Network/Companies/SIN/02ORI/02   PEI/13.8/CARGA 13.8,CARGA 13.8,true,PEIN0341,true,3,1044494,_1cc4b222-8e56-463c-94f3-445dcfb763f5,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXPEI CARGA 13.8-LG,1044515,02PTXPEI CARGA 13.8-LG,_beb3bf4a-a936-40b1-a321-25a658b45359,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_11c086aa-abb4-4659-9639-a3cb7497d4cf,79121 CGA,Network/Companies/SIN/02ORI/02   PGC/115/79121 CGA,79121 CGA,true,PGCN0171,true,1,1044692,_6d4a9b30-7c28-4f20-b167-0debb1116462,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXPGC 79121 CGA-LG,1044723,02PTXPGC 79121 CGA-LG,_96fbc867-9e8e-43cc-9ae0-06dbd43a1089,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_073f737c-bd71-43a0-9631-2b982ba5c69b,CARGA 34.5,Network/Companies/SIN/02ORI/02   PZM/34.5/CARGA 34.5,CARGA 34.5,true,PZMN0251,true,2,1048070,_5b0f7cb0-1d6e-4611-90a9-151659b52e98,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   PZM  CARGA 34.5-LG,1048087,02   PZM  CARGA 34.5-LG,_5ae94588-c4c1-4c46-be43-92081fabdf4b,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_2e837ba7-788c-44c0-815f-ed19976d2cc7,CARGA 4.16,Network/Companies/SIN/02ORI/02   SBM/34.5/CARGA 4.16,CARGA 4.16,true,SBMN0151,true,1,1048577,_b9093195-79ea-43d8-92f9-c663e58e06f0,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   SBM CARGA 4.16-LG,1048594,02   SBM CARGA 4.16-LG,_91011297-ced3-452b-b91d-23bcd0c2ddec,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_ed02ba5b-a456-479a-89c0-2b9a10fdaa4f,4015 CARG,Network/Companies/SIN/02ORI/02   SKY/13.8/4015 CARG,4015 CARG,true,SKYN0941,true,9,1049021,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXSKY 4015 CARG-LG,1049048,02PTXSKY 4015 CARG-LG,_a6eab300-a887-48f5-ba31-9550d5918dfe,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_c09ad6cb-f7fc-460d-a5bd-be259caccd42,T-01 115\4.16,Network/Companies/SIN/02ORI/02   SUB/115/T-01 115\4.16,T-01 115\4.16,true,SUBN0171,true,1,1049244,_c6a3d2ca-950c-4438-a033-aebe97c07a78,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   SUB  T-01 115_4.16-LG,1049249,02   SUB  T-01 115_4.16-LG,_38bf27d1-4cc2-47e9-9750-3fb156746b92,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_169dc983-7f33-44c6-b184-575bb971356a,T-02 SP,Network/Companies/SIN/02ORI/02   TCL/115/T-02 SP,T-02 SP,true,TCLN0171,true,1,1050061,_e9361058-daeb-482f-a9d2-53fabf0f16b3,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   TCL  T-02 SP-LG,1050576,02   TCL  T-02 SP-LG,_cf6df4f7-e135-4504-b9c4-8e1d7ac9d4c9,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_dc008f23-feb6-4a4d-bfe9-f95e5d6e5693,CARGA 230,Network/Companies/SIN/02ORI/02   TOC/230/CARGA 230,CARGA 230,true,TOCN0191,true,1,1051914,_4693af3b-17f4-4302-92dd-6338eddfa681,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXTOC CARGA 230-LG,1051919,02PTXTOC CARGA 230-LG,_4e671b37-8e6c-4823-a476-0f08a164ec6e,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_3d6f6066-9c90-497f-b93b-781e5b11ce60,CARGA 23011,Network/Companies/SIN/02ORI/02   TRP/230/CARGA 23011,CARGA 23011,true,TRPN0191,true,1,1052037,_75fa199a-35a1-439f-9a1b-14238259aaee,NonConformLoad,Network/.Load Areas/SIN/02ORI/02PTXTRP CARGA 230-LG,1052143,02PTXTRP CARGA 230-LG,_13f699ef-c327-445a-9a07-86576be40687,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_9eacb484-8ed6-4a6b-9f9e-7828bff78b93,T-01 115\13.8,Network/Companies/SIN/02ORI/02   TYS/115/T-01 115\13.8,T-01 115\13.8,true,TYSN0171,true,1,1054168,_df05c6d4-a6cb-498f-ad55-f0f98a45ef9c,NonConformLoad,Network/.Load Areas/SIN/02ORI/02   TYS  T-01 115_13.8-LG,1054195,02   TYS  T-01 115_13.8-LG,_4b321557-782c-4a3c-8ed7-14b4a08dd35f,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_6e726209-46a1-40b0-9066-6d25ea79a3f8,CARGA 115,Network/Companies/SIN/02ORI/02CZIASI/115/CARGA 115,CARGA 115,true,ASIN0171,true,1,1056654,_bbca6ca8-9a9e-4189-b586-ad98bcfc07dd,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIASI CARGA 115-LG,1056659,02CZIASI CARGA 115-LG,_136c23b3-83dc-469a-8008-cf1f83a1de59,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_b1646043-bf31-4927-9028-8517e59b846a,CARGA 115,Network/Companies/SIN/02ORI/02   CCA/115/CARGA 115,CARGA 115,true,CCAN0171,true,1,1056769,_ae0ecffd-caaa-4e15-b015-173f18b299a0,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICCA CARGA 115-LG,1056774,02CZICCA CARGA 115-LG,_99215432-be7f-4289-8022-f1e7f8f8593f,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_a7643bcc-ed13-414d-8d98-2a29464dde4b,CARGA 13.8,Network/Companies/SIN/02ORI/02CZICGJ/13.8/CARGA 13.8,CARGA 13.8,true,CGJN0341,true,3,1057026,_f1192bf0-a204-4f49-a0e9-1d1abf1c79fa,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICGJ CARGA 13.8-LG,1057040,02CZICGJ CARGA 13.8-LG,_b816b64a-005e-410d-b2a7-5e1faaf63327,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_151597c3-21b6-41b6-a9ff-c46c1185ce20,73000 CLO,Network/Companies/SIN/02ORI/02   CLO/115/73000 CLO,73000 CLO,true,CLON0171,true,1,1058660,_eb82f830-dd2f-457d-8ae1-484093822ae7,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICLO 73000 CLO-LG,1058665,02CZICLO 73000 CLO-LG,_17cb2b6c-bbdb-4a3d-9cb3-19023828bbad,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_3538ceef-b2a8-4532-b3c1-6cd6c5c76e44,CARGA 13.8,Network/Companies/SIN/02ORI/02CZICLS/13.8/CARGA 13.8,CARGA 13.8,true,CLSN0141,true,1,1058811,_0458188b-c37b-46d4-8499-54bff123c225,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICLS CARGA 13.8-LG,1058826,02CZICLS CARGA 13.8-LG,_36785394-4f6a-4f60-a27d-82dcf967e468,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_0a9e35bd-e9b8-4389-a674-e8066783a71f,CARGA 115,Network/Companies/SIN/02ORI/02CZICPQ/115/CARGA 115,CARGA 115,true,CPQN0171,true,1,1059178,_99fd8474-e094-422e-9ce5-c31de1f6935a,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICPQ CARGA 115-LG,1059209,02CZICPQ CARGA 115-LG,_75140d8b-143e-42d3-85e9-6326120d3efc,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_672df91b-377d-480d-b53a-9b83a99d811b,T-01 115\13.8,Network/Companies/SIN/02ORI/02CZICRX/115/T-01 115\13.8,T-01 115\13.8,true,CRXN0171,true,1,1059350,_8c9e178f-78ad-41bb-b0f9-a12317b12345,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICRX  T-01 115_13.8-LG,1059355,02CZICRX  T-01 115_13.8-LG,_ff4f4a0c-a690-4fa1-8d6a-ccb8a53891b5,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_839b945a-bb03-49fa-aae7-c4a6cc79be0d,T-01 115\13.8,Network/Companies/SIN/02ORI/02CZICRY/115/T-01 115\13.8,T-01 115\13.8,true,CRYN0171,true,1,1059477,_898c8326-3b3b-4e6e-9002-3231fefdd372,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICRY  T-01 115_13.8-LG,1059482,02CZICRY  T-01 115_13.8-LG,_c1846875-3912-4506-a090-71f62b8adfe2,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_3bcd7820-99a1-4f78-a191-2fa823959df5,CARGA 115,Network/Companies/SIN/02ORI/02CZICUH/115/CARGA 115,CARGA 115,true,CUHN0171,true,1,1059987,_e3996600-db44-48ff-8a39-befbd7bfdca0,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICUH CARGA 115-LG,1059992,02CZICUH CARGA 115-LG,_033c5f33-2409-43b1-804b-a1a46fb3c52e,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_801cc442-5632-460d-b0af-bb229c85b72f,T-01 115\34.5,Network/Companies/SIN/02ORI/02CZICVN/115/T-01 115\34.5,T-01 115\34.5,true,CVNN0171,true,1,1060109,_24de85b6-2b3a-4726-9450-e872dbdc17e4,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICVN  T-01 115_34.5-LG,1060114,02CZICVN  T-01 115_34.5-LG,_1ce327df-ccde-40c5-9a34-ddd0ba495270,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_d9b88a15-89d5-4f44-a85a-6082cfc24720,CARGA 115,Network/Companies/SIN/02ORI/02CZICYX/115/CARGA 115,CARGA 115,true,CYXN0171,true,1,1060224,_9307f838-65ff-48c2-800c-c2a3aeabdcb3,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZICYX CARGA 115-LG,1060229,02CZICYX CARGA 115-LG,_46142193-9e29-4a82-991f-e38883c736d6,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_1e794893-2d74-4151-9cf1-d37fe819f5f1,CARGA 115,Network/Companies/SIN/02ORI/02CZIEAS/115/CARGA 115,CARGA 115,true,EASN0171,true,1,1060348,_c0568265-48ca-4205-b4a9-b8d5399c6b1c,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIEAS CARGA 115-LG,1060353,02CZIEAS CARGA 115-LG,_eed1aaf2-c36e-42aa-8b38-8eaf4efaacd9,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_e4d8894d-44bf-4484-89a3-bd1a317f4e5b,T-01 115\4.14,Network/Companies/SIN/02ORI/02CZIFNQ/115/T-01 115\4.14,T-01 115\4.14,true,FNQN0171,true,1,1060649,_1644bb4d-682e-4eaa-95e9-1a3fc94624ff,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIFNQ  T-01 115_4.14-LG,1060654,02CZIFNQ  T-01 115_4.14-LG,_0b913879-f446-40ae-a226-b47cfe960bbf,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_72781f43-5711-4cb0-b50e-03a8c3c7dbc1,CARGA 13.8,Network/Companies/SIN/02ORI/02CZIIDE/13.8/CARGA 13.8,CARGA 13.8,true,IDEN0241,true,2,1061004,_76f4b031-7685-4702-b954-8c30f8d7d4e5,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIIDE CARGA 13.8-LG,1061016,02CZIIDE CARGA 13.8-LG,_ab681192-b2fe-4692-94f6-42d727e7539c,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_56b883e5-6741-4b84-92bf-e8bf6db221cf,T-01 115\13.8,Network/Companies/SIN/02ORI/02CZIIQU/13.8/T-01 115\13.8,T-01 115\13.8,true,IQUN0241,true,2,1061208,_4ef10708-5996-481e-9b4d-40ebade33f91,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIIQU  T-01 115_13.8-LG,1061235,02CZIIQU  T-01 115_13.8-LG,_8819306c-af26-4576-8c7f-cb422a13a493,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_2eaa70e9-c8a8-4896-a227-acd9728c4447,CARGA 13.8,Network/Companies/SIN/02ORI/02CZIPMO/13.8/CARGA 13.8,CARGA 13.8,true,PMON0141,true,1,1066414,_6a514dbf-774d-4d4e-b75b-fe00378cc927,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIPMO CARGA 13.8-LG,1066431,02CZIPMO CARGA 13.8-LG,_4eb4a949-d6c6-420a-982c-be4aaefc423d,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_2b35dd75-e6ae-4225-a4ac-e0a6201a311b,CARGA 115,Network/Companies/SIN/02ORI/02CZIPOZ/115/CARGA 115,CARGA 115,true,POZN0171,true,1,1066582,_1ed556dc-bd78-4200-8761-b1ef728eb0ea,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIPOZ CARGA 115-LG,1066587,02CZIPOZ CARGA 115-LG,_cfdb6ba8-0537-4647-a63f-e7fd8831551d,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_fcdb56f7-1b54-45e1-83a3-f16a2259b43b,T-04 115\13.8,Network/Companies/SIN/02ORI/02CZIRLC/13.8/T-04 115\13.8,T-04 115\13.8,true,RLCN0441,true,4,1066891,_dabf1cd5-cb45-468d-be54-614f2b040e71,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIRLC  T-04 115_13.8-LG,1066928,02CZIRLC  T-04 115_13.8-LG,_34fa8248-6a6c-4491-b908-ff9d86901fdd,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_b1507784-62f2-47eb-8702-a5141a7dfd89,T-05 115\13.8,Network/Companies/SIN/02ORI/02CZIRLC/13.8/T-05 115\13.8,T-05 115\13.8,true,RLCN0241,true,2,1066896,_dabf1cd5-cb45-468d-be54-614f2b040e71,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIRLC  T-05 115_13.8-LG,1067029,02CZIRLC  T-05 115_13.8-LG,_c3388799-022d-4df8-8444-69ed8140ae70,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_f0f380c2-c54c-435d-b3cc-df53562c39d9,T-06 115\13.8,Network/Companies/SIN/02ORI/02CZIRLC/13.8/T-06 115\13.8,T-06 115\13.8,true,RLCN0341,true,3,1066901,_dabf1cd5-cb45-468d-be54-614f2b040e71,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIRLC  T-06 115_13.8-LG,1067130,02CZIRLC  T-06 115_13.8-LG,_e42a9853-7296-498b-b185-8c60e611657f,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_b7edf1c2-6ffc-473a-a69d-500c3bc1b2e3,CARGA 13.8,Network/Companies/SIN/02ORI/02CZIRMN/13.8/CARGA 13.8,CARGA 13.8,true,RMNN0141,true,1,1067371,_af5e90ac-b9e4-4d3e-99cd-5f374a9afd95,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIRMN CARGA 13.8-LG,1067390,02CZIRMN CARGA 13.8-LG,_08a8952d-1cc2-42e6-bac6-16db2906d84a,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_2ea4599c-b552-4623-b096-2ab2f0b79506,CARGA 13.8,Network/Companies/SIN/02ORI/02CZIRSC/13.8/CARGA 13.8,CARGA 13.8,true,RSCN0241,true,2,1067585,_9466960d-228c-49c3-bc07-49a9f3a59670,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIRSC CARGA 13.8-LG,1067604,02CZIRSC CARGA 13.8-LG,_d70f2227-21b6-458c-8a51-2429455be9a1,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_268e940a-3b5c-496a-97fc-dd623945dfdb,CARGA 115,Network/Companies/SIN/02ORI/02CZITOY/115/CARGA 115,CARGA 115,true,TOYN0171,true,1,1069699,_9da5354e-a0a3-475d-80fe-9298df3b9904,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZITOY CARGA 115-LG,1069734,02CZITOY CARGA 115-LG,_931fea26-6aed-4c2a-8653-6c80185582d3,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_8097f91f-cf74-4875-b5c1-92a503f050c0,CARGA 13.8,Network/Companies/SIN/02ORI/02CZITRT/13.8/CARGA 13.8,CARGA 13.8,true,TRTN0241,true,2,1069901,_89728744-f3eb-424a-b812-21ede98625ff,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZITRT CARGA 13.8-LG,1069920,02CZITRT CARGA 13.8-LG,_1bc0b0c7-edd2-4c41-8fe0-52a538c284f9,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_92ffee9a-2af3-4c89-8824-a00174b00a92,CARGA 115,Network/Companies/SIN/02ORI/02CZIUCT/115/CARGA 115,CARGA 115,true,UCTN0171,true,1,1070139,_cae60609-53c3-4020-9505-15d0880ed5aa,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIUCT CARGA 115-LG,1070144,02CZIUCT CARGA 115-LG,_63b2427e-8f09-4907-a958-cf68c8af26bb,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_b19b62cc-5f14-4e64-90fb-2484bd7018ee,CARGA 115,Network/Companies/SIN/02ORI/02CZIUXD/115/CARGA 115,CARGA 115,true,UXDN0171,true,1,1070271,_dd7383e5-406c-4e40-8972-7a7cb2af801f,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIUXD CARGA 115-LG,1070276,02CZIUXD CARGA 115-LG,_acc85950-ddce-4986-b3ad-63bcfa3eb418,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_11d21227-8bfe-459c-b60b-4b2b8e7a007b,CARGA 115,Network/Companies/SIN/02ORI/02CZIUXU/115/CARGA 115,CARGA 115,true,UXUN0171,true,1,1070541,_a147aa62-f9d1-41ba-9efb-90d2298c850d,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIUXU CARGA 115-LG,1070546,02CZIUXU CARGA 115-LG,_f4cb122a-ee0b-4840-8408-430ab3b4ea15,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_0f3167f2-7a3a-49d4-a79e-dc2ac3fd5a8a,CARGA 34.5,Network/Companies/SIN/02ORI/02CZIVEP/34.5/CARGA 34.5,CARGA 34.5,true,VEPN0251,true,2,1070803,_a4cca38b-d1f5-4c48-a687-14e8f595d4e0,NonConformLoad,Network/.Load Areas/SIN/02ORI/02CZIVEP CARGA 34.5-LG,1070828,02CZIVEP CARGA 34.5-LG,_41b9a58a-150d-4816-a41a-5b2e7f7186e8,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_63d5d29e-774f-4fe6-aeec-2a959bb0692f,73110 SSG,Network/Companies/SIN/02ORI/02GMOCIL/115/73110 SSG,73110 SSG,true,CILN0171,true,1,1075099,_10bb09d2-f43d-4572-b7b4-2abec4661376,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOCIL 73110 SSG-LG,1075109,02GMOCIL 73110 SSG-LG,_4de524f2-0890-4750-8cee-67cfc27c31bc,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_3a24e9f2-8ea7-43b0-a72e-ec9ceb509b32,CARGA 115 FLT,Network/Companies/SIN/02ORI/02GMOCIL/115/CARGA 115 FLT,CARGA 115 FLT,true,CILN0271,true,2,1075104,_10bb09d2-f43d-4572-b7b4-2abec4661376,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOCIL CARGA 115 FLT-LG,1075210,02GMOCIL CARGA 115 FLT-LG,_f6d0f5d2-a20d-49f3-ad8b-b5d00b1365f2,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_c5036094-842d-40a3-94d5-ad67d9cf2087,T-01 115\13.8,Network/Companies/SIN/02ORI/02GMOCSS/13.8/T-01 115\13.8,T-01 115\13.8,true,CSSN0141,true,1,1076336,_53048b2a-603d-40c6-98bb-b40e86eec406,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOCSS  T-01 115_13.8-LG,1076347,02GMOCSS  T-01 115_13.8-LG,_d964fc04-a0fc-4f5b-a07a-18776272ba62,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_4545c38c-9bd7-4c44-b448-ecf631408b93,T-01 230\13.8,Network/Companies/SIN/02ORI/02GMOCUM/13.8/T-01 230\13.8,T-01 230\13.8,true,CUMN0141,true,1,1077410,_a5e7d9f0-4cb1-4a7c-96f0-f590858c77f0,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOCUM  T-01 230_13.8-LG,1077432,02GMOCUM  T-01 230_13.8-LG,_c9843f6f-8c90-4279-8368-78309f9a878b,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_ab02ce09-c883-4164-a397-ab3794b39480,T-02 230\13.8,Network/Companies/SIN/02ORI/02GMOCUM/13.8/T-02 230\13.8,T-02 230\13.8,true,CUMN0241,true,2,1077415,_a5e7d9f0-4cb1-4a7c-96f0-f590858c77f0,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOCUM  T-02 230_13.8-LG,1077533,02GMOCUM  T-02 230_13.8-LG,_878bdad2-2598-47f6-aae3-b8e4038bff6f,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_28692163-9b5d-40a8-a730-ace80aab566f,CARGA 115,Network/Companies/SIN/02ORI/02GMOMCA/115/CARGA 115,CARGA 115,true,MCAN0171,true,1,1082029,_9522a1f2-5199-4c42-9092-1b1af029f11c,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOMCA CARGA 115-LG,1082034,02GMOMCA CARGA 115-LG,_17f9e145-3e43-4ea3-b513-ea3ac32d236c,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_1e4c383a-4796-4200-bfd2-b09ab443dd67,T-01 115\13.8,Network/Companies/SIN/02ORI/02GMOMFB/13.8/T-01 115\13.8,T-01 115\13.8,true,MFBN0141,true,1,1082257,_6c727216-4b4d-4c34-b534-dc2b11b194e1,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOMFB  T-01 115_13.8-LG,1082290,02GMOMFB  T-01 115_13.8-LG,_25d5322f-bf45-4cf5-b270-3b2d9eb1e613,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_c9ef9560-8520-4c84-943d-607e3a020a58,T-02 115\13.8,Network/Companies/SIN/02ORI/02GMOMFB/13.8/T-02 115\13.8,T-02 115\13.8,true,MFBN0241,true,2,1082262,_6c727216-4b4d-4c34-b534-dc2b11b194e1,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOMFB  T-02 115_13.8-LG,1082391,02GMOMFB  T-02 115_13.8-LG,_3f414852-cd37-4f5a-aa8d-c09debdda298,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
_2645e718-c304-42f5-b574-974d4da658c5,T-03 115\13.8,Network/Companies/SIN/02ORI/02GMOMFB/13.8/T-03 115\13.8,T-03 115\13.8,true,MFBN0341,true,3,1082267,_6c727216-4b4d-4c34-b534-dc2b11b194e1,NonConformLoad,Network/.Load Areas/SIN/02ORI/02GMOMFB  T-03 115_13.8-LG,1082492,02GMOMFB  T-03 115_13.8-LG,_74674376-59f2-4dbd-8bc1-202ba5b57bb2,_819ab06f-d1b8-4173-8a67-5eb05603baa6,NonConformLoadGroup
