"NonConformLoad:
ID","NonConformLoad:
Name","NonConformLoad:
Path","NonConformLoad:
LogbookText","NonConformLoad:
NAFlag","NonConformLoad:
ODBName","NonConformLoad:
SCADAFlag","NonConformLoad:
ShortID","NonConformLoad:
InternalId","NonConformLoad:
Parent","NonConformLoad:
ObjectType","NonConformLoadGroup:
Path","NonConformLoadGroup:
InternalId","NonConformLoadGroup:
Name","NonConformLoad:
NonConformLoadAssignedToNonConformLoadGroup:
NonConformLoadGroup:
ID","NonConformLoadGroup:
Parent","NonConformLoadGroup:
ObjectType"
_c2676e9a-0b22-4a60-a26f-2b845fffe381,CARGA 1 CLIENTE,Network/Companies/SIN/01CEL/01   CPM/230/CARGA 1 CLIENTE,CARGA 1 CLIENTE,true,CPMN0191,true,1,778527,_142361c7-2ad7-4078-9901-7df778a5fd65,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   CPM CARGA 1 CLIENTE-LG,778532,01   CPM CARGA 1 CLIENTE-LG,_dba58f7c-9d55-44cf-9b5c-a2a86f62f65f,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_d5f7c7d9-e4a3-48ac-b165-332859d2f97a,73N60 PEW,Network/Companies/SIN/01CEL/01   CRG/85/73N60 PEW,73N60 PEW,true,CRGN0171,true,1,779095,_a3441498-12fa-4f80-8c75-f55631c18934,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   CRG 73N60 PEW-LG,779167,01   CRG 73N60 PEW-LG,_b6fe96e7-45d2-437c-80d1-9ecbf2c54c4a,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_793e254a-6444-40f7-9dd3-c7a2b2a7f5c0,73N70 PEW,Network/Companies/SIN/01CEL/01   CRG/85/73N70 PEW,73N70 PEW,true,CRGN0271,true,2,779100,_a3441498-12fa-4f80-8c75-f55631c18934,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   CRG 73N70 PEW-LG,779268,01   CRG 73N70 PEW-LG,_548dafa0-ba3d-424d-9a07-d65632f48385,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_c2fa5c12-8896-494c-a08a-b3a5ed8b6c26,CLIENTE1  ETR,Network/Companies/SIN/01CEL/01   CRU/230/CLIENTE1  ETR,CLIENTE1  ETR,true,CRUN0191,true,1,780820,_0e2cb23e-4e78-401f-9a78-b5a89e5bff74,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   CRU CLIENTE1  ETR-LG,781304,01   CRU CLIENTE1  ETR-LG,_c0097182-179e-4518-b25c-6604e287aaee,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_e01e23e7-1022-465b-9dd8-9ef540090965,CRG DCO,Network/Companies/SIN/01CEL/01   DCO/85/CRG DCO,CRG DCO,true,DCON0171,true,1,794640,_80bbb131-663d-4bea-9e83-1fba2fbb2d4d,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   DCO CRG DCO-LG,794645,01   DCO CRG DCO-LG,_dafbf2de-292d-47a3-8c89-86a6c1735299,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_04af9306-4e51-4cfa-8cb4-3263eccf83ac,CFMC       85CA,Network/Companies/SIN/01CEL/01   FMC/85/CFMC       85CA,CFMC       85CA,true,FMCN0171,true,1,799682,_3de036f3-9246-49b2-8d6f-9290f0c29f02,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   FMC CFMC       85CA-LG,799687,01   FMC CFMC       85CA-LG,_3f5c3212-c966-41e4-82fb-1861c6999cd4,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_676c1e74-de18-408f-8616-0760ba0ce768,CRG CVM,Network/Companies/SIN/01CEL/01   HTC/85/CRG CVM,CRG CVM,true,HTCN0171,true,1,800917,_f72f55d6-d226-44b1-b899-a1847cc74545,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   HTC CRG CVM-LG,800999,01   HTC CRG CVM-LG,_093f9662-2caf-483f-b967-77ccfc5fbc75,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_7eae4dd9-6efa-4ba8-9106-b49415edd6cd,CRG INMI,Network/Companies/SIN/01CEL/01   INM/85/CRG INMI,CRG INMI,true,INMN0171,true,1,802474,_0870d4bf-f731-466c-b797-76050bb8af40,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   INM CRG INMI-LG,802479,01   INM CRG INMI-LG,_53adaf6e-5ae3-4a0f-b6c8-a022c6c3c1b9,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_68c2e791-34cb-490c-9f71-9014f656453b,CISC       85CA,Network/Companies/SIN/01CEL/01   ISC/85/CISC       85CA,CISC       85CA,true,ISCN0171,true,1,804153,_579315ba-3abe-4aa9-9f85-db805381bdc7,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   ISC CISC       85CA-LG,804158,01   ISC CISC       85CA-LG,_b3ecf313-badb-4c52-b7da-78666de93129,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_09798a27-4311-4983-b8c5-3424fcf0d3c7,T-01 115\23,Network/Companies/SIN/01CEL/01   IUN/23/T-01 115\23,T-01 115\23,true,IUNN0151,true,1,804335,_b59fc28d-c2d1-4cc2-8f6b-066ab0c2038c,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   IUN  T-01 115_23-LG,804356,01   IUN  T-01 115_23-LG,_2addaf1c-e7b7-4b8b-8e49-704e9a731818,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_a3820470-43aa-4a54-a6b5-1abc30ce06bf,CLIENTE2  ETR,Network/Companies/SIN/01CEL/01   IZT/230/CLIENTE2  ETR,CLIENTE2  ETR,true,IZTN0191,true,1,805100,_c9b39130-0355-4bca-bc27-69644e30b3b2,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   IZT CLIENTE2  ETR-LG,805373,01   IZT CLIENTE2  ETR-LG,_a31121e8-95b1-4152-8ac2-11d207e442fc,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_27dd960b-8bf2-48a3-8252-9c20d9626a49,CRG JDV,Network/Companies/SIN/01CEL/01   JDV/85/CRG JDV,CRG JDV,true,JDVN0171,true,1,809614,_5f01ee9a-73d5-4898-a63e-ce0d324e0f4e,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   JDV CRG JDV-LG,809619,01   JDV CRG JDV-LG,_f6b03fc1-d3a3-405b-b668-b82ac13b483d,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_4a53d848-21e1-4a26-93bb-965c4740ae8c,CARGA 1 CLIENTE,Network/Companies/SIN/01CEL/01   JLC/230/CARGA 1 CLIENTE,CARGA 1 CLIENTE,true,JLCN0191,true,1,809896,_5647d452-7bda-4853-8325-7993f91630a5,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   JLC CARGA 1 CLIENTE-LG,809901,01   JLC CARGA 1 CLIENTE-LG,_aedc5621-7278-480e-a2b3-ca1cc1b7a602,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_f721146e-e12b-47ca-a77b-59a2e162a35a,T01          CA,Network/Companies/SIN/01CEL/01   LCT/23/T01          CA,T01          CA,true,LCTN0151,true,1,814694,_ddd9bcdf-99f0-426e-8a61-60b249edd6ce,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   LCT T01          CA-LG,814737,01   LCT T01          CA-LG,_d587fe35-952f-40dc-962d-53aadff8bc4f,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_cf68b5dc-5f9c-43ad-92b9-454a1b757490,73H40 GYO  85CA,Network/Companies/SIN/01CEL/01   LEC/85/73H40 GYO  85CA,73H40 GYO  85CA,true,LECN0171,true,1,815492,_60a8b7c8-d1f2-435b-80f8-5c3ee925d42a,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   LEC 73H40 GYO  85CA-LG,815782,01   LEC 73H40 GYO  85CA-LG,_08480734-5bc3-492a-a885-cd4b349bcbd6,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_f9051432-3673-4cc0-81f8-c7a4d2880783,73H50 GYO  85CA,Network/Companies/SIN/01CEL/01   LEC/85/73H50 GYO  85CA,73H50 GYO  85CA,true,LECN0271,true,2,815497,_60a8b7c8-d1f2-435b-80f8-5c3ee925d42a,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   LEC 73H50 GYO  85CA-LG,815883,01   LEC 73H50 GYO  85CA-LG,_43f2a78e-4d76-40ba-a2f5-856e8a668bb2,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_97ce2cab-8534-4561-b9d2-91da17b4ff59,CLIENTE   230CA,Network/Companies/SIN/01CEL/01   LFG/230/CLIENTE   230CA,CLIENTE   230CA,true,LFGN0191,true,1,817217,_81602c0e-9576-4ee8-85f0-96961845ace3,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   LFG CLIENTE   230CA-LG,817222,01   LFG CLIENTE   230CA-LG,_9aebe33b-45c4-41c1-85b6-8c46347a1d90,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_33ab28ec-ad8f-4d5c-9fd9-9372b423d705,T-01  85\23,Network/Companies/SIN/01CEL/01   LQX/85/T-01  85\23,T-01  85\23,true,LQXN0171,true,1,817876,_6a560342-be25-4c1b-90df-1fbf24ca642f,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   LQX  T-01  85_23-LG,817881,01   LQX  T-01  85_23-LG,_7828509c-b7f2-4917-8359-9b81612ba755,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_85d4aa51-0c84-4ae9-bf27-4a668493964b,CRG HIP,Network/Companies/SIN/01CEL/01   MOS/85/CRG HIP,CRG HIP,true,MOSN0171,true,1,822598,_bd5fc2e6-cd48-4378-8a22-d57ab36b5e1c,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   MOS CRG HIP-LG,822726,01   MOS CRG HIP-LG,_80d4064d-8212-4847-a303-583d3409b658,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_84e21657-d7b6-4005-8167-10396b5e3ccc,CRG IDNA1,Network/Companies/SIN/01CEL/01   MOS/85/CRG IDNA1,CRG IDNA1,true,MOSN0271,true,2,822603,_bd5fc2e6-cd48-4378-8a22-d57ab36b5e1c,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   MOS CRG IDNA1-LG,822827,01   MOS CRG IDNA1-LG,_5bb730da-0eb7-4f5d-8d84-8a0033c7bbf9,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_dafed915-0f8e-4142-82be-35f1f6fa0e55,CRG IDNA2,Network/Companies/SIN/01CEL/01   MOS/85/CRG IDNA2,CRG IDNA2,true,MOSN0371,true,3,822608,_bd5fc2e6-cd48-4378-8a22-d57ab36b5e1c,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   MOS CRG IDNA2-LG,822928,01   MOS CRG IDNA2-LG,_0c40866f-ef62-4e04-a4d5-fc36450cbb26,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_b82f13a4-cf43-426b-8efe-31f28ed36e69,T-01  85\23,Network/Companies/SIN/01CEL/01   NFA/85/T-01  85\23,T-01  85\23,true,NFAN0171,true,1,826307,_d9790eb8-616d-4e27-9ce3-7e82f6f8e06e,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   NFA  T-01  85_23-LG,826317,01   NFA  T-01  85_23-LG,_17d2b2c2-4f94-4323-bb80-fcce08821d75,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_6eae3d0c-a4c0-44ef-b3d4-15177efac33d,T-02  85\23,Network/Companies/SIN/01CEL/01   NFA/85/T-02  85\23,T-02  85\23,true,NFAN0271,true,2,826312,_d9790eb8-616d-4e27-9ce3-7e82f6f8e06e,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   NFA  T-02  85_23-LG,826418,01   NFA  T-02  85_23-LG,_03217abc-c095-44b9-a13c-1729c7484dd4,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_b28e905c-4132-493f-ac26-409254685c0c,OCE M,Network/Companies/SIN/01CEL/01   OCE/230/OCE M,OCE M,true,OCEN0191,true,1,828560,_2190cdb0-872b-4ec1-834c-cce4f71df1a6,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   OCE OCE M-LG,828570,01   OCE OCE M-LG,_1483b190-26dc-42d5-bbe7-7c993f0a12fa,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_542ffa07-c23c-4349-bc6e-e0e0ddeba216,OCE P,Network/Companies/SIN/01CEL/01   OCE/230/OCE P,OCE P,true,OCEN0291,true,2,828565,_2190cdb0-872b-4ec1-834c-cce4f71df1a6,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   OCE OCE P-LG,828671,01   OCE OCE P-LG,_ebef454b-5952-4d6b-a069-c2d3d49ba5f4,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_ebb84f83-9d06-4660-b78f-ea9e20a3feca,73J30 NYN,Network/Companies/SIN/01CEL/01   PAT/85/73J30 NYN,73J30 NYN,true,PATN0171,true,1,831668,_2342f4ba-b980-4831-b528-ec4977107772,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PAT 73J30 NYN-LG,831740,01   PAT 73J30 NYN-LG,_8b26708c-ddb7-4638-b8d9-26f6d85198db,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_bc89adad-14a6-4dd0-96cb-279fead99384,T-01  85\23,Network/Companies/SIN/01CEL/01   PCC/85/T-01  85\23,T-01  85\23,true,PCCN0171,true,1,832309,_958324f4-d361-4581-9e69-cdd059c114be,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PCC  T-01  85_23-LG,832319,01   PCC  T-01  85_23-LG,_b735a84c-3dba-4de0-82a4-e091acbd44d3,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_fd4b80b9-c764-4f7b-ab02-6e8429f5161a,T-02  85\23,Network/Companies/SIN/01CEL/01   PCC/85/T-02  85\23,T-02  85\23,true,PCCN0271,true,2,832314,_958324f4-d361-4581-9e69-cdd059c114be,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PCC  T-02  85_23-LG,832420,01   PCC  T-02  85_23-LG,_9d71a011-3c6f-4e1b-856b-e6aa09c9b661,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_bf2dc1ee-1280-4f7b-9bb7-c5826369a2e3,T-01  85\23,Network/Companies/SIN/01CEL/01   PEX/85/T-01  85\23,T-01  85\23,true,PEXN0171,true,1,835115,_91ddb38b-345f-4985-80f1-ab4eac31a670,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PEX  T-01  85_23-LG,835125,01   PEX  T-01  85_23-LG,_8816eef5-bda1-40b2-a4f8-129caa8f3214,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_a9451523-67f9-4ab5-b3b7-102abdba5ae9,T-02  85\23,Network/Companies/SIN/01CEL/01   PEX/85/T-02  85\23,T-02  85\23,true,PEXN0271,true,2,835120,_91ddb38b-345f-4985-80f1-ab4eac31a670,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PEX  T-02  85_23-LG,835226,01   PEX  T-02  85_23-LG,_0e49339f-645c-417d-bef8-bb7e73f5ddf0,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_fd8cc527-f3c9-40a7-a871-72ca411fd820,T01,Network/Companies/SIN/01CEL/01   PHC/230/T01,T01,true,PHCN0191,true,1,835415,_c19f43d7-1604-47d5-b70a-9052d405ca11,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PHC T01-LG,835420,01   PHC T01-LG,_2b6dc60b-25ad-4e61-b802-bd286fff01c8,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_d2b1fa16-111e-4ec4-8740-04adb623b0c6,T-01 72010,Network/Companies/SIN/01CEL/01   PMX/115/T-01 72010,T-01 72010,true,PMXN0171,true,1,837126,_0657a030-bad0-49b1-806c-01243206d2ce,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PMX  T-01 72010-LG,837157,01   PMX  T-01 72010-LG,_aa35ee58-e2f0-4123-ba60-ed8095bf5699,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_5f96da03-ff87-4751-bb1c-1f90c7a05709,T-02 72020,Network/Companies/SIN/01CEL/01   PMX/115/T-02 72020,T-02 72020,true,PMXN0271,true,2,837131,_0657a030-bad0-49b1-806c-01243206d2ce,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PMX  T-02 72020-LG,837258,01   PMX  T-02 72020-LG,_a2d709a6-1584-4dda-88ae-fefc10a405b0,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_0c9211fa-240c-4825-8470-5dcdab51f0c8,T 01,Network/Companies/SIN/01CEL/01   PTA/230/T 01,T 01,true,PTAN0191,true,1,839182,_0d04dbbf-1554-4a56-984a-6303e77329fa,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PTA T 01-LG,839336,01   PTA T 01-LG,_ac78fb7f-4806-4ef4-978a-de29263677a6,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_ab2e771e-f5b7-4f28-bd31-6976be85b88a,CLIENTE 85CA,Network/Companies/SIN/01CEL/01   PXA/85/CLIENTE 85CA,CLIENTE 85CA,true,PXAN0171,true,1,839775,_d2293561-869c-4fcd-b143-f734d1e860ad,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PXA CLIENTE 85CA-LG,839780,01   PXA CLIENTE 85CA-LG,_de5b094d-f578-4237-8c7d-35db0606b11b,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_adaf967e-c288-472f-8384-d0d825d595c9,230CA,Network/Companies/SIN/01CEL/01   PYG/230/230CA,230CA,true,PYGN0191,true,1,839899,_f73f3b60-c64f-4913-98b5-d94c01e5083f,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   PYG 230CA-LG,839904,01   PYG 230CA-LG,_dd63b04d-f5eb-4826-ac21-185a147f7bc6,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_9050442c-860a-495d-9c3b-1715f95156d3,AT-01 230\115,Network/Companies/SIN/01CEL/01   SCD/230/AT-01 230\115,AT-01 230\115,true,SCDN0191,true,1,858292,_46e6e487-48eb-43b8-9a58-81d5f616d9d3,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   SCD AT-01 230_115-LG,858302,01   SCD AT-01 230_115-LG,_bdce7172-54c7-4666-b611-677546ab8e65,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_5a6efe04-2554-4591-b67e-be3790cc6e56,AT-02 230\115,Network/Companies/SIN/01CEL/01   SCD/230/AT-02 230\115,AT-02 230\115,true,SCDN0291,true,2,858297,_46e6e487-48eb-43b8-9a58-81d5f616d9d3,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   SCD AT-02 230_115-LG,858403,01   SCD AT-02 230_115-LG,_f61ea047-7e12-4fe2-a661-69d1d610d5de,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_d53d1e72-795b-4ba6-b280-ef9c681354c2,T-01  85\23,Network/Companies/SIN/01CEL/01   SKP/23/T-01  85\23,T-01  85\23,true,SKPN0151,true,1,858514,_d2639733-ce1e-4924-b59f-6b79a01d4881,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   SKP  T-01  85_23-LG,858545,01   SKP  T-01  85_23-LG,_3aaa58c3-876c-43e4-b5fd-6b24a52affe8,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_66c29535-3c7c-4810-b11c-0103293085a9,T-01  85\23,Network/Companies/SIN/01CEL/01   SSP/23/T-01  85\23,T-01  85\23,true,SSPN0151,true,1,859442,_20191d67-fcca-4712-a6fe-15c6b968d48b,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   SSP  T-01  85_23-LG,859464,01   SSP  T-01  85_23-LG,_f5273b61-440f-4608-b81f-81bf0b6d0263,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_80f79c6b-35e4-48f0-83c9-59c5f4106d25,T-02  85\23,Network/Companies/SIN/01CEL/01   SSP/23/T-02  85\23,T-02  85\23,true,SSPN0251,true,2,859447,_20191d67-fcca-4712-a6fe-15c6b968d48b,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   SSP  T-02  85_23-LG,859565,01   SSP  T-02  85_23-LG,_3b280139-82d3-4ec7-9802-bd520bf9d95c,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_3b14f88f-6378-424c-850f-b270b6f8e06f,CRG TLT,Network/Companies/SIN/01CEL/01   TLT/85/CRG TLT,CRG TLT,true,TLTN0171,true,1,865982,_b29723f1-6aa5-491d-ae78-3edda7e34089,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   TLT CRG TLT-LG,865987,01   TLT CRG TLT-LG,_c1f0e37e-67e1-44c3-a674-824598e4f3c8,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_3d171072-5199-45d3-81c3-bb615a9e3d31,T-01  85\23,Network/Companies/SIN/01CEL/01   TRX/23/T-01  85\23,T-01  85\23,true,TRXN0151,true,1,868258,_22e0079e-e7ba-45b7-af23-4f092db82887,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   TRX  T-01  85_23-LG,868269,01   TRX  T-01  85_23-LG,_6848be1a-9813-4ef4-8094-4bf722962de2,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_d98f271d-a79c-4c7f-866d-7dfdc0d1a0bc,LT-TREN,Network/Companies/SIN/01CEL/01   VAJ/230/LT-TREN,LT-TREN,true,VAJN0191,true,1,874226,_cf1f4376-b11b-42ac-8311-61d9e1ccaabe,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   VAJ LT-TREN-LG,874667,01   VAJ LT-TREN-LG,_ef96264f-d0b5-4b32-b9e0-56cc471c02d5,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_09e47083-922a-45d5-97b2-04bcb251656f,CARGA  CLIENTE,Network/Companies/SIN/01CEL/01   VFI/85/CARGA  CLIENTE,CARGA  CLIENTE,true,VFIN0171,true,1,879209,_4e2aa146-2563-4b43-b145-c0eada42dfed,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   VFI CARGA  CLIENTE-LG,879214,01   VFI CARGA  CLIENTE-LG,_58e8e431-de8d-4c93-a5d2-eb9ba5d9bbbf,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_68a9074e-d021-48e9-9a0d-fe9d8a4d1856,FFCC -FNL 230CA,Network/Companies/SIN/01CEL/01   VIC/230/FFCC -FNL 230CA,FFCC -FNL 230CA,true,VICN1291,true,12,879673,_3659a11a-62ae-4042-8ad2-fdbc3039b186,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC FFCC -FNL 230CA-LG,880461,01   VIC FFCC -FNL 230CA-LG,_e8c40fa0-3fe9-473a-b50d-c1a7731d87f3,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_03b4145a-6f04-47e1-991b-a5fe1714115f,FUME -FUM  85CA,Network/Companies/SIN/01CEL/01   VIC/85/FUME -FUM  85CA,FUME -FUM  85CA,true,VICN1471,true,14,880027,_d945fc59-c03a-45ab-935f-fc44fde2a0a2,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   VIC FUME -FUM  85CA-LG,880562,01   VIC FUME -FUM  85CA-LG,_1abd6fe8-6f82-4e54-942c-084b622deec1,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_e9e2c0d1-fa34-417f-87d9-3d9613fe11b6,93410-SIC 230CA,Network/Companies/SIN/01CEL/01   VIL/230/93410-SIC 230CA,93410-SIC 230CA,true,VILN0291,true,2,883133,_0dd2b751-3c31-4551-8ad9-ed9b6ecd9f3b,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   VIL 93410-SIC 230CA-LG,883215,01   VIL 93410-SIC 230CA-LG,_9f7c179a-6ba0-46ae-a7fe-d286218f940b,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_fb56ea80-3d78-4012-91b8-9760ed08d92d,93420-SIC 230CA,Network/Companies/SIN/01CEL/01   VIL/230/93420-SIC 230CA,93420-SIC 230CA,true,VILN0391,true,3,883138,_0dd2b751-3c31-4551-8ad9-ed9b6ecd9f3b,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   VIL 93420-SIC 230CA-LG,883316,01   VIL 93420-SIC 230CA-LG,_7e445291-4371-4eb0-a6f9-4b9eba8a9720,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_d32b4f94-efdd-47db-8d15-226a4be976f0,93430-FTM 230CA,Network/Companies/SIN/01CEL/01   VIL/230/93430-FTM 230CA,93430-FTM 230CA,true,VILN0191,true,1,883143,_0dd2b751-3c31-4551-8ad9-ed9b6ecd9f3b,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   VIL 93430-FTM 230CA-LG,883417,01   VIL 93430-FTM 230CA-LG,_fd568d93-2120-4dee-befb-5482cd87d795,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_848f5956-0e8f-4b29-9580-65ef584100e8,CARGA VLR,Network/Companies/SIN/01CEL/01   VLR/85/CARGA VLR,CARGA VLR,true,VLRN0171,true,1,884396,_ee6917b3-631b-4eec-8575-400aee75b0b7,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   VLR CARGA VLR-LG,884401,01   VLR CARGA VLR-LG,_9a81f064-c90a-4c32-b7c4-761c60d6da43,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_7178d4af-7bdf-4618-ab52-5813c45fa877,CRG CVPM,Network/Companies/SIN/01CEL/01   VPM/85/CRG CVPM,CRG CVPM,true,VPMN0171,true,1,885327,_5c0f8e91-5326-4540-b815-3f0ae1d7e5db,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   VPM CRG CVPM-LG,885332,01   VPM CRG CVPM-LG,_835d9267-f241-4680-b316-7313f3be9c8e,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_43eaf3b3-5075-4331-a9fd-7c59a5eb2e0b,CARGA  CLIENTE,Network/Companies/SIN/01CEL/01   ZAE/85/CARGA  CLIENTE,CARGA  CLIENTE,true,ZAEN0171,true,1,888054,_c3a026f9-2783-4300-9a01-0eff04ec78c9,NonConformLoad,Network/.Load Areas/SIN/01CEL/01   ZAE CARGA  CLIENTE-LG,888059,01   ZAE CARGA  CLIENTE-LG,_3c22b2d6-aed5-4348-9a2c-ffb3ad0b816a,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
_018f99f8-ed72-4cb4-92bf-fad5abfd99d1,CARGA,Network/Companies/SIN/01CEL/01TLCAAP/85/CARGA,CARGA,true,AAPN0171,true,1,889301,_ff6241d1-2723-40a9-803a-75121331f2b9,NonConformLoad,Network/.Load Areas/SIN/01CEL/01TLCAAP CARGA-LG,889306,01TLCAAP CARGA-LG,_bbd0b8f2-1c6b-4b96-8c1f-280134b6e62c,_45b864f2-1191-461d-ab8b-4d8ad42dd154,NonConformLoadGroup
