"ConformLoad:
InternalId","ConformLoad:
ObjectId","ConformLoad:
ID","ConformLoad:
Name","ConformLoad:
IsAuxiliary","ConformLoad:
ODBName","ConformLoad:
Parent","ConformLoad:
ObjectType"
1176767,{4ecad2d0-d6e0-4aff-9e4e-c4998fe2f345},_4ecad2d0-d6e0-4aff-9e4e-c4998fe2f345,T-02 115\13.8,false,PAGC0241,_3ce0041f-c6ca-4dae-9e48-4ce96225b97b,ConformLoad
1177144,{16ce2884-9ef3-4403-8753-bb464c55b37c},_16ce2884-9ef3-4403-8753-bb464c55b37c,T-01 115\13.8,false,PDTC0141,_6840a8ac-7391-4c56-9cd7-335619fa5a0a,ConformLoad
1177149,{4d7956f1-f7cd-4613-bc5f-b046fa50e75f},_4d7956f1-f7cd-4613-bc5f-b046fa50e75f,T-02 115\13.8,false,PDTC0241,_6840a8ac-7391-4c56-9cd7-335619fa5a0a,ConformLoad
1177577,{872532c9-220e-4e50-bf5b-4b2cd904dac8},_872532c9-220e-4e50-bf5b-4b2cd904dac8,T-01 115\13.8,false,PINC0141,_7595683e-781b-4d16-9af3-3a3ab868e417,ConformLoad
1177582,{625db861-7f80-498d-b67e-5e3783e90966},_625db861-7f80-498d-b67e-5e3783e90966,T-02 115\13.8,false,PINC0241,_7595683e-781b-4d16-9af3-3a3ab868e417,ConformLoad
1177904,{a49c585d-ce32-49e9-8fac-7c47d2ce2e7f},_a49c585d-ce32-49e9-8fac-7c47d2ce2e7f,T-01 115\13.8,false,PLIC0141,_31814fb3-071c-4266-9c74-7f22ad3cb063,ConformLoad
1177909,{f527da77-ad9d-48d4-84da-fe2d5c91bc94},_f527da77-ad9d-48d4-84da-fe2d5c91bc94,T-02 115\13.8,false,PLIC0241,_31814fb3-071c-4266-9c74-7f22ad3cb063,ConformLoad
1178235,{d0c00b48-0012-4c49-a65f-c4e0613941cb},_d0c00b48-0012-4c49-a65f-c4e0613941cb,T-01 115\13.8,false,PNSC0141,_469853ed-ed4a-4a02-8ad4-b54c13dfdb1e,ConformLoad
1178463,{66a717a5-fff1-448c-baf9-213b28aba9e4},_66a717a5-fff1-448c-baf9-213b28aba9e4,T-01 115\13.8,false,POCC0141,_554b5e3b-67fa-4ddc-a62b-fe1cd98e8dcb,ConformLoad
1178814,{c57788fd-7256-4b19-b2aa-26f1dd67d7f5},_c57788fd-7256-4b19-b2aa-26f1dd67d7f5,T-01 115\13.8,false,PTDC0141,_04c04b54-5c28-495b-9343-f83dba94fab5,ConformLoad
1179161,{3ad6c65e-7bf2-42aa-8fde-cb201d270577},_3ad6c65e-7bf2-42aa-8fde-cb201d270577,T-01 115\13.8,false,PUEC0141,_392decfa-dc86-4a68-aa26-2acdedfd6c73,ConformLoad
1179166,{8f30d2a6-2b58-41fc-81e0-6027d309af4a},_8f30d2a6-2b58-41fc-81e0-6027d309af4a,T-02 115\13.8,false,PUEC0241,_392decfa-dc86-4a68-aa26-2acdedfd6c73,ConformLoad
1179460,{098f0bf3-df5c-446a-a3b8-fbb6016f16f4},_098f0bf3-df5c-446a-a3b8-fbb6016f16f4,T-01 115\13.8,false,PVCC0141,_c580b5b2-f7cb-4785-b490-a359cba497dd,ConformLoad
1179703,{66f99943-dcf4-4e4e-9a32-22a56e0f91f7},_66f99943-dcf4-4e4e-9a32-22a56e0f91f7,T-01 115\13.8,false,PYNC0141,_ddf1ae84-0104-4590-a6ae-bb9e13d1ef7f,ConformLoad
1179708,{12e9346e-653c-4cc6-a745-1dfece920570},_12e9346e-653c-4cc6-a745-1dfece920570,T-02 115\13.8,false,PYNC0241,_ddf1ae84-0104-4590-a6ae-bb9e13d1ef7f,ConformLoad
1180033,{484a5bf8-8f8f-4831-a789-c29d8c1b3a53},_484a5bf8-8f8f-4831-a789-c29d8c1b3a53,T-01 115\13.8,false,RBOC0141,_6b9b1af9-b62d-411b-9671-a67053dc384d,ConformLoad
1180232,{a854dd94-d0af-4c12-946a-a18234a5621b},_a854dd94-d0af-4c12-946a-a18234a5621b,T-01 115\13.8,false,RDCC0141,_ef534e78-6a98-408d-8b37-0820c0a7999f,ConformLoad
1180421,{69a9d06c-0658-4405-b2f7-1d630cd1a764},_69a9d06c-0658-4405-b2f7-1d630cd1a764,T-01 115\13.8,false,RMCC0141,_e77e6399-fbbf-4552-a429-a49e55670b6e,ConformLoad
1180599,{4b2054f4-c03d-43db-a7c7-2f6b6c220f3e},_4b2054f4-c03d-43db-a7c7-2f6b6c220f3e,T-01 115\13.8,false,RMEC0141,_337fb5a4-9f64-4238-aa03-1d904f12ff0f,ConformLoad
1180784,{6d5aef44-df73-458c-9f56-5e873b2e3942},_6d5aef44-df73-458c-9f56-5e873b2e3942,T-01 115\13.8,false,RNAC0141,_cb8004a1-9dc2-44c1-8adf-8ef84515deed,ConformLoad
1180982,{457dd1c2-99eb-4ed7-8a87-595cab17bd33},_457dd1c2-99eb-4ed7-8a87-595cab17bd33,T-01 115\13.8,false,RSOC0141,_e95a6acc-edb7-4d22-91fb-03670c4af6ac,ConformLoad
1181159,{7cb4d918-4400-43ac-90db-2a6dec014aa8},_7cb4d918-4400-43ac-90db-2a6dec014aa8,T-01 115\13.8,false,SCFC0141,_2819ac6f-c840-4e63-b140-c7dd25c81f67,ConformLoad
1181340,{595405ef-d645-46f6-b06f-5f3f4b72ac65},_595405ef-d645-46f6-b06f-5f3f4b72ac65,T-01 115\13.8,false,SFOC0141,_b4e50d7f-2865-4de8-a7af-0afefa72fbc1,ConformLoad
1181721,{4e9ae723-522e-468e-a302-161e4fd9898b},_4e9ae723-522e-468e-a302-161e4fd9898b,T-01 115\13.8,false,SNFC0141,_13fdccd8-7dae-451c-94ff-fc8f2470f357,ConformLoad
1181871,{9f64c1e7-10b0-4045-ac54-cb52b94ffaf4},_9f64c1e7-10b0-4045-ac54-cb52b94ffaf4,T-01 115\13.8,false,SNLC0141,_1e661c4a-f7cc-43f5-a9a9-577d04ddaea1,ConformLoad
1182022,{2ed23082-ac5c-4cee-9da5-5fec122737f2},_2ed23082-ac5c-4cee-9da5-5fec122737f2,T-01 115\13.8,false,SODC0141,_a48b149d-a045-4fb5-b68d-a9c7049f6bc4,ConformLoad
1182232,{5b27d782-f105-444a-bec2-95381990bff4},_5b27d782-f105-444a-bec2-95381990bff4,T-01 115\13.8,false,TBLC0141,_40202510-f13c-4b47-9639-a4bc2fe186eb,ConformLoad
1182237,{c643143b-8331-43ac-a301-f3ff002604c8},_c643143b-8331-43ac-a301-f3ff002604c8,T-02 115\13.8,false,TBLC0241,_40202510-f13c-4b47-9639-a4bc2fe186eb,ConformLoad
1182597,{b0e469c8-d98c-424f-bfcc-a0981b9ed566},_b0e469c8-d98c-424f-bfcc-a0981b9ed566,T-01 115\13.8,false,TDDC0141,_1ff49728-4ded-486f-b608-d50f59a3eeb7,ConformLoad
1182895,{1dff329c-36b8-40aa-bcc8-f8578475bf34},_1dff329c-36b8-40aa-bcc8-f8578475bf34,T-01 115\13.8,false,TJRC0141,_812f8b2b-577f-4073-851b-e5d4741279cf,ConformLoad
1182900,{c69c3efe-dfa4-4904-9f64-5da55ba0621b},_c69c3efe-dfa4-4904-9f64-5da55ba0621b,T-02 115\13.8,false,TJRC0241,_812f8b2b-577f-4073-851b-e5d4741279cf,ConformLoad
1183212,{4d14bcef-07b4-414a-a0da-abef0cf27cf2},_4d14bcef-07b4-414a-a0da-abef0cf27cf2,T-01 115\13.8,false,TLEC0141,_89a84146-9a97-4fac-9f84-2cb48ab8100c,ConformLoad
1183385,{bfdd6638-e33e-42c4-9d5b-b861562c6608},_bfdd6638-e33e-42c4-9d5b-b861562c6608,T-01 115\13.8,false,TLLC0141,_62d2b73c-7984-40b5-822c-c1cb7dad14a0,ConformLoad
1183815,{b993f93c-fdeb-4135-b036-83eb2a4dea65},_b993f93c-fdeb-4135-b036-83eb2a4dea65,T-07 115\13.8,false,TMUC0141,_0e8acc03-7b50-4d84-b587-9fd757bebdb5,ConformLoad
1184155,{6f520f33-4a37-437a-b24f-e17662d46248},_6f520f33-4a37-437a-b24f-e17662d46248,T-01 115\13.8,false,TNJC0141,_08fd9b35-93ab-4112-b6e5-8ab4a3ac9b88,ConformLoad
1184556,{934952b2-edc1-49b2-b4a0-a8d4eeb1791c},_934952b2-edc1-49b2-b4a0-a8d4eeb1791c,T-01 115\13.8,false,TPSC0141,_370df4db-441d-4d88-a204-c8c7370aeaf8,ConformLoad
1184783,{a02a7dfe-a0da-4871-8f0a-297053fe1fbf},_a02a7dfe-a0da-4871-8f0a-297053fe1fbf,T-01 115\13.8,false,TRNC0141,_fc0fe4e2-df4a-4ac5-9242-c2f9de5d7936,ConformLoad
1185330,{83247e68-38a7-47fe-91b4-a65c0563a8c6},_83247e68-38a7-47fe-91b4-a65c0563a8c6,T-01 115\13.8,false,TTAC0141,_629b20fc-2951-408b-89b8-c6f9a118dc73,ConformLoad
1185517,{aa7c7a8d-5d4d-448c-a274-80dcad5f7c3f},_aa7c7a8d-5d4d-448c-a274-80dcad5f7c3f,CARGA 13.8,true,TVSA0241,_adb38285-da96-4d1f-bf67-c661372cc55c,ConformLoad
1185776,{c2f03e08-eeda-4827-81d9-96c118cd6529},_c2f03e08-eeda-4827-81d9-96c118cd6529,T-01 115\13.8,false,TXDC0141,_8e5746a4-7b38-47d1-a070-760c29c3bd03,ConformLoad
1185781,{bca46cd8-de11-4f2c-95b3-f9e126391b75},_bca46cd8-de11-4f2c-95b3-f9e126391b75,T-02 118\13.8,false,TXDC0241,_8e5746a4-7b38-47d1-a070-760c29c3bd03,ConformLoad
1186097,{eded2d50-5f4d-48e7-80ea-20c82ffe3b90},_eded2d50-5f4d-48e7-80ea-20c82ffe3b90,T-01 115\13.8,false,VANC0141,_3588c2f5-d3e9-451d-8171-b3f5dfe52c40,ConformLoad
1186888,{04c9b1ac-d9a1-4a58-86ef-a24e0f058ab9},_04c9b1ac-d9a1-4a58-86ef-a24e0f058ab9,T-01 115\13.8,false,VRUC0141,_b70eb7a2-f81b-4d56-95a2-bcac4309f1fc,ConformLoad
1186893,{1b905bae-ae35-4e3f-a198-11d927cb40c2},_1b905bae-ae35-4e3f-a198-11d927cb40c2,T-02 115\13.8,false,VRUC0241,_b70eb7a2-f81b-4d56-95a2-bcac4309f1fc,ConformLoad
1187550,{39676a92-17ef-4e6d-8d28-76eda590e206},_39676a92-17ef-4e6d-8d28-76eda590e206,T-01 115\13.8,false,ZGLC0141,_43a9dda5-5d6e-4968-8150-aca1eb3896f9,ConformLoad
1187791,{0c813ab2-09bf-467f-b3c1-a3fe69f48a91},_0c813ab2-09bf-467f-b3c1-a3fe69f48a91,BANC1 230\69,false,LBRC0191,_2635ce39-bf8d-4d68-8cf3-5e82dedd84ed,ConformLoad
1187796,{014efe7e-1b85-4e58-bcc9-d4ab65b3fc5a},_014efe7e-1b85-4e58-bcc9-d4ab65b3fc5a,ESPER ESP,false,LBRC0291,_2635ce39-bf8d-4d68-8cf3-5e82dedd84ed,ConformLoad
1187801,{d5478bcb-14ef-45f8-9698-c6a1d6dff146},_d5478bcb-14ef-45f8-9698-c6a1d6dff146,SIQUI SIQ,false,LBRC0391,_2635ce39-bf8d-4d68-8cf3-5e82dedd84ed,ConformLoad
1188569,{992de83e-912c-44ae-897a-ce0c2df630f1},_992de83e-912c-44ae-897a-ce0c2df630f1,T-01 115\13.8,false,AGMC0141,_68acc38a-aaf2-4ad9-b59d-45ce891233c8,ConformLoad
1188574,{16e0a4ed-3208-42fd-9214-4d5b14e86d05},_16e0a4ed-3208-42fd-9214-4d5b14e86d05,T-02 115\13.8,false,AGMC0241,_68acc38a-aaf2-4ad9-b59d-45ce891233c8,ConformLoad
1189014,{41327bbb-c750-439d-8de5-40206c096ef4},_41327bbb-c750-439d-8de5-40206c096ef4,T-01 230\23,false,AGZC0151,_cc4ea480-ad80-4fa6-9389-83fe9718aacc,ConformLoad
1189019,{b55e88a7-f311-49bc-b8b4-be4820be8dce},_b55e88a7-f311-49bc-b8b4-be4820be8dce,T-02 230\23,false,AGZC0251,_cc4ea480-ad80-4fa6-9389-83fe9718aacc,ConformLoad
1189497,{3fe360cf-4f3b-4442-b805-c561c96335dd},_3fe360cf-4f3b-4442-b805-c561c96335dd,T-02 230\23,false,ALSC0151,_9b8d60c1-b116-46c2-bec0-d8ab94a969c0,ConformLoad
1189502,{e55b1df1-37a3-4af8-88b4-6baa723d785f},_e55b1df1-37a3-4af8-88b4-6baa723d785f,T-03 230\23,false,ALSC0251,_9b8d60c1-b116-46c2-bec0-d8ab94a969c0,ConformLoad
1189803,{9f2d4bc0-0ed4-439c-9c64-f300153a1e8d},_9f2d4bc0-0ed4-439c-9c64-f300153a1e8d,UN-01 SP,true,APRA0141,_9972a253-d551-4e77-9fbc-1cb899216dc9,ConformLoad
1189808,{3a97b05f-9047-4a5f-a4a6-e7d90988d9d3},_3a97b05f-9047-4a5f-a4a6-e7d90988d9d3,UN-02 SP,true,APRA0241,_9972a253-d551-4e77-9fbc-1cb899216dc9,ConformLoad
1191251,{e6c5c767-9048-4e4c-9af1-20b06f3c6184},_e6c5c767-9048-4e4c-9af1-20b06f3c6184,T-02 CARGA,false,ARNC0141,_88928140-54c8-43b6-8540-7a8c162a8a48,ConformLoad
1192745,{b1f9556b-e293-4e74-a435-9a74eb67d96b},_b1f9556b-e293-4e74-a435-9a74eb67d96b,93D60 ZLK,false,ATQC0191,_2a3d3841-388a-498f-9f6d-e14348ca2336,ConformLoad
1193385,{d61b4640-a27d-444c-9cc7-c45dad7bd6b0},_d61b4640-a27d-444c-9cc7-c45dad7bd6b0,UN-02 SP,true,AZFA0121,_4d9d5dd1-d9bb-441c-9751-d0edac7acac3,ConformLoad
1193390,{82bb974e-784d-4d9e-8dbf-b2a2dd1ef5dd},_82bb974e-784d-4d9e-8dbf-b2a2dd1ef5dd,UN-06 SP,true,AZFA0521,_4d9d5dd1-d9bb-441c-9751-d0edac7acac3,ConformLoad
1193395,{e5544b2c-914e-48a4-beb6-9c5433c8a12b},_e5544b2c-914e-48a4-beb6-9c5433c8a12b,UN-10 SP,true,AZFA0721,_4d9d5dd1-d9bb-441c-9751-d0edac7acac3,ConformLoad
1193456,{9f0051b5-d6fb-47a3-9b21-2414416691c6},_9f0051b5-d6fb-47a3-9b21-2414416691c6,UN-07 SP,true,AZFA0141,_c726dc44-aa45-405a-aa36-d4d2e0d01401,ConformLoad
1193461,{c57cc625-a92b-43b5-9529-153ee7dc06b3},_c57cc625-a92b-43b5-9529-153ee7dc06b3,UN-13 SP,true,AZFA0241,_c726dc44-aa45-405a-aa36-d4d2e0d01401,ConformLoad
1193466,{d68a85de-4362-49ce-a474-4a8f3a1a2dd7},_d68a85de-4362-49ce-a474-4a8f3a1a2dd7,UN-14 SP,true,AZFA0341,_c726dc44-aa45-405a-aa36-d4d2e0d01401,ConformLoad
1193471,{afedbe7d-2151-461d-8a5b-5334153e15f9},_afedbe7d-2151-461d-8a5b-5334153e15f9,UN-15 SP,true,AZFA0441,_c726dc44-aa45-405a-aa36-d4d2e0d01401,ConformLoad
1193476,{98f1cea6-13ec-4ee3-ae2f-98a6f5335621},_98f1cea6-13ec-4ee3-ae2f-98a6f5335621,UN-16 SP,true,AZFA0541,_c726dc44-aa45-405a-aa36-d4d2e0d01401,ConformLoad
1193481,{66f85517-2536-488a-a59a-1b52896a56fc},_66f85517-2536-488a-a59a-1b52896a56fc,UN-17 SP,true,AZFA0641,_c726dc44-aa45-405a-aa36-d4d2e0d01401,ConformLoad
1193486,{cdb090b2-a12f-4cf3-a202-bdb72b33c6c8},_cdb090b2-a12f-4cf3-a202-bdb72b33c6c8,UN-18 SP,true,AZFA0741,_c726dc44-aa45-405a-aa36-d4d2e0d01401,ConformLoad
1194897,{6e8e4418-525b-43a3-bba1-6d6a2d12f904},_6e8e4418-525b-43a3-bba1-6d6a2d12f904,73420 GDY,false,BCDC0171,_0d0c9eed-ef42-4668-bb71-33bf99d920aa,ConformLoad
1195037,{bab25c65-ade1-46bb-bddf-e45411810cb7},_bab25c65-ade1-46bb-bddf-e45411810cb7,T-01 115\13.8,false,BECC0171,_ba451fc8-470d-45ae-84d5-79d074485145,ConformLoad
1195188,{bcd60f5b-a71f-4e2b-afe8-92eed1757136},_bcd60f5b-a71f-4e2b-afe8-92eed1757136,2110 ALIME,false,BEOC0121,_af5bf6c1-6386-4f2a-bd7a-3042ebc110d1,ConformLoad
1195193,{dfe70707-12de-4253-95df-22fe0535c01f},_dfe70707-12de-4253-95df-22fe0535c01f,2120 ALIME,false,BEOC0221,_af5bf6c1-6386-4f2a-bd7a-3042ebc110d1,ConformLoad
1195198,{078588d2-45c3-47cc-b6d6-c0fbab0ac04a},_078588d2-45c3-47cc-b6d6-c0fbab0ac04a,2130 ALIME,false,BEOC0321,_af5bf6c1-6386-4f2a-bd7a-3042ebc110d1,ConformLoad
1195203,{0e353509-0e02-4c33-aaa1-91e064802147},_0e353509-0e02-4c33-aaa1-91e064802147,2140 ALIME,false,BEOC0421,_af5bf6c1-6386-4f2a-bd7a-3042ebc110d1,ConformLoad
1195208,{c2a19d74-8a7e-4310-8ac4-20a6204e09c1},_c2a19d74-8a7e-4310-8ac4-20a6204e09c1,2150 ALIME,false,BEOC0521,_af5bf6c1-6386-4f2a-bd7a-3042ebc110d1,ConformLoad
1195907,{87cf80e7-6f86-4619-96e2-6909924ba265},_87cf80e7-6f86-4619-96e2-6909924ba265,T-32 13.8\2.3,false,BPSC0141,_a036c553-b375-49d7-8633-d69c626da3ad,ConformLoad
1195912,{34de2bea-5b4a-4931-8a38-d9f098124830},_34de2bea-5b4a-4931-8a38-d9f098124830,4115  F1A,false,BPSC0841,_a036c553-b375-49d7-8633-d69c626da3ad,ConformLoad
1195917,{934acb32-9eef-41da-95ce-3e94b0f255fa},_934acb32-9eef-41da-95ce-3e94b0f255fa,4115  F1B,false,BPSC0941,_a036c553-b375-49d7-8633-d69c626da3ad,ConformLoad
1195922,{25bf03e3-6bae-44be-b8e4-9e5545f80186},_25bf03e3-6bae-44be-b8e4-9e5545f80186,4125  F2A,false,BPSC0241,_a036c553-b375-49d7-8633-d69c626da3ad,ConformLoad
1195927,{0e1f236a-f169-4fb6-aedc-3570ed7fea41},_0e1f236a-f169-4fb6-aedc-3570ed7fea41,4125  F2B,false,BPSC0341,_a036c553-b375-49d7-8633-d69c626da3ad,ConformLoad
1195932,{51247f68-685a-4fe8-864e-ca50100e4ea6},_51247f68-685a-4fe8-864e-ca50100e4ea6,4135  F3A,false,BPSC0441,_a036c553-b375-49d7-8633-d69c626da3ad,ConformLoad
1195937,{62fc1d76-cdc4-48fb-9a1f-f85c21cc38c3},_62fc1d76-cdc4-48fb-9a1f-f85c21cc38c3,4135  F3B,false,BPSC0541,_a036c553-b375-49d7-8633-d69c626da3ad,ConformLoad
1195942,{9686f7f1-15e4-4b12-981a-96abaa605843},_9686f7f1-15e4-4b12-981a-96abaa605843,4145  F4A,false,BPSC0641,_a036c553-b375-49d7-8633-d69c626da3ad,ConformLoad
1195947,{0e069720-83a8-4d8c-8412-f419d1af181d},_0e069720-83a8-4d8c-8412-f419d1af181d,4145  F4B,false,BPSC0741,_a036c553-b375-49d7-8633-d69c626da3ad,ConformLoad
1197377,{e9e4e279-cac9-4e9b-901e-2c5dff7c87b4},_e9e4e279-cac9-4e9b-901e-2c5dff7c87b4,73020 CZI,false,CGMC0271,_524ebda8-f6ce-479a-93d0-0f37718f824a,ConformLoad
1197490,{0042be8f-87bb-414b-bfcc-1ec008e1526d},_0042be8f-87bb-414b-bfcc-1ec008e1526d,T-03 115\23,false,CGMC0151,_155727cf-4bec-4915-a2ba-70c5ea84c757,ConformLoad
1197495,{629afe50-465d-4ef9-8f28-36d71fc0090e},_629afe50-465d-4ef9-8f28-36d71fc0090e,T-04 115\23,false,CGMC0251,_155727cf-4bec-4915-a2ba-70c5ea84c757,ConformLoad
1198185,{7ad761d6-9f06-4200-80ee-471aa94eb277},_7ad761d6-9f06-4200-80ee-471aa94eb277,T-01 230\23,false,CLNC0151,_bc3ec581-226a-4ffe-bfdc-72c7a783a4dc,ConformLoad
1198190,{db7098fd-39c5-4bf4-8b31-0c7a77e2639f},_db7098fd-39c5-4bf4-8b31-0c7a77e2639f,T-02 230\23,false,CLNC0251,_bc3ec581-226a-4ffe-bfdc-72c7a783a4dc,ConformLoad
1198953,{24c561bc-8806-4764-9f1e-d5b21cec26f9},_24c561bc-8806-4764-9f1e-d5b21cec26f9,T-01 115\13.8,false,CPIC0141,_957bc3ce-f63f-483a-8376-2831d3c0977b,ConformLoad
1199889,{9fec5345-45db-4481-8b98-e859fde9bc21},_9fec5345-45db-4481-8b98-e859fde9bc21,UN-02 SP,true,CTIA0251,_f60d0cec-5169-4bbb-ad3d-07617d6092db,ConformLoad
1199894,{e53df75a-31ba-40dd-b5e5-986acfe736ec},_e53df75a-31ba-40dd-b5e5-986acfe736ec,UN-03 SP,true,CTIA0351,_f60d0cec-5169-4bbb-ad3d-07617d6092db,ConformLoad
1200373,{ff9125f6-7339-4290-8e28-1d85dc03b65e},_ff9125f6-7339-4290-8e28-1d85dc03b65e,T-02 230\13.8,false,DEAC0291,_bb55dcaa-adfb-41e3-93a0-67398d079905,ConformLoad
1200954,{d478b814-c3bc-4a6f-aa21-a1b00b7ca231},_d478b814-c3bc-4a6f-aa21-a1b00b7ca231,T-31 SP,true,DMNA0151,_37e1604d-4b1f-42ec-8fe9-0cdc02511df9,ConformLoad
1200959,{13f0d2ee-a453-46be-9c06-17bfd5dd3644},_13f0d2ee-a453-46be-9c06-17bfd5dd3644,T-32 SP,true,DMNA0251,_37e1604d-4b1f-42ec-8fe9-0cdc02511df9,ConformLoad
1201507,{fc0b0035-4da4-456f-a862-84f508cc1db3},_fc0b0035-4da4-456f-a862-84f508cc1db3,4125 ALIME,false,DSPC0141,_45716624-b670-4eef-9aa6-096eeadde168,ConformLoad
1201921,{89df4acc-714d-4466-a113-e4e0d3073693},_89df4acc-714d-4466-a113-e4e0d3073693,T-03 SP,true,ELPA0151,_68dd56bf-3aec-4154-b884-6209665f4de0,ConformLoad
1202133,{e9fbbda3-49c4-4624-846c-279e44cfb8ff},_e9fbbda3-49c4-4624-846c-279e44cfb8ff,T-02  69\13.8,false,ELTC0241,_b67286ca-9e77-4f04-87e0-9a17e25aadc3,ConformLoad
1203559,{f647a96d-255f-4165-8510-43e494b014cc},_f647a96d-255f-4165-8510-43e494b014cc,T-31 SP,false,EVIC0151,_9197a63d-bb09-4a92-a146-b0c2303ad822,ConformLoad
1204243,{d809d04c-ec5b-4510-a597-c700f5cfc639},_d809d04c-ec5b-4510-a597-c700f5cfc639,63380 GPR,false,GDOC0161,_855dd3eb-899a-4074-bef1-b9768af2db53,ConformLoad
1204890,{9c310287-55d3-4b0c-8cd2-18f1601c3c68},_9c310287-55d3-4b0c-8cd2-18f1601c3c68,T-03 230\23,false,GDUC0151,_1555ee25-f854-4365-9fd0-a005aea047d0,ConformLoad
1205513,{b6d8ad7b-c63e-410c-b607-e9a38e19b061},_b6d8ad7b-c63e-410c-b607-e9a38e19b061,63370 FUT,false,GUDC0161,_2fe33010-34e7-4e29-9203-e5e295dcd0b2,ConformLoad
1206181,{a04dbdba-31dc-4af3-b25b-f60c84be029c},_a04dbdba-31dc-4af3-b25b-f60c84be029c,T-01 230\23,false,GUIC0151,_364b6caa-f3ff-46e3-89cb-1c3eafad04bd,ConformLoad
1206442,{8ae9aea4-01ab-44d8-9266-18d5e8b2bdcd},_8ae9aea4-01ab-44d8-9266-18d5e8b2bdcd,T-03  69\23,false,GUNC0161,_7ea3cc3a-c166-4354-b34f-3a9c06d614fa,ConformLoad
1206581,{1ceefbb8-450b-4a25-9204-5cc76cae4f0f},_1ceefbb8-450b-4a25-9204-5cc76cae4f0f,T-01 230\23,false,GUNC0151,_bc0ccfd1-4bd5-49eb-8459-fe5bd2e006bc,ConformLoad
1206903,{72da9c4e-b72c-4b8b-8e12-aece77e22f15},_72da9c4e-b72c-4b8b-8e12-aece77e22f15,53010 PDR,false,GVDC0151,_fe5e425c-8740-4815-94c1-daaaf1521eac,ConformLoad
1206908,{def1c1fc-0015-4344-be8c-c926fb01f93e},_def1c1fc-0015-4344-be8c-c926fb01f93e,CARGA GVD,false,GVDC0251,_fe5e425c-8740-4815-94c1-daaaf1521eac,ConformLoad
1207578,{811c363a-ad35-49bd-85b5-e19573a2134f},_811c363a-ad35-49bd-85b5-e19573a2134f,T-02 13.8\1.65,true,IBBA0141,_8446e311-760c-4e15-99b5-9a48f351eff3,ConformLoad
1207583,{b3652d03-37f5-4dda-88b4-8740740ab675},_b3652d03-37f5-4dda-88b4-8740740ab675,T-03 13.8\0.48,true,IBBA0241,_8446e311-760c-4e15-99b5-9a48f351eff3,ConformLoad
1208072,{b898d12d-eb31-4767-aa4f-f1f2cad97869},_b898d12d-eb31-4767-aa4f-f1f2cad97869,T-01 115\23,false,JUJC0151,_6ed94361-fbfc-4f01-ad00-b4d1d86099d3,ConformLoad
1209420,{fe691134-96fd-4e4b-a1f0-a54b365b7b75},_fe691134-96fd-4e4b-a1f0-a54b365b7b75,T-01 115\13.8,false,LIVC0141,_c96fa92d-a9b8-498f-b7e0-c4c61b18462b,ConformLoad
1209938,{dfb2570a-5500-413f-a73c-3bd3665f6ea4},_dfb2570a-5500-413f-a73c-3bd3665f6ea4,UN-01 SP,true,MAM57902,_f3521a20-a531-4ce9-9a93-ab005b4649d8,ConformLoad
1209943,{7b4d0182-bac1-4601-ae9f-108ffe9e3355},_7b4d0182-bac1-4601-ae9f-108ffe9e3355,UN-05 SP,true,MAM6187b,_f3521a20-a531-4ce9-9a93-ab005b4649d8,ConformLoad
1209948,{430e2e47-01ff-4718-a8c6-e274917c2b5a},_430e2e47-01ff-4718-a8c6-e274917c2b5a,UN-09 SP,true,MAM95138,_f3521a20-a531-4ce9-9a93-ab005b4649d8,ConformLoad
1209953,{1e18c477-d44e-4ab8-b331-84a3e37a7cf6},_1e18c477-d44e-4ab8-b331-84a3e37a7cf6,UN-10 SP,true,MAM006a2,_f3521a20-a531-4ce9-9a93-ab005b4649d8,ConformLoad
1209958,{7ce07692-3a62-4708-a4c4-9df675d1af0e},_7ce07692-3a62-4708-a4c4-9df675d1af0e,UN-11 SP,true,MAMc4212,_f3521a20-a531-4ce9-9a93-ab005b4649d8,ConformLoad
1209963,{3a656aa3-591f-4920-9078-7f3edbdd724d},_3a656aa3-591f-4920-9078-7f3edbdd724d,UN-12 SP,true,MAM064cc,_f3521a20-a531-4ce9-9a93-ab005b4649d8,ConformLoad
1210051,{7fe07f90-c1b8-484f-80ca-67446b63906c},_7fe07f90-c1b8-484f-80ca-67446b63906c,UN-02 SP,true,MAMA0151,_39340e18-1302-4764-b007-7515e97eba16,ConformLoad
1210056,{2aa0812f-2139-49e3-8280-7929704e93d4},_2aa0812f-2139-49e3-8280-7929704e93d4,UN-03 SP,true,MAMA0251,_39340e18-1302-4764-b007-7515e97eba16,ConformLoad
1210061,{ad586159-6ded-4574-a0a2-61e2ece67daa},_ad586159-6ded-4574-a0a2-61e2ece67daa,UN-04 SP,true,MAMA0351,_39340e18-1302-4764-b007-7515e97eba16,ConformLoad
1210066,{42e6dcc8-aa0c-4b48-b0a1-87ca688076ab},_42e6dcc8-aa0c-4b48-b0a1-87ca688076ab,UN-06 SP,true,MAMA0451,_39340e18-1302-4764-b007-7515e97eba16,ConformLoad
1210071,{8b437d62-6942-49a2-9f0e-863c9404fc4e},_8b437d62-6942-49a2-9f0e-863c9404fc4e,UN-07 SP,true,MAMA0551,_39340e18-1302-4764-b007-7515e97eba16,ConformLoad
