ID,InternalId,Name,Parent,ObjectType,BaseVoltage_Path,BaseVoltage_InternalId,BaseVoltage_Name,ConductingEquipmentUsesABaseVoltage_BaseVoltage_ID,BaseVoltage_Parent,BaseVoltage_ObjectType
_b7813524-9045-4202-910b-6c46c4e7ce77,1900271,01   AAN-73W40-01   JUA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fbf38bd7-afaa-484f-9f8b-1264a920e904,1900274,01   AAN-73W80-01   PAC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_aca6896b-c8e7-43e0-a0b7-ae1793485105,1900277,01   AAN-73W90-01   CFZ,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f612e10d-3bf7-4096-87c5-e614fa066573,1900280,01   ACC-73J50-01   VAJ,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d5e0ac72-5862-4f18-95c3-6246f217e506,1900283,01   ACC-73J70-01   AUM,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3e5645df-2de0-443e-bdf5-9106561e830d,1900286,01   ACN-73G90-01   BAR,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b37e8258-d5b3-4a01-bf4e-a12ab1c12269,1900289,01   ACN-73H00-01   CHE,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9344696c-5bb7-4055-8aae-08e25673499b,1900292,01   AGV-73E60-01   CHA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2e954a59-283f-41a2-9a1d-e7289007ffec,1900298,01   AGV-73E80-01   JCP,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b13b2808-02dc-4a9a-8a0e-21dcfd72ac25,1900301,01   ALR-73K30-01   FMC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_10936461-8de2-4fdf-b378-d83459a63b39,1900304,01   ALR-73K40-01   BDK,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_166ed4f0-f9af-415a-a295-fdff9320ad27,1900307,01   ANS-73D20-01   MAG,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a2debc96-49b4-4733-8316-755c1df14b93,1900310,01   ANS-73D30-01   MAG,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ea967609-a56b-4733-a64a-516c13249c16,1900313,01   APA-73W00-01   PAC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a2fe160f-c094-4388-96a7-b72fbf462d79,1900319,01   APA-73W50-01   JUA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5c587dff-2984-4eae-b013-6cfd1a5ad371,1900322,01   APA-73X70-01   CEA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5c2c6bcc-e3fb-4251-83be-e893f5fb34bf,1900325,01   APA-73X80-01   VIT,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_368fba17-e93e-4109-bdb7-d33effacccfc,1900328,01   ARA-73P20-01   MZA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c0b55393-b4d6-4750-ad31-64c760bca707,1900331,01   ARA-73P30-01   MZA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a5653510-5c1a-4a07-95ae-52e65cb3c8ed,1900334,01   ATE-73L50-01TLCTDV,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1778e15b-3d86-4183-bb29-92544d9688eb,1900337,01   ATE-73M00-01TLCNIS,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_293b23f3-caf4-4d94-a9e7-9bf02ebe0d47,1900340,01   ATE-73M10-01TLCAMO,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_29acd3cc-2925-417d-8ae2-3a048193a50d,1900343,01   ATE-73M20-01TLCPRO,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e4a3393c-5c16-42f6-b945-a42b0e80279a,1900346,01   ATE-73M80-01TLCVDT,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7fd529b9-020e-45e7-940c-99a90ac33b36,1900349,01   AUM-73J80-01   GUA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e45cff5e-7a72-4145-97a6-b7d96af05cf7,1900352,01   AUR-73D80-01   RES,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_49579305-05ed-4426-ad59-e201cfd80db0,1900355,01   AUR-73D90-01   RES,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9b740506-0f76-4286-a95b-2b96f2382c27,1900358,01   AYO-73E00-01   RES,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_31ab698f-a111-460b-99dc-daf76f0c97d3,1900361,01   AYO-73E10-01   RES,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_715442d3-a8b7-4e72-b560-8aa6c6d3e907,1900364,01   AYO-73E30-01   CHA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fdd97d4b-58f8-4066-9aca-5cd639eb1e87,1900367,01   AYO-73E40-01   CVD,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_10c9d59f-f0a0-4c8b-805d-699cf56e203a,1900370,01   BAR-73G70-01   LOM,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c9bd4e7c-fcb6-4349-af65-7192896f5642,1900373,01   BAR-73G80-01   CHE,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4f41da0d-d38c-4c31-b083-f41d46bcaaf0,1900376,01   BAR-73H10-01   CAH,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e078a3fc-703e-47fb-b2aa-6fed30a17537,1900379,01   BAR-73H20-01   LEC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6aa0a06a-7ba7-4605-b67c-8924388d9de1,1900382,01   BDK-73K50-01   CTT,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d64ecb48-a281-495a-ba4b-ffe3b838fca7,1900385,01   CAH-73H30-01   LEC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c1d14d97-fae4-4f40-8018-d5685f589cc4,1900388,01   CAR-73G30-01   REM,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8be16305-7809-43f3-a5c3-669b74458a0b,1900391,01   CAR-73G40-01   REM,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b16d0170-4f8a-4a1e-8219-99dd75166c51,1900394,01   CDS-73C20-01   TYA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c1d77b03-906a-4d31-873e-557074e31fb9,1900397,01   CDS-73C30-01   NAR,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8d322f4b-ea6a-46e6-8218-6d33fff8c1bc,1900400,01   CEA-73X60-01   TLT,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ad828d34-7ecb-4e4c-be6f-dd6f261ddb2e,1900403,01   CHA-73E40-01   CVD,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5b3b7c4c-0a75-46c3-b576-405c40a37f6c,1900406,01   CHA-73E50-01   JCP,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3acd97fb-af7c-47ac-a6cc-c43e2c21aa61,1900409,01   CRG-73H80-01   LEC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a539f497-2f19-42d9-aa49-9407190977b6,1900412,01   CRG-73N00-01   LAQ,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_dea3d289-d8d0-4b31-8c12-3428c85151c1,1900415,01   CRG-73N20-01   VPM,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2ff40064-2ce3-458f-94b0-6a0cf3eb8442,1900418,01   CRG-73N30-01   INS,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3d3483e3-4a28-4e57-aac0-5cc3b729a508,1900421,01   CRG-73N40-01   JMX,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_868cf627-bb45-40cc-a5e7-c880d404b7db,1900424,01   CRG-73N50-01   LCT,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_811580d1-ee5d-421e-84b8-e373127746ac,1900427,01   CRM-73T80-01   KMC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8cb4227d-b6f0-4352-9f87-700cbc0411ef,1900430,01   CRM-73Z90-01   SAO,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2764ea26-2734-4257-9e51-f2db9af1d3d4,1900433,01   CTT-73K60-01   ZAE,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_56ebc241-262b-4b5d-87e1-25d8ec8aeba6,1900436,01   CTT-73K70-01   LQX,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cebb19a9-b110-4cd9-a8e3-b5f148d52cf5,1900439,01   CTT-73X00-01   JDV,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_213692e6-e956-4720-a6f9-c921786d3ad3,1900442,01   CYO-73K90-01   VIC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5a89ed31-5b0b-4cdf-97b2-825a33eceb25,1900445,01   CYO-73X90-01   JDV,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b7d43c2e-f804-4ea9-9195-9035bea1224f,1900448,01   DCA-73T00-01   ANL,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a5d1f62c-0953-4374-bba7-6b7f287ba726,1900451,01   DCO-73H90-01   LEC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6a7d4d4a-2b46-4002-8c1d-ddb987d8a12f,1900454,01   DCO-73N10-01   NFA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c69d33d8-54b7-49f6-8c0a-d1d6776c0281,1900457,01   ESR-73P00-01   ARA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_501d1b63-21c0-493d-a243-4d5dcdd73abd,1900460,01   ESR-73P10-01   ARA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9c4cbd93-504d-495d-bb16-8177bbc48e77,1900463,01   FMC-73K10-01   VIC,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9ecf9d54-b56c-4105-a79d-22aa66e19e36,1900466,01   GUA-73G00-01   NON,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4433ad07-8b43-429f-bfbe-5c6e38d71e44,1900469,01   HTC-73A70-01   PEX,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d215fc67-781d-43b0-8c6a-871742a979a1,1900472,01   INM-73C70-01   TYA,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c9331bcc-290a-4b98-be12-1a8305eaf894,1900475,01   INN-73F20-01   JAM,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a0150b0b-410d-4a4c-a085-247916b8984f,1900478,01   INS-73F80-01   NON,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3be33c58-42a4-4d5f-9559-a968f5d8150a,1900484,01   JAM-73F30-01   LAZ,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_643e7fca-f500-43f7-9a3a-60e0c7be2262,1900487,01   JAS-73X20-01   TLT,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_91cf36e5-80dd-4238-83d2-aca03f5e93c7,1900490,01   JAS-73X30-01   VIT,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_19296e12-85d4-4f4c-a2bc-01bd71d3a0f4,1900493,01   ISC-73N80-01   VDM,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8f48355c-d47f-4cee-b3bd-f9906ec2251b,1900496,01   KCR-73AB0-01   NON,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_db0b5934-0286-4ba2-a301-1a25bbce81ed,1900499,01   KCR-73AB1-01   NON,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e397ba02-cefb-4275-a664-27c82988e0a2,1900502,01   KCR-73AB2-01   NON,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ed63404c-11fe-4b81-90e5-0d313f5d4f7e,1900505,01   KMC-73T30-01   TLG,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9a0c589a-ac1a-490b-8a30-88075b1cb862,1900508,01   KMC-73T40-01   VTU,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_46be89fa-b816-4dc1-aea6-2e920806baa7,1900511,01   KMC-73T60-01   SAO,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
