TableName,ID,Path,ShortID,Description,NAFlag,pfixedPct,qfixedPct,InternalId,Name,Parent,ObjectType
NonConformLoad,_479262b1-e870-4625-a5b6-06c7ee0e3806,Network/Companies/SIN/05NTE/05JRZINS/115/CARGA 115,1,05JRZINS CARGA 115,true,100,100,1644516,CARGA 115,_257dd47c-9fa5-4c79-ad0d-8defe91ccbaa,NonConformLoad
NonConformLoad,_6c3e62ef-5273-48e8-af7a-2d7642e90a69,Network/Companies/SIN/05NTE/05JRZLEX/115/CARGA 115,1,05JRZLEX CARGA 115,true,100,100,1645689,CARGA 115,_c9694cdf-f790-47bb-93e2-f57ec5a73fff,NonConformLoad
NonConformLoad,_653e9ffe-00cb-4d6d-b108-526c42b8ffe7,Network/Companies/SIN/05NTE/05JRZLXD/115/CARGA 115,1,05JRZLXD CARGA 115,true,100,100,1646274,CARGA 115,_b208f96d-388e-444f-b138-ec17d840ac47,NonConformLoad
NonConformLoad,_33e8f417-c532-488f-9757-52c03d973e66,Network/Companies/SIN/05NTE/05JRZROB/115/CARGA ROB,1,05JRZROB CARGA ROB,true,100,100,1648158,CARGA ROB,_cfab7bf5-2736-4aeb-9e38-fd4542e3775c,NonConformLoad
NonConformLoad,_5fc7b418-043f-4bec-83ae-66665f53e248,Network/Companies/SIN/05NTE/05JRZVIU/115/CARGA 115,1,05JRZVIU CARGA 115,true,100,100,1650954,CARGA 115,_e1e927ce-2fb5-4cdc-81de-0188c8488116,NonConformLoad
NonConformLoad,_abad7684-f4a3-4aeb-979c-fb3c6f2c26b6,Network/Companies/SIN/05NTE/05JRZWER/115/CARGA 115,1,05JRZWER CARGA 115,true,100,100,1651373,CARGA 115,_8eb95e41-e17b-418e-8546-b4b5653236ea,NonConformLoad
NonConformLoad,_8e3035cb-0c57-4df6-94c6-48d21b4b2d17,Network/Companies/SIN/05NTE/05LGACLA/115/CARGA CLA,1,05LGACLA CARGA CLA,true,100,100,1654295,CARGA CLA,_0368b6fd-664e-43ae-853f-2b24a92be801,NonConformLoad
NonConformLoad,_3d29caea-d209-42b2-a77c-f71270c986f4,Network/Companies/SIN/05NTE/05LGACMT/13.8/CARGA CMT,1,05LGACEM CARGA CMT,true,100,100,1654408,CARGA CMT,_eae8e7dc-769f-4610-bd9e-872c5bedb811,NonConformLoad
NonConformLoad,_44d782c8-b33c-4d5d-9ae3-29d466e7c729,Network/Companies/SIN/05NTE/05LGADPH/115/CARGA DPH,1,05LGADPH CARGA DPH,true,100,100,1655431,CARGA DPH,_6567195a-3255-4dfc-93b3-5205c144de67,NonConformLoad
NonConformLoad,_7368fb5a-7463-4382-8063-e98b311923e9,Network/Companies/SIN/05NTE/05LGAJND/115/CARGA GEX,1,05LGAJND CARGA GEX,true,100,100,1657425,CARGA GEX,_697213fd-f018-4e64-a35f-b8d0e9154416,NonConformLoad
NonConformLoad,_3c4c7005-7559-4168-a0d3-b8c708038298,Network/Companies/SIN/05NTE/05LGALAL/115/73270 LAL-TUL,1,05LGALGD 73270 LAL-TUL,true,100,100,1657679,73270 LAL-TUL,_5e4c191d-dfe1-428f-86dc-71499301e340,NonConformLoad
NonConformLoad,_2e585def-19f0-442c-99c9-a9fe3fedd823,Network/Companies/SIN/05NTE/05LGALJT/115/CARGA LJT,1,05LGALJT CARGA LJT,true,100,100,1658452,CARGA LJT,_3c7d27f8-4c55-4aca-8122-0203a15ff4ff,NonConformLoad
NonConformLoad,_76c643e7-573f-42be-9e3f-4589f5f62a5c,Network/Companies/SIN/05NTE/05LGALRE/115/CARGA QRE,1,05LGALRE CARGA QRE,true,100,100,1658596,CARGA QRE,_e6bbb124-312f-4d90-b5b1-6edb1e439ab4,NonConformLoad
NonConformLoad,_e49e8791-4aa9-47b4-9363-bcccc6e572e9,Network/Companies/SIN/05NTE/05LGAMAU/13.8/CARGA MAU,1,05LGAMAU CARGA MAU,true,100,100,1659661,CARGA MAU,_5b20ffa3-7063-4536-a2a9-57ee02e1fe4c,NonConformLoad
NonConformLoad,_4a2de37a-9ba5-45e7-bb1e-89f5ff255020,Network/Companies/SIN/05NTE/05LGAMMI/115/CARGA CMM-FDL,1,05LGAMMI CARGA CMM-FDL,true,100,100,1660127,CARGA CMM-FDL,_ebd9aa55-d267-4577-ab96-d8ca4494e08e,NonConformLoad
NonConformLoad,_5fd4d0ae-cd66-461b-96b0-8de0a0fb6c61,Network/Companies/SIN/05NTE/05LGAMMI/13.8/CARGA MMI,1,05LGAMMI CARGA MMI,true,100,100,1660136,CARGA MMI,_19166171-9956-487c-8880-de1f6724d0f0,NonConformLoad
NonConformLoad,_c442a45a-ef90-46d9-a577-c400fdf1e059,Network/Companies/SIN/05NTE/05LGAMRO/115/CARGA MRO,1,05LGAMRO CARGA MRO,true,100,100,1660396,CARGA MRO,_4d64d3a1-803a-4bd6-89b4-d9355c9a3736,NonConformLoad
NonConformLoad,_8697ea3f-327b-47ec-bb40-01a570750e5a,Network/Companies/SIN/05NTE/05LGAPHS/115/CARGA PHS,1,05LGAPHS CARGA PHS,true,100,100,1660743,CARGA PHS,_759efab6-552a-4f6c-a997-9e0e62d5db40,NonConformLoad
NonConformLoad,_4ffcc051-55c9-484e-9c6b-96affee8d6d6,Network/Companies/SIN/05NTE/05LGAREM/115/CARGA REM,1,05LGAREM CARGA REM,true,100,100,1661514,CARGA REM,_ef63ebc5-1072-4f44-8136-0fdf0e52894a,NonConformLoad
NonConformLoad,_bfcddb2c-12bd-421a-924e-f9f446f521b2,Network/Companies/SIN/05NTE/05LGARLU/115/CARGA RLU,1,05LGARLU CARGA RLU,true,100,100,1661627,CARGA RLU,_9df72a4b-a301-4703-b0db-ffbd5b394d70,NonConformLoad
NonConformLoad,_ecf8e07d-e7c0-4464-b80d-91dd14382525,Network/Companies/SIN/05NTE/05LGATAK/115/CARGA TAK,1,05LGATAK CARGA TAK,true,100,100,1662486,CARGA TAK,_f2ed2d8d-bb87-4b59-bba8-d3cd4a2226f0,NonConformLoad
NonConformLoad,_656b4db9-9bd3-4db7-9784-5ecf5b79fe77,Network/Companies/SIN/06NES/06   AHM/400/AT 01,1,06   AHM AT 01,true,100,100,1665828,AT 01,_8876ded1-d221-40c6-bedb-2735f11966fb,NonConformLoad
NonConformLoad,_4b8cb018-a4fa-4421-9fe5-76671285eb5a,Network/Companies/SIN/06NES/06   AHM/400/T 02,2,06   AHM T 02,true,100,100,1665833,T 02,_8876ded1-d221-40c6-bedb-2735f11966fb,NonConformLoad
NonConformLoad,_d5add937-634e-4549-9afe-a0f082dc0246,Network/Companies/SIN/06NES/06   AHM/400/T 03,3,06   AHM T 03,true,100,100,1665838,T 03,_8876ded1-d221-40c6-bedb-2735f11966fb,NonConformLoad
NonConformLoad,_057f0293-3041-4d3d-b08c-42fb61933981,Network/Companies/SIN/06NES/06   APC/230/T1,1,06   APC T1,true,100,100,1668376,T1,_491d190f-c5e2-475b-a7c8-8275333b4223,NonConformLoad
NonConformLoad,_1d9be176-99cc-414f-9995-82630199ff4c,Network/Companies/SIN/06NES/06   APC/230/T2,2,06   APC T2,true,100,100,1668381,T2,_491d190f-c5e2-475b-a7c8-8275333b4223,NonConformLoad
NonConformLoad,_adee053f-024b-4beb-adb7-1904c9858b83,Network/Companies/SIN/06NES/06   BLH/115/73250 CARGA,1,06   BLH 73250 CARGA,true,100,100,1704682,73250 CARGA,_52dd6200-1e5a-4f53-891a-8d6f243fb7da,NonConformLoad
NonConformLoad,_c4bd32e4-e5e6-4b5d-882a-1bfaa650e95f,Network/Companies/SIN/06NES/06   CED/230/93350 DEA,1,06   CED 93350 DEA,true,100,100,1707516,93350 DEA,_e642aafc-873a-443d-83d1-104ef554fab6,NonConformLoad
NonConformLoad,_65f2e745-07e7-4b9a-bace-ada862cbac93,Network/Companies/SIN/06NES/06   CIB/115/CARGA,1,06   CIB CARGA,true,100,100,1708139,CARGA,_44d9b417-4301-4f9a-a2bb-02e4cf230f99,NonConformLoad
NonConformLoad,_82ab8e5d-fe7d-435a-a63a-2f056ae0d19d,Network/Companies/SIN/06NES/06   CIS/115/CARGA,1,06   CIS CARGA,true,100,100,1708254,CARGA,_6f28a73f-dc99-439d-ae8b-6552ff3c50ba,NonConformLoad
NonConformLoad,_e1a41b27-af98-4120-90b1-3e29d8412167,Network/Companies/SIN/06NES/06   DTL/115/CARGA TOT,1,06   DTL CARGA TOT,true,100,100,1711858,CARGA TOT,_00e97638-6971-49ff-842c-2ffc4d79a362,NonConformLoad
NonConformLoad,_ca1f2884-ab71-4b65-a3f8-26e375355732,Network/Companies/ERC/06ERC/06   EAP/138/CARGA,1,06   EAP CARGA,true,100,100,1712824,CARGA,_c6160762-e09f-4f11-a4be-fe240658e65c,NonConformLoad
NonConformLoad,_937973d0-3a52-4ab9-9145-ee41d86e6977,Network/Companies/SIN/06NES/06   EHN/230/CARGA HNO,1,06   EHN CARGA HNO,true,100,100,1713333,CARGA HNO,_56508180-ddbe-4b43-9397-11506fdc6851,NonConformLoad
NonConformLoad,_03aa97de-e11d-4918-8038-00c37c3d8daf,Network/Companies/SIN/06NES/06   FFO/230/CARGA T1,1,06   FFO CARGA T1,true,100,100,1718535,CARGA T1,_5c359cd9-b1b6-444a-b64d-35e7c075594e,NonConformLoad
NonConformLoad,_d66a7572-74f1-44f1-8f6d-5f8bfe2b354b,Network/Companies/SIN/06NES/06   FFO/230/CARGA T2,2,06   FFO CARGA T2,true,100,100,1718540,CARGA T2,_5c359cd9-b1b6-444a-b64d-35e7c075594e,NonConformLoad
NonConformLoad,_b5600199-1e45-4d04-a26c-a6d6c1ab06c3,Network/Companies/SIN/06NES/06   FRI/115/CARGA 115,1,06   FRI CARGA 115,true,100,100,1718768,CARGA 115,_76327042-dbaa-450a-917a-496118b17fbc,NonConformLoad
NonConformLoad,_dc2bb663-f641-4928-a986-0b7cd6ea53a6,Network/Companies/SIN/06NES/06   GMO/115/CARGA,1,06   GMO CARGA,true,100,100,1720924,CARGA,_0c3f5632-e1b2-4208-a635-fce4bf14e8fa,NonConformLoad
NonConformLoad,_b2acd3f5-2af9-42e8-9097-c4eaef6992ee,Network/Companies/SIN/06NES/06   HYM/400/A3D00 HAP,1,06   HYM A3D00 HAP,true,100,100,1723347,A3D00 HAP,_eebfe022-122c-45ee-a56c-fb21a246d273,NonConformLoad
NonConformLoad,_b2b0b22b-10dc-4190-9fde-fdb2f4eaa880,Network/Companies/SIN/06NES/06   KMG/115/CARGA T1,1,06   KMG CARGA T1,true,100,100,1724770,CARGA T1,_e5eb5576-dfa4-4f8a-b0f1-baac20549daf,NonConformLoad
NonConformLoad,_353299a8-dd03-466e-b007-5a5bc092b4d9,Network/Companies/SIN/06NES/06   KMG/115/CARGA T2,2,06   KMG CARGA T2,true,100,100,1724775,CARGA T2,_e5eb5576-dfa4-4f8a-b0f1-baac20549daf,NonConformLoad
NonConformLoad,_783bdaf4-5434-4d7a-beab-ebfd57f21bf2,Network/Companies/SIN/06NES/06   KOH/115/CARGA T1,1,06   KOH CARGA T1,true,100,100,1725001,CARGA T1,_1d2f3b27-a941-4ffb-8907-fbbaee5c7632,NonConformLoad
NonConformLoad,_a8a84e39-8822-4bbb-b665-813c43a26559,Network/Companies/SIN/06NES/06   KRF/115/CARGA,1,06   KRF CARGA,true,100,100,1725120,CARGA,_9babc1cd-92d1-42db-98ff-54d328bda064,NonConformLoad
NonConformLoad,_171789d9-6582-44ac-82a4-74058b8a98d4,Network/Companies/SIN/06NES/06   MON/230/T6 AHMSA,1,06   MON T6 AHMSA,true,100,100,1749175,T6 AHMSA,_c9ddb719-5a08-4ea9-a7b9-05fc2da63fb4,NonConformLoad
NonConformLoad,_b715a951-7ac4-4b25-a134-32abe16db0df,Network/Companies/SIN/06NES/06   MON/230/T7 AHMSA,2,06   MON T7 AHMSA,true,100,100,1749180,T7 AHMSA,_c9ddb719-5a08-4ea9-a7b9-05fc2da63fb4,NonConformLoad
NonConformLoad,_6576f52c-0606-40df-9264-a729e2156708,Network/Companies/SIN/06NES/06   MSA/115/CARGA,1,06   MSA CARGA,true,100,100,1749958,CARGA,_fb9ec88b-6989-473b-9e82-4157d1605b60,NonConformLoad
NonConformLoad,_12b6efb2-4aca-4807-8e84-bade4cf7d826,Network/Companies/SIN/06NES/06   MSA/115/CARGA1,2,06   MSA CARGA1,true,100,100,1749963,CARGA1,_fb9ec88b-6989-473b-9e82-4157d1605b60,NonConformLoad
NonConformLoad,_505bc7ef-ce66-44d8-9e0d-7e97c3a5e805,Network/Companies/SIN/06NES/06   MSC/115/73250 CARGA,1,06   MSC 73250 CARGA,true,100,100,1750188,73250 CARGA,_ee9b2d9a-1533-456b-b742-a1258dc1c0ef,NonConformLoad
NonConformLoad,_803f440e-796c-465a-add9-6e8c880990a7,Network/Companies/SIN/06NES/06   MTI/115/CARGA T1,1,06   MTI CARGA T1,true,100,100,1750319,CARGA T1,_a10b0489-b348-405b-b048-f88bf94c2a5f,NonConformLoad
NonConformLoad,_d74e33e2-e9f2-45a8-afaf-089d93b722a2,Network/Companies/SIN/06NES/06   NAS/115/CARGA,1,06   NAS CARGA,true,100,100,1751437,CARGA,_398902c3-72f3-4eed-a98f-ef8f7883cec4,NonConformLoad
NonConformLoad,_8ab0a5de-e870-4bf8-8f2f-49effabae5a4,Network/Companies/SIN/06NES/06   NEK/115/CARGA,1,06   NEK CARGA,true,100,100,1751556,CARGA,_e1b4c458-96af-46fa-9025-6ca104da731c,NonConformLoad
NonConformLoad,_76aa8b5d-cb30-4cd2-b15e-f41a5e31d952,Network/Companies/SIN/06NES/06   PRF/230/T 01 230\13.8,1,06   PRF T 01 230/13.8,true,100,100,1756073,T 01 230\13.8,_dd36e278-84d4-4c1b-9c85-3cbf4d75b7fa,NonConformLoad
NonConformLoad,_2e24616f-05a5-4f1b-8763-cc71e34e0522,Network/Companies/SIN/06NES/06   PRF/230/T 02 230\13.8,2,06   PRF T 02 230/13.8,true,100,100,1756078,T 02 230\13.8,_dd36e278-84d4-4c1b-9c85-3cbf4d75b7fa,NonConformLoad
NonConformLoad,_dbec3f81-c31b-4bf3-90a6-797d2ab04d60,Network/Companies/SIN/06NES/06   RIB/230/93850,1,06   RIB 93850,true,100,100,1760836,93850,_06e2efa0-2ada-479d-83c3-242df1ab76e7,NonConformLoad
NonConformLoad,_f8fff589-37d9-4cb2-9e4b-d60deb56d2e7,Network/Companies/ERC/06ERC/06   RRD/138/CARGA,1,06   RRD CARGA,true,100,100,1761893,CARGA,_93ab4dc0-f5ae-4c14-9997-84fb10b0d2dd,NonConformLoad
NonConformLoad,_b5de1a08-35b7-4b06-b97f-2a1df35f1075,Network/Companies/SIN/06NES/06   TRQ/400/CARGA 1,1,06   TRQ CARGA 1,true,100,100,1764914,CARGA 1,_e24f5442-c372-4e1c-8fe2-160bfafa82af,NonConformLoad
NonConformLoad,_e81c91e2-1d07-432e-8803-060b5e7f1e54,Network/Companies/SIN/06NES/06   TRQ/400/CARGA 2,2,06   TRQ CARGA 2,true,100,100,1764919,CARGA 2,_e24f5442-c372-4e1c-8fe2-160bfafa82af,NonConformLoad
NonConformLoad,_9960ecb6-6e09-4f3b-859e-61e0ebfc00bd,Network/Companies/SIN/06NES/06   UCA/230/CARGA T1 230,1,06   UCA CARGA T1 230,true,100,100,1765922,CARGA T1 230,_3bd0b44e-c09a-452d-b63e-39ef733a7a28,NonConformLoad
NonConformLoad,_294daa0a-33d1-4f85-bfe8-7dc23aae28e3,Network/Companies/SIN/06NES/06   UCA/230/CARGA T2 230,2,06   UCA CARGA T2 230,true,100,100,1765927,CARGA T2 230,_3bd0b44e-c09a-452d-b63e-39ef733a7a28,NonConformLoad
NonConformLoad,_38d4041c-d3a8-47f5-9078-372b150824cb,Network/Companies/ERC/06ERC/06COALAA/138/CARGA,1,06COALAA CARGA,true,100,100,1805839,CARGA,_11ab84be-39f1-4ea9-9725-49ab7fcc4d9f,NonConformLoad
NonConformLoad,_29be60dd-469f-4c65-85da-75206476ff77,Network/Companies/SIN/06NES/06COAMME/138/CARGA B1 138,1,06COAMME CARGA B1 138,true,100,100,1808930,CARGA B1 138,_dd7afda0-2a4c-4efa-aadc-93ac2cf25e1a,NonConformLoad
NonConformLoad,_93a96004-0628-4ca0-8908-fb1fdf99c0e5,Network/Companies/SIN/06NES/06COATKS/115/73300 CARGA,1,06COATKS 73300 CARGA,true,100,100,1811812,73300 CARGA,_ff6f4d84-8933-4650-9ccd-6a8b12a51ab1,NonConformLoad
NonConformLoad,_3df2edfd-6f26-4378-9ad3-5241f02ba454,Network/Companies/SIN/06NES/06FROBAD/138/CARGA,1,06FROBAD CARGA,true,100,100,1812676,CARGA,_7fa64894-2cce-47ac-9b7a-a3d6c55ec700,NonConformLoad
NonConformLoad,_de12b8e0-8f2f-4028-bd03-d37944914c1f,Network/Companies/SIN/06NES/06FROTCO/138/CARGA B1 138,1,06FROTCO CARGA B1 138,true,100,100,1837251,CARGA B1 138,_89bcab98-cc47-4625-abb0-a4351ffc9246,NonConformLoad
NonConformLoad,_9d803730-f516-4a5e-9cd7-c96aca0693f7,Network/Companies/SIN/06NES/06HUAFME/115/CARGA,1,06HUAFME CARGA,true,100,100,1840226,CARGA,_1265cbc2-de26-437b-b4b7-4bfb889cbb87,NonConformLoad
NonConformLoad,_414380ec-8280-4ab3-a32a-7b2715ae7ff0,Network/Companies/SIN/06NES/06HUAMIA/230/CARGA 230,1,06HUAMIA CARGA 230,true,100,100,1842716,CARGA 230,_48d26e08-bd9a-467b-9ab1-56b37db507d3,NonConformLoad
NonConformLoad,_83cc29f5-9d3d-4686-84fe-eea625add458,Network/Companies/SIN/06NES/06HUAPCO/115/CARGA 1,1,06HUAPCO CARGA 1,true,100,100,1844911,CARGA 1,_0cbd7698-1d12-4257-9f22-4639bf41fb04,NonConformLoad
NonConformLoad,_6c7312e5-de4b-4403-bbd6-95a498574425,Network/Companies/SIN/06NES/06HUAPCO/115/CARGA 2,2,06HUAPCO CARGA 2,true,100,100,1844916,CARGA 2,_0cbd7698-1d12-4257-9f22-4639bf41fb04,NonConformLoad
NonConformLoad,_b94fb693-5a77-4457-bb28-1e96f53e3e92,Network/Companies/SIN/06NES/06MTYPAX/115/CARGA T1,1,06MTYPAX CARGA T1,true,100,100,1853870,CARGA T1,_ee35fd5c-4e5e-4039-b9e8-0244d43d224c,NonConformLoad
NonConformLoad,_412ddeb2-a1fd-4705-87a2-1e39cb238db9,Network/Companies/SIN/06NES/06MTYPBS/115/CARGA B1 115,1,06MTYPBS CARGA B1 115,true,100,100,1853990,CARGA B1 115,_1c3dbd08-a55f-4c7a-ac86-f693e6ee07be,NonConformLoad
NonConformLoad,_587f7f42-d556-403d-8c33-7ff82c203908,Network/Companies/SIN/06NES/06MTYTHB/115/CARGA        MW,1,06MTYTHB CARGA        MW,true,100,100,1854582,CARGA        MW,_8a816cf1-8ac0-4077-84c0-013d96438923,NonConformLoad
NonConformLoad,_ef6d29e2-9921-40d0-ac52-1498d3236890,Network/Companies/SIN/06NES/06OCSCYC/115/CARGA 115,1,06OCSCYC CARGA 115,true,100,100,1856771,CARGA 115,_69ed1ae0-5932-46c2-b83b-2ab4f6ed0a50,NonConformLoad
NonConformLoad,_dbe8bad4-28f4-4a39-a1ea-364364143f72,Network/Companies/SIN/06NES/06OCSRRA/115/CARGA 115,4,06   CYM CARGA 115,true,100,100,1858739,CARGA 115,_f5125d0f-3cd0-4f72-b3be-b73126faf02a,NonConformLoad
NonConformLoad,_1316b80d-2785-4c59-9bc2-4218fd21478c,Network/Companies/SIN/06NES/06OPCJAN/115/CARGA T1,1,06OPCJAN CARGA T1,true,100,100,1865781,CARGA T1,_31dccc5f-ed3a-4727-a3da-831ee77ff795,NonConformLoad
NonConformLoad,_da59c71c-4f87-4750-b4f3-74b363c3bd98,Network/Companies/SIN/06NES/06OPCJAN/115/CARGA T2,2,06OPCJAN CARGA T2,true,100,100,1865786,CARGA T2,_31dccc5f-ed3a-4727-a3da-831ee77ff795,NonConformLoad
NonConformLoad,_99ac128d-0e29-436a-afd2-20ad084854bc,Network/Companies/SIN/06NES/06OPCJCC/115/CARGA,1,06OPCJCC CARGA,true,100,100,1866009,CARGA,_2054dd1a-c1e3-4a90-847e-da8d562d8da3,NonConformLoad
NonConformLoad,_41886385-1e5f-4558-b418-8c38f4996f13,Network/Companies/SIN/06NES/06OPCMCO/115/CARGA T1,1,06OPCMCO CARGA T1,true,100,100,1868604,CARGA T1,_94f7c3fb-8754-4b83-a9a7-4432cf9db2c7,NonConformLoad
NonConformLoad,_41e8a1d4-ecba-4ceb-9d1b-cb4127bad34e,Network/Companies/SIN/06NES/06OPCMCO/115/CARGA T2,2,06OPCMCO CARGA T2,true,100,100,1868609,CARGA T2,_94f7c3fb-8754-4b83-a9a7-4432cf9db2c7,NonConformLoad
NonConformLoad,_0b93fd7e-1086-44e2-9af4-e23a27bf8adb,Network/Companies/BCS/07LPZ/07LPZMOR/13.8/43115 ALI,1,MOR43115_ALI,true,100,100,16462082,43115 ALI,_c4dd94c3-947a-431c-8f9b-afc2562c9d66,NonConformLoad
NonConformLoad,_7a9c8861-a336-48a8-b4f5-e8c3c3bbec76,Network/Companies/BCS/07LPZ/07LPZMOR/13.8/43125 ALI,2,MOR43125_ALI,true,100,100,16462087,43125 ALI,_c4dd94c3-947a-431c-8f9b-afc2562c9d66,NonConformLoad
NonConformLoad,_0c9a6c60-e1db-480a-a227-063581064369,Network/Companies/SIN/06NES/06   DEP/400/CARGA T1,1,06   DEP CARGA T1,true,100,100,38167316,CARGA T1,_ce53cebd-4f3f-48e3-bcbb-ab7160d077d9,NonConformLoad
NonConformLoad,_2e5d7c06-9bb2-44b4-b433-4650625c86ba,Network/Companies/SIN/06NES/06   DEP/400/CARGA T3,2,06   DEP CARGA T3,true,100,100,38167321,CARGA T3,_ce53cebd-4f3f-48e3-bcbb-ab7160d077d9,NonConformLoad
NonConformLoad,_8635bdd8-fc0e-412d-8fd8-dcc504738ebd,Network/Companies/SIN/06NES/06   DEP/400/CARGA T4,3,06   DEP CARGA T4,true,100,100,38167326,CARGA T4,_ce53cebd-4f3f-48e3-bcbb-ab7160d077d9,NonConformLoad
NonConformLoad,_f2784693-438e-492e-bfe2-4fb3ec836e21,Network/Companies/SIN/01CEL/01   AMI/230/92019 CARGA,1,01   AMI 92019 CARGA,true,100,100,38170477,92019 CARGA,_aaf47f38-681f-4708-95c0-fca802f1b4be,NonConformLoad
NonConformLoad,_a7978d90-cfb6-4c4a-bdba-bcc1e17ce191,Network/Companies/SIN/01CEL/01   AMI/230/92029 CARGA,2,01   AMI 92029 CARGA,true,100,100,38170482,92029 CARGA,_aaf47f38-681f-4708-95c0-fca802f1b4be,NonConformLoad
NonConformLoad,_9091F05A-474A-4324-8FFD-09E8498A8743,Network/Companies/SIN/06NES/06   TRQ/400/CARGA 3,3,06   TRQ CARGA 3,true,100,100,38392560,CARGA 3,_e24f5442-c372-4e1c-8fe2-160bfafa82af,NonConformLoad
NonConformLoad,_7FE4FC96-9178-4AA2-89E1-05EED9F1AB75,Network/Companies/SIN/06NES/06   TRQ/400/CARGA 4,4,06   TRQ CARGA 4,true,100,100,38392667,CARGA 4,_e24f5442-c372-4e1c-8fe2-160bfafa82af,NonConformLoad
NonConformLoad,_8E765C63-0BD8-44DE-97F5-F5C8B757DFF4,Network/Companies/BCS/07LPZ/07LPZMOR/13.8/43135 ALI,3,MOR43135_ALI,true,100,100,40201558,43135 ALI,_c4dd94c3-947a-431c-8f9b-afc2562c9d66,NonConformLoad
NonConformLoad,_A561E164-012E-4E18-9293-4F2252B69712,Network/Companies/BCS/07LPZ/07LPZMOR/13.8/43145 ALI,4,MOR43145_ALI,true,100,100,40201594,43145 ALI,_c4dd94c3-947a-431c-8f9b-afc2562c9d66,NonConformLoad
NonConformLoad,_9980ABD7-B124-4E79-85A3-C94C0BCC4311,Network/Companies/BCS/07LPZ/07LPZMOR/13.8/43155 ALI,5,MOR43155_ALI,true,100,100,40201600,43155 ALI,_c4dd94c3-947a-431c-8f9b-afc2562c9d66,NonConformLoad
NonConformLoad,_e755f70d-0f4d-47dc-b5f9-06c279d023b9,Network/Companies/SIN/01CEL/01TLCPMX/115/CARGA,3,01TLCPMX CARGA,true,100,100,40354459,CARGA,_9cd9eb8d-963c-4914-877e-f9e945dfdd7a,NonConformLoad
NonConformLoad,_70171253-AFCD-493F-828E-70FFEC4ED444,Network/Companies/SIN/03OCC/03CNTSLD/230/93S90 SUA,1,03   SLD 93S90 SUA,true,100,100,44021667,93S90 SUA,_0151651b-f8d7-4087-ba75-76ac58fdfb68,NonConformLoad
NonConformLoad,_51584F81-77DE-434A-8A29-4A946F8B63D8,Network/Companies/SIN/06NES/06   HYM/400/A36F0 HAP,2,06   HYM A36F0 HAP,true,100,100,44531433,A36F0 HAP,_eebfe022-122c-45ee-a56c-fb21a246d273,NonConformLoad
NonConformLoad,_1EA0BC84-E1CD-47FF-8A17-F417C2B5669F,Network/Companies/SIN/03OCC/03   SLP/230/93S80 YOI,4,03   SLP 93S80 YOI,true,100,100,45865281,93S80 YOI,_03118aa2-ae3a-449d-a124-820ace01b402,NonConformLoad
NonConformLoad,_D36E719D-D07E-48D5-A72A-01B8FD29281E,Network/Companies/SIN/01CEL/01   BUT/230/T-01  230\16,1,01   BUT  T-01  230/16,true,100,100,47142296,T-01  230\16,_480BFD5C-82EF-473C-B0CF-58FE335BDCCB,NonConformLoad
NonConformLoad,_D5C8FC16-B6CE-4682-95A2-C7DBA5B15AB7,Network/Companies/SIN/01CEL/01   BUT/230/T-02  230\16,2,01   BUT  T-02  230/16,true,100,100,48836274,T-02  230\16,_480BFD5C-82EF-473C-B0CF-58FE335BDCCB,NonConformLoad
NonConformLoad,_4F1748BC-F2AF-44CC-AB86-D4D065573E7E,Network/Companies/SIN/01CEL/01   BUT/230/T-03  230\16,3,01   BUT  T-03  230\16,true,100,100,48863478,T-03  230\16,_480BFD5C-82EF-473C-B0CF-58FE335BDCCB,NonConformLoad
NonConformLoad,_5258E583-C589-4792-BEE0-50C0971647D9,Network/Companies/SIN/01CEL/01   BUT/230/T-04  230\16,4,01   BUT  T-04  230\16,true,100,100,48863484,T-04  230\16,_480BFD5C-82EF-473C-B0CF-58FE335BDCCB,NonConformLoad
NonConformLoad,_EC97C63C-B50E-4161-BE14-36848D866C7E,Network/Companies/SIN/05NTE/05LGAGNL/115/CARGA GNL,1,05LGAGNL CARGA GNL,true,100,100,50349624,CARGA GNL,_C44D1046-7CFC-4A8F-806B-909D0C910BD0,NonConformLoad
NonConformLoad,_983754ba-6262-49fc-9c7a-33500f80f53b,Network/Companies/SIN/02ORI/02   SES/115/LD-76940,2,LD-76940,true,100,100,51072901,LD-76940,_5e6e2a62-b6eb-46ec-b223-5f00ea56834a,NonConformLoad
NonConformLoad,_26fbe43e-80da-4a83-90dd-3ce9a39d97b7,Network/Companies/SIN/05NTE/05CUAGAT/115/CARGA GAT,1,05CUAGAT CARGA GAT,true,100,100,51083149,CARGA GAT,_d0a6548d-e140-4b4c-8b17-923c85cbd1ea,NonConformLoad
NonConformLoad,_5FBD6AEC-6A48-41A1-A6E4-5FCFC6C88BDA,Network/Companies/SIN/01CEL/01   AGV/85/CARGA PSR,1,01   AGV CARGA PSR,true,100,100,51098790,CARGA PSR,_f819d955-5555-412c-a6a0-e7e91ef08029,NonConformLoad
NonConformLoad,_390527F7-7993-46C2-BC94-E97D3197DF12,Network/Companies/SIN/05NTE/05CGOMAL/115/CARGA MAL,1,05CGOMAL CARGA MAL,true,100,100,51639041,CARGA MAL,_B49292B1-6EC3-43BC-AF69-31E5FE62CC28,NonConformLoad
