"PowerTransformer:
ParentInternalId","PowerTransformer:
ParentId","PowerTransformer:
Parent","PowerTransformer:
ParentName","PowerTransformer:
InternalId","PowerTransformer:
ObjectId","PowerTransformer:
ID","PowerTransformer:
Name","PowerTransformer:
Description","PowerTransformer:
mRID","PowerTransformer:
NAFlag","PowerTransformer:
ODBName","PowerTransformer:
ShortID","PowerTransformer:
ObjectType"
608384,{52214425-dfc9-4b04-a56a-bf6c8d754993},_52214425-dfc9-4b04-a56a-bf6c8d754993,03COCAVE,1268173,{ef265f04-2ead-4da3-affa-ef11527dd7b9},_ef265f04-2ead-4da3-affa-ef11527dd7b9,03AVE T01 115\13.8,03COCAVE  T-01 115/13.8,XF-03COCAVE  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608389,{9365d050-e043-41f2-a1ec-8de82083ba2a},_9365d050-e043-41f2-a1ec-8de82083ba2a,03COCAYL,1268324,{31549f8a-2a39-4fa2-8635-2ff4d4da0e66},_31549f8a-2a39-4fa2-8635-2ff4d4da0e66,03AYL T01 115\13.8,03COCAYL  T-01 115/13.8,XF-03COCAYL  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608394,{f6359149-0742-43c3-9b09-323481811a2d},_f6359149-0742-43c3-9b09-323481811a2d,03COCAYN,1268463,{9e2e5f53-525f-4fc1-b3ec-71e3655b7480},_9e2e5f53-525f-4fc1-b3ec-71e3655b7480,03AYN T01 115\13.8,03COCAYN  T-01 115/13.8,XF-03COCAYN  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608399,{a3d91b5a-301e-4657-b6ed-c7c03a4611a0},_a3d91b5a-301e-4657-b6ed-c7c03a4611a0,03COCAZA,1268610,{185c4bbf-6d26-4504-a452-b4acd595ccbc},_185c4bbf-6d26-4504-a452-b4acd595ccbc,03AZA T01 115\13.8,03COCAZA  T-01 115/13.8,XF-03COCAZA  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608409,{64c0f326-9c38-4606-ac97-8458a6e81031},_64c0f326-9c38-4606-ac97-8458a6e81031,03COCBCT,1269106,{bd9c66f8-f696-4110-ba12-8d16e23907ff},_bd9c66f8-f696-4110-ba12-8d16e23907ff,03BCT T01 115\13.8,03COCBCT  T-01 115/13.8,XF-03COCBCT  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608414,{eb6cf9fa-df58-44dc-828c-726023a4b272},_eb6cf9fa-df58-44dc-828c-726023a4b272,03COCBOT,1269319,{53e58f31-3792-41e8-b36c-afed647d115a},_53e58f31-3792-41e8-b36c-afed647d115a,03BOT T01 115\13.8,03COCBOT  T-01 115/13.8,XF-03COCBOT  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608414,{eb6cf9fa-df58-44dc-828c-726023a4b272},_eb6cf9fa-df58-44dc-828c-726023a4b272,03COCBOT,1269325,{917149ca-165a-4f92-9409-494548fe6248},_917149ca-165a-4f92-9409-494548fe6248,03BOT T02 115\13.8,03COCBOT  T-02 115/13.8,XF-03COCBOT  T-02 115/13.8,true,74-T-02,02,PowerTransformer
606512,{305bd026-b1b6-45f3-aa9e-092b85b863b8},_305bd026-b1b6-45f3-aa9e-092b85b863b8,03COCCBN,1269548,{294a1ca2-2c38-4a8e-b6b5-135ed69dbf56},_294a1ca2-2c38-4a8e-b6b5-135ed69dbf56,03CBN T01 69\13.8,03COCCBN  T-01  69/13.8,XF-03COCCBN  T-01  69/13.8,true,64-T-01,01,PowerTransformer
606512,{305bd026-b1b6-45f3-aa9e-092b85b863b8},_305bd026-b1b6-45f3-aa9e-092b85b863b8,03COCCBN,1269554,{921bb99e-8720-416b-bc57-713d5d416b0e},_921bb99e-8720-416b-bc57-713d5d416b0e,03CBN T03 69\13.8,03COCCBN  T-03  69/13.8,XF-03COCCBN  T-03  69/13.8,true,64-T-03,03,PowerTransformer
606512,{305bd026-b1b6-45f3-aa9e-092b85b863b8},_305bd026-b1b6-45f3-aa9e-092b85b863b8,03COCCBN,1269560,{74f3fa35-d865-4a87-9cc6-76c149396130},_74f3fa35-d865-4a87-9cc6-76c149396130,03CBN T04 161\13.8,03COCCBN  T-04 161/13.8,XF-03COCCBN  T-04 161/13.8,true,84-T-04,04,PowerTransformer
608424,{2c6c89b8-15b5-43b9-9c48-357aae80ccd4},_2c6c89b8-15b5-43b9-9c48-357aae80ccd4,03COCCCR,1269695,{a839aace-86e3-48b3-84ea-b71e1d7f60bc},_a839aace-86e3-48b3-84ea-b71e1d7f60bc,03CCR T01 115\13.8,03COCCCR  T-01 115/13.8,XF-03COCCCR  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608424,{2c6c89b8-15b5-43b9-9c48-357aae80ccd4},_2c6c89b8-15b5-43b9-9c48-357aae80ccd4,03COCCCR,1269701,{98fcbea9-007b-43cd-aa19-5e8f95d82cab},_98fcbea9-007b-43cd-aa19-5e8f95d82cab,03CCR T02 115\13.8,03COCCCR  T-02 115/13.8,XF-03COCCCR  T-02 115/13.8,true,74-T-02,02,PowerTransformer
608429,{72a4b59c-8a55-4c75-a99f-d56ca46dc9f2},_72a4b59c-8a55-4c75-a99f-d56ca46dc9f2,03COCCDH,1269987,{106b185f-5955-47bc-b9de-e6480fc315ff},_106b185f-5955-47bc-b9de-e6480fc315ff,03CDH T01 115\23,03COCCDH  T-01 115/23,XF-03COCCDH  T-01 115/23,true,75-T-01,01,PowerTransformer
608429,{72a4b59c-8a55-4c75-a99f-d56ca46dc9f2},_72a4b59c-8a55-4c75-a99f-d56ca46dc9f2,03COCCDH,1269993,{e1ac19b0-d53d-4135-80ab-98b8e9e84248},_e1ac19b0-d53d-4135-80ab-98b8e9e84248,03CDH T02 115\23,03COCCDH  T-02 115/23,XF-03COCCDH  T-02 115/23,true,75-T-02,02,PowerTransformer
608434,{a7e530fd-ee96-48a1-ad3a-032f8c824738},_a7e530fd-ee96-48a1-ad3a-032f8c824738,03COCCDI,1270251,{3163057c-64a1-461a-890c-8e2e5af944e3},_3163057c-64a1-461a-890c-8e2e5af944e3,03CDI T01 115\13.8,03COCCDI  T-01 115/13.8,XF-03COCCDI  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608439,{6b80aa7c-71a9-41c7-9e9e-7b031c80e99b},_6b80aa7c-71a9-41c7-9e9e-7b031c80e99b,03COCCHC,1270390,{9ed0b486-2ad2-41a6-ad37-92f5acbac68d},_9ed0b486-2ad2-41a6-ad37-92f5acbac68d,03CHC T01 69\13.8,03COCCHC  T-01  69/13.8,XF-03COCCHC  T-01  69/13.8,true,64-T-01,01,PowerTransformer
608444,{52b5bf2d-37f6-494b-b694-5d59e233bd36},_52b5bf2d-37f6-494b-b694-5d59e233bd36,03COCCHL,1270541,{e4e30365-b318-400e-afcd-eefdf3a323e5},_e4e30365-b318-400e-afcd-eefdf3a323e5,03CHL T01 115\13.8,03COCCHL  T-01 115/13.8,XF-03COCCHL  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608449,{32339911-e736-43d5-881d-168c8cdcc468},_32339911-e736-43d5-881d-168c8cdcc468,03COCCHN,1270601,{1ecc9445-7165-4e3c-9b3f-d3c93777dc2d},_1ecc9445-7165-4e3c-9b3f-d3c93777dc2d,03CHN T01 115\13.8,03COCCHN  T-01 115/13.8,XF-03COCCHN  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608454,{33edfd07-25fc-4a04-8543-35cb36d540ba},_33edfd07-25fc-4a04-8543-35cb36d540ba,03COCCHT,1270742,{e332d2d8-bb01-44ac-804c-0f806de9819c},_e332d2d8-bb01-44ac-804c-0f806de9819c,03CHT T01 115\13.8,03COCCHT  T-01 115/13.8,XF-03COCCHT  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608459,{c1e1d3f6-2a0d-4697-8fb7-acc8cf734c54},_c1e1d3f6-2a0d-4697-8fb7-acc8cf734c54,03COCCHY,1270903,{8796e473-dabf-4e7e-b971-69731e4a52cb},_8796e473-dabf-4e7e-b971-69731e4a52cb,03CHY T01 115\13.8,03COCCHY  T-01 115/13.8,XF-03COCCHY  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608459,{c1e1d3f6-2a0d-4697-8fb7-acc8cf734c54},_c1e1d3f6-2a0d-4697-8fb7-acc8cf734c54,03COCCHY,1270909,{48b69bfb-825e-4d51-8155-78cd9ddab62d},_48b69bfb-825e-4d51-8155-78cd9ddab62d,03CHY T02 115\34.5,03COCCHY  T-02 115/34.5,XF-03COCCHY  T-02 115/34.5,true,75-T-02,02,PowerTransformer
608469,{358e88a4-40de-4422-a925-15cebeac440d},_358e88a4-40de-4422-a925-15cebeac440d,03COCCML,1271292,{dac3cad4-ad98-410c-b39b-8778111ef912},_dac3cad4-ad98-410c-b39b-8778111ef912,03CML T01 115\23,03COCCML  T-01 115/23,XF-03COCCML  T-01 115/23,true,75-T-01,01,PowerTransformer
608474,{5e3d56c4-529b-490d-ab08-9b90f3dca03f},_5e3d56c4-529b-490d-ab08-9b90f3dca03f,03COCCMN,1271433,{113c4fbf-e8fb-440f-b22a-14df291e4297},_113c4fbf-e8fb-440f-b22a-14df291e4297,03CMN T01 115\13.8,03COCCMN  T-01 115/13.8,XF-03COCCMN  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608484,{5cde1ff0-3c0a-477c-9bdb-f6616ffdee97},_5cde1ff0-3c0a-477c-9bdb-f6616ffdee97,03COCCNO,1271691,{e1e0249f-609f-40aa-be8a-5290d792cb58},_e1e0249f-609f-40aa-be8a-5290d792cb58,03CNO T01 115\13.8,03COCCNO  T-01 115/13.8,XF-03COCCNO  T-01 115/13.8,true,74-T-01,01,PowerTransformer
606547,{dce2f3c9-059a-4023-a4cc-01c681f0542d},_dce2f3c9-059a-4023-a4cc-01c681f0542d,03COCCOL,1272036,{cfb79a8f-e093-4429-a8a9-08a9f969391f},_cfb79a8f-e093-4429-a8a9-08a9f969391f,03COL AT01 230\115,03COCCOL AT-01 230/115,XF-03COCCOL AT-01 230/115,true,97-AT-01,01,PowerTransformer
606547,{dce2f3c9-059a-4023-a4cc-01c681f0542d},_dce2f3c9-059a-4023-a4cc-01c681f0542d,03COCCOL,1272042,{bafcdda9-8b47-4b7f-a67d-111dd4758d45},_bafcdda9-8b47-4b7f-a67d-111dd4758d45,03COL AT02 230\115,03COCCOL AT-02 230/115,XF-03COCCOL AT-02 230/115,true,97-AT-02,02,PowerTransformer
608489,{b5c7c3d1-0bb2-4163-9ef0-81810d4cb292},_b5c7c3d1-0bb2-4163-9ef0-81810d4cb292,03COCCON,1272138,{2fe638dc-2a61-4181-97a8-1a2a1dcde2ce},_2fe638dc-2a61-4181-97a8-1a2a1dcde2ce,03CON T01 115\13.8,03COCCON  T-01 115/13.8,XF-03COCCON  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608494,{59438aa3-98da-4728-bfa9-9385c168bdc5},_59438aa3-98da-4728-bfa9-9385c168bdc5,03COCCPE,1272312,{61d9bc0b-0ea6-4e7f-be55-869aefa2ab07},_61d9bc0b-0ea6-4e7f-be55-869aefa2ab07,03CPE T01 115\13.8,03COCCPE  T-01 115/13.8,XF-03COCCPE  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608494,{59438aa3-98da-4728-bfa9-9385c168bdc5},_59438aa3-98da-4728-bfa9-9385c168bdc5,03COCCPE,1272318,{f1a3afc3-0021-459d-8bed-7e67d1f1ac0d},_f1a3afc3-0021-459d-8bed-7e67d1f1ac0d,03CPE T02 115\13.8,03COCCPE  T-02 115/13.8,XF-03COCCPE  T-02 115/13.8,true,74-T-02,02,PowerTransformer
606562,{758f7235-5a2a-4968-a289-5591bf0c229e},_758f7235-5a2a-4968-a289-5591bf0c229e,03COCCPT,1272649,{476004c4-7dab-45ca-854d-7a4b24e015c4},_476004c4-7dab-45ca-854d-7a4b24e015c4,03CPT T01 161\13.2,03COCCPT  T-01 161/13.2,XF-03COCCPT  T-01 161/13.2,true,84-T-01,01,PowerTransformer
606562,{758f7235-5a2a-4968-a289-5591bf0c229e},_758f7235-5a2a-4968-a289-5591bf0c229e,03COCCPT,1272655,{2c21923d-467f-4f94-b068-372f30790ac5},_2c21923d-467f-4f94-b068-372f30790ac5,03CPT T02 161\13.2,03COCCPT  T-02 161/13.2,XF-03COCCPT  T-02 161/13.2,true,84-T-02,02,PowerTransformer
608499,{75f20a41-767e-4114-a6e4-37717cffe07b},_75f20a41-767e-4114-a6e4-37717cffe07b,03COCCRD,1272736,{f0bb753b-4a5e-438f-bbb8-b6c20c6d79aa},_f0bb753b-4a5e-438f-bbb8-b6c20c6d79aa,03CRD T01 115\13.8,03COCCRD  T-01 115/13.8,XF-03COCCRD  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608504,{bbcb130d-85dd-4490-b782-102d912661a2},_bbcb130d-85dd-4490-b782-102d912661a2,03COCCRZ,1272879,{28e4e6d9-871b-4001-bfe1-86fab7c270e3},_28e4e6d9-871b-4001-bfe1-86fab7c270e3,03CRZ T01 115\13.8,03COCCRZ  T-01 115/13.8,XF-03COCCRZ  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608509,{e3aba19a-fe94-41bf-892e-5555cbbf8a09},_e3aba19a-fe94-41bf-892e-5555cbbf8a09,03COCCTJ,1273033,{f3c90d95-c066-46cd-b304-1688c60917a7},_f3c90d95-c066-46cd-b304-1688c60917a7,03CTJ T01 115\13.8,03COCCTJ  T-01 115/13.8,XF-03COCCTJ  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608514,{e42427d5-1ee8-40c0-93d5-976a2a8765a8},_e42427d5-1ee8-40c0-93d5-976a2a8765a8,03COCCTZ,1273210,{90bba1be-fea8-4c4c-b7da-a1e9589a6d57},_90bba1be-fea8-4c4c-b7da-a1e9589a6d57,03CTZ T01 115\13.8,03COCCTZ  T-01 115/13.8,XF-03COCCTZ  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608514,{e42427d5-1ee8-40c0-93d5-976a2a8765a8},_e42427d5-1ee8-40c0-93d5-976a2a8765a8,03COCCTZ,1273216,{cc96d6e2-38e5-4e4a-a402-e08208685582},_cc96d6e2-38e5-4e4a-a402-e08208685582,03CTZ T02 115\13.8,03COCCTZ  T-02 115/13.8,XF-03COCCTZ  T-02 115/13.8,true,74-T-02,02,PowerTransformer
608519,{5a525b71-fdae-45c5-ab66-209acc864ab0},_5a525b71-fdae-45c5-ab66-209acc864ab0,03COCCZS,1273488,{3e8b67cb-ef0b-4e3c-8e9c-de77879d3f39},_3e8b67cb-ef0b-4e3c-8e9c-de77879d3f39,03CZS T01 115\13.8,03COCCZS  T-01 115/13.8,XF-03COCCZS  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608534,{32ef4562-68c1-497e-8596-60d2cd9dc0e7},_32ef4562-68c1-497e-8596-60d2cd9dc0e7,03COCDSC,1274004,{31fa7005-366d-4f76-9261-fb11b0160ff9},_31fa7005-366d-4f76-9261-fb11b0160ff9,03DSC T01 69\13.8,03COCDSC  T-01  69/13.8,XF-03COCDSC  T-01  69/13.8,true,64-T-01,01,PowerTransformer
608540,{d1c7ac02-7a37-43be-b844-1cd2b68c3f38},_d1c7ac02-7a37-43be-b844-1cd2b68c3f38,03COCELA,1274167,{e686b6df-779f-44e7-8bb3-6b45e70f01f6},_e686b6df-779f-44e7-8bb3-6b45e70f01f6,03ELA T01 115\13.8,03COCELA  T-01 115/13.8,XF-03COCELA  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608545,{c2f05e35-e1f6-40be-a954-98797abc02cf},_c2f05e35-e1f6-40be-a954-98797abc02cf,03COCESO,1274333,{6d0e689d-9a66-404b-8da1-faa71c9ca49a},_6d0e689d-9a66-404b-8da1-faa71c9ca49a,03ESO T01 115\13.8,03COCESO  T-01 115/13.8,XF-03COCESO  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608550,{9607c03e-09e6-4708-bfd9-dd483f02f134},_9607c03e-09e6-4708-bfd9-dd483f02f134,03COCFDP,1274535,{d35bb841-251c-4032-841f-62db94eebf22},_d35bb841-251c-4032-841f-62db94eebf22,03FDP T01 115\13.8,03COCFDP  T-01 115/13.8,XF-03COCFDP  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608550,{9607c03e-09e6-4708-bfd9-dd483f02f134},_9607c03e-09e6-4708-bfd9-dd483f02f134,03COCFDP,1274541,{c097bbc4-a2a9-4836-840b-63ed7ebbd515},_c097bbc4-a2a9-4836-840b-63ed7ebbd515,03FDP T02 115\13.8,03COCFDP  T-02 115/13.8,XF-03COCFDP  T-02 115/13.8,true,74-T-02,02,PowerTransformer
608565,{f9e8f217-4438-41cc-949f-2ed86c9f5f3e},_f9e8f217-4438-41cc-949f-2ed86c9f5f3e,03COCGSO,1274818,{18ff4823-7ccf-4b88-9e96-c2eddc008006},_18ff4823-7ccf-4b88-9e96-c2eddc008006,03GSO T01 115\13.8,03COCGSO  T-01 115/13.8,XF-03COCGSO  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608570,{622212a4-3576-4a00-9a1d-97d449f8c005},_622212a4-3576-4a00-9a1d-97d449f8c005,03COCHUC,1274985,{c3b53d4f-6a18-42bd-a1e4-d6e37ce7bf1a},_c3b53d4f-6a18-42bd-a1e4-d6e37ce7bf1a,03HUC T01 69\13.8,03COCHUC  T-01  69/13.8,XF-03COCHUC  T-01  69/13.8,true,64-T-01,01,PowerTransformer
608580,{9e5444c1-09b1-491d-8eba-5a93c95b57b7},_9e5444c1-09b1-491d-8eba-5a93c95b57b7,03COCINE,1275249,{19acb2c0-80b4-45f1-bfaf-edb62f72f76e},_19acb2c0-80b4-45f1-bfaf-edb62f72f76e,03INE T01 115\13.8,03COCINE  T-01 115/13.8,XF-03COCINE  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608585,{a4b3ff6f-f5b9-4528-88f6-5a4449960621},_a4b3ff6f-f5b9-4528-88f6-5a4449960621,03COCING,1275383,{6da588a9-644e-465a-85bf-94452cc41af7},_6da588a9-644e-465a-85bf-94452cc41af7,03ING T01 69\13.8,03COCING  T-01  69/13.8,XF-03COCING  T-01  69/13.8,true,64-T-01,01,PowerTransformer
608595,{3c510b41-7524-45ec-9d4d-861c7b28dd0c},_3c510b41-7524-45ec-9d4d-861c7b28dd0c,03COCITL,1275522,{eb7d3f4c-ba28-4c1c-83c7-ccb0c1d3addd},_eb7d3f4c-ba28-4c1c-83c7-ccb0c1d3addd,03ITL T01 115\13.8,03COCITL  T-01 115/13.8,XF-03COCITL  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608605,{976a1f3c-99ae-4a65-a6cf-18ef270a07b8},_976a1f3c-99ae-4a65-a6cf-18ef270a07b8,03COCJCN,1275709,{e662fba4-5aba-4c0d-bf6d-9f9ba1700e75},_e662fba4-5aba-4c0d-bf6d-9f9ba1700e75,03JCN T01 115\13.8,03COCJCN  T-01 115/13.8,XF-03COCJCN  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608605,{976a1f3c-99ae-4a65-a6cf-18ef270a07b8},_976a1f3c-99ae-4a65-a6cf-18ef270a07b8,03COCJCN,1275715,{5ba26adc-f234-4cd4-82f6-b7b8e427a1cf},_5ba26adc-f234-4cd4-82f6-b7b8e427a1cf,03JCN T02 115\13.8,03COCJCN  T-02 115/13.8,XF-03COCJCN  T-02 115/13.8,true,74-T-02,02,PowerTransformer
608610,{42c4afab-b5e9-4572-9199-2a2ac7e3c0e5},_42c4afab-b5e9-4572-9199-2a2ac7e3c0e5,03COCJIQ,1275998,{4abf03de-db5d-4467-a226-f166a220ca54},_4abf03de-db5d-4467-a226-f166a220ca54,03JIQ T01 115\23,03COCJIQ  T-01 115/23,XF-03COCJIQ  T-01 115/23,true,75-T-01,01,PowerTransformer
608615,{8f64286d-5bb4-4b33-9e48-e5566835daed},_8f64286d-5bb4-4b33-9e48-e5566835daed,03COCJMA,1276160,{4c010960-0df8-4843-8b5b-19090154b422},_4c010960-0df8-4843-8b5b-19090154b422,03JMA T01 115\13.8,03COCJMA  T-01 115/13.8,XF-03COCJMA  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608620,{7772f280-1bc5-4868-963a-32e08df2ac24},_7772f280-1bc5-4868-963a-32e08df2ac24,03COCJOG,1276297,{244e0afe-cee0-4e46-afea-c94b3a7d84af},_244e0afe-cee0-4e46-afea-c94b3a7d84af,03JOG T01 115\23,03COCJOG  T-01 115/23,XF-03COCJOG  T-01 115/23,true,75-T-01,01,PowerTransformer
608625,{df43f1ab-e762-4386-87cd-7d7ee0cac4d1},_df43f1ab-e762-4386-87cd-7d7ee0cac4d1,03COCLAE,1276485,{0ed9397b-f092-4ffd-a79f-bed3d0643125},_0ed9397b-f092-4ffd-a79f-bed3d0643125,03LAE T01 115\13.8,03COCLAE  T-01 115/13.8,XF-03COCLAE  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608625,{df43f1ab-e762-4386-87cd-7d7ee0cac4d1},_df43f1ab-e762-4386-87cd-7d7ee0cac4d1,03COCLAE,1276491,{fb554f55-3ac3-4490-b7b5-a81a2959fd54},_fb554f55-3ac3-4490-b7b5-a81a2959fd54,03LAE T02 115\13.8,03COCLAE  T-02 115/13.8,XF-03COCLAE  T-02 115/13.8,true,74-T-02,02,PowerTransformer
608630,{0ef0899b-3268-4a0b-a7f9-7a02f99c9ec5},_0ef0899b-3268-4a0b-a7f9-7a02f99c9ec5,03COCLAG,1276767,{3a372027-132d-41b8-b7b1-850564b4f512},_3a372027-132d-41b8-b7b1-850564b4f512,03LAG T01 115\13.8,03COCLAG  T-01 115/13.8,XF-03COCLAG  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608635,{2871aa71-121e-4c99-9068-d35d4b19d23a},_2871aa71-121e-4c99-9068-d35d4b19d23a,03COCLHT,1276927,{5bde86cc-1f47-400e-a3cb-3efc00aa043d},_5bde86cc-1f47-400e-a3cb-3efc00aa043d,03LHT T01 115\13.8,03COCLHT  T-01 115/13.8,XF-03COCLHT  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608640,{b4ceeed5-e6c8-4530-ad2e-b0e9020ad9a5},_b4ceeed5-e6c8-4530-ad2e-b0e9020ad9a5,03COCLMB,1277079,{df08858a-ce92-4247-849a-24e14305605d},_df08858a-ce92-4247-849a-24e14305605d,03LMB T01 69\13.8,03COCLMB  T-01  69/13.8,XF-03COCLMB  T-01  69/13.8,true,64-T-01,01,PowerTransformer
608645,{21a036c7-a87a-4cc1-92fa-4f98fa244b91},_21a036c7-a87a-4cc1-92fa-4f98fa244b91,03COCLPI,1277242,{eb46cf44-56c7-47a6-be07-9b093d6f53d8},_eb46cf44-56c7-47a6-be07-9b093d6f53d8,03LPI T01 115\13.8,03COCLPI  T-01 115/13.8,XF-03COCLPI  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608650,{f489c10d-348e-40dd-b109-57ebdc6b5f9a},_f489c10d-348e-40dd-b109-57ebdc6b5f9a,03COCLPP,1277411,{3075ff27-5225-4590-93b2-6c25858eb3f8},_3075ff27-5225-4590-93b2-6c25858eb3f8,03LPP T01 115\13.8,03COCLPP  T-01 115/13.8,XF-03COCLPP  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608655,{4140541b-fc2e-4ff9-ac79-561cae80f921},_4140541b-fc2e-4ff9-ac79-561cae80f921,03COCMEL,1277694,{ef5afc75-959a-448b-a59e-9117bfc1fdb7},_ef5afc75-959a-448b-a59e-9117bfc1fdb7,03MEL T01 115\13.8,03COCMEL  T-01 115/13.8,XF-03COCMEL  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608655,{4140541b-fc2e-4ff9-ac79-561cae80f921},_4140541b-fc2e-4ff9-ac79-561cae80f921,03COCMEL,1277700,{7fd863cf-cada-4186-a3c2-4fc359c6e707},_7fd863cf-cada-4186-a3c2-4fc359c6e707,03MEL T02 115\13.8,03COCMEL  T-02 115/13.8,XF-03COCMEL  T-02 115/13.8,true,74-T-02,02,PowerTransformer
608660,{b3269345-5a0e-483e-a3e9-3a980113064e},_b3269345-5a0e-483e-a3e9-3a980113064e,03COCMLQ,1277980,{05fbeca5-50c3-42e1-83f1-7d8aa663ed91},_05fbeca5-50c3-42e1-83f1-7d8aa663ed91,03MLQ T01 115\13.8,03COCMLQ  T-01 115/13.8,XF-03COCMLQ  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608665,{49c06534-6f78-4de9-9dd8-71e5525d9cc6},_49c06534-6f78-4de9-9dd8-71e5525d9cc6,03COCMNC,1278139,{a64d02d7-44dc-41ca-b557-a3cf4abf858d},_a64d02d7-44dc-41ca-b557-a3cf4abf858d,03MNC T01 115\23,03COCMNC  T-01 115/23,XF-03COCMNC  T-01 115/23,true,75-T-01,01,PowerTransformer
608670,{a3563c61-6589-4614-badc-21b276891246},_a3563c61-6589-4614-badc-21b276891246,03COCMNT,1278283,{2d01fcde-79af-492b-97c3-1b3e9ea96cb3},_2d01fcde-79af-492b-97c3-1b3e9ea96cb3,03MNT T01 115\13.8,03COCMNT  T-01 115/13.8,XF-03COCMNT  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608675,{02e053da-136f-4bda-95e9-067bfba3db8d},_02e053da-136f-4bda-95e9-067bfba3db8d,03COCMOI,1278451,{728fe840-101e-44a3-85b4-769301b4a2a1},_728fe840-101e-44a3-85b4-769301b4a2a1,03MOI T01 115\13.8,03COCMOI  T-01 115/13.8,XF-03COCMOI  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608680,{63aa85b5-39e8-4593-b629-11982fcceac1},_63aa85b5-39e8-4593-b629-11982fcceac1,03COCMOR,1278632,{401b9bbe-5597-43f4-aab3-9c1156531ddf},_401b9bbe-5597-43f4-aab3-9c1156531ddf,03MOR T01 115\13.8,03COCMOR  T-01 115/13.8,XF-03COCMOR  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608680,{63aa85b5-39e8-4593-b629-11982fcceac1},_63aa85b5-39e8-4593-b629-11982fcceac1,03COCMOR,1278638,{5937591e-e7d8-45fe-a281-89fca18abf42},_5937591e-e7d8-45fe-a281-89fca18abf42,03MOR T02 115\13.8,03COCMOR  T-02 115/13.8,XF-03COCMOR  T-02 115/13.8,true,74-T-02,02,PowerTransformer
608685,{4b80c881-6b10-4b39-afb8-469a89319c0f},_4b80c881-6b10-4b39-afb8-469a89319c0f,03COCMRD,1278922,{3e963340-f707-4870-9549-b995468b1578},_3e963340-f707-4870-9549-b995468b1578,03MRD T01 115\13.8,03COCMRD  T-01 115/13.8,XF-03COCMRD  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608685,{4b80c881-6b10-4b39-afb8-469a89319c0f},_4b80c881-6b10-4b39-afb8-469a89319c0f,03COCMRD,1278928,{192599b5-019f-4e0a-957e-09cde901858f},_192599b5-019f-4e0a-957e-09cde901858f,03MRD T02 115\13.8,03COCMRD  T-02 115/13.8,XF-03COCMRD  T-02 115/13.8,true,74-T-02,02,PowerTransformer
608690,{5591b292-4313-4b52-b16a-a15d6d4602d2},_5591b292-4313-4b52-b16a-a15d6d4602d2,03COCMRM,1279200,{b8e7ad3f-2312-40e2-96e1-9c6b547e14aa},_b8e7ad3f-2312-40e2-96e1-9c6b547e14aa,03MRM T01 115\13.8,03COCMRM  T-01 115/13.8,XF-03COCMRM  T-01 115/13.8,true,74-T-01,01,PowerTransformer
608695,{f155f639-cee5-4155-a132-fedb0bd5c074},_f155f639-cee5-4155-a132-fedb0bd5c074,03COCMRP,1279523,{013498e7-c461-4631-af92-8f1d5c11b249},_013498e7-c461-4631-af92-8f1d5c11b249,03MRP AT01 230\115,03COCMRP AT-01 230/115,XF-03COCMRP AT-01 230/115,true,97-AT-01,01,PowerTransformer
