"PowerTransformer:
ID","PowerTransformer:
transformerType","PowerTransformer:
InternalId","PowerTransformer:
Name","PowerTransformer:
Parent","PowerTransformer:
ObjectType"
_017da28f-2618-47fe-9be7-38915457e352,voltageControl,1324924,03CMP T02 115\13.8,_f3d354ff-e5b2-4ca8-bc0e-2e12b5bfe98d,PowerTransformer
_a6e915a6-a8ee-4834-bb8f-8a34e24fb141,voltageControl,1325493,03CST T01 69\23,_75714573-1028-4dae-82aa-3e7451faeea9,PowerTransformer
_78d39a4b-c6bd-4289-af91-fecba861a9d6,voltageControl,1325499,03CST T02 69\23,_75714573-1028-4dae-82aa-3e7451faeea9,PowerTransformer
_73a87a25-6175-481d-840c-2bf0416a7c8d,voltageControl,1325811,03CTA T01 69\23,_a19ad008-1928-4612-bd94-ddfabc1045da,PowerTransformer
_15784ba6-44f2-4c20-9376-1947f2847dd9,voltageControl,1326279,03CUQ T01 115\23,_b85fed1b-6678-40ae-899f-689b3278ccc6,PowerTransformer
_146f8fcf-fdab-4745-b324-610f8a5b3a13,voltageControl,1326446,03CUV T01 115\13.8,_1fe7690d-2ba0-4748-9c62-f6991c4f46f3,PowerTransformer
_26767916-13d7-4f69-ba70-f5a9e56f2da8,voltageControl,1326452,03CUV T02 115\13.8,_1fe7690d-2ba0-4748-9c62-f6991c4f46f3,PowerTransformer
_27057963-45c5-4844-95cc-e159618c76c3,voltageControl,1326744,03CZO T02 115\23,_87b4a6b0-e241-428c-b359-4830af8e4817,PowerTransformer
_384b6f49-8102-453e-9c23-62a4a5e6be0f,voltageControl,1327040,03DST T02 115\13.8,_69eba778-b121-417e-9635-24974e50f540,PowerTransformer
_2ef7dca7-35c1-4451-8ab8-90fafcbd5029,voltageControl,1327925,03ESJ T01 69\23,_ea0a0b3b-3dcc-4298-a560-23f7fb0bea58,PowerTransformer
_7a5c43a4-48ca-4fa7-8cbc-57806957ac08,voltageControl,1328109,03ETA T01 115\23,_86663f5e-5732-4c10-af87-cd72fec2e1a8,PowerTransformer
_19cf6061-3cfc-45fb-a5e8-94ef27906705,voltageControl,1328421,03EXP T01 69\23,_264032f4-ce65-4bbb-a97a-60c5e0375d85,PowerTransformer
_a2ef0ec8-4e6c-498d-8016-7e8f5d45a457,voltageControl,1328427,03EXP T02 69\23,_264032f4-ce65-4bbb-a97a-60c5e0375d85,PowerTransformer
_b1950f46-2bc9-459f-9343-d63bc6ee2731,voltageControl,1328829,03FLA T01 115\13.8,_bcdd9efd-5f16-4ec3-a71c-9466877827b3,PowerTransformer
_5333d868-9e01-4a2d-91d2-37710bd2d0a4,voltageControl,1328835,03FLA T02 115\13.8,_bcdd9efd-5f16-4ec3-a71c-9466877827b3,PowerTransformer
_aa684ef4-4180-453b-a0ce-3358005f7e3b,voltageControl,1329098,03FLU T01 115\13.8,_083601ef-e616-4f98-8144-664e81fdc81e,PowerTransformer
_3c6de5c7-4bd8-4eb9-9e2f-b9f4137f53a7,voltageControl,1329255,03FRE T02 69\23,_5e6aec57-5be9-4957-b900-76d78cc4a231,PowerTransformer
_1a962504-81a6-4b25-ab63-3e19c1dd5a3d,voltageControl,1329757,03GRU T01 115\23,_69348f3a-273f-4115-ad64-e282a43090bb,PowerTransformer
_ea0f3257-2a88-42ce-93e2-142100969529,voltageControl,1329928,03GVA T01 115\23,_34e8990e-0cce-4a74-b507-95e1fc5d2c0f,PowerTransformer
_7a0f92c4-6a23-4606-b0a5-4c5b7a52e5c6,voltageControl,1330095,03GYS T01 115\13.8,_4b7e0e85-08e2-4b0b-8076-7918abb3746b,PowerTransformer
_85d3cb40-6062-4639-aa8a-3cd87880baff,voltageControl,1330309,03HIG T01 69\23,_e7a57020-c9f4-495f-9197-91f4d6a48c52,PowerTransformer
_850ef0e1-279d-46e1-8c38-51ef2724cf6d,voltageControl,1330315,03HIG T02 69\23,_e7a57020-c9f4-495f-9197-91f4d6a48c52,PowerTransformer
_e42c0060-6b88-4880-9780-0fc74b1dafce,voltageControl,1330966,03HUN T01 69\23,_ce7e6324-58b2-4019-8975-5c48d1ebe2db,PowerTransformer
_29c247de-31fb-4f9c-9174-e47a9edeebf8,voltageControl,1330972,03HUN T02 69\23,_ce7e6324-58b2-4019-8975-5c48d1ebe2db,PowerTransformer
_29b7cb9f-ea3d-4641-ae62-59ac389482fc,voltageControl,1331853,03JCT T01 69\23,_2d38dc3c-5725-40c5-a4a9-9c5a04a8aa3b,PowerTransformer
_ec9f9c0a-d7f4-4451-943d-bb987b3e4e14,voltageControl,1332029,03JDA T01 115\13.8,_402965cc-03e0-4108-9c27-6c5fb4d00165,PowerTransformer
_3d82577d-8766-4aa8-9274-be723fb9d5ce,voltageControl,1332035,03JDA T02 115\13.8,_402965cc-03e0-4108-9c27-6c5fb4d00165,PowerTransformer
_dfc86461-1fdd-4c6e-ab1a-814fb9998414,voltageControl,1332336,03JDL T01 115\13.8,_8322752f-1f10-462c-8719-e48de541b92a,PowerTransformer
_0a2eb0c7-8a81-4c8a-a66a-030ce8a30a39,voltageControl,1332342,03JDL T02 115\13.8,_8322752f-1f10-462c-8719-e48de541b92a,PowerTransformer
_10b7f1ad-35f5-4f0b-9db2-a73f15f7d5d0,voltageControl,1332636,03JLT T01 115\23,_e5119f58-5248-4075-8cbd-06ebcf283371,PowerTransformer
_176252b2-a163-43d0-8b9d-88613481ef2c,voltageControl,1332642,03JLT T02 115\13.8,_e5119f58-5248-4075-8cbd-06ebcf283371,PowerTransformer
_c7960eff-bf07-4a34-b25a-57bf96380dd6,voltageControl,1332895,03JRU T01 115\23,_c336be37-fc5b-4c19-a206-992980ef9ad1,PowerTransformer
_02c5f4af-2f06-4b84-9e9c-2c4fee69f3b5,voltageControl,1333432,03LPS T01 69\23,_e0172f47-ccea-4f58-841b-a5932b963276,PowerTransformer
_b067021a-9a7b-4520-a663-9d9f54c05c36,voltageControl,1333438,03LPS T02 69\23,_e0172f47-ccea-4f58-841b-a5932b963276,PowerTransformer
_1bbe418f-cb8c-4f27-910d-f9bbc31eb8ed,voltageControl,1333703,03LRE T01 115\23,_9c8f879a-f599-496c-bd14-3f6b1f3cd948,PowerTransformer
_fb410393-e93c-48b5-b0ec-b5de8736a06a,voltageControl,1333849,03LVG T01 69\23,_f34da34c-cede-4973-9ef5-270fa96aa8ac,PowerTransformer
_b4d34bb5-569d-47b4-8470-96f813d9686a,voltageControl,1334004,03LVT T01 69\23,_d3575c6b-9f19-4737-8131-4345d627d7ed,PowerTransformer
_26682615-61d4-4421-84a8-5c52e80b4604,voltageControl,1334285,03MIG T01 115\34.5,_a4758964-5611-4e34-9881-670e53195a45,PowerTransformer
_9e0fbbd8-17dc-4b98-bfce-410ba5b7d48a,voltageControl,1334291,03MIG T02 115\13.8,_a4758964-5611-4e34-9881-670e53195a45,PowerTransformer
_300ed6f0-3cc7-4c6f-979f-1bc7b558cf76,voltageControl,1334573,03MIL T01 69\23,_8c17b7e4-aa9a-4155-9af6-536ed0884695,PowerTransformer
_151f1cf1-088e-43dd-b9a3-c92f3a34b697,voltageControl,1334579,03MIL T02 69\23,_8c17b7e4-aa9a-4155-9af6-536ed0884695,PowerTransformer
_491822fe-83c0-450f-b2c0-ce046dab3f16,voltageControl,1334986,03MLE T01 115\13.8,_6b032be1-e1a9-42f3-a683-3f0260b4d058,PowerTransformer
_971e2fee-1f66-4b7c-b09a-363ae68f394e,voltageControl,1334992,03MLE T02 115\13.8,_6b032be1-e1a9-42f3-a683-3f0260b4d058,PowerTransformer
_53426d50-0ced-47c4-8ed9-a02a0103f7ef,voltageControl,1335427,03MOJ T01 69\23,_bd899cfd-c2ea-4e33-94dd-2ccd1204f4d1,PowerTransformer
_8a3c6152-66b5-438d-92eb-cf6354f76499,voltageControl,1335433,03MOJ T02 69\23,_bd899cfd-c2ea-4e33-94dd-2ccd1204f4d1,PowerTransformer
_159864d8-0acc-4d1f-8767-e381b211c006,voltageControl,1335729,03MXJ T01 69\23,_ba0731ee-b3ab-4b56-91d3-8bcb004957c6,PowerTransformer
_6bc4b83c-6cb4-4a80-9132-444775013fa5,voltageControl,1335735,03MXJ T02 69\23,_ba0731ee-b3ab-4b56-91d3-8bcb004957c6,PowerTransformer
_b9e857e7-824c-4103-a54b-27ce5d508a24,voltageControl,1336010,03MXT T01 115\23,_fb0e13de-7726-4e4d-830a-264472e730a6,PowerTransformer
_f23ed826-c55b-48ec-85da-9d7c9e63cd83,voltageControl,1336016,03MXT T02 115\23,_fb0e13de-7726-4e4d-830a-264472e730a6,PowerTransformer
_b4f0ff42-3248-44af-8dc4-ba0499ce02c8,voltageControl,1336269,03MYO T02 115\34.5,_7abbec78-11d2-4d3b-b0d7-cf76d49408de,PowerTransformer
_2144bbdf-b0f0-4c28-a3aa-9a34e6c7d16e,voltageControl,1336448,03MZI T01 115\23,_863c6b87-e2e4-4dae-a468-715056603079,PowerTransformer
_50346263-1e68-4f51-819a-e3698e2f5ee1,voltageControl,1336643,03NGT T01 115\13.8,_f08a9336-a424-4b1b-a891-f03fe7262ec6,PowerTransformer
_ed5f5afe-a7dc-4183-8919-8cba8f28136c,voltageControl,1336649,03NGT T02 115\34.5,_f08a9336-a424-4b1b-a891-f03fe7262ec6,PowerTransformer
_7a3f35f9-bf77-405f-9d0d-af0c25b43e0a,voltageControl,1336998,03NHE T01 230\23,_2cf723c7-5644-47e2-8728-4a614df25736,PowerTransformer
_821d774a-1576-452b-82e8-fe7359192f8a,voltageControl,1337004,03NHE T02 230\23,_2cf723c7-5644-47e2-8728-4a614df25736,PowerTransformer
_65f43929-3fef-4729-b519-9bd2b455a35d,voltageControl,1337429,03OBL T01 69\23,_2d155de6-0376-486b-9a90-dec167bfb500,PowerTransformer
_61a8e989-3dcb-44ac-9e0f-5ed9aace9cfe,voltageControl,1337622,03PEN T01 115\13.8,_fb8c33d1-ad18-4cd2-9515-035aa1d8eac2,PowerTransformer
_2427282d-9d57-4bca-adda-a096894c9eab,voltageControl,1337628,03PEN T02 115\13.8,_fb8c33d1-ad18-4cd2-9515-035aa1d8eac2,PowerTransformer
_d5691bd2-1a73-49d2-aa1a-6946450e7f56,voltageControl,1337902,03PMI T01 115\13.8,_f86d4de1-6600-46e5-a858-3e7605809b57,PowerTransformer
_7506d391-fa84-4387-a394-ac7cb5494868,voltageControl,1338081,03PNC T01 115\23,_20c2411a-06d8-4249-9e2f-4a99088108f3,PowerTransformer
_91bfb5af-e18d-4db4-8de2-396b6d6a0b68,voltageControl,1338297,03PNL T01 69\23,_881a311f-f11d-446c-9824-055c9e3e4558,PowerTransformer
_726963f3-fa83-4749-b66c-7622c4b7f530,voltageControl,1338303,03PNL T02 69\23,_881a311f-f11d-446c-9824-055c9e3e4558,PowerTransformer
_7565cf79-4152-462e-b76b-ff1657e4989f,voltageControl,1338832,03PNR T01 69\23,_514a28e1-1a30-4a2d-abf6-6e11b0bd9ae9,PowerTransformer
_d6cce482-f70b-4acb-a443-3ae8b20d0323,voltageControl,1339659,03PQI T01 69\23,_2040df11-fd8b-4989-935b-174b08105122,PowerTransformer
_2b9a2b02-c5fb-463a-bcc6-c84709f3817c,voltageControl,1339665,03PQI T02 69\23,_2040df11-fd8b-4989-935b-174b08105122,PowerTransformer
_b51ca4cb-eb69-4da7-99e8-e10d2974689d,voltageControl,1339977,03PTD T02 69\23,_d4be530b-6fd0-4b4c-89a2-86002c9f0d5c,PowerTransformer
_3f3b9c60-f5fa-462f-862a-f30de7f3ab02,voltageControl,1339983,03PTD T03 69\23,_d4be530b-6fd0-4b4c-89a2-86002c9f0d5c,PowerTransformer
_2aff428e-f2cf-4a71-8efd-559888e39d6b,voltageControl,1339989,03PTD AT01 115\69,_d4be530b-6fd0-4b4c-89a2-86002c9f0d5c,PowerTransformer
_76930fff-c9b9-4d75-9e54-c21eddcb73e6,voltageControl,1340378,03PTL T01 115\13.8,_70d8c551-122e-415a-8d91-faec6806caf0,PowerTransformer
_19e9f8ae-be47-4bf1-86a5-39503fc00e6e,voltageControl,1340684,03SAG T01 69\23,_362f9443-2b9b-460c-9d68-32687f841dc8,PowerTransformer
_ad475f65-d6cb-4933-8dd5-4b39a6b8516e,voltageControl,1340690,03SAG T02 69\23,_362f9443-2b9b-460c-9d68-32687f841dc8,PowerTransformer
_4acb3800-a61c-4b2a-9ac8-eb1f790a4e4c,voltageControl,1341025,03SAJ T01 69\23,_8c72afff-b073-4795-b709-29c4f8da694e,PowerTransformer
_2e8b6899-2ea2-48f5-83c6-22f0aca2b8fb,voltageControl,1341031,03SAJ T03 69\23,_8c72afff-b073-4795-b709-29c4f8da694e,PowerTransformer
_04121920-7172-4bdd-a402-7697341a5853,voltageControl,1341037,03SAJ AT02 115\69,_8c72afff-b073-4795-b709-29c4f8da694e,PowerTransformer
_e7f8923c-d8ed-476b-b9a8-472377315f6e,voltageControl,1341630,03SCJ T01 115\13.8,_fb75432b-e214-499c-95dd-1f4894140cf3,PowerTransformer
_5d7b5b4c-6540-42e6-8a21-dcd3fb3ce529,voltageControl,1341636,03SCJ T02 115\13.8,_fb75432b-e214-499c-95dd-1f4894140cf3,PowerTransformer
_c2479ba3-d114-4426-bd76-de62e9e434b7,voltageControl,1341996,03SCM T01 115\23,_d65a79d8-63ec-40b5-970a-d6e3755513f8,PowerTransformer
_126603ec-1bb9-4b2c-9a12-8b9851b8e175,voltageControl,1342002,03SCM AT02 115\69,_d65a79d8-63ec-40b5-970a-d6e3755513f8,PowerTransformer
_b43c6237-0827-478a-a6d8-fd51abea7cbf,voltageControl,1342652,03SCU T01 69\23,_899c24a4-ca9a-48d8-adc3-89b24f8a04d2,PowerTransformer
_7f2c00ec-403a-454a-af07-84531e6b8bfd,voltageControl,1342658,03SCU T02 69\23,_899c24a4-ca9a-48d8-adc3-89b24f8a04d2,PowerTransformer
_767f8f87-51d3-47a6-b319-4b222cfa3b8a,voltageControl,1342921,03SEA T01 115\13.8,_a030d835-e3c7-40ad-a7c2-7b42a560072a,PowerTransformer
_f4715d06-69de-49c2-a76a-f740bfd28b2f,voltageControl,1343465,03SLY T01 115\13.8,_4c233029-9fd2-492f-b87f-557e88589b1a,PowerTransformer
_c90fb2d6-a770-428d-94de-229f8c42957f,voltageControl,1343471,03SLY T02 115\13.8,_4c233029-9fd2-492f-b87f-557e88589b1a,PowerTransformer
_538f1835-0e79-4000-a87b-21bdb5d5a8d8,voltageControl,1343477,03SLY T03 115\34.5,_4c233029-9fd2-492f-b87f-557e88589b1a,PowerTransformer
_756ebdc3-8ad9-4e65-b135-44606fa3cfb0,voltageControl,1343905,03SNI T01 115\13.8,_9fdd7840-6bfe-4ac9-8309-0fe561e73cb5,PowerTransformer
_c37f7452-5b79-49dc-ad84-948a1ca2e8e2,voltageControl,1343911,03SNI T02 115\13.8,_9fdd7840-6bfe-4ac9-8309-0fe561e73cb5,PowerTransformer
_7c1a124d-5382-440c-a064-857f2254aca0,voltageControl,1343917,03SNI T03 115\34.5,_9fdd7840-6bfe-4ac9-8309-0fe561e73cb5,PowerTransformer
_9e0a60df-379c-42f8-82d7-5fc109b23cb1,voltageControl,1344391,03SOL T01 69\23,_3a913ce5-0b54-4931-943a-b3bd51f6a428,PowerTransformer
_38a862db-7b6e-47aa-9ce0-fac718ebf370,voltageControl,1344397,03SOL T02 69\23,_3a913ce5-0b54-4931-943a-b3bd51f6a428,PowerTransformer
_03380f9d-519c-4714-babd-cefd291902b0,voltageControl,1344403,03SOL T03 69\23,_3a913ce5-0b54-4931-943a-b3bd51f6a428,PowerTransformer
_9b5b2f70-46a5-4fa2-b76e-7d2440ea05b3,voltageControl,1345065,03SYL T01 115\23,_bb4547f0-fa9a-493c-98c1-771aef8aff14,PowerTransformer
_10f10ce3-295b-47b0-9b31-2bd7bbbaff26,voltageControl,1345071,03SYL T02 115\23,_bb4547f0-fa9a-493c-98c1-771aef8aff14,PowerTransformer
_5331bfd8-9603-4ae0-8035-940061e5a5ab,voltageControl,1345341,03TAZ T01 115\23,_d63fe888-28fb-4c3f-b5a0-c9b816079c4d,PowerTransformer
_0a21a2d8-42e3-4c0e-b17b-cf1b580afe61,voltageControl,1345347,03TAZ T02 115\23,_d63fe888-28fb-4c3f-b5a0-c9b816079c4d,PowerTransformer
_3241eac8-ac5a-4941-8ec4-ddf76d29f3a4,voltageControl,1345626,03TBK T01 115\13.8,_84858dcf-370a-4d42-939e-757a4141ae80,PowerTransformer
_cfa53cf1-6d5b-4ecc-aea6-ac4aa209157c,voltageControl,1345632,03TBK T02 115\13.8,_84858dcf-370a-4d42-939e-757a4141ae80,PowerTransformer
_01f3a27a-2073-4f66-a359-a0d2ee1dc352,voltageControl,1345921,03TCT T01 115\23,_dcc1e7ec-e448-44cb-af9b-2d4aaeeb36e0,PowerTransformer
_780667a8-7c32-460d-b4da-58ccd4dbfe7f,voltageControl,1346071,03TEL T01 115\13.8,_c84c559f-69a6-46e1-9623-665a1d6757fa,PowerTransformer
_4bb9c558-f8c2-4e0e-ae27-9947762a422d,voltageControl,1346215,03TEO T01 115\23,_8473ce35-2d3d-4b72-ad2c-9354374607fd,PowerTransformer
_cac24a2d-fc73-4484-984d-3f8cda7b1a6c,voltageControl,1346468,03TES T01 115\13.8,_48cd8d04-dbc3-4e68-b4a0-d14d6620c57a,PowerTransformer
_a86f27b8-59b6-4fd3-a466-5ff5f35afe6b,voltageControl,1346474,03TES T02 115\13.8,_48cd8d04-dbc3-4e68-b4a0-d14d6620c57a,PowerTransformer
_3f1876f5-a0f6-4c79-8460-cf785931805e,voltageControl,1347404,03TID T01 115\13.8,_3d3b6877-1348-426e-8096-e26c83ebca7a,PowerTransformer
_104dde76-4357-4a46-be9a-0b23f48e516a,voltageControl,1347410,03TID T02 115\13.8,_3d3b6877-1348-426e-8096-e26c83ebca7a,PowerTransformer
_330b9821-5229-4c74-9213-70b623f57066,voltageControl,1347841,03TLA T01 69\23,_2e9645b1-eb66-4b03-8c9c-22a1290ef2c6,PowerTransformer
_2ecdc52d-9263-4ecc-8f29-533e7cc348f2,voltageControl,1347847,03TLA T02 69\23,_2e9645b1-eb66-4b03-8c9c-22a1290ef2c6,PowerTransformer
_a9282957-1c0f-456d-9309-0d5593aaa203,voltageControl,1348134,03TMI T01 115\13.8,_0c94a992-d573-4a12-90a6-5646db4a2c6a,PowerTransformer
_58c4a2a2-25e0-449c-89af-825e466b50fa,voltageControl,1348421,03TPA T01 69\13.8,_2c055880-ed62-4c83-b0b0-fec342456b54,PowerTransformer
_6ddcd39d-77a0-4893-a63f-d4863b534007,voltageControl,1348427,03TPA T02 69\13.8,_2c055880-ed62-4c83-b0b0-fec342456b54,PowerTransformer
_dcd6e504-1c85-49e7-a37b-a961e2daa3f6,voltageControl,1348738,03TPT T01 115\23,_94e4ba8f-6523-4053-9695-f1b816e26f69,PowerTransformer
_5c9f150d-ab11-41c3-adb7-7de3f607d8d2,voltageControl,1348744,03TPT T02 115\23,_94e4ba8f-6523-4053-9695-f1b816e26f69,PowerTransformer
_3feb2c84-7f8d-4c9a-aff2-41507269ac39,voltageControl,1349035,03TQA T01 69\23,_eff865e4-dcef-4c27-a293-0a2fa96d62b0,PowerTransformer
_5ac7316f-1385-4a51-8194-5dac75853324,voltageControl,1349041,03TQA T02 115\69,_eff865e4-dcef-4c27-a293-0a2fa96d62b0,PowerTransformer
_dae6310e-f20a-429b-8a58-b33a297028f5,voltageControl,1349218,03TTO T01 115\23,_bb114e6b-a4cc-487c-8462-3475d8303803,PowerTransformer
_8fa8a415-bc8b-4af5-8844-735691c68cf7,voltageControl,1349485,03TUX T01 115\23,_7e5c37e1-fd37-4c4e-b960-0869e25ed415,PowerTransformer
_4da6e6e0-9020-4c3e-b107-0c80b6162c72,voltageControl,1349491,03TUX T02 115\23,_7e5c37e1-fd37-4c4e-b960-0869e25ed415,PowerTransformer
_ef7b14a1-925f-4d05-9029-3eefa24be478,voltageControl,1349996,03VCS T01 69\23,_08351ce9-f975-44e6-a787-87e685900b4f,PowerTransformer
_479e9954-79fb-45f2-a1e9-d50af6aa2d90,voltageControl,1350002,03VCS T02 69\34.5,_08351ce9-f975-44e6-a787-87e685900b4f,PowerTransformer
_12418488-5186-4160-aef4-80e315f75582,voltageControl,1350269,03VGP T01 115\23,_8d9aec0d-15a3-4e5d-8eb7-75fb9123056d,PowerTransformer
_c94f238f-d08a-4f11-b120-5882fab7de3a,voltageControl,1350672,03VRS T01 115\13.8,_cedd3bec-f332-4222-9c24-dd85c47db390,PowerTransformer
_5ef3436f-3b0e-4ade-9e68-40eeaf3e5f47,voltageControl,1350678,03VRS T02 115\23,_cedd3bec-f332-4222-9c24-dd85c47db390,PowerTransformer
_12c7b8dc-1996-429e-b6e1-23a2dbb3121f,voltageControl,1350969,03VRT T01 115\13.8,_0a3d0e27-2926-43f7-a2ba-bd2d435c4e40,PowerTransformer
_7e3720b7-cc93-41df-9ab1-1444a5d2e28c,voltageControl,1350975,03VRT T02 115\13.8,_0a3d0e27-2926-43f7-a2ba-bd2d435c4e40,PowerTransformer
_ad02d20e-5689-4cbb-b168-17a7966180f5,voltageControl,1351259,03XLS T01 115\13.8,_a50cd847-1a19-4b02-8052-a416fff41312,PowerTransformer
_ccc819c5-d8f8-444e-a855-b5032f926457,voltageControl,1351265,03XLS T02 115\13.8,_a50cd847-1a19-4b02-8052-a416fff41312,PowerTransformer
_3d6a4946-4316-429c-b925-119f7ff09d2d,voltageControl,1351524,03ZAD T01 115\23,_b79def88-55fe-48be-ada5-da54c9c20985,PowerTransformer
_54d575b6-4c57-4ce6-8576-6446aecdf259,voltageControl,1351822,03ZLT T01 69\23,_8b99c19a-1049-4c49-8c2b-5560f26fddc9,PowerTransformer
_cc122434-4b09-438e-ac47-445de579ebeb,voltageControl,1351828,03ZLT T02 69\23,_8b99c19a-1049-4c49-8c2b-5560f26fddc9,PowerTransformer
_16d96298-6b92-4dfc-91fe-42d3663c2150,voltageControl,1352144,03ZQP T01 69\23,_f57fa63b-7be2-40d7-94a2-5cbd6498e100,PowerTransformer
_2a5b4e38-6a9b-4022-8ebb-ec44089af0ef,voltageControl,1352150,03ZQP T02 69\23,_f57fa63b-7be2-40d7-94a2-5cbd6498e100,PowerTransformer
_0a7b8080-1b39-4ef5-9adb-ec9fc4607a9e,voltageControl,1352436,03ZTI T01 115\23,_6ed7f94e-1ddc-4fd8-b0e2-fba4f5b12adf,PowerTransformer
_27611074-dcc6-4c52-b95b-4aedfb21623c,voltageControl,1352442,03ZTI T02 115\23,_6ed7f94e-1ddc-4fd8-b0e2-fba4f5b12adf,PowerTransformer
_497a1f7b-f4b6-40be-936c-72d22d9495f9,voltageControl,1352840,03AET T01 115\34.5,_40d8a3e6-ca23-47b3-86db-dc089bcf1d6c,PowerTransformer
_53d42117-51b4-4616-85d0-3dfbe7463fdb,voltageControl,1353220,03ARL T01 115\34.5,_a2618372-fdb6-4466-8644-413aaa70beea,PowerTransformer
_b85ab1fd-c1ff-4081-b15a-988334bac413,voltageControl,1353739,03BAJ T01 230\18.0,_8c2ca640-c1fa-49dc-8a8a-540433c87fc6,PowerTransformer
_224d01de-bd86-4558-9483-cd6072a89201,voltageControl,1353745,03BAJ T02 230\18.0,_8c2ca640-c1fa-49dc-8a8a-540433c87fc6,PowerTransformer
_5e07ec3e-54a6-4c62-bb6a-4b63a509bea1,voltageControl,1353751,03BAJ T03 230\18.0,_8c2ca640-c1fa-49dc-8a8a-540433c87fc6,PowerTransformer
_68d4671f-5b89-4cc2-b7c4-66b29754ecd6,voltageControl,1353757,03BAJ T04 230\18.0,_8c2ca640-c1fa-49dc-8a8a-540433c87fc6,PowerTransformer
_6746b182-3189-48e3-b79e-a985285f3d12,voltageControl,1354311,03BNA T01 115\34.5,_d4f7b626-d501-4abc-bde5-e78b1306af6e,PowerTransformer
_fc2aa8fd-25ee-436c-8b1f-ea1b5e3b05a0,voltageControl,1354317,03BNA T02 115\34.5,_d4f7b626-d501-4abc-bde5-e78b1306af6e,PowerTransformer
_122ac3d1-2469-438d-8e58-477c5eee8dcb,voltageControl,1354593,03BOQ T01 115\34.5,_c7bd299f-1e44-4594-a4c1-11c026c0cac3,PowerTransformer
_94f711d2-fa24-4e56-bef3-f7afe5976d70,voltageControl,1354803,03BVN T01 115\34.5,_2704dee2-03d5-4a3b-9e69-4b8d118762a1,PowerTransformer
_34550538-d72d-485e-a384-47d425b65636,voltageControl,1354809,03BVN T02 115\34.5,_2704dee2-03d5-4a3b-9e69-4b8d118762a1,PowerTransformer
_2e55dc6d-7aa6-471f-85ae-d1b1a32627b4,voltageControl,1354815,03BVN T03 115\34.5,_2704dee2-03d5-4a3b-9e69-4b8d118762a1,PowerTransformer
_d88bac16-4afe-4cd7-821f-7d3f902394d8,voltageControl,1355226,03CAM T01 115\13.8,_de3224bc-0cea-45fc-a984-d18ffd12e499,PowerTransformer
_7645f405-7c32-447c-9aeb-a3cbc3ef0850,voltageControl,1355526,03CIM T01 115\13.8,_7f3e5909-7719-44db-b01d-aaa3587e24b8,PowerTransformer
_17decfef-0750-4a50-9224-c1bfe98dcbc6,voltageControl,1355532,03CIM T02 115\13.8,_7f3e5909-7719-44db-b01d-aaa3587e24b8,PowerTransformer
_5e42780c-f9d3-4244-8861-23992e7f6ce4,voltageControl,1355975,03CNI AT01 230\115,_9bbb133e-5a6b-4a0c-bde1-20408c67054d,PowerTransformer
_99b30f4c-0d97-4a55-9b9f-5e51867871cd,voltageControl,1356092,03COO T01 115\13.8,_00d2b266-fcdb-4c18-ad25-aa85c15c4050,PowerTransformer
_ac230f2d-d129-4095-ad2f-dd42547889c2,voltageControl,1356098,03COO T02 115\34.5,_00d2b266-fcdb-4c18-ad25-aa85c15c4050,PowerTransformer
_0721aa8e-4c7d-4cc7-9290-e87f18b649be,voltageControl,1356601,03ECO T01 115\13.8,_2d22c0c9-71e4-4017-b134-8f91e4c26f3f,PowerTransformer
_63e88e6b-0e45-4fc1-b81b-914c762e40bb,voltageControl,1356744,03ELR T01 115\34.5,_54848612-3cfb-4203-80e7-9148f99132a0,PowerTransformer
_8442610d-99ba-4926-a5e4-aaa425812f20,voltageControl,1356964,03EZM T01 115\13.8,_f1f39a57-a090-47e9-b693-d79cafcbb408,PowerTransformer
_e4819646-0e73-4f7c-baae-a89ceb285f57,voltageControl,1356970,03EZM T02 115\34.5,_f1f39a57-a090-47e9-b693-d79cafcbb408,PowerTransformer
_138eb10e-8225-45f8-a72f-73b3b7358bed,voltageControl,1357280,03FRA T01 115\13.8,_bf366eac-3c60-4c87-8735-f86acda4fb68,PowerTransformer
_82eaf178-c4ad-4706-aced-574fd9abdce3,voltageControl,1357286,03FRA T02 115\13.8,_bf366eac-3c60-4c87-8735-f86acda4fb68,PowerTransformer
_1c0fd0bf-9b53-403c-aad3-4ba2b5c06e8f,voltageControl,1358070,03GRI T01 115\13.8,_d8fecc9c-cc27-495d-85a1-b7da23845438,PowerTransformer
_a1425a33-625a-4d18-8b1a-31af8248fb6e,voltageControl,1358076,03GRI T02 115\13.8,_d8fecc9c-cc27-495d-85a1-b7da23845438,PowerTransformer
_32368cd8-3688-4679-be79-81a6f4ba4d0e,voltageControl,1358331,03HCH T02 115\13.8,_fc166db2-55f6-413c-9853-d6700da607ea,PowerTransformer
_c48b7665-93f9-4788-8d9e-f3ce6a87009b,voltageControl,1358929,03HUM T02 115\23,_7f9a3323-1ae9-42e6-98b7-20fdcc4d8e06,PowerTransformer
_0757afb2-542a-458a-95d2-da9fc5a3d267,voltageControl,1359335,03JUR T01 115\13.8,_acd8af77-041f-4501-8c65-c5dbf1655ead,PowerTransformer
_15ec989a-8ef8-4954-b8e3-0ccece1f1fbe,voltageControl,1359341,03JUR T02 115\13.8,_acd8af77-041f-4501-8c65-c5dbf1655ead,PowerTransformer
