"PowerTransformer:
ID","PowerTransformer:
transformerType","PowerTransformer:
InternalId","PowerTransformer:
Name","PowerTransformer:
Parent","PowerTransformer:
ObjectType"
_b5c56137-0e46-4266-87ec-38336b366042,fix,1073319,02BNL T01 115\13.8,_e680f6a4-b936-4be3-8275-2e1f5a36e908,PowerTransformer
_14433826-25c3-4b96-b672-712a0d516215,voltageControl,1073504,02CAY T01 115\13.8,_eab06c46-4cb4-4aee-92bc-596214bebdb1,PowerTransformer
_1185d1b6-aad5-4653-b3e4-cd3a9ff8d200,voltageControl,1073722,02CAZ T01 115\13.8,_be3b40ca-0cc1-4023-82ba-b7f535b9b4a3,PowerTransformer
_91158dc6-4ed6-44ce-98ba-df32a60d8129,voltageControl,1073728,02CAZ T02 115\13.8,_be3b40ca-0cc1-4023-82ba-b7f535b9b4a3,PowerTransformer
_d6cf82a2-9906-4080-994c-7a9e7c837062,voltageControl,1074055,02CCS T01 115\13.8,_1c5a6fde-5ab0-4c2b-b1c2-73b2e578c640,PowerTransformer
_a62a207c-8d2a-468d-85d9-a79b6688623d,fix,1074271,02CGN T01 115\13.8,_7ccdee63-bb90-44ef-9695-603221738a37,PowerTransformer
_a58907bc-2cfc-4950-977e-93a0e38ff94b,voltageControl,1074564,02CGP AT01 230\115,_b51d9c27-e335-4482-a30e-7d205f958edf,PowerTransformer
_e504ff73-e457-42e8-9008-ec65b42362db,voltageControl,1074778,02CHG T01 115\13.8,_cb86a2dd-688e-4edb-bc8c-257d4254aae3,PowerTransformer
_15173138-3076-49a3-a3fb-3a9df9f321ac,voltageControl,1074784,02CHG T02 115\13.8,_cb86a2dd-688e-4edb-bc8c-257d4254aae3,PowerTransformer
_22abcf2b-3566-4225-a6a0-e0bc7cb559e4,voltageControl,1074790,02CHG AT03 115\69,_cb86a2dd-688e-4edb-bc8c-257d4254aae3,PowerTransformer
_74f786ae-c515-45d5-a18b-5245a434e710,voltageControl,1075390,02CIO T01 85\23,_c153be45-9044-4811-90f5-fb01ab05f97e,PowerTransformer
_367e00b2-235e-4b7e-9c25-02fe81e795b6,voltageControl,1075603,02CIP T03 115\13.8,_031d938f-1b09-4d99-85b9-24278600337e,PowerTransformer
_1dced34d-eb0c-4ba6-b481-94cece943f80,voltageControl,1075822,02CIV T01 115\23,_59023e92-d897-4d4e-a93c-3792a9bf03cb,PowerTransformer
_f67d5fbd-26f0-488e-97f8-5384a71ef107,voltageControl,1075828,02CIV T02 115\23,_59023e92-d897-4d4e-a93c-3792a9bf03cb,PowerTransformer
_f0bb1ceb-e4f6-4f01-abec-7c1d052661e0,voltageControl,1076149,02CLT T01 69\6.6,_5ad79b18-64f4-4cf6-8f0a-154c9c51d6ec,PowerTransformer
_6d58bb5b-534f-465a-9c20-4d9b695d40a6,voltageControl,1076341,02CSS T01 115\13.8,_fccf6575-e249-409b-b08d-7032a9db9579,PowerTransformer
_4e5f47a1-8b5c-47c9-9cde-afcbc3ca79dd,voltageControl,1076585,02CUA T01 115\13.8,_cb78e814-8591-47a4-b9ff-9956a2b5a991,PowerTransformer
_8810a0d7-ce38-4dfb-bdc5-25068bcae9d1,voltageControl,1076591,02CUA T02 115\13.8,_cb78e814-8591-47a4-b9ff-9956a2b5a991,PowerTransformer
_e99fa39e-77ef-43c9-9b7c-c1eb17777f2c,voltageControl,1076916,02CUE T01 85\23,_009a37b9-a61f-4a87-9b8a-6e69728e0d16,PowerTransformer
_ec9f5abb-b696-4604-b896-7d1489fd620d,voltageControl,1076922,02CUE T02 85\23,_009a37b9-a61f-4a87-9b8a-6e69728e0d16,PowerTransformer
_67073be0-2a8b-484f-83df-ee1104712bbf,voltageControl,1077221,02CUG T01 115\13.8,_97198f2e-fc54-4ed4-97ea-368f99712449,PowerTransformer
_8916cdea-c000-4c9b-a37f-650947f5c520,voltageControl,1077420,02CUM T01 230\13.8,_d4279e00-7678-4f95-8ad4-0f57061c25bc,PowerTransformer
_345abd5f-ecc6-49fc-995b-493be9cbda55,voltageControl,1077426,02CUM T02 230\13.8,_d4279e00-7678-4f95-8ad4-0f57061c25bc,PowerTransformer
_a4bf11bb-73a7-496d-9e84-c3bfb0bf54ec,voltageControl,1077751,02CUS T01 115\13.8,_a44b1d20-1c05-4086-83d9-8f9933b19c5a,PowerTransformer
_d4fa2dcd-644a-436e-9bf6-148316b25596,voltageControl,1077959,02CYC T01 115\13.8,_270f4781-d03f-4649-b7d2-79b8e65e1fab,PowerTransformer
_1bb0cfdf-10da-41f8-9397-30e434ec89b4,fix,1078120,02ETT T01 115\13.8,_01b66b54-5b39-4cab-b9aa-9711022142fc,PowerTransformer
_67158090-9492-4bcb-92e5-e42c343704ba,voltageControl,1078359,02GAR T01 115\13.8,_e4a1ef7d-181e-427d-b34c-90a0152d4b6e,PowerTransformer
_350aef20-4e19-4ed6-992e-fa8b0c86aca7,voltageControl,1078365,02GAR T02 115\13.8,_e4a1ef7d-181e-427d-b34c-90a0152d4b6e,PowerTransformer
_ec28930c-b18a-4d14-a6f5-a3b326d714c5,voltageControl,1078645,02HEL T01 115\23,_b4bddb1e-f615-4f34-8c60-69f44f128c31,PowerTransformer
_6b330fce-6f39-4a8f-b3f9-12d4a3ee9cfc,fix,1078807,02HUU T01 115\13.8,_e1715ae1-f9c4-412a-aa3b-e2a12c00cfff,PowerTransformer
_4feb63f6-bbda-426b-abf6-9e750ef590be,voltageControl,1078989,02ICS T01 115\13.8,_c580075e-15dd-45ec-ba83-9cde7a265047,PowerTransformer
_8252e8c1-a8ae-4fc7-8db3-e6b634e8ee6d,voltageControl,1079221,02IGU T01 115\23,_434761de-bfec-44d4-a3e9-11d45822c76b,PowerTransformer
_ab372dab-99fa-4561-8c55-941e102ca88b,voltageControl,1079227,02IGU T02 115\23,_434761de-bfec-44d4-a3e9-11d45822c76b,PowerTransformer
_cd550489-4061-4ace-818d-ff67ce82950f,voltageControl,1079661,02ITP AT01 230\115,_2c925299-f9c0-42cd-8252-67742b91fe7f,PowerTransformer
_89030f2a-95c6-416a-8b30-1204fd018da8,voltageControl,1079819,02JIU T01 115\23,_c04735f9-bb7f-4722-92c4-b556d09b1209,PowerTransformer
_b36b03fc-a45d-417b-89c3-4bc5b32c6357,voltageControl,1079825,02JIU T02 115\23,_c04735f9-bb7f-4722-92c4-b556d09b1209,PowerTransformer
_b90fd051-b7ee-460b-a7cf-3fb6a6fc1afd,voltageControl,1080178,02JJT T01 115\13.8,_c8af7f25-a024-4d80-af96-8183b1b0a7da,PowerTransformer
_512c4d04-7d92-4e68-9363-7e8f16d18e40,voltageControl,1080184,02JJT T02 115\13.8,_c8af7f25-a024-4d80-af96-8183b1b0a7da,PowerTransformer
_403cebe8-8711-4eb2-bc8e-b852407ffb5e,voltageControl,1080499,02JRN T01 115\13.8,_aa91f07b-cfde-4080-9c1c-66104d3673a9,PowerTransformer
_83638227-6d5d-4de2-a6ea-66c1399d4fc7,voltageControl,1080976,02LAT T03 115\13.8,_48f48d07-af40-4bab-b7b2-af10fa11a468,PowerTransformer
_af2425b2-f5c2-469b-8879-d04483735f3b,voltageControl,1080982,02LAT T04 115\13.8,_48f48d07-af40-4bab-b7b2-af10fa11a468,PowerTransformer
_9a661dcb-6c99-40f0-ac41-9a3d57b24529,voltageControl,1080988,02LAT AT01 230\115,_48f48d07-af40-4bab-b7b2-af10fa11a468,PowerTransformer
_fa4be791-1e31-46ef-bcd0-758f881b1a3c,voltageControl,1080994,02LAT AT02 230\115,_48f48d07-af40-4bab-b7b2-af10fa11a468,PowerTransformer
_d3e61615-cd24-4d30-a065-35eb24323753,voltageControl,1081379,02LMM T01 115\13.8,_c89244fd-d7da-431a-9552-19185a9de080,PowerTransformer
_edb57ebb-1b4e-4258-b1f8-0118f3ffc6e8,voltageControl,1081595,02LOC T01 115\13.8,_08878b2f-c2e5-4c01-a1a4-72f447d98c8f,PowerTransformer
_b690bdbd-97ea-41ce-b6f6-271ff1c28f8f,voltageControl,1081601,02LOC T02 115\13.8,_08878b2f-c2e5-4c01-a1a4-72f447d98c8f,PowerTransformer
_ca1252f9-0eee-43c2-87f7-7e46b9482917,fix,1081900,02LTP T01 115\13.8,_d429898a-7c5d-46ba-bd52-343c5ad61267,PowerTransformer
_a80ef8f2-59fa-4f06-a496-a3e46e25b015,voltageControl,1082272,02MFB T01 115\13.8,_81d2edb6-bec6-4129-8293-3ad03559356c,PowerTransformer
_bee4c1a4-8c2e-4e4a-8908-894da0575dc0,voltageControl,1082278,02MFB T02 115\13.8,_81d2edb6-bec6-4129-8293-3ad03559356c,PowerTransformer
_ef4c329f-aa4d-4c9f-b877-b99c664892e3,voltageControl,1082284,02MFB T03 115\13.8,_81d2edb6-bec6-4129-8293-3ad03559356c,PowerTransformer
_4b2d8852-7fa1-476e-97e9-98686733f3a5,fix,1082662,02MIP T01 115\13.8,_90d34adb-ab84-4ea2-8f88-45dc22a65763,PowerTransformer
_dbe2aaa8-a6e0-45f4-8d23-2c5652cf9e79,fix,1082818,02MLN T01 115\13.8,_b0f42d22-3e3e-4339-b5e8-93efc4b0135a,PowerTransformer
_83518e2e-68ff-4a2f-9c9f-564b8ca06fb3,voltageControl,1083138,02MOZ T01 115\13.8,_96bc56f6-a9ea-4e17-aa0a-d5ebb7c62e98,PowerTransformer
_a376c576-8bfc-4728-a08c-2b457dd130f0,voltageControl,1083389,02MRA T01 115\13.8,_82309c1b-15df-4db6-a0d2-37593f1b28b6,PowerTransformer
_aff486b1-8de5-4235-b32e-31a18b907ea0,voltageControl,1083395,02MRA T02 115\13.8,_82309c1b-15df-4db6-a0d2-37593f1b28b6,PowerTransformer
_309b2b0e-2eb9-4a19-a09a-4ebcbaefb5f3,fix,1083675,02MTL T01 115\13.8,_cad57d73-3b84-41a4-898d-bcca60c77090,PowerTransformer
_d6221ac6-093f-4170-b79f-e51c738c3859,voltageControl,1084144,02MZL T03 115\13.8,_32da3185-a8fa-4dca-b00e-4a402d4c70cd,PowerTransformer
_f31c155e-fa9e-4554-9b50-3d9e43911362,voltageControl,1084150,02MZL AT01 230\115,_32da3185-a8fa-4dca-b00e-4a402d4c70cd,PowerTransformer
_39356758-5b10-4670-909f-96c0a91a3da1,voltageControl,1084156,02MZL AT02 230\115,_32da3185-a8fa-4dca-b00e-4a402d4c70cd,PowerTransformer
_f54fcf19-2dc0-4e6d-9759-1293b0f5a8f8,voltageControl,1084398,02NSN T01 115\23,_f3f7ce02-d5cc-400e-8bed-c0c00abdd3f6,PowerTransformer
_690b267d-72cf-4cf4-b42e-7881b9bcc34a,fix,1084548,02OLN T01 115\13.8,_d3e18de9-2f3b-47ca-b54f-2da2b372c6d4,PowerTransformer
_565a56d8-8391-4d9f-b2df-ad52f01b17df,fix,1084769,02OMT T01 115\13.8,_38140b5c-d21d-4e3d-8fc0-a8dd08e26759,PowerTransformer
_1dbab304-c145-458f-a7db-bcce76766897,voltageControl,1084984,02PDI T01 115\13.8,_6cfd682e-a693-401f-943a-be8891f92bdc,PowerTransformer
_b1d9a5a5-9688-4cc2-9fab-24e4497b2a76,voltageControl,1084990,02PDI T02 115\13.8,_6cfd682e-a693-401f-943a-be8891f92bdc,PowerTransformer
_c40931f3-2ba0-408f-879b-2bd9e7dc13a5,fix,1085564,02PIC T02 230\12.1,_756cfeb7-ba22-4c73-bcf5-ca1570148872,PowerTransformer
_ddbc55d0-619c-4e59-b857-55e1a1d39a0c,voltageControl,1085569,02PIC AT01 230\115,_756cfeb7-ba22-4c73-bcf5-ca1570148872,PowerTransformer
_92ab3589-797c-4ed6-b71a-3897f03a66d2,fix,1085743,02PPG T01 115\13.8,_5c6b48f4-9186-462f-91d0-1b35034f7471,PowerTransformer
_faec08dd-7989-4f86-8e2e-3bcdda0b9286,voltageControl,1086002,02PPN T01 115\13.8,_6ac3575b-237a-4c92-b956-b9a02908f711,PowerTransformer
_6d84403e-c93f-4e85-9497-0e47377732f5,voltageControl,1086008,02PPN T02 115\13.8,_6ac3575b-237a-4c92-b956-b9a02908f711,PowerTransformer
_e64bad64-0ea8-4b45-8b15-f3df3ad3af68,voltageControl,1086317,02PTI T01 85\13.8,_0892afa5-33af-47c7-9655-b20d76f964ab,PowerTransformer
_a706cdea-1e8c-4468-8978-a61b19e2e88a,voltageControl,1086513,02PTT T01 115\13.8,_b3a11d4b-88f5-4e94-9dfb-36eae39bb9f8,PowerTransformer
_5c862ebf-756f-4d86-94bc-c2f3ad7c810c,voltageControl,1086735,02PUI T01 115\13.8,_c4279602-6904-48c6-a4e1-f1920af645af,PowerTransformer
_65b5a0a8-df2e-487a-aa99-84208a4fab4f,voltageControl,1086741,02PUI T02 115\13.8,_c4279602-6904-48c6-a4e1-f1920af645af,PowerTransformer
_229d663f-65a3-4a50-b0ca-63fd6976e174,voltageControl,1087069,02PUM T01 115\13.8,_bd3bb221-b4b9-45a6-b171-bbf0a45f18cd,PowerTransformer
_d6041a37-db28-44ce-bf3a-7a172dd3bc42,voltageControl,1087075,02PUM T02 115\13.8,_bd3bb221-b4b9-45a6-b171-bbf0a45f18cd,PowerTransformer
_67225b29-0e73-4c5f-9c6a-b0d189f025d6,voltageControl,1087379,02PYS T02 115\13.8,_142993f3-a9c7-414d-8169-953e375ab3d0,PowerTransformer
_76243da1-ff1f-4cd4-8f02-ad23df4ba238,fix,1087550,02PZR T01 115\13.8,_8e62bd58-9b33-4e85-8502-37ccefd3ec10,PowerTransformer
_9480cba1-4905-48e3-9910-657c75763d94,voltageControl,1088066,02QMD T04 115\13.8,_a4ab5586-9184-453c-9c2b-fc3a8a7f82ad,PowerTransformer
_a393a600-c614-438e-862a-12417fb262ec,voltageControl,1088072,02QMD AT01 230\115,_a4ab5586-9184-453c-9c2b-fc3a8a7f82ad,PowerTransformer
_ab8feba2-8feb-4140-8a3b-519c454b6b53,voltageControl,1088078,02QMD AT02 230\115,_a4ab5586-9184-453c-9c2b-fc3a8a7f82ad,PowerTransformer
_b8e93b83-a89f-4d5f-9147-523b7f2af860,voltageControl,1088084,02QMD AT03 115\69,_a4ab5586-9184-453c-9c2b-fc3a8a7f82ad,PowerTransformer
_c4a7f29f-7868-459d-b2e7-18e8e2b6c382,voltageControl,1088545,02REN T01 115\13.8,_5eecf9c1-9015-47b4-812e-683457ea701d,PowerTransformer
_29068a8f-5d84-484e-aec9-289cbfb954f0,voltageControl,1088551,02REN T02 115\13.8,_5eecf9c1-9015-47b4-812e-683457ea701d,PowerTransformer
_95e9ef16-7bd5-42e1-943b-e2d8cc52cb81,fix,1088843,02SLS T01 115\13.8,_b591d78b-9ba7-4bc3-b144-d5eb243e8f16,PowerTransformer
_20c81df6-2f8a-439b-8c20-ee82fb69472a,fix,1089040,02SLU T01 115\13.8,_17446145-1b08-4686-9b1b-63dfce150636,PowerTransformer
_1d9cd862-fbb0-44ad-b445-19e3d3681d62,fix,1089257,02TAN T01 115\13.8,_7044645b-ee68-46c7-adc5-428e08baee8a,PowerTransformer
_8dfb7323-ae62-469a-a21e-feaefd686950,voltageControl,1089442,02TBH T01 85\23,_4840950b-21a5-43c9-bc38-cca1035622f9,PowerTransformer
_b0c3767d-4551-4c20-889a-a4db821a72fb,voltageControl,1089638,02TCA T01 115\13.8,_decc9b6f-3b41-4f82-866b-68e2d7cd44d2,PowerTransformer
_2b363128-c58e-4d6b-bf17-9a72698152cb,voltageControl,1089810,02TCE T01 115\13.8,_cb01e4a8-1be5-41e0-9453-d59a40e81d62,PowerTransformer
_1586731a-48cd-4db5-afef-d8bbfdbe45d7,voltageControl,1090018,02TEZ T01 115\23,_af271878-1908-4d70-a56a-dd7611591bed,PowerTransformer
_18537199-2128-4aa4-a447-a7f16d99bd5d,fix,1090182,02THU T01 115\13.8,_9122db52-5a67-4c13-acb4-64d0e3e59bca,PowerTransformer
_40127056-ed77-4ff1-842c-8f24d0bbd0e4,voltageControl,1090386,02TIE T01 115\13.8,_02497194-9086-49b7-b688-546cb4229f41,PowerTransformer
_0acc92a0-1899-4fb9-816b-210e40d0f23b,voltageControl,1090565,02TIT T01 115\13.8,_a3069237-901e-4664-9e44-904b626f527f,PowerTransformer
_caa47892-6ffa-4bfd-b0ff-406fba9d065d,voltageControl,1090821,02TJA T01 115\23,_574d1e07-3417-4566-b033-d6c5c7e635a0,PowerTransformer
_6a3a6648-4d59-42f7-9715-819a9b872b70,voltageControl,1090827,02TJA T02 115\23,_574d1e07-3417-4566-b033-d6c5c7e635a0,PowerTransformer
_5df8966c-b1e4-41ae-9cde-a76f9307845e,voltageControl,1091163,02TLZ T01 85\13.8,_7c01315b-168e-4c69-83b7-6b5fdc631ecd,PowerTransformer
_f956f4c0-a9a2-4287-bb15-372514d30c85,voltageControl,1091358,02TMX T01 85\23,_699ba641-0913-46cf-b4c9-6717a4ff1ecb,PowerTransformer
_4b44eecb-9336-4f64-9682-dcfd583d084f,voltageControl,1091606,02TPL T01 115\13.8,_32737bc3-ea84-4801-94ce-7d32f38b7993,PowerTransformer
_5bfb8bb0-1068-4221-b74c-ea8593b787e2,voltageControl,1091612,02TPL T02 115\13.8,_32737bc3-ea84-4801-94ce-7d32f38b7993,PowerTransformer
_1c22d8d8-88b3-427b-b352-b2d42027a343,fix,1091933,02TUQ T01 115\13.8,_c8196a4f-1564-4637-ae49-048badd19e5b,PowerTransformer
_cac53955-0926-4623-b525-5d8e23b5f0b3,voltageControl,1092156,02TXO T01 115\23,_7b80fade-d4f7-4511-a31e-63df80efe58e,PowerTransformer
_6e6e2d9b-5df4-4d4e-a1c4-18f06875035a,voltageControl,1092162,02TXO T02 115\23,_7b80fade-d4f7-4511-a31e-63df80efe58e,PowerTransformer
_c47408e8-8a1b-44e1-9666-836907d84fdc,voltageControl,1092584,02UNN T01 115\13.8,_9127b0a1-64e5-4d2c-a5a3-2d2fb81ba1f9,PowerTransformer
_9e2ed502-eddf-4503-95ea-4337ec0458d4,voltageControl,1092788,02VEN T01 69\6.6,_37b6f8ab-9987-4a2f-b415-78b2fee01084,PowerTransformer
_fa27126e-dd75-4214-babb-33a3ca3195d4,voltageControl,1092794,02VEN T02 69\6.6,_37b6f8ab-9987-4a2f-b415-78b2fee01084,PowerTransformer
_b590238a-812d-41d2-b485-9c551e5364b1,voltageControl,1092800,02VEN T03 69\6.6,_37b6f8ab-9987-4a2f-b415-78b2fee01084,PowerTransformer
_a7e6a83b-48c4-4353-8813-286503cbe60d,voltageControl,1092806,02VEN T04 69\6.6,_37b6f8ab-9987-4a2f-b415-78b2fee01084,PowerTransformer
_35a42652-980c-4701-9c68-a0f3dae835ee,voltageControl,1092812,02VEN T05 69\6.6,_37b6f8ab-9987-4a2f-b415-78b2fee01084,PowerTransformer
_49c98fe7-f7fc-40cf-8567-4b59144e3e3b,voltageControl,1092818,02VEN T06 69\13.8,_37b6f8ab-9987-4a2f-b415-78b2fee01084,PowerTransformer
_25057cb5-f377-4a05-9707-d5cad5261a85,voltageControl,1093059,02XCH T01 85\13.8,_b6cd7426-0ba0-4cb8-9f69-61e0a0a61d5f,PowerTransformer
_2bb7bf39-607d-4d42-a1fa-1b85948ab2d4,voltageControl,1093279,02YCP T01 230\13.8,_2973e1e2-6011-43d3-8ade-7f09dc044e0e,PowerTransformer
_1c29f350-78a5-4b6b-af65-adedd4d81b34,voltageControl,1093285,02YCP T02 230\13.8,_2973e1e2-6011-43d3-8ade-7f09dc044e0e,PowerTransformer
_aadffeb5-aa7e-4807-9f88-4113429f8f40,voltageControl,1094027,02ZAP T01 230\85,_82a2e28a-6b0a-4e48-bc37-5ef8794c2ace,PowerTransformer
_9573f92a-262c-4a6c-b5a6-9a85959c3997,voltageControl,1094033,02ZAP T02 230\85,_82a2e28a-6b0a-4e48-bc37-5ef8794c2ace,PowerTransformer
_db80dab5-d148-4118-bb5b-5ca681a24efa,voltageControl,1094039,02ZAP T05 85\23,_82a2e28a-6b0a-4e48-bc37-5ef8794c2ace,PowerTransformer
_8dff8641-dea9-4030-b0c4-1cd6f84ffe4a,voltageControl,1094045,02ZAP T06 85\23,_82a2e28a-6b0a-4e48-bc37-5ef8794c2ace,PowerTransformer
_713ad1fb-32f1-4c93-842b-41a12d93f636,voltageControl,1094051,02ZAP AT03 230\115,_82a2e28a-6b0a-4e48-bc37-5ef8794c2ace,PowerTransformer
_4b9a8833-964b-4575-825f-6627af1cc2c5,voltageControl,1094057,02ZAP AT04 230\115,_82a2e28a-6b0a-4e48-bc37-5ef8794c2ace,PowerTransformer
_b824fb63-cd23-403c-8f1c-3b980cceec9f,voltageControl,1094540,02ZHD T01 115\13.8,_70b9c3b3-5c41-4b89-a6c7-ec2b8f8400bf,PowerTransformer
_cb51c24d-2a28-4b6c-9ffc-55a1f2fb79a2,voltageControl,1094546,02ZHD T02 115\13.8,_70b9c3b3-5c41-4b89-a6c7-ec2b8f8400bf,PowerTransformer
_2d8a7535-c26d-4bb9-8669-152f279f2193,voltageControl,1094910,02ZIH T01 115\13.8,_9bd0cc3a-6cb2-47c5-865c-0b2e85ac9844,PowerTransformer
_0b558772-8a2f-4951-834a-9f04e49c58bc,voltageControl,1094916,02ZIH T02 115\13.8,_9bd0cc3a-6cb2-47c5-865c-0b2e85ac9844,PowerTransformer
_e5f1443d-ebab-453d-89e1-4ce1b2e3ec8c,voltageControl,1095262,02ACA T01 115\13.8,_7e738cab-d867-4ae2-8e79-b1dbf1ce687b,PowerTransformer
_6e74efac-b6a1-432e-a2de-711456d95c37,voltageControl,1095472,02ACZ T01 115\13.8,_9d9c7f27-fd3f-451b-9d63-7d568ebae985,PowerTransformer
_364a6026-35ca-4cff-8d5b-f81939f5058f,voltageControl,1095687,02AEN T01 115\13.8,_56c78696-fcf4-4264-94a3-c23fe742b7e5,PowerTransformer
_89cea026-8a97-4ed0-b083-c6551168c977,voltageControl,1095693,02AEN T02 115\34.5,_56c78696-fcf4-4264-94a3-c23fe742b7e5,PowerTransformer
_0a8ddfb6-5d56-4f2d-99d2-3cdf1864a5dc,voltageControl,1095970,02AES T01 230\34.5,_1878c40f-0463-4df7-9de4-d7559f1eccb0,PowerTransformer
_e4b7b9e1-1e31-49ed-bc0e-b6cf4920a24d,voltageControl,1095976,02AES T02 230\13.8,_1878c40f-0463-4df7-9de4-d7559f1eccb0,PowerTransformer
_2f25bb3d-5be6-4590-b5c0-a2cbc32b6666,voltageControl,1096286,02AGA T01 115\13.8,_3dd50e43-3368-41e8-8419-8de659ab5bdd,PowerTransformer
_38a0cb37-640e-41a2-8006-bb2355c43613,voltageControl,1096669,02AMZ T01 115\13.8,_ba86875e-7e8c-4086-87ef-882ddba5f31d,PowerTransformer
_a9a07fba-c3ed-442f-9e84-fe26c13d083d,voltageControl,1096675,02AMZ T02 115\34.5,_ba86875e-7e8c-4086-87ef-882ddba5f31d,PowerTransformer
_dddb20c2-d426-4bd1-84ba-b74594b801bc,voltageControl,1097045,02ANC T01 115\34.5,_dc23854f-f6ab-4fd6-a9e4-3e6d314ab742,PowerTransformer
_7079fcf6-f2ea-44b5-8ff3-4d26e9648a30,voltageControl,1097051,02ANC T02 115\13.8,_dc23854f-f6ab-4fd6-a9e4-3e6d314ab742,PowerTransformer
_4c736464-37dc-4c71-aaa2-580f6eb8dd67,voltageControl,1097370,02API T01 115\13.8,_0775e294-841f-4a85-8f93-6cfe7a82004c,PowerTransformer
_2b16f128-bca5-4e0e-b24c-d558797af726,voltageControl,1097602,02ATC T01 115\13.8,_00c2c09a-88a3-42c8-a78f-e85415a6909a,PowerTransformer
_63709ed9-0a5f-443b-981d-f5a3ba31a110,voltageControl,1097842,02ATZ T01 115\34.5,_16599043-56da-4129-ac6d-91259f18180f,PowerTransformer
_87f5a5a0-3f41-4930-ac90-b9dc641b18c1,voltageControl,1098043,02AUN T01 115\13.8,_32cd4e49-f168-458d-a9d1-33c68935bb98,PowerTransformer
_ad5dd217-eb95-4779-9f45-39c0cf4c1a61,voltageControl,1098049,02AUN T02 115\13.8,_32cd4e49-f168-458d-a9d1-33c68935bb98,PowerTransformer
_ecbddd08-e94c-4713-b040-c37db8b4d467,voltageControl,1098339,02AXT T01 115\13.8,_612db5ac-f642-41e1-9708-e3cfd183d385,PowerTransformer
_cef1abb7-74f3-415d-ae66-f49e312db784,voltageControl,1098529,02AZY T01 115\13.8,_86452dd5-3906-407a-96bd-f305e7727c19,PowerTransformer
_64e8129c-808a-46e3-9ad4-ffe42b62612a,voltageControl,1098688,02BEN T01 115\34.5,_492435c5-c38c-4093-96fc-1bcb876119c4,PowerTransformer
_c1197922-245b-494e-a61f-8520ca87cf42,voltageControl,1098694,02BEN T02 115\34.5,_492435c5-c38c-4093-96fc-1bcb876119c4,PowerTransformer
_f427a40b-3246-4b9b-a841-6e7f426440f1,fix,1098970,02BGS T01 115\13.8,_4ac70cb4-306d-482e-8d5d-a1bd4034b53e,PowerTransformer
_d91986f2-2123-4dec-8e7f-5e698d3928f7,fix,1098975,02BGS T02 115\34.5,_4ac70cb4-306d-482e-8d5d-a1bd4034b53e,PowerTransformer
_def57368-cc76-44da-ba1a-efc1210efba9,fix,1099251,02BOE T01 115\13.8,_0b178b9c-9d43-488d-b12a-f439271d28eb,PowerTransformer
_0d938701-dbba-44f3-b6b2-5bc55d0df213,voltageControl,1099531,02CDX T01 115\34.5,_c8559f54-d476-4d04-b3bb-378f660e9aff,PowerTransformer
_31bb526c-6d4b-48c2-b983-793451f42bca,fix,1099682,02CEF T01 115\13.8,_14897592-9f01-4a94-b528-f7b90ca23b89,PowerTransformer
_d079d0d1-75d2-44fc-ac38-157b0feafd57,voltageControl,1099838,02CHH T01 115\13.8,_9714f6c6-4aae-41da-818a-b0cc0399cd3c,PowerTransformer
_ddd73a88-f86c-4dc5-8178-1c681aef64e5,voltageControl,1100064,02CIY T01 115\13.8,_cdff9884-9274-4f52-bd1d-2575ce89d0a8,PowerTransformer
_a12edd13-c472-4448-a434-84ff807007db,voltageControl,1100070,02CIY T02 115\13.8,_cdff9884-9274-4f52-bd1d-2575ce89d0a8,PowerTransformer
_e76b3380-a0ac-4aab-8332-a526b6ee66b0,voltageControl,1100443,02CNU T01 115\34.5,_b99546d5-7a68-43ce-97af-e8c3ab642d42,PowerTransformer
_93319551-8c22-41aa-8d3d-8086d97c2115,voltageControl,1100715,02CPA T01 115\13.8,_191dcfd8-aaf6-40d0-a9c2-ed4e51487903,PowerTransformer
_4758c158-6d95-4701-9c10-021c4868fce3,voltageControl,1100721,02CPA T02 115\34.5,_191dcfd8-aaf6-40d0-a9c2-ed4e51487903,PowerTransformer
_f6243925-7bc3-4404-a5d4-5e531ab77079,voltageControl,1101094,02CPL T01 115\34.5,_e23a1e92-d274-4d08-8b56-03001c4797b1,PowerTransformer
_080c79ee-8dcc-4bf5-a52e-f03b490bf7e1,voltageControl,1101100,02CPL T02 115\13.8,_e23a1e92-d274-4d08-8b56-03001c4797b1,PowerTransformer
_a2fff095-24ed-4cb2-b560-eac8458358fe,voltageControl,1101391,02CPO T01 115\13.8,_a5bd8fda-bf51-4940-b4b2-e727d871b593,PowerTransformer
_b0d2ad16-3736-4068-9b52-6a112bbf522a,voltageControl,1101587,02CTM T01 115\34.5,_f4c4ca8d-c578-4ebd-93db-0960b9d03d4f,PowerTransformer
_5a8a8641-69c6-470a-a6a9-ee94a544986a,fix,1101889,02CUX T01 115\13.8,_f66d215a-d34f-442a-a61a-7646731f2489,PowerTransformer
_a34e7e6a-9f92-4901-b90f-4eff7cc1ea8e,voltageControl,1102250,02ECN T01 115\13.8,_0ce567a3-d46e-453c-84d8-a0fc4cf4b669,PowerTransformer
_881dc2e4-bd74-48fd-8b7a-a4e944d77fa1,voltageControl,1102256,02ECN T02 115\34.5,_0ce567a3-d46e-453c-84d8-a0fc4cf4b669,PowerTransformer
