"RatioVariation:
InternalId","RatioVariation:
ID","RatioVariation:
Name","RatioVariation:
TapPosition","RatioVariation:
Parent","RatioVariation:
ObjectType","TapChanger:
InternalId","TapChanger:
Name","RatioVariation:
RatioVariationMemberOfTapChanger:
TapChanger:
ID","TapChanger:
Parent","TapChanger:
ObjectType"
1449292,_ad9f4c4a-e938-4f08-80e2-957f19f7c143,RatioVar_16,16,_0f686d45-37c1-4dc4-a218-291f661cf51e,RatioVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449293,_6a1615ad-8dfa-409c-a88b-5d949c8eac7e,RatioVar_17,17,_0f686d45-37c1-4dc4-a218-291f661cf51e,RatioVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449294,_469e4d37-c96b-48fb-8847-af123a7b27fb,RatioVar_18,18,_0f686d45-37c1-4dc4-a218-291f661cf51e,RatioVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449295,_34e033fe-888a-4e9b-9922-b313eb11b371,RatioVar_19,19,_0f686d45-37c1-4dc4-a218-291f661cf51e,RatioVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449296,_321da79a-c8dd-455b-9479-2dcff254f5f1,RatioVar_20,20,_0f686d45-37c1-4dc4-a218-291f661cf51e,RatioVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449297,_0e066455-d1a7-4de3-bcf5-3ae6fac5d88c,RatioVar_21,21,_0f686d45-37c1-4dc4-a218-291f661cf51e,RatioVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449298,_f8a8d15a-5141-4476-841b-398e9aaef056,RatioVar_22,22,_0f686d45-37c1-4dc4-a218-291f661cf51e,RatioVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449299,_15ed0052-bc53-4c3d-9e8a-c3bb1dda5d3b,RatioVar_23,23,_0f686d45-37c1-4dc4-a218-291f661cf51e,RatioVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449964,_dac99662-59f4-4f64-bd9b-6de4045a4fce,RatioVar_1,1,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449965,_193cb0c1-016d-4e55-a228-5aca86590a53,RatioVar_2,2,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449966,_8c941a22-9f1e-436a-82fd-bd9405f601ce,RatioVar_3,3,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449967,_9bf36de5-6ad2-40e1-8e6d-517ae3d015fe,RatioVar_4,4,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449968,_693deb17-b3a1-48d5-a3dd-078e077d4936,RatioVar_5,5,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449969,_335b49de-a812-4d8c-bd6f-4460fda326d3,RatioVar_6,6,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449970,_08daabe1-7151-4cfc-8feb-9c2a8e6e6997,RatioVar_7,7,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449971,_6333f7c0-3ca6-44af-b906-f4ed5608cb7c,RatioVar_8,8,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449972,_bbf9080e-28f9-48d6-9d9f-f435d01f0f49,RatioVar_9,9,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449973,_cd1f32a8-576c-44b0-bd5a-878134dafdbb,RatioVar_10,10,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449974,_fa0e1ae3-5b62-465b-a8ff-4d0e1d9c81d7,RatioVar_11,11,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449975,_43d5fb35-ff1a-43ad-be2a-e59a15184080,RatioVar_12,12,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449976,_a7ecdf30-8a0c-43ae-b321-9273fcaf0d63,RatioVar_13,13,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449977,_50d834e9-3a5b-4091-a2d2-87f7dd534e1b,RatioVar_14,14,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449978,_3cb3f722-99d1-4ded-97ec-073a7b7fd26f,RatioVar_15,15,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449979,_492da86e-8c58-43e4-80f9-41e698953586,RatioVar_16,16,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449980,_321f63d4-4ff6-493b-ae4e-5452d69b4e7b,RatioVar_17,17,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449981,_a690b6bb-a305-411b-94f1-55d6dd1deebb,RatioVar_18,18,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449982,_0f2b65a7-37d5-4083-8134-47bd1cac0341,RatioVar_19,19,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449983,_945b80af-1ed3-423f-8df3-1d92d7449c39,RatioVar_20,20,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449984,_22d07530-714e-40b1-8f4c-12eb7a7df952,RatioVar_21,21,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449985,_3679cca3-c030-4982-8d8e-ce2d968b9183,RatioVar_22,22,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1449986,_5c7062bc-df48-4528-b74c-177771898d1e,RatioVar_23,23,_4b8ade81-dcba-4798-8a87-51e12f1f0246,RatioVariation,1449963,High Tap,_4b8ade81-dcba-4798-8a87-51e12f1f0246,_f0aa6335-5dd7-49b1-b97c-dade484e9454,TapChanger
1450017,_91a0b502-9f26-48b6-b0bd-db09e1362fd4,RatioVar_1,1,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450018,_8f16ca17-a6eb-42f6-9555-db0c679abbcb,RatioVar_2,2,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450019,_95fe0fe6-928c-49cb-976d-b80fc3d3844d,RatioVar_3,3,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450020,_9d56908e-2c58-4424-b17d-9708d8e4f4c7,RatioVar_4,4,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450021,_cffb6570-25e9-49d1-8194-d53c549583dd,RatioVar_5,5,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450022,_2c44dfc7-d5da-4dbe-912e-dce0c812332d,RatioVar_6,6,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450023,_dbcbe5e4-8179-483c-88a0-406a4e3f07a7,RatioVar_7,7,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450024,_23b53974-f9db-4e16-9a80-20e02ade0620,RatioVar_8,8,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450025,_6d4109e9-046e-403b-8dc8-8e30b38d88b1,RatioVar_9,9,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450026,_1a2f94fa-3316-428f-b62f-86231cf027e3,RatioVar_10,10,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450027,_d5a9d888-a114-4b50-a858-6ed33e715291,RatioVar_11,11,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450028,_6477f350-02ed-44da-975a-3d5684987fa8,RatioVar_12,12,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450029,_73ece6e9-3fac-4731-b110-6ad0062ed142,RatioVar_13,13,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450030,_5918296b-871c-4259-91e0-43a4c86f7229,RatioVar_14,14,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450031,_580e5d0b-be54-434c-900a-69140dc96205,RatioVar_15,15,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450032,_b1ea8fd6-8757-4a43-b099-e106f01a5c84,RatioVar_16,16,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450033,_648217ac-a4f3-424e-9d10-314b5214ddde,RatioVar_17,17,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450034,_5797ecf7-289e-430c-97b6-21a196efe21e,RatioVar_18,18,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450035,_09a4a52c-e879-46ad-8786-8b18af734cf4,RatioVar_19,19,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450036,_fe0c4607-45d0-4be9-8f2b-61f7a8f83105,RatioVar_20,20,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450037,_a91a7f47-988d-455d-b78a-aa884cdd3123,RatioVar_21,21,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450038,_8421cf64-d0f8-4996-8272-08323b73ff34,RatioVar_22,22,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1450039,_9450a870-dbf2-41af-9a25-b2446d317ff6,RatioVar_23,23,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,RatioVariation,1450016,High Tap,_8ea12ae1-bdc6-4e40-bc5a-c758f4053db5,_501394c0-73fb-4c7e-939d-29fca1a2312c,TapChanger
1451239,_6ce4baaf-099c-4dfa-a401-34ac8b2b11bb,RatioVar_1,1,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451240,_a15ded4b-35bb-4cf7-bd68-d7bb7e8a8768,RatioVar_2,2,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451241,_e78c340b-a925-4360-8e57-4af620543db8,RatioVar_3,3,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451242,_8fc7eb2a-c895-4c59-bdc8-bc1076477996,RatioVar_4,4,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451243,_7e55418a-4407-4e47-ae2d-4c9c5c1498da,RatioVar_5,5,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451244,_0c987d4b-5085-4676-9543-ec2a504ccc28,RatioVar_6,6,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451245,_34f36512-4285-44c3-b855-aa7f67915c96,RatioVar_7,7,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451246,_504be411-a01f-4f4a-bec8-506cab421b23,RatioVar_8,8,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451247,_c62d8593-2f4f-4c30-ab90-b9a1002b68ea,RatioVar_9,9,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451248,_14db17e0-ad00-4538-897f-185d98470e3d,RatioVar_10,10,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451249,_dd9102df-3fdf-411a-899b-bd3676baebdb,RatioVar_11,11,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451250,_a89c0186-23a3-466d-adfa-f6a63b4455f1,RatioVar_12,12,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451251,_5837ea42-a1d5-4840-9aed-20f0644f2723,RatioVar_13,13,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451252,_12ea4562-8bbb-4c79-a3ae-aee8c50144fd,RatioVar_14,14,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451253,_dd8ee9d5-7c9b-4bcc-bab3-0a5700eeef58,RatioVar_15,15,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451254,_4d127fd3-9407-41c6-9f3c-b2667998d949,RatioVar_16,16,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451255,_45c45f29-a576-477b-aa19-88f02b7361fa,RatioVar_17,17,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451256,_4b303aa0-609b-4536-8d23-d1aca5f740a5,RatioVar_18,18,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451257,_27e8521f-30fc-438f-944f-2051960ef3ff,RatioVar_19,19,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451258,_48773756-92c4-4684-b59c-cc92024a72db,RatioVar_20,20,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451259,_cf46b87f-4533-4a46-b505-67dd934e53ed,RatioVar_21,21,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451260,_1e47b9cc-6b92-4cfc-ab8f-0a1540f2278b,RatioVar_22,22,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451261,_847339d1-9a20-4b23-9db9-6abcdb60f8d9,RatioVar_23,23,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,RatioVariation,1451238,High Tap,_4f7c4e8d-f3bc-4131-a97c-39f4a6fe14a6,_f024abf6-9963-47f9-81aa-4866fd8957bd,TapChanger
1451292,_d3d46002-f171-4f25-9eee-b6c58ec24504,RatioVar_1,1,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451293,_cd9c3c56-7036-45b8-9436-890478875c99,RatioVar_2,2,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451294,_32d9fd2a-1fd5-457b-a66c-4b10e03610be,RatioVar_3,3,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451295,_b88eef3c-ce12-4c6b-beb4-55fdb4081f0d,RatioVar_4,4,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451296,_6cca33ce-68d4-48e5-ab91-4765a333cfb9,RatioVar_5,5,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451297,_0d990b32-c83c-4ae5-97b4-e698214efced,RatioVar_6,6,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451298,_0af40545-058e-430f-b018-f9f4bda7eecc,RatioVar_7,7,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451299,_57b82c97-2b09-42a6-bde7-0138944a0c56,RatioVar_8,8,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451300,_cfa16912-3448-42cc-beda-0376e6dbacf6,RatioVar_9,9,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451301,_377d9a20-f37a-4799-91e5-414479eaaecd,RatioVar_10,10,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451302,_e6aeb3f9-a5c1-42c7-99e2-ccc1fbf2f76e,RatioVar_11,11,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451303,_abb0c250-d754-4b52-8e38-28b2a309614a,RatioVar_12,12,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451304,_2803cd82-e024-4fd8-9bda-5c74f750af65,RatioVar_13,13,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451305,_754ffda3-0db9-4097-9334-4f8575e451e6,RatioVar_14,14,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
1451306,_04db149a-217e-4940-8c78-262538ccb500,RatioVar_15,15,_d701f69c-e775-483d-8eef-51eeba588f16,RatioVariation,1451291,High Tap,_d701f69c-e775-483d-8eef-51eeba588f16,_94068c92-b82f-4bcb-9d8c-1471dabd9882,TapChanger
