"RatioVariation:
InternalId","RatioVariation:
ID","RatioVariation:
Name","RatioVariation:
TapPosition","RatioVariation:
Parent","RatioVariation:
ObjectType","TapChanger:
InternalId","TapChanger:
Name","RatioVariation:
RatioVariationMemberOfTapChanger:
TapChanger:
ID","TapChanger:
Parent","TapChanger:
ObjectType"
42100677,_C7800C18-EA20-4623-BA24-15F1A52B670C,RatioVar_9,9,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,RatioVariation,1456478,High Tap,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger
42100678,_FF796BD2-4A13-4F71-A309-D1DB039A372A,RatioVar_10,10,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,RatioVariation,1456478,High Tap,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger
42100679,_5A00D008-3711-4AC3-A0C0-C6613981F37C,RatioVar_11,11,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,RatioVariation,1456478,High Tap,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger
42100680,_0D7F4023-D4BA-40E9-B261-761E46A2C921,RatioVar_12,12,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,RatioVariation,1456478,High Tap,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger
42100681,_6C50AD1D-FC0D-49E1-9927-B4732D91E09E,RatioVar_13,13,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,RatioVariation,1456478,High Tap,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger
42100682,_2C92CBD4-A5DA-4B2E-B282-223EB93AD202,RatioVar_14,14,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,RatioVariation,1456478,High Tap,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger
42100683,_29C790D0-8D1E-4B88-B38C-80F38C81E696,RatioVar_15,15,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,RatioVariation,1456478,High Tap,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger
42100684,_32A1411C-5742-4101-840A-65A65DF6ECA5,RatioVar_16,16,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,RatioVariation,1456478,High Tap,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger
42100685,_04A09433-93E6-4722-A2E2-79046E93C4B7,RatioVar_17,17,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,RatioVariation,1456478,High Tap,_3113cdb6-ce34-443e-8ef6-f7c0e92306f3,_01251cbc-f089-4a8f-b3be-e46fa8b78439,TapChanger
42101876,_17AB2A6E-02A5-4E13-9A03-0AD98F11BC73,RatioVar_1,1,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101877,_C63F1287-0AFD-4C08-B2B1-72D69C1118F8,RatioVar_2,2,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101878,_EFE873DC-6122-42D2-82A2-178CCEE83072,RatioVar_3,3,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101879,_8A2DBE24-B6CA-46C2-8B6F-3D038CB4C9AD,RatioVar_4,4,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101880,_64461DB4-E649-4BD8-8A09-57DC6F21E388,RatioVar_5,5,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101881,_CA2B04F4-6191-4174-BA95-6FD95DD5BB96,RatioVar_6,6,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101882,_86B7EA63-8AFD-4F8B-886D-0DC17FFE1C6F,RatioVar_7,7,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101883,_51907768-3CE8-4147-8F09-0C15244FF000,RatioVar_8,8,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101884,_C8A03049-EBB4-4439-B6FA-DC1B7170C0E2,RatioVar_9,9,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101885,_A1169935-727F-4339-A3FB-D574EDC61E75,RatioVar_10,10,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101886,_CF0F775A-E9A5-4BA3-AF39-C4DD230E81D4,RatioVar_11,11,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101887,_19E2E1AB-F9DE-4BBA-8DB4-B5ED3EC09F6E,RatioVar_12,12,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101888,_C64B6E2A-D5BB-4820-A721-F253E840AF22,RatioVar_13,13,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101889,_BC4FD46F-5052-4FF2-846D-B6B2FBFBE3D0,RatioVar_14,14,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101890,_ADE3ABF4-AD86-4C42-9A3B-163BCB517316,RatioVar_15,15,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101891,_838033F8-6DB4-499D-92C3-DFF7625A3877,RatioVar_16,16,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101892,_D7D5E897-EBE1-4C33-8520-25536BD43058,RatioVar_17,17,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101893,_EAF05D4D-695A-4A5B-A84F-844A443FB21D,RatioVar_18,18,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101894,_F88D6046-AF81-40F7-A8BE-BFC7991D247A,RatioVar_19,19,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101895,_88FEA3EC-2A9D-464D-B0F8-211222B3DFA4,RatioVar_20,20,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101896,_E63DC465-4A8A-4599-8B4C-052563B6338D,RatioVar_21,21,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101897,_48465172-5F41-4EC1-B233-5794FC09D93F,RatioVar_22,22,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101898,_E67DAA20-AA05-46B2-AC12-8E9C6DE3CF67,RatioVar_23,23,_bea189f6-0110-4e10-87a4-a49d05476402,RatioVariation,1455778,High Tap,_bea189f6-0110-4e10-87a4-a49d05476402,_7b1722d1-091f-4f28-817e-e1db8080f518,TapChanger
42101946,_80C35170-5ECD-42D3-AF8D-797234EB2E77,RatioVar_1,1,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101947,_265EDB1D-C293-4D4F-ACF3-14E01FA3ADE9,RatioVar_2,2,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101948,_C0FB888D-6832-4547-B51F-0FDB914B53AC,RatioVar_3,3,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101949,_5CB71E21-9023-406D-80C6-79A123EA0125,RatioVar_4,4,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101950,_4A588AB8-84E1-450E-A065-544BAC2430C7,RatioVar_5,5,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101951,_CA4AD8E6-FB60-4C90-8E5C-30A73DDA8D78,RatioVar_6,6,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101952,_11BFE069-B59E-4993-87AC-11141099EB4F,RatioVar_7,7,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101953,_394EBCD6-1014-47BA-8E3B-CF5867FEE2A8,RatioVar_8,8,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101954,_01CB1C49-9EA2-4B58-A839-B59A16A8A55C,RatioVar_9,9,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101955,_5B93A6D5-E138-4D60-B4CA-766C6DF9395D,RatioVar_10,10,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101956,_C2EDE594-3EB0-4E9C-A05A-7B4FD2931352,RatioVar_11,11,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101957,_1A7D7627-50A6-4D91-82A9-B42B1F490404,RatioVar_12,12,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101958,_88F0B77F-4456-4F2F-A6F5-EB4A4F66F5D9,RatioVar_13,13,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101959,_3C6D1E81-A0AC-4F45-95E5-587612B8393C,RatioVar_14,14,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101960,_8E019FDD-3402-43C0-A1BA-539911019626,RatioVar_15,15,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101961,_96798E0A-D22B-4842-9B79-794E52955B3E,RatioVar_16,16,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101962,_04CB8224-FF35-401A-8CC7-D82F2A157986,RatioVar_17,17,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101963,_E37400CA-A5F7-4FA2-96B7-A355DAAE706B,RatioVar_18,18,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101964,_79D3DC5B-C103-43FE-A5E5-F468851C5676,RatioVar_19,19,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101965,_49ED5798-444F-4062-9975-68D11BBC2854,RatioVar_20,20,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101966,_7AE10708-2F11-4F67-8C95-7AFD72F08DCB,RatioVar_21,21,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101967,_8FE05186-9FB3-46B5-A3B2-1FDAF1178C98,RatioVar_22,22,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101968,_563EBB58-B851-4571-A84A-37060296DD15,RatioVar_23,23,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101969,_C4C1DA5B-007E-4897-BF8E-4A75CC244F6D,RatioVar_24,24,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101970,_DF69E2FA-E6EF-4A04-9571-854CE45F00ED,RatioVar_25,25,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101971,_32A3E505-6BD7-42FE-8014-A3CFF0F9248D,RatioVar_26,26,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101972,_C445B3C1-817E-4B6C-B4A2-C376B99F3A97,RatioVar_27,27,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101973,_A818569D-161E-4617-AED6-7FE3FDAA02B2,RatioVar_28,28,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101974,_9C5F32E3-FDFE-4238-94C6-AF943C053DD5,RatioVar_29,29,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101975,_477CE61B-CE2D-46D8-8F4C-99A61A29E99D,RatioVar_30,30,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101976,_295A11DC-606A-4C9C-9671-12159772671B,RatioVar_31,31,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101977,_F677F800-215F-47C3-9CE4-5293BC08FEE4,RatioVar_32,32,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42101978,_55FE6647-1D0D-4B6A-9231-EDAD64EFEB34,RatioVar_33,33,_7cc6fba7-8d86-460e-8229-461ad3396b52,RatioVariation,1452445,High Tap,_7cc6fba7-8d86-460e-8229-461ad3396b52,_df616717-b5c0-43ef-aa6c-f3e5bc5ad214,TapChanger
42102053,_AFCFE75C-C2B5-4ACD-8C04-3ECDFE7DA505,RatioVar_1,1,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102054,_AA80A785-7B0D-4617-8517-493C5DCA4428,RatioVar_2,2,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102055,_4B88E2DF-9C8A-403C-820E-B21BBBD3C909,RatioVar_3,3,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102056,_985F4B0B-F3AB-4E30-930E-4FD2AA5C936D,RatioVar_4,4,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102057,_A42E6EEF-D92A-4E6C-8D2C-4D7C1D439670,RatioVar_5,5,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102058,_4B5B4DBA-8FB6-42E0-9B65-A61E8BA60E45,RatioVar_6,6,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102059,_DB283245-F7E9-4E34-A73B-D085A86D677F,RatioVar_7,7,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102060,_DAF443EA-9CB9-40BE-A4AA-6BB83A0A77A5,RatioVar_8,8,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102061,_B8CB824D-0074-426C-B375-7D5D28645FFB,RatioVar_9,9,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102062,_078FEA6B-DC66-4930-BBC5-98C22A47A539,RatioVar_10,10,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102063,_41231810-7533-4464-9C59-E66EB19A19A4,RatioVar_11,11,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102064,_037B8C9A-9E26-4ADB-8164-FF53ED91C6BC,RatioVar_12,12,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102065,_4D661A8C-A68C-4B75-AF79-6FBC1CCE72D6,RatioVar_13,13,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102066,_4168865A-3254-41EE-980D-AA5FA6CD1B33,RatioVar_14,14,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102067,_E07F36B6-132C-48F9-B4EF-6BA8F9EB9C9A,RatioVar_15,15,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102068,_6676CCCA-0BB5-4F89-B3A7-96C124C22A96,RatioVar_16,16,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102069,_483E6FDD-2B32-4A9C-B640-FBECF1ED014B,RatioVar_17,17,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102070,_14920BA0-3C3E-4006-92E3-AD3641B86FED,RatioVar_18,18,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102071,_B5CB8682-FA4E-4975-AE50-1EA9FA4596E0,RatioVar_19,19,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102072,_5D8F9949-BB57-406C-8925-398E3C9B1A79,RatioVar_20,20,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102073,_0F1FBBB1-A01D-4F3F-B8AE-045C9D98B8D9,RatioVar_21,21,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102074,_CA712008-46AD-469F-8EB7-987F841B3C91,RatioVar_22,22,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102075,_E3EA8F9E-E0C5-4B39-8D77-57215A5DBBB3,RatioVar_23,23,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102076,_604B4470-3091-4B4E-87DB-A830852D0870,RatioVar_24,24,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102077,_0969C952-2E39-4A8E-810F-D5B4C9DC6027,RatioVar_25,25,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102078,_75D4BE36-AF66-440B-A9F4-DB1C57AC04F2,RatioVar_26,26,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
42102079,_DCA6E46F-BAD0-49F0-B242-B1CF256D49E4,RatioVar_27,27,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,RatioVariation,1446837,High Tap,_575e7b3a-dbfb-433b-9862-c157fb69b3e8,_35e1261a-d1c9-48ec-8691-5a04cfbcc5a3,TapChanger
