"GeneratingUnit:
ID","GeneratingUnit:
Name","GeneratingUnit:
AGCFlag","GeneratingUnit:
MaximumDeratedMW","GeneratingUnit:
maxOperatingP","GeneratingUnit:
MinimumDeratedMW","GeneratingUnit:
minOperatingP","GeneratingUnit:
ratedNetMaxP","GeneratingUnit:
ratedNetMinP","GeneratingUnit:
InternalId","GeneratingUnit:
Parent","GeneratingUnit:
ObjectType"
_205b98fd-afba-40f4-b7f9-b3b1cf6b4092,03RAE-U5 Unit,true,1.5,1.5,0,0,1.5,0,2411036,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_14010e75-b0e5-4913-92d0-0b54e09bb79c,03RAE-U6 Unit,true,1.5,1.5,0,0,1.5,0,2411047,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_b57e0f89-4fa7-4c0f-92ae-49cbedaa7c11,03RAE-U7 Unit,true,1.5,1.5,0,0,1.5,0,2411058,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_95f5070b-ceb6-4f1d-ab80-7a0ee9c162c4,03RAE-U8 Unit,true,1.5,1.5,0,0,1.5,0,2411069,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_108c3d04-6ef3-4162-9a01-5d68d17f60f7,03RON-U1 Unit,true,1.9790000000000001,1.9790000000000001,0,0,1.9790000000000001,0,2411084,_b46efd9f-1097-4e21-9bef-2ce56f817f05,ThermalGeneratingUnit
_91a5d001-e7e7-4c2e-9c6c-d3c1ce9a8048,03RON-U2 Unit,true,1.9790000000000001,1.9790000000000001,0,0,1.9790000000000001,0,2411095,_b46efd9f-1097-4e21-9bef-2ce56f817f05,ThermalGeneratingUnit
_bd364324-8b57-4d97-a947-05cb7ea66f64,03RON-U3 Unit,true,1.9790000000000001,1.9790000000000001,0,0,1.9790000000000001,0,2411106,_b46efd9f-1097-4e21-9bef-2ce56f817f05,ThermalGeneratingUnit
_29001a72-503e-45cf-b2ab-baae19f6e6cc,03SAU-U2 Unit,true,52,52,0,0,52,0,2411120,_2bb6cf29-de24-4323-bb8e-434e6ad9d1d9,ThermalGeneratingUnit
_14df43e4-47c4-43ea-b0f5-bbf6dc7f8613,03SAU-U3 Unit,true,52,52,0,0,52,0,2411131,_2bb6cf29-de24-4323-bb8e-434e6ad9d1d9,ThermalGeneratingUnit
_0e8b0865-aadc-4ed9-8d10-b769614df6a4,03SCG-PTA Unit,true,472.5,472.5,0,0,472.5,0,2411147,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_3297cab0-63b0-4778-b66b-61aec5e2334f,03SCG-U1 Unit,true,157.5,157.5,0,0,157.5,0,2411160,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_254bcf6f-3c71-49db-9223-40e45ab06cef,03SCG-U2 Unit,true,157.5,157.5,0,0,157.5,0,2411171,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_684c6c9f-83b8-4eba-aff7-c38a4b4ffd82,03SCG-U3 Unit,true,157.5,157.5,0,0,157.5,0,2411182,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_0338796b-5888-43dd-b6cd-260f1dbe1bc1,03SLM-U3 Unit,true,300,300,0,0,300,0,2411228,_7d8fbb7e-7a2d-47ba-8fe4-5a8cc1f19cfb,ThermalGeneratingUnit
_03aa7afb-2232-4b2e-9aea-ccc088511fed,03SLM-U4 Unit,true,250,250,0,0,250,0,2411243,_7d8fbb7e-7a2d-47ba-8fe4-5a8cc1f19cfb,ThermalGeneratingUnit
_7298c9da-a760-4e62-ac7a-c0f8f4cca72c,03VDR-U1 Unit,true,350,350,0,0,350,0,2411261,_e5f432f4-352b-47a1-8f6d-0625c340a1ea,ThermalGeneratingUnit
_246c8676-85cc-4780-ad2c-913c8f75be81,03VDR-U2 Unit,true,350,350,0,0,350,0,2411280,_e5f432f4-352b-47a1-8f6d-0625c340a1ea,ThermalGeneratingUnit
_bdc00067-35b8-4677-8a33-aa56adb64bf6,03BAJ-PTA Unit,true,674,674,0,0,674,0,2411440,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_c93aba47-48f9-4bcc-a133-3fd4e798a7df,03BAJ-U1 Unit,true,230,230,0,0,230,0,2411453,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_e21db8b0-2523-4d55-ad8a-9f3e9d902069,03BAJ-U2 Unit,true,148,148,0,0,148,0,2411464,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_7ca34272-28f0-4f61-88ab-dbaf6f925f53,03BAJ-U3 Unit,true,148,148,0,0,148,0,2411475,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_a52e35ba-1f8e-4ca6-9cfd-fa36568b68a6,03BAJ-U4 Unit,true,148,148,0,0,148,0,2411486,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_a1a6dc3a-2448-4923-9686-5ba2a0cd592f,03CTI-PTA Unit,true,1100,1100,0,0,1100,0,2411565,_f1c00091-3473-4029-8bd7-e41846babff3,ThermalGeneratingUnit
_333577d8-658a-40c7-8ea6-31cd4c089787,03CTI-U1 Unit,true,400,400,0,0,400,0,2411576,_f1c00091-3473-4029-8bd7-e41846babff3,ThermalGeneratingUnit
_664600e1-1e7c-4301-a510-b23b80d34497,03CTI-U2 Unit,true,350,350,0,0,350,0,2411587,_f1c00091-3473-4029-8bd7-e41846babff3,ThermalGeneratingUnit
_8efb4d13-c0cb-4b7e-a633-23d494735247,03CTI-U3 Unit,true,350,350,0,0,350,0,2411598,_f1c00091-3473-4029-8bd7-e41846babff3,ThermalGeneratingUnit
_2bacfcf8-da48-46cf-bfe8-ea30c50cb4d8,03MAM-PQ1 Unit,true,726.95000000000005,726.95000000000005,0,0,726.95000000000005,0,2411750,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_8cc593be-b2d9-436c-b10e-febc7e62119e,03MAM-U1 Unit,true,254.285,254.285,0,0,254.285,0,2411769,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_f0006c41-8ac3-438f-b666-3a1f911357b6,03MAM-U2 Unit,true,157.55500000000001,157.55500000000001,0,0,157.55500000000001,0,2411780,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_c8551a6e-7320-405b-86ab-c7a25ff9d09f,03MAM-U3 Unit,true,157.55500000000001,157.55500000000001,0,0,157.55500000000001,0,2411791,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_e02e8ff2-68b2-415d-9a38-15eca277da42,03MAM-U4 Unit,true,157.55500000000001,157.55500000000001,0,0,157.55500000000001,0,2411802,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_0cab8791-461d-4438-9779-44a84ce844c2,03MAM-PQ2 Unit,true,726.95000000000005,726.95000000000005,0,0,726.95000000000005,0,2411954,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_ab8b7da6-ed2a-4ceb-8699-d1a131a16d8b,03MAM-U5 Unit,true,254.285,254.285,0,0,254.285,0,2411973,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_db8587fc-894a-4b22-a75f-d8c751dbe6e2,03MAM-U6 Unit,true,157.55500000000001,157.55500000000001,0,0,157.55500000000001,0,2411984,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_d2859386-02b0-4463-accc-4643b4462956,03MAM-U7 Unit,true,157.55500000000001,157.55500000000001,0,0,157.55500000000001,0,2411995,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_e2baccff-05e6-46d4-810b-7d619f66f71b,03MAM-U8 Unit,true,157.55500000000001,157.55500000000001,0,0,157.55500000000001,0,2412006,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_5a95a1c1-7d7a-4a55-87bc-a495d0e26c53,03SAU-PQ2 Unit,true,386,386,0,0,386,0,2412103,_30c1cc77-4add-4d89-a583-cd58ec37811a,ThermalGeneratingUnit
_cbdcfac9-64cb-4f13-ab4c-b664e3b24016,03SAU-U5 Unit,true,129,129,0,0,129,0,2412116,_30c1cc77-4add-4d89-a583-cd58ec37811a,ThermalGeneratingUnit
_cdfb7ef8-9132-4a98-8ebe-3f92ca95f286,03SAU-U6 Unit,true,129,129,0,0,129,0,2412127,_30c1cc77-4add-4d89-a583-cd58ec37811a,ThermalGeneratingUnit
_49ba63a6-da25-409c-bff4-d61384c10dcb,03SAU-U7 Unit,true,128,128,0,0,128,0,2412138,_30c1cc77-4add-4d89-a583-cd58ec37811a,ThermalGeneratingUnit
_86b0095e-d672-40ab-b5ff-654aa8d13bc4,03SAU-PQ3 Unit,true,226,226,0,0,226,0,2412180,_98dfd6a1-35bd-46cc-8731-d4d9bfbdaf9c,ThermalGeneratingUnit
_c1e0a30e-8e87-4d1c-91f2-83d60c6f8efa,03SAU-U4 Unit,true,68,68,0,0,68,0,2412193,_98dfd6a1-35bd-46cc-8731-d4d9bfbdaf9c,ThermalGeneratingUnit
_674f1251-a24b-49e0-aa69-cc6a40d174af,03SAU-U8 Unit,true,158,158,0,0,158,0,2412204,_98dfd6a1-35bd-46cc-8731-d4d9bfbdaf9c,ThermalGeneratingUnit
_c0112569-bbf8-4c1b-aa78-5b9c7e321d54,05BIG-U1 Unit,true,2,2,0,0,2,0,2431883,_bf93dada-4049-4081-bb1b-10be81ad087d,ThermalGeneratingUnit
_d5975c5c-8460-4b5e-947f-ac57eae1c1e1,05BIO-U1 Unit,true,10,10,0,0,10,0,2431897,_daf72513-e128-4793-b904-30b9aaaa5dc5,ThermalGeneratingUnit
_f44cbf84-8bee-445c-a79c-68821a5092aa,05BIO-U2 Unit,true,10,10,0,0,10,0,2431908,_daf72513-e128-4793-b904-30b9aaaa5dc5,ThermalGeneratingUnit
_bf8a093c-7726-45c9-b860-4b2a4fe90c47,05CTP-U1 Unit,true,5.9000000000000004,5.9000000000000004,0,0,5.9000000000000004,0,2431921,_efaa241f-7bfa-44ee-8adb-712e540340f0,ThermalGeneratingUnit
_21761a13-052f-4fa2-88ee-bfaf83ef92f2,05CZU-U1 Unit,true,14,14,0,0,14,0,2431935,_c301273c-7b2a-4e99-ab71-55dad013fb37,ThermalGeneratingUnit
_f1532bdf-abd8-4fdc-a56b-bd645d794624,05CZU-U2 Unit,true,14,14,0,0,14,0,2431948,_c301273c-7b2a-4e99-ab71-55dad013fb37,ThermalGeneratingUnit
_bb7cfa3e-5fb7-44fa-9612-0c1b727ca3a5,05EEN-U1 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2431974,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_f0fca13c-9544-4726-8687-05fee02b6e56,05EEN-U10 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2431985,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_a9f6c5a1-f62c-456e-a6f3-7edb25745562,05EEN-U11 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2431996,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_57719def-c49f-48e8-a8b9-6131ab178828,05EEN-U12 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2432007,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_6c3d28c5-0e37-4736-98a7-dbbd8c02bed1,05EEN-U2 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2432018,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_8263a889-8a7a-4150-8de3-51594d3c048d,05EEN-U3 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2432029,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_298d7e22-6c25-4873-87f5-ce2e7dd8d990,05EEN-U4 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2432040,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_83c53e5f-db00-48f9-893d-afaf26448af1,05EEN-U5 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2432051,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_9aa2344d-6ec0-463e-b7cb-463bc63a49bb,05EEN-U6 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2432062,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_a68cfb40-2c01-4fe7-839f-c9601584d673,05EEN-U7 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2432073,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_fbbeb8af-8049-49ff-b3c2-1df8a1c7e61c,05EEN-U8 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2432084,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_aad0ec43-c5dd-4d87-a2f0-f4cba8adde1f,05EEN-U9 Unit,true,9.3710000000000004,9.3710000000000004,0,0,9.3710000000000004,0,2432095,_c2824d68-c10f-4cdf-972d-fdd6c8574922,ThermalGeneratingUnit
_eb8b0a45-c460-478b-ad19-c181bd6a0b0d,05FVL-U4 Unit,true,150,150,0,0,150,0,2432109,_4bf605cd-99f8-48b4-bb13-d7e7dec31528,ThermalGeneratingUnit
_a862e27e-ae3c-4268-bc5e-7eb574e6fb61,05FVL-U5 Unit,true,150,150,0,0,150,0,2432128,_4bf605cd-99f8-48b4-bb13-d7e7dec31528,ThermalGeneratingUnit
_76d49df2-689d-4c7b-9440-0933f4dd9a98,05GBA-U1 Unit,true,3.7650000000000001,3.7650000000000001,0,0,3.7650000000000001,0,2432150,_c1c8be80-0b64-42b2-8a0a-678056e83182,ThermalGeneratingUnit
_81571c4c-f456-425d-9235-4e144d4423af,05GBA-U2 Unit,true,3.7650000000000001,3.7650000000000001,0,0,3.7650000000000001,0,2432161,_c1c8be80-0b64-42b2-8a0a-678056e83182,ThermalGeneratingUnit
_8e0e7ad0-5c5f-4836-83f7-feadff95fda9,05GGP-U1 Unit,true,2,2,0,0,2,0,2432174,_68d83547-bb63-4c14-8fdd-5ab5c0f9f7a6,ThermalGeneratingUnit
_d19c5443-4219-4a2f-8894-f09b43144ce1,05INJ-U1 Unit,true,18,18,0,0,18,0,2432187,_81103c12-143a-47f5-9f09-ab484ad319eb,ThermalGeneratingUnit
_1db54765-0500-4a7b-a45a-ced33ae8a86d,05LED-U1 Unit,true,160,160,0,0,160,0,2432203,_90f174e4-ef2e-443b-a622-83f163d6a6cc,ThermalGeneratingUnit
_15ace55c-4e61-4906-a792-944dc944d8f2,05LED-U2 Unit,true,160,160,0,0,160,0,2432222,_90f174e4-ef2e-443b-a622-83f163d6a6cc,ThermalGeneratingUnit
_50c277d5-195b-4c78-97cc-94eea44563d6,05LGA-U5 Unit,true,14,14,0,0,14,0,2432246,_37279302-9351-452d-9442-ee2ac61affe1,ThermalGeneratingUnit
_e9ad780f-e4aa-4670-9195-49330fd64165,05LGA-U6 Unit,true,14,14,0,0,14,0,2432259,_37279302-9351-452d-9442-ee2ac61affe1,ThermalGeneratingUnit
_20e2d394-f6ec-4f10-bb2b-81cdc1552810,05LGA-U7 Unit,true,14,14,0,0,14,0,2432272,_37279302-9351-452d-9442-ee2ac61affe1,ThermalGeneratingUnit
_62d3771b-9852-45d8-b3df-9bcbcc347371,05LGA-U8 Unit,true,14,14,0,0,14,0,2432285,_37279302-9351-452d-9442-ee2ac61affe1,ThermalGeneratingUnit
_0b540489-f0a9-4271-81fb-855a6eeea647,05PCN-U1 Unit,true,7.96,7.96,0,0,7.96,0,2432300,_822b1fec-dad7-4bf2-9836-5f23f9d38b99,ThermalGeneratingUnit
_2827902d-8215-475f-8b6c-fe7c4037e0b9,05PEL-U1 Unit,true,10,10,0,0,10,0,2432313,_eed14f5e-d2a8-44be-96c4-337274f6dbb7,ThermalGeneratingUnit
_b46b40aa-2400-4c4a-8187-ee1f0935feb5,05POE-U5 Unit,true,10,10,0,0,10,0,2432328,_3708150e-20a2-4fd9-b63b-3aab62a3c87c,ThermalGeneratingUnit
_07685d05-60e0-4531-bd9b-44e0bf2ef051,05POE-U6 Unit,true,10,10,0,0,10,0,2432339,_3708150e-20a2-4fd9-b63b-3aab62a3c87c,ThermalGeneratingUnit
_c424a60c-7600-46a8-920b-39bfb49463cf,05POE-U7 Unit,true,25,25,0,0,25,0,2432350,_3708150e-20a2-4fd9-b63b-3aab62a3c87c,ThermalGeneratingUnit
_770d90f6-012e-485c-8104-2ee79dbfcf14,05PQE-U2 Unit,true,18,18,0,0,18,0,2432365,_0f92584f-9b2e-44f3-b513-2ce2acc21234,ThermalGeneratingUnit
_a6f139cf-8e02-47bb-a03c-86701a022019,05PQE-U3 Unit,true,13,13,0,0,13,0,2432378,_0f92584f-9b2e-44f3-b513-2ce2acc21234,ThermalGeneratingUnit
_3517980d-da8f-4424-a49d-06e25117cb92,05PQE-U4 Unit,true,28,28,0,0,28,0,2432391,_0f92584f-9b2e-44f3-b513-2ce2acc21234,ThermalGeneratingUnit
_149fc0bc-43b5-41f0-a765-ae44bac0f71c,05STL-U1 Unit,true,2.5600000000000001,2.5600000000000001,0,0,2.5600000000000001,0,2432406,_49a7c44f-effc-4bf7-b83d-56848b3c4b59,ThermalGeneratingUnit
_f594e071-defc-4a12-b01d-887020b1d158,05SYC-U1 Unit,true,158,158,0,0,158,0,2432420,_df3b054d-51cb-484b-9c86-74e2ce10edf7,ThermalGeneratingUnit
_54d50332-6999-4c5d-83cc-01bd97975598,05SYC-U2 Unit,true,158,158,0,0,158,0,2432439,_df3b054d-51cb-484b-9c86-74e2ce10edf7,ThermalGeneratingUnit
_b49a6d51-2a49-4fb6-bbee-63a483100327,05ENO-PQ1 Unit,true,448.5,448.5,0,0,448.5,0,2432544,_21390c4c-98f5-4a44-ab80-58c27fc722b9,ThermalGeneratingUnit
_e2712a07-cca0-4c84-82f8-271c0dac03e1,05ENO-U1 Unit,true,138.15000000000001,138.15000000000001,0,0,138.15000000000001,0,2432557,_21390c4c-98f5-4a44-ab80-58c27fc722b9,ThermalGeneratingUnit
_0d9e37f2-397f-4b35-93bc-4f857462ae21,05ENO-U2 Unit,true,138.15000000000001,138.15000000000001,0,0,138.15000000000001,0,2432568,_21390c4c-98f5-4a44-ab80-58c27fc722b9,ThermalGeneratingUnit
_a3cd23b1-600c-45c4-82d6-8b7bbd3cd82d,05ENO-U3 Unit,true,147,147,0,0,147,0,2432579,_21390c4c-98f5-4a44-ab80-58c27fc722b9,ThermalGeneratingUnit
_a877f41a-459b-4a51-be9f-caf3bb4ab6be,05ENO-PQ2 Unit,true,217.40000000000001,217.40000000000001,0,0,217.40000000000001,0,2432630,_3f3062ef-35b2-48b1-a7f9-8e3b5e0a36e4,ThermalGeneratingUnit
_9cf747fd-95bc-4148-9d31-f18da598f9f2,05ENO-U4 Unit,true,130.80000000000001,130.80000000000001,0,0,130.80000000000001,0,2432643,_3f3062ef-35b2-48b1-a7f9-8e3b5e0a36e4,ThermalGeneratingUnit
_bce82547-98fc-4ad3-b591-41d262ee2a6a,05ENO-U5 Unit,true,65.299999999999997,65.299999999999997,0,0,65.299999999999997,0,2432654,_3f3062ef-35b2-48b1-a7f9-8e3b5e0a36e4,ThermalGeneratingUnit
_265894ab-9462-4380-915b-282bb88e3223,05FED-PTA Unit,true,550,550,0,0,550,0,2432751,_0f63aa52-3530-4354-bfaf-e98bafcb1d17,ThermalGeneratingUnit
_e14f0bad-0e31-42f3-8dc6-92f2e28d9c59,05FED-U1 Unit,true,175,175,0,0,175,0,2432764,_0f63aa52-3530-4354-bfaf-e98bafcb1d17,ThermalGeneratingUnit
_af50923d-f66f-43a6-97d5-059632430a05,05FED-U2 Unit,true,175,175,0,0,175,0,2432775,_0f63aa52-3530-4354-bfaf-e98bafcb1d17,ThermalGeneratingUnit
_f2725fc5-f53b-4980-9079-27f9feb96c84,05FED-U3 Unit,true,200,200,0,0,200,0,2432786,_0f63aa52-3530-4354-bfaf-e98bafcb1d17,ThermalGeneratingUnit
_1a79ec87-c4a8-4dd4-b81c-e54bef2404c1,05GPP-PTA Unit,true,238,238,0,0,238,0,2432883,_d5d0c06f-f8dc-4a38-9f03-5127b00cc674,ThermalGeneratingUnit
_33b29a1f-688e-4974-91b1-8312af79c214,05GPP-U1 Unit,true,74,74,0,0,74,0,2432894,_d5d0c06f-f8dc-4a38-9f03-5127b00cc674,ThermalGeneratingUnit
_6b6834eb-0bfa-430e-b8dd-b570feeb60c5,05GPP-U2 Unit,true,74,74,0,0,74,0,2432905,_d5d0c06f-f8dc-4a38-9f03-5127b00cc674,ThermalGeneratingUnit
_442c36ca-c5d7-42c0-9342-1b487e6f57d2,05GPP-U3 Unit,true,90,90,0,0,90,0,2432916,_d5d0c06f-f8dc-4a38-9f03-5127b00cc674,ThermalGeneratingUnit
_f766be41-588c-41aa-8fd2-f48f4d469ac1,05IEL-PTA Unit,true,568,568,0,0,568,0,2433013,_7256001b-82a4-4b6b-bd36-e35e4cecfb28,ThermalGeneratingUnit
_4f257c22-9686-4f21-a54f-8b929fc98111,05IEL-U1 Unit,true,162,162,0,0,162,0,2433026,_7256001b-82a4-4b6b-bd36-e35e4cecfb28,ThermalGeneratingUnit
_42c6cf4b-1310-4cc4-9f7b-ee87647f67a8,05IEL-U2 Unit,true,162,162,0,0,162,0,2433037,_7256001b-82a4-4b6b-bd36-e35e4cecfb28,ThermalGeneratingUnit
_c23ba25c-1959-437e-b6dd-7e8f3ea88c39,05IEL-U3 Unit,true,244,244,0,0,244,0,2433048,_7256001b-82a4-4b6b-bd36-e35e4cecfb28,ThermalGeneratingUnit
_1c00aded-2828-4e17-817d-d93927c6fa35,05KST-PTA Unit,true,484,484,0,0,484,0,2433145,_6bd1a25d-b344-45ab-be9c-41dcb63624a1,ThermalGeneratingUnit
_15b92887-0890-4131-bf21-88d2fd150c7e,05KST-U1 Unit,true,152,152,0,0,152,0,2433156,_6bd1a25d-b344-45ab-be9c-41dcb63624a1,ThermalGeneratingUnit
_4b505583-16fe-4541-a2d4-545e352bcb06,05KST-U2 Unit,true,152,152,0,0,152,0,2433167,_6bd1a25d-b344-45ab-be9c-41dcb63624a1,ThermalGeneratingUnit
_b59e6563-21ac-460a-8e62-32a17226e1d1,05KST-U3 Unit,true,180,180,0,0,180,0,2433178,_6bd1a25d-b344-45ab-be9c-41dcb63624a1,ThermalGeneratingUnit
_c966fe70-07b5-4f33-badb-ae8ef438519d,05NOJ-PTA Unit,true,964.39999999999998,964.39999999999998,0,0,964.39999999999998,0,2433872,_00e181af-3183-4c8b-989d-1180712661c1,ThermalGeneratingUnit
_3eab10a3-2669-4d6d-9f96-50c6d6184661,05NOJ-U1 Unit,true,158,158,0,0,158,0,2433883,_00e181af-3183-4c8b-989d-1180712661c1,ThermalGeneratingUnit
_a2cb3ef2-2773-49f1-9530-3b6d0b4a876c,05NOJ-U2 Unit,true,158,158,0,0,158,0,2433894,_00e181af-3183-4c8b-989d-1180712661c1,ThermalGeneratingUnit
_418f210e-d77f-4289-8e26-9e500f423dbd,05NOJ-U3 Unit,true,166.19999999999999,166.19999999999999,0,0,166.19999999999999,0,2433905,_00e181af-3183-4c8b-989d-1180712661c1,ThermalGeneratingUnit
_60528b73-178b-4bdd-8666-ff5ae90e8022,05NOJ-U4 Unit,true,158,158,0,0,158,0,2433916,_00e181af-3183-4c8b-989d-1180712661c1,ThermalGeneratingUnit
_d88bf70d-02da-49b8-a6e8-c326865052f6,05NOJ-U5 Unit,true,158,158,0,0,158,0,2433927,_00e181af-3183-4c8b-989d-1180712661c1,ThermalGeneratingUnit
_8a14cb44-620f-4351-ba10-073f3694c77e,05NOJ-U6 Unit,true,166.19999999999999,166.19999999999999,0,0,166.19999999999999,0,2433938,_00e181af-3183-4c8b-989d-1180712661c1,ThermalGeneratingUnit
_96cfcf98-f078-4335-92b7-a884e08e0b3a,05PTC-PTA Unit,true,297,297,0,0,297,0,2434035,_b0c790b5-9f9b-4353-aade-4ffed7671a54,ThermalGeneratingUnit
_f58fb3fd-714d-4f8d-8976-2b2634d45e88,05PTC-U1 Unit,true,96,96,0,0,96,0,2434048,_b0c790b5-9f9b-4353-aade-4ffed7671a54,ThermalGeneratingUnit
_b0d16bc4-97d4-468d-b5c4-580a57926795,05PTC-U2 Unit,true,96,96,0,0,96,0,2434059,_b0c790b5-9f9b-4353-aade-4ffed7671a54,ThermalGeneratingUnit
_dbf5003f-44ef-40f1-8570-061ab5e123d3,05PTC-U3 Unit,true,105,105,0,0,105,0,2434070,_b0c790b5-9f9b-4353-aade-4ffed7671a54,ThermalGeneratingUnit
_1d5d87fa-aa8c-4f18-ab4b-e25cb89d41bc,05SYD-PQ1 Unit,true,210,210,0,0,210,0,2434121,_5f004476-faf7-4d97-bed5-54d8461e50d8,ThermalGeneratingUnit
_8feaca52-c094-4116-9dfb-fd4bdff78e69,05SYD-U3 Unit,true,140,140,0,0,140,0,2434134,_5f004476-faf7-4d97-bed5-54d8461e50d8,ThermalGeneratingUnit
_dbc7ca51-52d3-41e7-b34e-0415ada0d8b4,05SYD-U4 Unit,true,70,70,0,0,70,0,2434145,_5f004476-faf7-4d97-bed5-54d8461e50d8,ThermalGeneratingUnit
_fe7dc958-4a91-44c8-b49d-87a9566cdd5d,05SYD-PQ2 Unit,true,210,210,0,0,210,0,2434196,_67b9f723-ef7c-4dc9-b7a4-285c2bfdb432,ThermalGeneratingUnit
_19e54aa0-0f1d-446e-95d5-b98bf55a8828,05SYD-U5 Unit,true,140,140,0,0,140,0,2434209,_67b9f723-ef7c-4dc9-b7a4-285c2bfdb432,ThermalGeneratingUnit
_7918c93f-3730-41c9-baff-707dd165adf2,05SYD-U6 Unit,true,70,70,0,0,70,0,2434220,_67b9f723-ef7c-4dc9-b7a4-285c2bfdb432,ThermalGeneratingUnit
_0c09e0c3-8f52-4550-97e8-2eebf728feed,05SYD-PQ3 Unit,true,210,210,0,0,210,0,2434271,_39302714-bb09-409e-9fbe-1f85fa5c6ce2,ThermalGeneratingUnit
_bd8556dc-dda1-4657-ac86-890d6176f4ad,05SYD-U7 Unit,true,140,140,0,0,140,0,2434284,_39302714-bb09-409e-9fbe-1f85fa5c6ce2,ThermalGeneratingUnit
_02fefda7-9d89-43e8-890c-7e8ccd4602a7,05SYD-U8 Unit,true,70,70,0,0,70,0,2434295,_39302714-bb09-409e-9fbe-1f85fa5c6ce2,ThermalGeneratingUnit
_64da64ec-5130-443c-ab7e-fe1b0231e09c,07   CCM-U10 Unit,true,82.299999999999997,82.299999999999997,12,12,82.299999999999997,12,2448022,_4065d301-2ad3-4ec8-998b-528bb7cd2d4d,ThermalGeneratingUnit
_50a80b72-ff61-428c-8fcc-a310a4f2d61d,07   CIP-U01 Unit,true,28,28,8,8,28,8,2448037,_cd81def4-fa66-45b2-9b0d-121d225010cf,ThermalGeneratingUnit
_5f227d39-805f-46e1-95f4-e5028fea5252,07   CPC-U10 Unit,true,30,30,8,8,30,8,2448055,_052d693a-c736-43a7-a972-a5428fef3c56,ThermalGeneratingUnit
