"ThermalGeneratingUnit:
ID","ThermalGeneratingUnit:
PhysicalUnitType","ThermalGeneratingUnit:
InternalId","ThermalGeneratingUnit:
Name","ThermalGeneratingUnit:
Parent","ThermalGeneratingUnit:
ObjectType"
_81f1211b-90c4-4594-8f4d-2958f782c653,Fossil Fired Steam,2369677,06TMH-U6 Unit,_9f2fce38-e458-42ee-be02-37c6ab1bc69c,ThermalGeneratingUnit
_4265b886-c969-4862-9d56-98f3f4007782,Gas Turbine (can only burn gas),2394469,02BPP-U3 Unit,_5dd82026-61f8-44a8-a954-062083c75ebb,ThermalGeneratingUnit
_07d4b0ab-abfe-48d7-bdcc-a1122e6c2b8d,Gas Turbine (can only burn gas),2394484,02CAX-U1 Unit,_efec91c4-1535-4ffa-aad5-a1894454aa46,ThermalGeneratingUnit
_23b2184a-a2d9-477a-9114-e206212c2dec,Gas Turbine (can only burn gas),2394495,02CAX-U2 Unit,_efec91c4-1535-4ffa-aad5-a1894454aa46,ThermalGeneratingUnit
_5fcde4c5-82da-42a3-ae12-04774d9616bd,Gas Turbine (can only burn gas),2394506,02CAX-U3 Unit,_efec91c4-1535-4ffa-aad5-a1894454aa46,ThermalGeneratingUnit
_b7c1271d-a03d-4716-91e8-5c240a024c45,Gas Turbine (can only burn gas),2394520,02CGC-U1 Unit,_edcb7411-f806-4337-bbac-e036f614be7c,ThermalGeneratingUnit
_c21d5f22-9763-4ebd-8b42-1de34e1f1b9a,Gas Turbine (can only burn gas),2394531,02CGC-U2 Unit,_edcb7411-f806-4337-bbac-e036f614be7c,ThermalGeneratingUnit
_9dd23e10-3516-4829-b25f-033432c98da7,Gas Turbine (can only burn gas),2394545,02CGJ-U1 Unit,_66672e33-27ed-4b7e-9525-761d6cfcffbf,ThermalGeneratingUnit
_e50fe4db-3cd7-4b47-9fb3-1cd9cdf3d271,Gas Turbine (can only burn gas),2394556,02CGJ-U2 Unit,_66672e33-27ed-4b7e-9525-761d6cfcffbf,ThermalGeneratingUnit
_f240edaf-678c-48ba-83e3-8ba1992afa61,Gas Turbine (can only burn gas),2394570,02CNX-U1 Unit,_b61cfe1e-54a5-4ed0-b6ec-a5283d9fdce5,ThermalGeneratingUnit
_a42a7777-3ca1-4f9b-93ca-e32a3c4b8a1e,Gas Turbine (can only burn gas),2394581,02CNX-U2 Unit,_b61cfe1e-54a5-4ed0-b6ec-a5283d9fdce5,ThermalGeneratingUnit
_7d959f02-e5c8-46f9-8abf-24e12e5b320b,Gas Turbine (can only burn gas),2394596,02CPJ-U1 Unit,_ec867e22-432a-491c-945a-2befb976807c,ThermalGeneratingUnit
_c035c408-d1b8-4b54-a681-a04cd06693be,Gas Turbine (can only burn gas),2394607,02CPJ-U2 Unit,_ec867e22-432a-491c-945a-2befb976807c,ThermalGeneratingUnit
_04fc9a34-0705-43cc-8942-f15706409010,Gas Turbine (can only burn gas),2394618,02CPJ-U3 Unit,_ec867e22-432a-491c-945a-2befb976807c,ThermalGeneratingUnit
_88b57fe2-c7d9-4bad-b706-2622ceda1277,Gas Turbine (can only burn gas),2394632,02CPQ-U1 Unit,_51694b50-091f-49f0-8d27-b5b112910ad3,ThermalGeneratingUnit
_e984f3d5-44f9-4fce-bf3d-de4fe5ef652d,Gas Turbine (can only burn gas),2394643,02CPQ-U2 Unit,_51694b50-091f-49f0-8d27-b5b112910ad3,ThermalGeneratingUnit
_903ccd78-ba7a-494e-aea7-72e83a96c795,Gas Turbine (can only burn gas),2394657,02CPX-U3 Unit,_694cee4c-a524-4bbe-9c44-afee57583e84,ThermalGeneratingUnit
_2e952978-3f1a-402f-9259-714a824f0b8f,Gas Turbine (can only burn gas),2394668,02CPX-U4 Unit,_694cee4c-a524-4bbe-9c44-afee57583e84,ThermalGeneratingUnit
_2049cefd-ac35-4bd1-a3bf-7cf0b5f70717,Gas Turbine (can only burn gas),2394683,02DIN-U4 Unit,_4b4916e5-9c5a-49b1-b6e8-35e67007291a,ThermalGeneratingUnit
_087f16b2-7f5b-4fa0-b08a-1569c0b7e8b4,Gas Turbine (can only burn gas),2394694,02DIN-U5 Unit,_4b4916e5-9c5a-49b1-b6e8-35e67007291a,ThermalGeneratingUnit
_0e105749-2088-4e08-8489-99c33f990412,Gas Turbine (can only burn gas),2394705,02DIN-U6 Unit,_4b4916e5-9c5a-49b1-b6e8-35e67007291a,ThermalGeneratingUnit
_7870f425-f8ee-448d-8871-a8380975dd60,Gas Turbine (can only burn gas),2394718,02GCC-U1 Unit,_a07c17b1-1f9f-45b3-921b-75d766475f4b,ThermalGeneratingUnit
_edc7b9f3-0ca4-49e6-a9af-b908acc9478e,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394731,02GCM-U1 Unit,_fbf9224e-aec1-4ca4-889b-643cf00956fe,ThermalGeneratingUnit
_b2dec226-104a-4c18-9dae-833bf0028aa3,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394749,02GDM-U1 Unit,_8e8d358a-8322-41fc-bbaf-36798f1e57ec,ThermalGeneratingUnit
_e7962d1d-a8de-4527-b3f4-e83224252b62,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394760,02GDM-U2 Unit,_8e8d358a-8322-41fc-bbaf-36798f1e57ec,ThermalGeneratingUnit
_5be55f58-d22d-4a77-b53c-c2af5b009e2c,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394771,02GDM-U3 Unit,_8e8d358a-8322-41fc-bbaf-36798f1e57ec,ThermalGeneratingUnit
_3643fe15-efd2-4970-b60b-89c28fd40d38,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394782,02GDM-U4 Unit,_8e8d358a-8322-41fc-bbaf-36798f1e57ec,ThermalGeneratingUnit
_50a236ee-6207-4779-ac7a-32d31c41e2af,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394793,02GDM-U5 Unit,_8e8d358a-8322-41fc-bbaf-36798f1e57ec,ThermalGeneratingUnit
_96c9b216-be01-4aff-bb27-20e49218b7a3,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394804,02GDM-U6 Unit,_8e8d358a-8322-41fc-bbaf-36798f1e57ec,ThermalGeneratingUnit
_3095ce81-7c72-4777-8af5-25a5cbe50c4b,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394818,02GEI-U1 Unit,_87856fe8-4400-47ce-b867-3599d097990c,ThermalGeneratingUnit
_ade4c025-fce8-4398-9bd3-86a2b496ecc3,Gas Turbine (can only burn gas),2394829,02GEI-U2 Unit,_87856fe8-4400-47ce-b867-3599d097990c,ThermalGeneratingUnit
_b870b1ea-32ec-4bc9-82f2-0a94b6e404be,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394842,02GLR-U1 Unit,_cb5a0fe6-9d55-482a-afe4-b504008d088e,ThermalGeneratingUnit
_6aa555bb-3815-451d-a761-49551a27c87f,Gas Turbine (can only burn gas),2394855,02GRE-U1 Unit,_87728dfc-aa58-42be-b7f0-950a3dcb3cce,ThermalGeneratingUnit
_24c54a00-6d2d-48c1-bdf0-e6a51e076b48,Fossil Fired Steam,2394873,02HMS-U10 Unit,_bbdf6a31-a3e0-4476-934b-07167c06c599,ThermalGeneratingUnit
_0346f22b-170a-44c7-8650-80f43af60b0b,Fossil Fired Steam,2394884,02HMS-U11 Unit,_bbdf6a31-a3e0-4476-934b-07167c06c599,ThermalGeneratingUnit
_afe42a4c-b024-4ca2-89f7-c2904cd52860,Fossil Fired Steam,2394903,02HMS-U3 Unit,_bbdf6a31-a3e0-4476-934b-07167c06c599,ThermalGeneratingUnit
_c2b6d627-e1c6-4c2a-858a-4db964b24967,Fossil Fired Steam,2394914,02HMS-U6 Unit,_bbdf6a31-a3e0-4476-934b-07167c06c599,ThermalGeneratingUnit
_86dda30c-f713-462e-821c-6b26dee11a62,Fossil Fired Steam,2394925,02HMS-U8 Unit,_bbdf6a31-a3e0-4476-934b-07167c06c599,ThermalGeneratingUnit
_80cbd311-c88b-4460-9914-53e4816b5e55,Fossil Fired Steam,2394936,02HMS-U9 Unit,_bbdf6a31-a3e0-4476-934b-07167c06c599,ThermalGeneratingUnit
_8acfdfd7-e13d-4511-8119-8429c7935735,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394951,02IDB-U1 Unit,_900c1759-7e16-41ba-b6ef-37c337b95dfe,ThermalGeneratingUnit
_0c921f3c-7d20-4de4-9ed2-c9cb78595958,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2394962,02IDB-U2 Unit,_900c1759-7e16-41ba-b6ef-37c337b95dfe,ThermalGeneratingUnit
_31e3bc9b-b4fb-4083-b1ec-ff74cf3b94dd,Gas Turbine (can only burn gas),2394973,02IDB-U3 Unit,_900c1759-7e16-41ba-b6ef-37c337b95dfe,ThermalGeneratingUnit
_18b9751f-8454-4246-be5d-65ede1c34dff,Gas Turbine (can only burn gas),2394986,02IDE-U1 Unit,_8afa8339-e8b7-485c-b7d2-297cef2ee606,ThermalGeneratingUnit
_945478f8-9088-467e-bbfc-5f46b2e108f2,Gas Turbine (can only burn gas),2394999,02IGP-U1 Unit,_51153df1-f3bd-40c8-a552-cd46b8552f90,ThermalGeneratingUnit
_3aab4ab4-5c5e-4fd3-9f19-97c947953fdf,Gas Turbine (can only burn gas),2395012,02IQU-U1 Unit,_04bb1e2a-0c4c-49e2-8fa5-ce7df3d874c9,ThermalGeneratingUnit
_708a195e-e5ff-4f0c-b42e-d3fd76d4816c,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395027,02ISN-U1 Unit,_5fb84efe-a266-4040-bbcd-2fd478e052e6,ThermalGeneratingUnit
_e608862e-66a0-4d77-ba6a-6711e26b8b89,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395038,02ISN-U2 Unit,_5fb84efe-a266-4040-bbcd-2fd478e052e6,ThermalGeneratingUnit
_702ecf9f-bc6e-4c64-82e8-c882f947f5b3,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395049,02ISN-U3 Unit,_5fb84efe-a266-4040-bbcd-2fd478e052e6,ThermalGeneratingUnit
_8f9afed1-553c-4dc2-b0e8-2c457b06a349,Boiling Water Reactor,2395063,02LAV-U1 Unit,_8ba04788-e477-4c92-92a7-bbb47edb56c9,ThermalGeneratingUnit
_b442d662-63b4-4e04-bcd2-28ff8a69b53b,Boiling Water Reactor,2395074,02LAV-U2 Unit,_8ba04788-e477-4c92-92a7-bbb47edb56c9,ThermalGeneratingUnit
_b562cff8-c831-4009-88b1-94fd569cce23,Gas Turbine (can only burn gas),2395087,02MDF-U1 Unit,_50f12141-be09-4569-8161-26faf4e3df8c,ThermalGeneratingUnit
_6c125606-541c-4fbf-8838-48e858870730,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395100,02PCG-U1 Unit,_46b5334e-bdde-49d9-bd95-aa70fdf93ce4,ThermalGeneratingUnit
_ed2f78f3-535c-42dc-84e8-58e232133f80,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395114,02PEI-U1 Unit,_bfa92fd0-d8d5-4270-a5e3-5a2668249152,ThermalGeneratingUnit
_ff0fbbe7-f0e9-4efd-a8cd-abc5322b6282,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395125,02PEI-U2 Unit,_bfa92fd0-d8d5-4270-a5e3-5a2668249152,ThermalGeneratingUnit
_51cbdbdf-e2ad-4dcf-a4de-96bb024b342f,Gas Turbine (can only burn gas),2395139,02PGC-U1 Unit,_4fb1009e-aa03-4568-87cf-51ef35909add,ThermalGeneratingUnit
_d0a66a84-6dda-49c4-b44d-fb30c78fad3b,Gas Turbine (can only burn gas),2395150,02PGC-U2 Unit,_4fb1009e-aa03-4568-87cf-51ef35909add,ThermalGeneratingUnit
_d97837c5-a48c-4bf7-ba4b-ddf0d05b8349,Gas Turbine (can only burn gas),2395165,02PMO-U3 Unit,_d7ef29f0-698f-4490-b36f-64a87ad825e3,ThermalGeneratingUnit
_30756d08-8403-468c-bd04-a0e1a1d3c857,Gas Turbine (can only burn gas),2395176,02PMO-U4 Unit,_d7ef29f0-698f-4490-b36f-64a87ad825e3,ThermalGeneratingUnit
_f368f596-48f1-456d-8e6e-ebc76bd294fe,Gas Turbine (can only burn gas),2395187,02PMO-U5 Unit,_d7ef29f0-698f-4490-b36f-64a87ad825e3,ThermalGeneratingUnit
_ec3d3667-f118-4d2c-b98d-e6fa41f9b058,Gas Turbine (can only burn gas),2395204,02PRI-PTA Unit,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_92c7f598-3e3a-4edd-958c-53139c4c64bc,Fossil Fired Steam,2395223,02PRI-U1 Unit,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_43cb9c7a-edae-4147-abd4-ab538f7b650e,Fossil Fired Steam,2395234,02PRI-U2 Unit,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_313259a0-45bc-42cd-9344-2112242cdfc3,Fossil Fired Steam,2395245,02PRI-U3 Unit,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_7603f71b-5c53-4b2c-8f93-4d4ddfffeb86,Gas Turbine (can only burn gas),2395256,02PRI-U4 Unit,_754c1935-ea37-41a4-b9c4-1bfef1faa9de,ThermalGeneratingUnit
_c909d72f-1ded-42be-9b1e-536a900b7d03,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395269,02PZM-U1 Unit,_63c68929-dcb8-45ac-b56b-92a97e2eba5e,ThermalGeneratingUnit
_6eb3bc22-62bb-4dc4-9dcc-1cc0434785f9,Gas Turbine (can only burn gas),2395282,02RLC-U1 Unit,_944217f0-c0dd-4890-ad0f-17db46d893c1,ThermalGeneratingUnit
_23d68f39-5f2d-4f78-b419-2eba1ef61efc,Gas Turbine (can only burn gas),2395295,02RMN-U11 Unit,_40de30eb-f37c-4bfa-bd54-a0821933baeb,ThermalGeneratingUnit
_91327969-bde4-4d93-94a0-2e7eea09da05,Gas Turbine (can only burn gas),2395308,02RSC-U1 Unit,_92426616-abd8-409b-9017-3e8dcfa28ce3,ThermalGeneratingUnit
_6659f63f-42f5-4716-9838-f1ec118057b7,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395321,02SBM-U1 Unit,_f1282534-7688-4ab6-abdb-46e5a7e98506,ThermalGeneratingUnit
_ed51de74-daaa-4d8f-8ca8-767a8aadbe9e,Gas Turbine (can only burn gas),2395334,02SES-U1 Unit,_676ae988-0796-4388-a6a5-7e95e7b130a9,ThermalGeneratingUnit
_a3381694-5a97-4269-bc1c-b8e249252d92,Gas Turbine (can only burn gas),2395354,02SKY-U1 Unit,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_7e919013-c3e4-46a9-9389-46f9928f69b1,Gas Turbine (can only burn gas),2395365,02SKY-U2 Unit,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_60d05153-7200-4393-b449-c6f03f022108,Gas Turbine (can only burn gas),2395376,02SKY-U3 Unit,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_c20772c2-1b18-4022-abcb-2ddc76443832,Gas Turbine (can only burn gas),2395387,02SKY-U4 Unit,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_807a9dda-b792-4bd7-8841-1fbb0762a482,Gas Turbine (can only burn gas),2395398,02SKY-U5 Unit,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_52ad22c3-3946-4196-b313-5430327f707b,Gas Turbine (can only burn gas),2395409,02SKY-U6 Unit,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_9c94b80f-f7d5-4ceb-9fa6-f095f5fba3ae,Gas Turbine (can only burn gas),2395420,02SKY-U7 Unit,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_41a8b622-ea67-4a4d-a8e2-b06042d327a0,Gas Turbine (can only burn gas),2395431,02SKY-U8 Unit,_4dc5b7f0-f556-453e-ae64-67c1cd411abb,ThermalGeneratingUnit
_bad005e7-b222-4291-b22e-99a96779a324,Gas Turbine (can only burn gas),2395444,02TOY-U1 Unit,_d9a9f89a-5869-4186-ad71-f1acf2d90d29,ThermalGeneratingUnit
_2180a1aa-b069-4987-8a78-4d815346850d,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395457,02TRT-U1 Unit,_0bc84aaf-6a94-48d2-92a5-36c4d2ecc535,ThermalGeneratingUnit
_e08adc36-dabf-4522-9eb9-225a8ee21412,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395474,02TUV-U1 Unit,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_42570073-1a72-493d-b8fa-b68933f46410,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395491,02TUV-U2 Unit,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_3889b436-5d52-4ff3-b546-e00fcffa6e68,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395508,02TUV-U3 Unit,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_7bf70b4d-1406-4f14-b109-74ce3ad5c158,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395525,02TUV-U5 Unit,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_32109f42-035f-41bf-bb1c-59afa213cb6b,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395542,02TUV-U6 Unit,_2cd07584-f539-49d2-8a1c-08504ed4d05a,ThermalGeneratingUnit
_0511e613-0abc-43dd-9213-3a89a27fdf24,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2395561,02TVP-U1 Unit,_7ec53e37-212c-4c91-8cdb-f782b0319da1,ThermalGeneratingUnit
_91c05974-b286-46b6-9c91-9d9b4e385b2d,Gas Turbine (can only burn gas),2395574,02VEP-U1 Unit,_269adde4-6b68-4283-9598-202ddca71957,ThermalGeneratingUnit
_add6eff1-548c-4ea9-860c-aeb9c9b00c1e,Combined Cycle Logical Unit (NA Flag should be false),2395625,02ABT-PTA Unit,_394e1d95-ced7-4672-8ab4-c6815300f629,ThermalGeneratingUnit
_98d320a1-d3c2-4989-a40d-df7cbc101e0d,Gas Turbine (can only burn gas),2395644,02ABT-U1 Unit,_394e1d95-ced7-4672-8ab4-c6815300f629,ThermalGeneratingUnit
_7cb49e76-d72d-4be1-b714-44a5c09a6638,Fossil Fired Steam,2395655,02ABT-U2 Unit,_394e1d95-ced7-4672-8ab4-c6815300f629,ThermalGeneratingUnit
_caff2603-fd8c-419c-9338-3c939d417940,Combined Cycle Logical Unit (NA Flag should be false),2395834,02CBE-PTA Unit,_8c6ccb39-eec3-4035-b38d-e9853cfd3b6a,ThermalGeneratingUnit
_26d5e3b4-c7b6-4960-bd17-5cdd924130f6,Gas Turbine (can only burn gas),2395851,02CBE-U1 Unit,_8c6ccb39-eec3-4035-b38d-e9853cfd3b6a,ThermalGeneratingUnit
_9d5e48ef-2873-407c-8115-81477b222c12,Gas Turbine (can only burn gas),2395862,02CBE-U2 Unit,_8c6ccb39-eec3-4035-b38d-e9853cfd3b6a,ThermalGeneratingUnit
_ffae9045-1227-4d76-bbf8-25f60660d645,Gas Turbine (can only burn gas),2395873,02CBE-U3 Unit,_8c6ccb39-eec3-4035-b38d-e9853cfd3b6a,ThermalGeneratingUnit
_a415ef38-e23e-4f61-b1ed-3ce67c021df2,Fossil Fired Steam,2395884,02CBE-U4 Unit,_8c6ccb39-eec3-4035-b38d-e9853cfd3b6a,ThermalGeneratingUnit
_6f129977-8cfc-4557-b1ef-871db2fab17d,Combined Cycle Logical Unit (NA Flag should be false),2395981,02DBC-PQ1 Unit,_6743d12a-9d5f-4ae3-a12a-ebef04c073be,ThermalGeneratingUnit
_a00ea626-b3d5-4c63-b6a0-cfa1a991576c,Gas Turbine (can only burn gas),2395994,02DBC-U1 Unit,_6743d12a-9d5f-4ae3-a12a-ebef04c073be,ThermalGeneratingUnit
_8369dfe4-66fe-42ab-ac74-2374bdde156a,Gas Turbine (can only burn gas),2396005,02DBC-U2 Unit,_6743d12a-9d5f-4ae3-a12a-ebef04c073be,ThermalGeneratingUnit
_67ebcb45-6665-4e37-9f8f-b536c155532b,Fossil Fired Steam,2396016,02DBC-U5 Unit,_6743d12a-9d5f-4ae3-a12a-ebef04c073be,ThermalGeneratingUnit
_47f4d9cf-d485-4dd8-9850-45e535d33de1,Combined Cycle Logical Unit (NA Flag should be false),2396113,02EAT-PTA Unit,_4ddab317-c837-4695-8c41-6e2e113d7d97,ThermalGeneratingUnit
_c0a05fdf-c4ac-4bbe-ab96-0467350e0e60,Gas Turbine (can only burn gas),2396128,02EAT-U1 Unit,_4ddab317-c837-4695-8c41-6e2e113d7d97,ThermalGeneratingUnit
_123dc168-31b0-4a14-bed8-a8276f50de22,Gas Turbine (can only burn gas),2396139,02EAT-U2 Unit,_4ddab317-c837-4695-8c41-6e2e113d7d97,ThermalGeneratingUnit
_f1981338-736e-4794-bf01-cc56a1461302,Fossil Fired Steam,2396150,02EAT-U3 Unit,_4ddab317-c837-4695-8c41-6e2e113d7d97,ThermalGeneratingUnit
_41fad443-0f77-4c22-829f-254bbf999d0e,Combined Cycle Logical Unit (NA Flag should be false),2396247,02ETS-PTA Unit,_5b3f0a73-75f9-4281-9656-06a7859cb9f5,ThermalGeneratingUnit
_bb2a347d-539e-4051-9c3d-112af163c1f7,Gas Turbine (can only burn gas),2396262,02ETS-U1 Unit,_5b3f0a73-75f9-4281-9656-06a7859cb9f5,ThermalGeneratingUnit
_38e9dfe8-83b6-4386-ae42-5b5d64d0ee61,Gas Turbine (can only burn gas),2396273,02ETS-U2 Unit,_5b3f0a73-75f9-4281-9656-06a7859cb9f5,ThermalGeneratingUnit
_0a8713e7-8c63-47ea-a6b8-1ad0c0821bbe,Fossil Fired Steam,2396284,02ETS-U3 Unit,_5b3f0a73-75f9-4281-9656-06a7859cb9f5,ThermalGeneratingUnit
_39c1dfe7-4940-41af-9a21-1d9bc88d1e16,Combined Cycle Logical Unit (NA Flag should be false),2396978,02FET-PTA Unit,_6db3a79f-d847-4717-9c80-8c596a26cac1,ThermalGeneratingUnit
_54f6e806-0738-4d8e-bc81-4167bc325979,Gas Turbine (can only burn gas),2396991,02FET-U1 Unit,_6db3a79f-d847-4717-9c80-8c596a26cac1,ThermalGeneratingUnit
_87b9af80-8a03-44cc-b095-b2cb25f874b2,Gas Turbine (can only burn gas),2397002,02FET-U2 Unit,_6db3a79f-d847-4717-9c80-8c596a26cac1,ThermalGeneratingUnit
_aac71585-8fd9-4a60-90d5-38f58a59a876,Fossil Fired Steam,2397013,02FET-U3 Unit,_6db3a79f-d847-4717-9c80-8c596a26cac1,ThermalGeneratingUnit
_6edb4542-e7ec-4fe0-bd47-e5c03d525a68,Gas Turbine (can only burn gas),2397024,02FET-U4 Unit,_6db3a79f-d847-4717-9c80-8c596a26cac1,ThermalGeneratingUnit
_5d59eb28-de11-4ffa-8386-af2f92c4e388,Gas Turbine (can only burn gas),2397035,02FET-U5 Unit,_6db3a79f-d847-4717-9c80-8c596a26cac1,ThermalGeneratingUnit
_0c127268-642a-41c2-8518-a70329b75635,Fossil Fired Steam,2397046,02FET-U6 Unit,_6db3a79f-d847-4717-9c80-8c596a26cac1,ThermalGeneratingUnit
_cedb74af-6a75-437a-a6e3-d761b673005b,Gas Turbine (can only burn gas),2410458,03ARN-U1 Unit,_89fcc4ff-c657-4a53-819e-e1e99f856c82,ThermalGeneratingUnit
_c378bae5-3043-47e1-9ad3-8146cb65455e,Gas Turbine (can only burn gas),2410469,03ARN-U2 Unit,_89fcc4ff-c657-4a53-819e-e1e99f856c82,ThermalGeneratingUnit
_dd4c7afc-7d9c-40f4-a260-0a495eb66aa6,Fossil Fired Steam,2410491,03AZF-U10 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_6eb738a4-0f44-40dd-ae59-7a2fe409f684,Fossil Fired Steam,2410502,03AZF-U13 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_2afde70b-e06e-4ac4-aa09-037a6ecf4afb,Fossil Fired Steam,2410513,03AZF-U14 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_8b8a1332-8355-499d-a0b8-47145f0cc7d2,Fossil Fired Steam,2410524,03AZF-U15 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_714ba8e0-139f-47ee-9331-52198a816cea,Fossil Fired Steam,2410535,03AZF-U16 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_c1353af4-5903-45f6-bdf6-650afe3a3fe4,Fossil Fired Steam,2410546,03AZF-U17 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_c4869d3c-27f4-49bf-a8c7-ff85e6f8445c,Fossil Fired Steam,2410559,03AZF-U18 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_d320bbb3-e813-4355-9a7d-23f8956c8c19,Fossil Fired Steam,2410570,03AZF-U2 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_8982b2ad-13f9-48e5-a156-8ffd8bede6d4,Fossil Fired Steam,2410581,03AZF-U6 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_90263d63-777f-4d68-9e0f-97328543865f,Fossil Fired Steam,2410592,03AZF-U7 Unit,_7a937b27-05aa-441d-80de-4f63137be4fa,ThermalGeneratingUnit
_0b7c8a2a-58a3-47ab-a674-e8a482ddec48,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410606,03BEO-U1 Unit,_adee08b1-e945-479c-83a7-3201bb33c404,ThermalGeneratingUnit
_3c33b453-6a02-4074-a5bc-71feefdb421c,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410617,03BEO-U2 Unit,_adee08b1-e945-479c-83a7-3201bb33c404,ThermalGeneratingUnit
_c2b17b55-3782-445b-8ed6-f7fa7b8f17ce,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410630,03BPS-U1 Unit,_d0b4bc1d-73ef-47ac-b891-eee35a498209,ThermalGeneratingUnit
_29379f90-c59f-4919-bc7b-c8ff0415c224,Fossil Fired Steam,2410645,03DSP-U1 Unit,_08dae472-13da-430d-b39f-66a09deecdc2,ThermalGeneratingUnit
_2dd3c9bf-af46-4a48-b96a-c80708ecbc0a,Fossil Fired Steam,2410656,03DSP-U2 Unit,_08dae472-13da-430d-b39f-66a09deecdc2,ThermalGeneratingUnit
_9f0c8843-92e3-4a3d-b805-cc7774469208,Fossil Fired Steam,2410667,03DSP-U3 Unit,_08dae472-13da-430d-b39f-66a09deecdc2,ThermalGeneratingUnit
