"ThermalGeneratingUnit:
ID","ThermalGeneratingUnit:
PhysicalUnitType","ThermalGeneratingUnit:
InternalId","ThermalGeneratingUnit:
Name","ThermalGeneratingUnit:
Parent","ThermalGeneratingUnit:
ObjectType"
_12031f73-6c67-4d5a-a8b7-2141148befd3,Gas Turbine (can only burn gas),1894950,07   HAS-U03 REDH1 Unit,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_c1820d30-f83d-47d6-90ac-c783867bd813,Gas Turbine (can only burn gas),1894951,07   HAS-U04 ARLING Unit,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_a36b03b4-6a34-4374-a21b-8be08f572172,Gas Turbine (can only burn gas),1894952,07   HAS-U05 MESQU1 Unit,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_b0f3fa37-965c-4c2d-90e1-007b40c7e72e,Gas Turbine (can only burn gas),1894953,07   HAS-U06 MESQU2 Unit,_e8b28618-11e4-4fd4-bf4b-77be2ac730a6,ThermalGeneratingUnit
_beb2fd2a-8583-4f5b-9856-6b7890af3065,Boiling Water Reactor,1895350,07   PVD-U01 Unit,_ef2c8085-83ef-478d-8900-436f34964e73,ThermalGeneratingUnit
_f118d335-8f52-40a3-a708-5a1a570ab9b0,Boiling Water Reactor,1895351,07   PVD-U02 Unit,_ef2c8085-83ef-478d-8900-436f34964e73,ThermalGeneratingUnit
_4d135b83-c7fb-43a6-bc18-21875bf73c0a,Boiling Water Reactor,1895352,07   PVD-U03 Unit,_ef2c8085-83ef-478d-8900-436f34964e73,ThermalGeneratingUnit
_8af13de0-22d1-4455-9b18-6fa75c48bb81,Gas Turbine (can only burn gas),1915716,07   LRE-U01 Unit,_4737fc8b-9f2e-482c-a7bf-dfea2cb30693,ThermalGeneratingUnit
_45dfb719-31f2-44b1-86f5-a35ad1cd8618,Fossil Fired Steam,1915717,07   LRE-U02 Unit,_4737fc8b-9f2e-482c-a7bf-dfea2cb30693,ThermalGeneratingUnit
_d4e4dcdd-8af8-4429-8960-6e8b8463688f,Gas Turbine (can only burn gas),1915718,07   LRE-U03 Unit,_4737fc8b-9f2e-482c-a7bf-dfea2cb30693,ThermalGeneratingUnit
_b0c403bc-89d4-4cea-8ac1-d0e571bf1999,Gas Turbine (can only burn gas),1915832,07   CSS-U01  Unit,_32e2198c-2b6a-4099-a5d7-850a674e4876,ThermalGeneratingUnit
_11230f5b-2956-422b-a2c9-47c9754cb577,Gas Turbine (can only burn gas),1915833,07   CSS-U02  Unit,_32e2198c-2b6a-4099-a5d7-850a674e4876,ThermalGeneratingUnit
_071bf45b-edfb-4881-bb73-80da5218f95f,Gas Turbine (can only burn gas),1915834,07   CSS-U03 Unit,_32e2198c-2b6a-4099-a5d7-850a674e4876,ThermalGeneratingUnit
_8d109fc5-df74-4b85-ad37-e49d0ad80e8b,Gas Turbine (can only burn gas),1915835,07   CSS-U04 Unit,_32e2198c-2b6a-4099-a5d7-850a674e4876,ThermalGeneratingUnit
_cdabe6bf-fc85-492d-ba17-daa4b34049d7,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",1916766,10EPE-EQ Unit,_c19f5052-2374-46a0-8126-62208f24453f,ThermalGeneratingUnit
_97ad9b67-14ef-4574-861f-141bb6cc740b,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",1916767,08WES-U1 Unit,_f0dc3dc5-2a83-425a-bace-6010ad8c650f,ThermalGeneratingUnit
_ebb3bd89-f6d8-4a1c-a8fa-52e0d19e6a18,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",1916768,22   LBR-230 SIQUINAL Unit,_fddd2ab9-9ca6-4953-a60f-662e589839af,ThermalGeneratingUnit
_4f7a2941-5ff4-4e74-bca3-8cec3a2525cc,Gas Turbine (can only burn gas),2102519,01ARA-U1 Unit,_206fb860-cbe9-4180-8190-c590533ce7e0,ThermalGeneratingUnit
_57fdb3c4-170e-45a3-bb74-560a684250a0,Gas Turbine (can only burn gas),2102534,01ATE-U1 Unit,_30de1253-464a-47bf-8da5-1cfe212af4ed,ThermalGeneratingUnit
_203b43ef-6820-44b6-bc37-33249371c65a,Gas Turbine (can only burn gas),2102549,01COA-U1 Unit,_309b710e-ae81-4f47-bdba-3cd814cb3561,ThermalGeneratingUnit
_653b7352-3fb5-4bbc-aada-2b20d0b5aa50,Gas Turbine (can only burn gas),2102564,01CRU-U1 Unit,_9e884ef7-9afd-4521-973b-e096968d264a,ThermalGeneratingUnit
_dd6db3c9-34dd-471f-a489-a72f7684e118,Gas Turbine (can only burn gas),2102579,01CTT-U1 Unit,_9b3cc784-9b65-4706-90b7-65cc2e028829,ThermalGeneratingUnit
_2b35f292-987b-4420-b1d7-85d4008373fa,Gas Turbine (can only burn gas),2102595,01CYO-U1 Unit,_c57ba521-ffa5-485d-b760-5966731f71a5,ThermalGeneratingUnit
_90550674-9205-4042-aa44-6ea4917d120f,Gas Turbine (can only burn gas),2102608,01CYO-U2 Unit,_c57ba521-ffa5-485d-b760-5966731f71a5,ThermalGeneratingUnit
_e9006c2f-9cac-4de0-a088-88530acf3634,Gas Turbine (can only burn gas),2102623,01ECA-U1 Unit,_5a01f48f-2f01-41ec-9c6e-9dfbf07ecb68,ThermalGeneratingUnit
_3d4338b0-f4ba-4eb4-b8d2-b91fe7b25f28,Gas Turbine (can only burn gas),2102641,01GEV-PTA Unit,_ca0e2b91-863e-43c5-8366-d98cc5ce5155,ThermalGeneratingUnit
_4798c92c-d7fe-4b86-9d50-be158f9aaa8a,Gas Turbine (can only burn gas),2102652,01GEV-U1 Unit,_ca0e2b91-863e-43c5-8366-d98cc5ce5155,ThermalGeneratingUnit
_86ebc51d-11ac-4330-b113-e749eaf63a6d,Gas Turbine (can only burn gas),2102663,01GEV-U2 Unit,_ca0e2b91-863e-43c5-8366-d98cc5ce5155,ThermalGeneratingUnit
_a8194388-e3d7-45ca-ac98-69466316f8cb,Gas Turbine (can only burn gas),2102674,01GEV-U3 Unit,_ca0e2b91-863e-43c5-8366-d98cc5ce5155,ThermalGeneratingUnit
_d29b34fc-00a1-4aec-8fa3-90c395dd403d,Gas Turbine (can only burn gas),2102687,01IZT-U1 Unit,_0554aadf-2aa8-4fc5-9096-778b924f9002,ThermalGeneratingUnit
_1ba05e4a-c580-4e4e-a824-b26fc8ed9cbb,Gas Turbine (can only burn gas),2102705,01JOL-U1 Unit,_dc615814-0767-4405-b7c1-756321277979,ThermalGeneratingUnit
_15137dea-8e26-4299-823b-bb2bf8300981,Gas Turbine (can only burn gas),2102718,01JOL-U2 Unit,_dc615814-0767-4405-b7c1-756321277979,ThermalGeneratingUnit
_eff123e3-5880-4130-b976-18a0192c09f5,Gas Turbine (can only burn gas),2102731,01JOL-U3 Unit,_dc615814-0767-4405-b7c1-756321277979,ThermalGeneratingUnit
_cf8510ef-fdbd-40c9-b0d1-40b8b8978042,Gas Turbine (can only burn gas),2102744,01JOL-U4 Unit,_dc615814-0767-4405-b7c1-756321277979,ThermalGeneratingUnit
_16c1abaa-2448-4e73-944e-4dee92f92201,Gas Turbine (can only burn gas),2102762,01LEC-U1 Unit,_e72b98d2-3f75-4159-8924-030a08fd0b7b,ThermalGeneratingUnit
_897f950a-92a0-447d-a6fe-960dc586c8a5,Gas Turbine (can only burn gas),2102775,01LEC-U2 Unit,_e72b98d2-3f75-4159-8924-030a08fd0b7b,ThermalGeneratingUnit
_696b5fff-7ec9-404c-86cf-569db983f038,Gas Turbine (can only burn gas),2102788,01LEC-U3 Unit,_e72b98d2-3f75-4159-8924-030a08fd0b7b,ThermalGeneratingUnit
_b02ab069-b826-46c2-82d3-2255258e1eaa,Gas Turbine (can only burn gas),2102801,01LEC-U4 Unit,_e72b98d2-3f75-4159-8924-030a08fd0b7b,ThermalGeneratingUnit
_40a9a66f-9f81-4894-9b8b-d83ca64bccd0,Gas Turbine (can only burn gas),2102816,01MAG-U1 Unit,_85e7001f-b4ec-4432-98aa-3c0ace9c7a2a,ThermalGeneratingUnit
_58abc09b-738a-4164-8e72-45778703f7c5,Gas Turbine (can only burn gas),2102834,01NON-U1 Unit,_d0807846-01e0-4a0e-8692-6980b2a23dab,ThermalGeneratingUnit
_68673c6e-7963-4d89-a016-15d6a62758e0,Gas Turbine (can only burn gas),2102847,01NON-U2 Unit,_d0807846-01e0-4a0e-8692-6980b2a23dab,ThermalGeneratingUnit
_5dd564de-79ea-4890-a4dd-a680be3b3e13,Gas Turbine (can only burn gas),2102860,01NON-U3 Unit,_d0807846-01e0-4a0e-8692-6980b2a23dab,ThermalGeneratingUnit
_11d1a18e-b250-4155-bbf0-9b0315e29a59,Gas Turbine (can only burn gas),2102873,01NON-U4 Unit,_d0807846-01e0-4a0e-8692-6980b2a23dab,ThermalGeneratingUnit
_9c4bf5fe-a86c-4a30-b5ff-ddc5e1ff6494,Fossil Fired Steam,2102894,01PEO-U1 Unit,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_1f0c5e0d-cb56-4cc4-a39f-f65a086baeed,Fossil Fired Steam,2102911,01PEO-U2 Unit,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_f7492834-23ed-4b5a-ae32-64a16f175b60,Fossil Fired Steam,2102928,01PEO-U3 Unit,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_6e6e98a7-f12f-4195-a8f2-3072a7dd8b8c,Fossil Fired Steam,2102945,01PEO-U4 Unit,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_71ef0ef5-cd6e-48aa-a2b7-6e0c1c567373,Fossil Fired Steam,2102962,01PEO-U5 Unit,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_d2f9009b-60ec-4de0-ab43-cc497bfd4c15,Fossil Fired Steam,2102979,01PEO-U6 Unit,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_b7142346-fc83-4bca-8649-985f027e8f0d,Fossil Fired Steam,2102996,01PEO-U7 Unit,_d6e77839-7366-4e5a-9032-95e57d7683c1,ThermalGeneratingUnit
_813c1e3d-2f5a-4d6e-9b00-32ed6895cc31,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103024,01PTA-U1 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_fc5d213a-1793-407d-a2e1-593c1882a432,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103035,01PTA-U10 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_319ae8d3-31af-4f49-9a60-06c837437942,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103046,01PTA-U11 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_46b3a1e2-93ab-44ac-8b68-d85efeadd5e5,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103057,01PTA-U12 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_95ee7290-ff59-4b39-834c-e6ec060374ce,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103068,01PTA-U2 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_514fcb7f-ad22-4573-a6b0-c3033e29a427,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103079,01PTA-U3 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_495493cc-ff6d-408d-8407-38b8255defab,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103090,01PTA-U4 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_6bf6025d-9c1b-491a-a6c7-931cf530438d,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103101,01PTA-U5 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_1525e09f-95bb-4fe6-ad19-093e5637a85b,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103112,01PTA-U6 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_b258db8c-e20b-4139-b2c6-051d8ffc9d4f,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103123,01PTA-U7 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_452a3304-a034-477b-bf0f-c0cc22253942,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103134,01PTA-U8 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_726232f3-3694-4f4a-9597-22e3f78bc5e4,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103145,01PTA-U9 Unit,_0858bdb0-e4f8-43aa-b4b2-ead95997d3ab,ThermalGeneratingUnit
_a7393f8e-925c-4189-82fe-f727c5a0aa05,Gas Turbine (can only burn gas),2103158,01REM-U1 Unit,_0c0e6237-ab69-47aa-8ed9-2070bde3b122,ThermalGeneratingUnit
_73aa4b7d-7b55-4d6a-ae87-5c5cff95560d,Fossil Fired Steam,2103177,01TUL-U1 Unit,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_abc0a4b0-7c8d-4aad-be42-191bea157f70,Fossil Fired Steam,2103194,01TUL-U2 Unit,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_809252e9-ce4f-44cd-aa42-01d9180984b3,Fossil Fired Steam,2103211,01TUL-U3 Unit,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_6addacb6-5d74-44c0-b53d-719df7444cf6,Fossil Fired Steam,2103228,01TUL-U4 Unit,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_6f29cc63-6bc4-4343-addd-3a90ee42d62c,Fossil Fired Steam,2103245,01TUL-U5 Unit,_85d517ba-58bf-4115-807b-81765ee7591f,ThermalGeneratingUnit
_0535a72b-406a-44f7-8e87-325b5a990cdf,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2103293,01VAE-U3 Unit,_e01b1d44-4415-4ed9-8b47-6ffb1e21ab2b,ThermalGeneratingUnit
_c13c770e-8e61-492f-b36b-85ebf862e9d9,Gas Turbine (can only burn gas),2103306,01VDM-U8 Unit,_e01b1d44-4415-4ed9-8b47-6ffb1e21ab2b,ThermalGeneratingUnit
_087abe57-72c8-45ca-9da7-67de72e800ba,Gas Turbine (can only burn gas),2103319,01VAJ-U1 Unit,_b82b432b-6c1b-4208-9b56-033836a82ff9,ThermalGeneratingUnit
_5caf847f-2f13-4456-b293-f258979c8b40,Gas Turbine (can only burn gas),2103334,01VDF-U1 Unit,_d87d0385-f05f-4d20-92f6-93951a3dec8a,ThermalGeneratingUnit
_20ca11ad-a4dc-44ad-9d2d-aab06532a349,Gas Turbine (can only burn gas),2103392,01VIC-U1 Unit,_5e80e144-bc92-48c5-96f9-f778d6a334d5,ThermalGeneratingUnit
_42a1ec22-e540-4daa-a732-6f493e4f5a2f,Combined Cycle Logical Unit (NA Flag should be false),2103436,01TCC-PQ1 Unit,_e1f423ad-7d99-4f6a-8475-37eef15a4d24,ThermalGeneratingUnit
_5e8dbfac-6d28-4645-ac75-6029f7d6b529,Fossil Fired Steam,2103451,01TCC-U3 Unit,_e1f423ad-7d99-4f6a-8475-37eef15a4d24,ThermalGeneratingUnit
_ebbabadb-04fb-4b25-9dda-b41c48135909,Gas Turbine (can only burn gas),2103462,01TCC-U8 Unit,_e1f423ad-7d99-4f6a-8475-37eef15a4d24,ThermalGeneratingUnit
_0be1821d-1972-48f3-8075-32802a98bd8e,Combined Cycle Logical Unit (NA Flag should be false),2103504,01TCC-PQ2 Unit,_2d8e9768-3480-4bb0-b5ac-1eddfef96318,ThermalGeneratingUnit
_fcaea747-5719-4b16-b866-716b57d6526e,Fossil Fired Steam,2103519,01TCC-U6 Unit,_2d8e9768-3480-4bb0-b5ac-1eddfef96318,ThermalGeneratingUnit
_47fbe6fd-3df5-4805-a02d-95d2fbd07435,Gas Turbine (can only burn gas),2103530,01TCC-U7 Unit,_2d8e9768-3480-4bb0-b5ac-1eddfef96318,ThermalGeneratingUnit
_fb1dd32a-d376-4946-a3b7-effd9a292070,Combined Cycle Logical Unit (NA Flag should be false),2103682,01VAE-PQ1 Unit,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_499ccaa1-06f4-4b96-9090-67d94fe79adc,Fossil Fired Steam,2103697,01VAE-U4 Unit,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_f6f3e9fe-5996-4668-aba6-18dc12f33f4f,Gas Turbine (can only burn gas),2103708,01VAE-U5 Unit,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_b0885845-7525-458e-9e4f-40b837bec148,Gas Turbine (can only burn gas),2103719,01VAE-U6 Unit,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_c3b764f0-d774-4148-a726-f294b313523b,Gas Turbine (can only burn gas),2103730,01VAE-U7 Unit,_7f6f5b9d-d789-4f4c-a4e2-d0e7025becde,ThermalGeneratingUnit
_8185c27e-0a48-4eb3-b00d-a46cbb1fc8f8,Combined Cycle Logical Unit (NA Flag should be false),2103809,01VAE-PQ2 Unit,_a5d17646-97fb-4d3d-bfa5-efbf1fb2a86b,ThermalGeneratingUnit
_e4e30aeb-e302-4853-98fd-a92551231809,Fossil Fired Steam,2103820,01VAE-U10 Unit,_a5d17646-97fb-4d3d-bfa5-efbf1fb2a86b,ThermalGeneratingUnit
_4b14befa-c05a-4103-b822-4685add58083,Gas Turbine (can only burn gas),2103831,01VAE-U8 Unit,_a5d17646-97fb-4d3d-bfa5-efbf1fb2a86b,ThermalGeneratingUnit
_f1ba3064-c9d6-408b-8d43-258e54c9f21e,Gas Turbine (can only burn gas),2103842,01VAE-U9 Unit,_a5d17646-97fb-4d3d-bfa5-efbf1fb2a86b,ThermalGeneratingUnit
_b23720fd-47b4-4373-801b-96f997ae2fe4,Combined Cycle Logical Unit (NA Flag should be false),2103939,01VMD-PQ1 Unit,_d6a16fe5-e7b1-4956-8fc3-081d9979246c,ThermalGeneratingUnit
_5dee910c-f46f-4453-9c8d-5d58b7fcb302,Gas Turbine (can only burn gas),2103950,01VMD-U1 Unit,_d6a16fe5-e7b1-4956-8fc3-081d9979246c,ThermalGeneratingUnit
_939691d5-8ab3-4975-b35f-9436b4c2fe05,Gas Turbine (can only burn gas),2103961,01VMD-U2 Unit,_d6a16fe5-e7b1-4956-8fc3-081d9979246c,ThermalGeneratingUnit
_9159b350-d38e-4591-a4f8-c7f658b15361,Fossil Fired Steam,2103972,01VMD-U3 Unit,_d6a16fe5-e7b1-4956-8fc3-081d9979246c,ThermalGeneratingUnit
_abef1257-d9bd-43f4-a580-f71ff339280a,Gas Turbine (can only burn gas),2116193,08CHB-U1 Unit,_b2d9afc1-aa97-4ee2-a601-6d26584b5380,ThermalGeneratingUnit
_b7060de8-df3a-46a1-9d4b-c019c2efc6b1,Gas Turbine (can only burn gas),2116206,08CHB-U2 Unit,_b2d9afc1-aa97-4ee2-a601-6d26584b5380,ThermalGeneratingUnit
_ccf93409-c732-4c75-9ed8-92052de45dcb,Gas Turbine (can only burn gas),2116219,08CHB-U4 Unit,_b2d9afc1-aa97-4ee2-a601-6d26584b5380,ThermalGeneratingUnit
_478eb004-e2b8-4e86-a8ea-ea4c6435bdb3,Gas Turbine (can only burn gas),2116236,08CNC-U1 Unit,_cde5e03c-59a5-4af4-acbf-ba4feb8c5e4d,ThermalGeneratingUnit
_996f516b-7a87-4daf-8edf-7a73abc4143e,Gas Turbine (can only burn gas),2116249,08CNC-U2 Unit,_cde5e03c-59a5-4af4-acbf-ba4feb8c5e4d,ThermalGeneratingUnit
_60849817-255b-4f77-aab4-fc19504752bb,Gas Turbine (can only burn gas),2116262,08CNC-U5 Unit,_cde5e03c-59a5-4af4-acbf-ba4feb8c5e4d,ThermalGeneratingUnit
_a458da71-5e9b-41eb-a65c-db23432bc8b6,Gas Turbine (can only burn gas),2116277,08CPC-U1 Unit,_79b3d448-644b-49d5-a141-f624df829e4e,ThermalGeneratingUnit
_95a9667e-0faa-4158-af50-695298a5f116,Gas Turbine (can only burn gas),2116293,08CRE-U2 Unit,_d10a5175-dcfa-46ba-a83c-fb46a7260458,ThermalGeneratingUnit
_7948e50c-6750-4855-8ed0-ca248160dc6d,Gas Turbine (can only burn gas),2116306,08CRE-U3 Unit,_d10a5175-dcfa-46ba-a83c-fb46a7260458,ThermalGeneratingUnit
_5ab3ef9a-9cd3-4fcd-bbf5-ba955f2c577c,Gas Turbine (can only burn gas),2116323,08HRA-U1 Unit,_8825c0e6-a8d6-48f5-8957-7be65cdbb47a,ThermalGeneratingUnit
_2588af6e-882d-4a9d-9d10-d1bd4249bb69,Gas Turbine (can only burn gas),2116334,08HRA-U2 Unit,_8825c0e6-a8d6-48f5-8957-7be65cdbb47a,ThermalGeneratingUnit
_1ed778df-3150-493f-abd2-392ab726be7a,Gas Turbine (can only burn gas),2116345,08HRA-U3 Unit,_8825c0e6-a8d6-48f5-8957-7be65cdbb47a,ThermalGeneratingUnit
_cfd56d36-5c20-4c9f-9ff2-a9dd77a29ebc,Gas Turbine (can only burn gas),2116358,08IKL-U1 Unit,_d8a1bde0-2220-4496-8f14-1f881bb0f1ad,ThermalGeneratingUnit
_2e31605a-ae43-4359-899b-1db022d9dd92,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2116373,08LRA-U2 Unit,_0ac1c809-cc91-4489-b2cb-e3dd15d0a148,ThermalGeneratingUnit
_23e63244-59ed-4643-bdf8-2e20c0f3bc6b,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2116386,08LRA-U3 Unit,_0ac1c809-cc91-4489-b2cb-e3dd15d0a148,ThermalGeneratingUnit
_97cc7975-1c36-47a0-bbea-f8332abea94f,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2116399,08LRA-U4 Unit,_0ac1c809-cc91-4489-b2cb-e3dd15d0a148,ThermalGeneratingUnit
_0ae6c786-b954-4c16-b276-d1a8a62e4d98,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2116416,08MDA-U1 Unit,_5dcaa958-d303-473d-858b-eb314584ffb7,ThermalGeneratingUnit
_ca2974bd-f468-4e09-ac41-4de55d6bbcdb,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2116431,08MDA-U2 Unit,_5dcaa958-d303-473d-858b-eb314584ffb7,ThermalGeneratingUnit
_1e43dd9f-f014-4dd1-9dbf-12784b1164e3,Gas Turbine (can only burn gas),2116446,08MDA-U3 Unit,_5dcaa958-d303-473d-858b-eb314584ffb7,ThermalGeneratingUnit
_5eb7cc87-a70d-46f8-8e98-4f1a4a40e8ad,Gas Turbine (can only burn gas),2116464,08NIZ-U1 Unit,_7dfb55c6-3543-4ccd-bbe2-78a2ff43d378,ThermalGeneratingUnit
_4dbb0136-8297-4870-9b8e-14972ebc9596,Gas Turbine (can only burn gas),2116477,08NIZ-U2 Unit,_7dfb55c6-3543-4ccd-bbe2-78a2ff43d378,ThermalGeneratingUnit
_d37d2388-31d8-4e6b-bb08-62161755a29e,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2116493,08VAD-U1 Unit,_c9d53923-d82c-4b1d-b408-d3a01db34f8e,ThermalGeneratingUnit
_6cd26d10-92d5-4f58-acf7-fbe361554fcd,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2116508,08VAD-U2 Unit,_c9d53923-d82c-4b1d-b408-d3a01db34f8e,ThermalGeneratingUnit
_5677426a-8d5f-4c22-82a8-453f7be9081b,Gas Turbine (can only burn gas),2116527,08XUL-U1 Unit,_f30bacf0-6de0-46ae-939c-7cec48a0e40d,ThermalGeneratingUnit
_952618ff-1c3f-4a62-9d4f-759465b0b205,Gas Turbine (can only burn gas),2116540,08XUL-U2 Unit,_f30bacf0-6de0-46ae-939c-7cec48a0e40d,ThermalGeneratingUnit
_51760dc1-029e-40ab-ac96-d0ab6bc49b2f,Gas Turbine (can only burn gas),2116553,08XUL-U3 Unit,_f30bacf0-6de0-46ae-939c-7cec48a0e40d,ThermalGeneratingUnit
_e045d94d-f48c-4c6b-99e4-c703b71f1bf9,Combined Cycle Logical Unit (NA Flag should be false),2116652,08MDP-PTA Unit,_bf39af23-a54f-4536-9c8e-782cc85fc113,ThermalGeneratingUnit
_84a54d29-9624-4301-8eab-235c27cfff18,Gas Turbine (can only burn gas),2116665,08MDP-U1 Unit,_bf39af23-a54f-4536-9c8e-782cc85fc113,ThermalGeneratingUnit
_f30ccd12-d734-4f0e-add3-e2fa3c812439,Gas Turbine (can only burn gas),2116676,08MDP-U2 Unit,_bf39af23-a54f-4536-9c8e-782cc85fc113,ThermalGeneratingUnit
_6f387f65-2ec0-4699-8d4d-894343e1c413,Fossil Fired Steam,2116687,08MDP-U3 Unit,_bf39af23-a54f-4536-9c8e-782cc85fc113,ThermalGeneratingUnit
_3c5bfe79-5b85-41ba-bbeb-0323eb01396d,Combined Cycle Logical Unit (NA Flag should be false),2116766,08VAD-PTA Unit,_6ab06b66-7c19-4145-828a-3cfe6306c3f5,ThermalGeneratingUnit
_a6839f6f-6150-4570-920a-d2f4e57853d5,Fossil Fired Steam,2116781,08VAD-U3 Unit,_6ab06b66-7c19-4145-828a-3cfe6306c3f5,ThermalGeneratingUnit
_e83bcfcc-3515-434b-a8e4-0a43b59fb7bb,Gas Turbine (can only burn gas),2116792,08VAD-U4 Unit,_6ab06b66-7c19-4145-828a-3cfe6306c3f5,ThermalGeneratingUnit
_c10f3add-6d56-4353-b148-a589a8fc809e,Gas Turbine (can only burn gas),2116803,08VAD-U5 Unit,_6ab06b66-7c19-4145-828a-3cfe6306c3f5,ThermalGeneratingUnit
_6e4a9960-27e2-46ed-b9bf-b5b3cabaaeb2,Combined Cycle Logical Unit (NA Flag should be false),2116900,08VLT-PTA Unit,_668ea7dd-a547-4ec9-96ca-7c3dc2f15ab0,ThermalGeneratingUnit
_b5dbcf7c-95d1-4049-a7b4-c798d69ba5ea,Gas Turbine (can only burn gas),2116913,08VLT-U1 Unit,_668ea7dd-a547-4ec9-96ca-7c3dc2f15ab0,ThermalGeneratingUnit
_ed3c5314-abd6-4789-9b7b-0a04cc191ad4,Gas Turbine (can only burn gas),2116924,08VLT-U2 Unit,_668ea7dd-a547-4ec9-96ca-7c3dc2f15ab0,ThermalGeneratingUnit
_1af9d00a-ec4b-4cd0-b975-1d790ba78366,Fossil Fired Steam,2116935,08VLT-U3 Unit,_668ea7dd-a547-4ec9-96ca-7c3dc2f15ab0,ThermalGeneratingUnit
_7ee6e444-90b9-4440-a90a-cbc512f54172,Gas Turbine (can only burn gas),2364582,06ALT-U1 Unit,_87c054e6-4b9e-4730-bb84-36f863f7c97d,ThermalGeneratingUnit
