ID,Path,Name,NAFlag,InternalId,Parent,ObjectType
_c2e13e50-2d26-4628-9fe9-875d25e9234d,Network/Companies/SIN/02ORI/02SURMAP/115/02SURMAP B1  115   A,02SURMAP B1  115   A,true,1142304,_76d8fa16-50c5-4879-a7ca-96e8eac46a7d,BusbarSection
_8aa08f98-4d0b-4084-b5ef-fd22b3dec07c,Network/Companies/SIN/02ORI/02SURMAP/115/02SURMAP BT  115   B,02SURMAP BT  115   B,true,1142306,_76d8fa16-50c5-4879-a7ca-96e8eac46a7d,BusbarSection
_5de34aa4-03be-4b2c-a9e3-f2b00ce7ced5,Network/Companies/SIN/02ORI/02SURMAP/13.8/02SURMAP B1  13.8  A,02SURMAP B1  13.8  A,true,1142394,_a6ceffca-d560-4f00-aed6-42fc2217f19c,BusbarSection
_350c843a-087c-433d-adae-555c878727f8,Network/Companies/SIN/02ORI/02SURMAZ/115/02SURMAZ B1  115   A,02SURMAZ B1  115   A,true,1142564,_7ef1fac0-94a1-4ca8-9291-21b820ce5105,BusbarSection
_467566a2-c7f4-4c39-98d4-ee365456efef,Network/Companies/SIN/02ORI/02SURMAZ/13.8/02SURMAZ B1  13.8  A,02SURMAZ B1  13.8  A,true,1142584,_9311aad4-c009-4ad5-8e4a-a73c5f204a6f,BusbarSection
_3ee0d05c-5551-447c-a6a3-2fefd136157c,Network/Companies/SIN/02ORI/02SURMCD/115/02SURMCD B1  115   A,02SURMCD B1  115   A,true,1142745,_fa0cda07-f4a8-4e86-8eab-2d5e2d70e814,BusbarSection
_fcb14c5c-67af-4bf9-aed5-89f3c187d43d,Network/Companies/SIN/02ORI/02SURMCD/115/02SURMCD BT  115   B,02SURMCD BT  115   B,true,1142747,_fa0cda07-f4a8-4e86-8eab-2d5e2d70e814,BusbarSection
_3aafb315-443d-435b-b577-616c421fd3fc,Network/Companies/SIN/02ORI/02SURMCD/230/02SURMCD B1  230   A,02SURMCD B1  230   A,true,1142892,_76d77786-bb18-4e70-b1e4-bc5dc9b4a808,BusbarSection
_e8a64768-c663-42e9-ba81-cec95d0ae035,Network/Companies/SIN/02ORI/02SURMCD/230/02SURMCD B2  230   B,02SURMCD B2  230   B,true,1142894,_76d77786-bb18-4e70-b1e4-bc5dc9b4a808,BusbarSection
_337770a6-0d38-419b-a8dd-0f084619419f,Network/Companies/SIN/02ORI/02SURMCD/13.8/02SURMCD B1  13.8  A,02SURMCD B1  13.8  A,true,1143015,_e9a23ede-c208-4203-9b3e-2205f88b533d,BusbarSection
_06b59edb-c651-48a5-b556-52219c56c200,Network/Companies/SIN/02ORI/02SURMCD/13.8/02SURMCD B2  13.8  B,02SURMCD B2  13.8  B,true,1143017,_e9a23ede-c208-4203-9b3e-2205f88b533d,BusbarSection
_fa529e9d-88ae-4f57-98c7-ab0c570ccd2a,Network/Companies/SIN/02ORI/02SURMCL/115/02SURMCL B1  115   A,02SURMCL B1  115   A,true,1143366,_c792c151-a130-4016-ad45-e0b3c102e083,BusbarSection
_4a61ed6e-0c7d-4a87-9e2b-72fad1f73909,Network/Companies/SIN/02ORI/02SURMCL/13.8/02SURMCL B1  13.8  A,02SURMCL B1  13.8  A,true,1143391,_72667628-673d-4d59-b4e9-6eab0c659416,BusbarSection
_98b64d8a-cc9a-4183-9524-8480e6e9045e,Network/Companies/SIN/02ORI/02SURMCP/115/02SURMCP B1  115   A,02SURMCP B1  115   A,true,1143539,_49b5b06f-eb2d-49ec-a24b-b4e9653f74c1,BusbarSection
_ac14a0c6-8e0c-4533-8d2d-462fcf944d9a,Network/Companies/SIN/02ORI/02SURMCP/13.8/02SURMCP B1  13.8  A,02SURMCP B1  13.8  A,true,1143561,_f6edf4f3-32f0-4e6f-9f32-14e18033365b,BusbarSection
_5620b776-6e89-4cec-9b3a-782445fc48ad,Network/Companies/SIN/02ORI/02SURMEZ/115/02SURMEZ B1  115   A,02SURMEZ B1  115   A,true,1143725,_fe1a4d8d-2a6c-4341-9d6b-9f348681a4de,BusbarSection
_8134ebf4-6e93-4c05-8345-2f7d8a08b6be,Network/Companies/SIN/02ORI/02SURMEZ/115/02SURMEZ BT  115   B,02SURMEZ BT  115   B,true,1143727,_fe1a4d8d-2a6c-4341-9d6b-9f348681a4de,BusbarSection
_e69ef7fe-c251-4330-9141-4c4d6c4e5970,Network/Companies/SIN/02ORI/02SURMEZ/13.8/02SURMEZ B1  13.8  A,02SURMEZ B1  13.8  A,true,1143812,_0ae1c5fb-c337-48ca-b2f7-afa67b82da76,BusbarSection
_a317696e-ae0b-4ca3-b84d-24d557604bb0,Network/Companies/SIN/02ORI/02SURMPE/115/02SURMPE B1  115   A,02SURMPE B1  115   A,true,1143978,_e3d376f4-0f33-4e20-a844-623ac8e9532c,BusbarSection
_0c3635bf-7ecb-431e-a95c-230ddb8a10f7,Network/Companies/SIN/02ORI/02SURMPE/13.8/02SURMPE B1  13.8  A,02SURMPE B1  13.8  A,true,1143986,_4a6b5eb7-b5f0-4ce5-b09d-c935aea86766,BusbarSection
_93c47901-afe3-4319-ad71-5589f4ae2e0f,Network/Companies/SIN/02ORI/02SURMPR/115/02SURMPR B1  115   A,02SURMPR B1  115   A,true,1144125,_35037902-2be0-44a8-a713-a669fa42268b,BusbarSection
_866730d8-f64e-4874-b351-1f4e5062f958,Network/Companies/SIN/02ORI/02SURMPR/115/02SURMPR BT  115  BT,02SURMPR BT  115  BT,true,1144127,_35037902-2be0-44a8-a713-a669fa42268b,BusbarSection
_20d768b0-1a04-4b53-8b56-ab9eac58e3e0,Network/Companies/SIN/02ORI/02SURMTO/115/02SURMTO B1  115   A,02SURMTO B1  115   A,true,1144201,_ef4b21c4-0e4f-4e52-9eb2-d741815afc9e,BusbarSection
_8b02a19c-a039-49fd-bcf4-b83f00f4fdc8,Network/Companies/SIN/02ORI/02SURMTO/13.8/02SURMTO B1  13.8  A,02SURMTO B1  13.8  A,true,1144235,_3f9d7acc-7349-4d3f-ab3c-333e6f88f17a,BusbarSection
_3ea8a28a-5c25-49f2-b9be-9cf0e86b4454,Network/Companies/SIN/02ORI/02SURMZW/230/02SURMZW B1  230   A,02SURMZW B1  230   A,true,1144394,_3468c49a-5301-4f66-9785-1e02b429a36d,BusbarSection
_e50a152a-036e-49a8-9899-6884c8cbdba3,Network/Companies/SIN/02ORI/02SURMZW/230/02SURMZW B2  230   B,02SURMZW B2  230   B,true,1144396,_3468c49a-5301-4f66-9785-1e02b429a36d,BusbarSection
_e9b58d27-25af-4414-ba4f-98a7540cf722,Network/Companies/SIN/02ORI/02SURNPX/115/02SURNPX B1  115   A,02SURNPX B1  115   A,true,1144475,_a5f628ca-0050-4bc8-b1ca-078c9e78c964,BusbarSection
_fed2bce0-abd7-478a-b020-dcf7a42c67b3,Network/Companies/SIN/02ORI/02SURNPX/13.8/02SURNPX GE  13.8  1,02SURNPX GE  13.8  1,true,1144479,_43ff16e5-d1b1-48c6-8dc2-dc7af662721a,BusbarSection
_493d83ba-a33d-46f8-a68a-4f4e1c22b22e,Network/Companies/SIN/02ORI/02SUROCO/115/02SUROCO B1  115   A,02SUROCO B1  115   A,true,1144608,_c67ec803-6997-480f-8f03-b5181c7abb58,BusbarSection
_26cdf176-7d09-4690-9e2f-7e86558b6b4a,Network/Companies/SIN/02ORI/02SUROCO/34.5/02SUROCO B1  34.5  A,02SUROCO B1  34.5  A,true,1144647,_cc6b41d6-c0fc-4fe7-a83a-3b5329be8f29,BusbarSection
_796bf3d0-90a9-42b3-88a4-e42f29f6b910,Network/Companies/SIN/02ORI/02SUROCZ/115/02SUROCZ B1  115   A,02SUROCZ B1  115   A,true,1144943,_4d5ab0cd-8405-4f24-8057-34b422af02bb,BusbarSection
_04bddb97-4303-40a3-ad3d-30dbecef781a,Network/Companies/SIN/02ORI/02SUROCZ/13.8/02SUROCZ B1  13.8  A,02SUROCZ B1  13.8  A,true,1145026,_b464f41e-734c-428d-a89a-4abad4b65d5d,BusbarSection
_fe0a9ec3-639f-4e8f-b49e-c9f01e508930,Network/Companies/SIN/02ORI/02SUROCZ/13.8/02SUROCZ B2  13.8  B,02SUROCZ B2  13.8  B,true,1145028,_b464f41e-734c-428d-a89a-4abad4b65d5d,BusbarSection
_33ada710-fd49-4e76-bdf3-e1ea1e19a216,Network/Companies/SIN/02ORI/02SUROXC/115/02SUROXC B1  115   A,02SUROXC B1  115   A,true,1145332,_324f4aac-ec27-4a25-b6e7-367e0832981c,BusbarSection
_741b6212-f2be-4c1d-96a8-5bf579759899,Network/Companies/SIN/02ORI/02SUROXC/34.5/02SUROXC B1  34.5  A,02SUROXC B1  34.5  A,true,1145366,_8333daa1-7ad9-46dc-a6c5-fc900943abdd,BusbarSection
_eacddb04-fe5a-433e-8c97-47a7eb2c7262,Network/Companies/SIN/02ORI/02SURPCO/115/02SURPCO B1  115   A,02SURPCO B1  115   A,true,1145520,_663725f5-157c-476e-87ec-e63abbbdddc6,BusbarSection
_04aec27d-abc6-4f21-a17c-7d283a5ea94c,Network/Companies/SIN/02ORI/02SURPCO/13.8/02SURPCO B1  13.8  A,02SURPCO B1  13.8  A,true,1145551,_9ac75c77-8953-449d-806c-50ebcc968377,BusbarSection
_18610405-d9f3-4a66-8d66-d0762fd6d2d1,Network/Companies/SIN/02ORI/02SURPCO/34.5/02SURPCO B1  34.5  A,02SURPCO B1  34.5  A,true,1145575,_19a5f9af-4486-41a8-bef6-572d61949258,BusbarSection
_62563931-1175-4de5-a155-65badaab2260,Network/Companies/SIN/02ORI/02SURPED/115/02SURPED B1  115   A,02SURPED B1  115   A,true,1145845,_754d3b2e-b3a2-4f73-8e36-38e736f76bce,BusbarSection
_2c7324fe-768a-4f72-9618-cba579e993f8,Network/Companies/SIN/02ORI/02SURPED/13.8/02SURPED B1  13.8  A,02SURPED B1  13.8  A,true,1145886,_b5dbe22c-78f8-41a1-ad1f-7bac4f087243,BusbarSection
_8cc467b4-13ab-4b2d-ade4-f54922300e71,Network/Companies/SIN/02ORI/02SURPJJ/115/02SURPJJ B1  115   A,02SURPJJ B1  115   A,true,1146028,_996b7636-38ab-4386-9c15-ae4d24cc2f2f,BusbarSection
_f6ea3e94-7b22-46de-9611-6ed5ebc62e01,Network/Companies/SIN/02ORI/02SURPJJ/13.8/02SURPJJ B1  13.8  A,02SURPJJ B1  13.8  A,true,1146047,_5b93fc8d-a74b-494f-9e56-ecfc658ad615,BusbarSection
_db654457-04ca-49ee-a055-34285314152a,Network/Companies/SIN/02ORI/02SURPLL/115/02SURPLL B1  115   A,02SURPLL B1  115   A,true,1146201,_fbe8baa2-3c02-449c-bcad-e0f6fe3c8031,BusbarSection
_6217eaac-b9fa-4785-a6e7-2c61ee1ab86e,Network/Companies/SIN/02ORI/02SURPLL/13.8/02SURPLL B1  13.8  A,02SURPLL B1  13.8  A,true,1146258,_25a47ea7-3d61-4e41-8d8e-9543438f2a6e,BusbarSection
_a5c3f099-4a02-4137-967e-1128875c06b1,Network/Companies/SIN/02ORI/02SURPLL/13.8/02SURPLL B2  13.8  B,02SURPLL B2  13.8  B,true,1146260,_25a47ea7-3d61-4e41-8d8e-9543438f2a6e,BusbarSection
_95c72a0b-7104-4804-9247-224ebba5ea0a,Network/Companies/SIN/02ORI/02SURPLQ/115/02SURPLQ B1  115   A,02SURPLQ B1  115   A,true,1146539,_cc7ee915-552f-407e-a8d6-65493ce374cc,BusbarSection
_5e7f68a8-2aa2-48a2-a553-d0595f8f130e,Network/Companies/SIN/02ORI/02SURPLQ/13.8/02SURPLQ B1  13.8  A,02SURPLQ B1  13.8  A,true,1146567,_f8af1a28-4111-4036-9a56-5ad0b705f66e,BusbarSection
_437de1ca-4936-438f-83c4-510dddf515ae,Network/Companies/SIN/02ORI/02SURPLQ/13.8/02SURPLQ B2  13.8  B,02SURPLQ B2  13.8  B,true,1146569,_f8af1a28-4111-4036-9a56-5ad0b705f66e,BusbarSection
_4cadc3fc-a183-4b41-b86b-c1469559d4aa,Network/Companies/SIN/02ORI/02SURPMC/115/02SURPMC B1  115   A,02SURPMC B1  115   A,true,1146833,_b3caef44-fbd0-43c5-80eb-4d8b06f6e9be,BusbarSection
_266460a4-0c96-46fc-a045-cee3e3b9a483,Network/Companies/SIN/02ORI/02SURPMC/13.8/02SURPMC B1  13.8  A,02SURPMC B1  13.8  A,true,1146888,_0f4f50ad-cad0-415d-87b6-28aa2cfc63d0,BusbarSection
_c4c4b35d-8815-4781-828a-924e2a3a4870,Network/Companies/SIN/02ORI/02SURPMC/13.8/02SURPMC B2  13.8  B,02SURPMC B2  13.8  B,true,1146890,_0f4f50ad-cad0-415d-87b6-28aa2cfc63d0,BusbarSection
_a0676ec5-bc35-49af-b308-93f16fa17c1a,Network/Companies/SIN/02ORI/02SURPPX/115/02SURPPX B1  115   A,02SURPPX B1  115   A,true,1147156,_b8e9685a-dfe6-4546-a578-db831725aab9,BusbarSection
_9b77eb50-3ab5-4f72-829e-b19355b3326f,Network/Companies/SIN/02ORI/02SURPRQ/115/02SURPRQ B1  115   A,02SURPRQ B1  115   A,true,1147282,_975ff114-8bd2-439b-b040-eb2157c5ea58,BusbarSection
_daf92d9c-c2db-4d7d-bb6e-6881c2c57aa4,Network/Companies/SIN/02ORI/02SURPRQ/13.8/02SURPRQ B1  13.8  A,02SURPRQ B1  13.8  A,true,1147323,_deda80a1-0a04-4b67-9e2b-2e74044368f0,BusbarSection
_f6e939c9-255f-4963-bcad-dc46bf190a7d,Network/Companies/SIN/02ORI/02SURPSO/115/02SURPSO B1  115   A,02SURPSO B1  115   A,true,1147476,_05f1b2f0-6953-422d-8c93-386fadc85780,BusbarSection
_12fb176c-5719-4d80-9b0a-791c80634d01,Network/Companies/SIN/02ORI/02SURPSO/13.8/02SURPSO B1  13.8  A,02SURPSO B1  13.8  A,true,1147543,_679e1ed2-8bf7-440b-aed8-60e7c445dc69,BusbarSection
_fa6bc2ef-267e-425d-a40b-a6ada20cce23,Network/Companies/SIN/02ORI/02SURPSO/13.8/02SURPSO B2  13.8  B,02SURPSO B2  13.8  B,true,1147545,_679e1ed2-8bf7-440b-aed8-60e7c445dc69,BusbarSection
_ac8c751d-1bd1-4d83-bf4b-4aa139f0077d,Network/Companies/SIN/02ORI/02SURPTM/115/02SURPTM B1  115   A,02SURPTM B1  115   A,true,1147823,_44de150f-5903-41c2-995e-3b7dbd31f735,BusbarSection
_0816d87a-0bcc-4bf4-bb60-a5d2e1d10ce2,Network/Companies/SIN/02ORI/02SURPTM/13.8/02SURPTM B1  13.8  A,02SURPTM B1  13.8  A,true,1147861,_92026679-10d8-426f-a3b6-6c05e751fc8a,BusbarSection
_06d57792-cd4d-46d6-9f90-468a2d527d87,Network/Companies/SIN/02ORI/02SURPUC/115/02SURPUC B1  115   A,02SURPUC B1  115   A,true,1148002,_4495c46b-5940-449b-8912-236636d05175,BusbarSection
_82bfcd85-3557-4453-9cdb-1b5c5d52f1e9,Network/Companies/SIN/02ORI/02SURPUC/13.8/02SURPUC B1  13.8  A,02SURPUC B1  13.8  A,true,1148022,_3447375d-b631-4bfb-84da-7e30bb6ae55b,BusbarSection
_c1c4168a-e2a2-4d01-9942-6a839fefa78d,Network/Companies/SIN/02ORI/02SURRCT/115/02SURRCT B1  115   A,02SURRCT B1  115   A,true,1148156,_15b3d21f-095d-47f0-9a7d-9b567b113ff8,BusbarSection
_94c5a446-0d6c-4825-8f64-534e5110ca2c,Network/Companies/SIN/02ORI/02SURRCT/69/02SURRCT B1  69    A,02SURRCT B1  69    A,true,1148175,_e8c69788-80a0-43eb-9c1f-dca03276cb30,BusbarSection
_4c30c78b-fe08-48c8-89ec-eaa91173b7c2,Network/Companies/SIN/02ORI/02SURRDB/115/02SURRDB B1  115   A,02SURRDB B1  115   A,true,1148219,_2bf22ce9-6e5d-4b9b-80fd-7572911c3acc,BusbarSection
_de217505-9e3f-42d7-b404-84f85443ecd4,Network/Companies/SIN/02ORI/02SURRDB/13.8/02SURRDB B1  13.8  A,02SURRDB B1  13.8  A,true,1148260,_46e7160e-3637-4b71-a161-334a71185a0e,BusbarSection
_bac9fc9f-e559-4d0b-b50b-0e83b9d8ab1a,Network/Companies/SIN/02ORI/02SURRFA/115/02SURRFA B1  115   A,02SURRFA B1  115   A,true,1148413,_35d22230-afc9-476e-abe3-fe60544dce15,BusbarSection
_1f0dbb54-2fbb-4fd6-989d-40f0ad7a7d2e,Network/Companies/SIN/02ORI/02SURRFA/13.8/02SURRFA B1  13.8  A,02SURRFA B1  13.8  A,true,1148466,_d033d2ca-32ca-4529-99e0-717d80309bab,BusbarSection
_22e5f4a9-a8cf-4fdc-8b92-5f23db9c11a2,Network/Companies/SIN/02ORI/02SURSBL/115/02SURSBL B1  115   A,02SURSBL B1  115   A,true,1148617,_aceb26c2-6db4-4880-b27a-1dc73e713db8,BusbarSection
_88e06ac9-f46e-4309-8632-8ce39206e795,Network/Companies/SIN/02ORI/02SURSBL/13.8/02SURSBL B1  13.8  A,02SURSBL B1  13.8  A,true,1148659,_c72437c6-3ec7-4f2d-b749-0f60797dda97,BusbarSection
_20abd6d1-44cc-4bcd-9722-325ffb8a75c5,Network/Companies/SIN/02ORI/02SURSCH/115/02SURSCH B1  115   A,02SURSCH B1  115   A,true,1148808,_9a3ad389-fb6f-4716-8475-171d694793cb,BusbarSection
_40d6a145-15b7-4661-812c-552c1f815338,Network/Companies/SIN/02ORI/02SURSCH/2.4/02SURSCH GE  2.4   1,02SURSCH GE  2.4   1,true,1148844,_dfc39767-a437-4317-980f-937692460618,BusbarSection
_5e8bc9ca-a8d2-46c8-8b1e-24ccda3909c9,Network/Companies/SIN/02ORI/02SURSCH/2.4/02SURSCH GE  2.4   2,02SURSCH GE  2.4   2,true,1148846,_dfc39767-a437-4317-980f-937692460618,BusbarSection
_c4185e92-2e46-4db2-b92d-9ee4cc48591c,Network/Companies/SIN/02ORI/02SURSCH/2.4/02SURSCH GE  2.4   3,02SURSCH GE  2.4   3,true,1148848,_dfc39767-a437-4317-980f-937692460618,BusbarSection
_6e745154-e0c8-49cb-8f0d-37aca9ba5813,Network/Companies/SIN/02ORI/02SURSCH/13.8/02SURSCH B1  13.8  A,02SURSCH B1  13.8  A,true,1148874,_58148756-0d8f-4d77-be88-bdeca171df69,BusbarSection
_57fa5069-262e-4680-ac1e-d90205b3e4bd,Network/Companies/SIN/02ORI/02SURSCH/13.8/02SURSCH B2  13.8  B,02SURSCH B2  13.8  B,true,1148876,_58148756-0d8f-4d77-be88-bdeca171df69,BusbarSection
_d4ac4132-93bb-4a0d-a8e0-cd4c9ff9d348,Network/Companies/SIN/02ORI/02SURSCO/115/02SURSCO B1  115   A,02SURSCO B1  115   A,true,1149096,_aee2fdc7-b6b5-4f07-b1f3-5725631c4c49,BusbarSection
_9f8defd8-c4f3-4c14-b329-5afb6d355eb8,Network/Companies/SIN/02ORI/02SURSCO/13.8/02SURSCO B1  13.8  A,02SURSCO B1  13.8  A,true,1149141,_ff239e74-6c5b-4447-b1c5-544ce3298eb0,BusbarSection
_4c5d232b-da65-4c34-8cd9-dee18840fad6,Network/Companies/SIN/02ORI/02SURSCO/34.5/02SURSCO B1  34.5  A,02SURSCO B1  34.5  A,true,1149163,_75be6439-4c33-498c-a886-7d019ec65849,BusbarSection
_d6e7ebb5-0fce-4b48-b1d1-33a2dfb3fac5,Network/Companies/SIN/02ORI/02SURSMI/115/02SURSMI B1  115   A,02SURSMI B1  115   A,true,1149422,_efda4889-cff0-4034-b2cb-b7fbe069048d,BusbarSection
_2cdc1fa9-fe9d-4fd9-a5d5-3b670628fade,Network/Companies/SIN/02ORI/02SURSMI/115/02SURSMI B2  115   B,02SURSMI B2  115   B,true,1149424,_efda4889-cff0-4034-b2cb-b7fbe069048d,BusbarSection
_85b92089-962e-477d-88f9-63f23d1fc00a,Network/Companies/SIN/02ORI/02SURSMJ/115/02SURSMJ B1  115   A,02SURSMJ B1  115   A,true,1149668,_1de284d5-c9e4-4812-8b57-b10e199949e2,BusbarSection
_0ec139fe-d6fc-490c-80e6-e8ee5a77f57e,Network/Companies/SIN/02ORI/02SURSMJ/13.8/02SURSMJ B1  13.8  A,02SURSMJ B1  13.8  A,true,1149687,_dc90f8dc-e328-4c9d-944a-8130d7be8906,BusbarSection
