"CurveData:
ID","CurveData:
xAxisData","CurveData:
y1AxisData","CurveData:
y2AxisData","CurveData:
InternalId","CurveData:
Name","CurveData:
Parent","CurveData:
ObjectType"
_bb939ded-5b9d-4909-bda8-8f972154743e,7.5,-8.2166700000000006,9.8599999999999994,1537250,10,_7b296d5e-acf3-41c8-bdbf-34c6a35905ed,CurveData
_b97251af-6061-4dfb-ad8b-43921b71ebe8,15,-5.7516699999999998,4.9299999999999997,1537251,20,_7b296d5e-acf3-41c8-bdbf-34c6a35905ed,CurveData
_74f53e13-dbbe-4c86-8263-4b607f6c904a,22.5,-3.28667,2.4649999999999999,1537252,30,_7b296d5e-acf3-41c8-bdbf-34c6a35905ed,CurveData
_a04e4743-c544-4159-ac1b-3c890d97b031,30,-0.82166700000000004,0.61624999999999996,1537253,40,_7b296d5e-acf3-41c8-bdbf-34c6a35905ed,CurveData
_8dd24f90-a1fb-481e-a486-f52d0939dd34,8,-17,27,1540890,0,_07cf61c2-2fe8-4f75-932c-7220cf76cd7e,CurveData
_139e7368-8fb6-47d4-8eb9-0225cfd9eac3,15,-15,18,1540891,10,_07cf61c2-2fe8-4f75-932c-7220cf76cd7e,CurveData
_dad942b0-53c2-4466-ade1-76427da31eaa,20,-10,18,1540892,20,_07cf61c2-2fe8-4f75-932c-7220cf76cd7e,CurveData
_91e27a80-c034-4fdf-9fab-2d4e27ccdb25,25,-10,18,1540893,30,_07cf61c2-2fe8-4f75-932c-7220cf76cd7e,CurveData
_ddb750f3-687f-41f1-8588-e3516997db49,30,-8,10,1540894,40,_07cf61c2-2fe8-4f75-932c-7220cf76cd7e,CurveData
_ce28ed4e-9490-4f66-8a3f-1b8b2846f647,8,-17,27,1540896,0,_f527b99a-df6c-4da0-a1b5-0189bbf9ca90,CurveData
_95308deb-a664-43b8-b746-b55727a8542e,15,-15,18,1540897,10,_f527b99a-df6c-4da0-a1b5-0189bbf9ca90,CurveData
_2a215327-93cd-4884-931a-0587d6bc4bca,20,-10,18,1540898,20,_f527b99a-df6c-4da0-a1b5-0189bbf9ca90,CurveData
_93aac0db-ab6a-42d7-9158-0e175eeb2f89,25,-10,18,1540899,30,_f527b99a-df6c-4da0-a1b5-0189bbf9ca90,CurveData
_c069218b-189d-4d3d-8bc4-6115fd88298e,30,-8,10,1540900,40,_f527b99a-df6c-4da0-a1b5-0189bbf9ca90,CurveData
_47d3d7f5-797e-42c8-ad12-ef171cf34450,5,-12,15,1540902,0,_17242354-f1ed-4ba4-bda9-bca5671f60ea,CurveData
_93777511-fb97-4553-ae0b-8bb0c3fec43c,12,-12,15,1540903,10,_17242354-f1ed-4ba4-bda9-bca5671f60ea,CurveData
_f902294f-4546-4990-8e25-38c23595829a,24,-12,15,1540904,20,_17242354-f1ed-4ba4-bda9-bca5671f60ea,CurveData
_0b6a5a04-204a-4095-942b-99f6d9b2094e,36,-12,15,1540905,30,_17242354-f1ed-4ba4-bda9-bca5671f60ea,CurveData
_62e0b4fd-5223-4f2a-b479-5ea58802f52d,45.399999999999999,-12,15,1540906,40,_17242354-f1ed-4ba4-bda9-bca5671f60ea,CurveData
_370d3dc7-cb2f-44ed-b02f-38e8df04c021,5,-12,15,1540908,0,_548b09eb-7a4a-44db-b5ce-1851ba8c8c31,CurveData
_d8831153-fcca-4ab9-b37b-e3e9201a2082,12,-12,15,1540909,10,_548b09eb-7a4a-44db-b5ce-1851ba8c8c31,CurveData
_d19ea1c0-639a-4869-86ad-7b62925a14d7,24,-12,15,1540910,20,_548b09eb-7a4a-44db-b5ce-1851ba8c8c31,CurveData
_a31df4d5-0d51-463e-8731-8b81783bb204,36,-12,15,1540911,30,_548b09eb-7a4a-44db-b5ce-1851ba8c8c31,CurveData
_1e0c8271-a1ee-4aec-b2f5-4c464d84194a,45.399999999999999,-12,15,1540912,40,_548b09eb-7a4a-44db-b5ce-1851ba8c8c31,CurveData
_1f4d37c3-1bbf-474d-9e40-61c1796ca312,5,-12,15,1540914,0,_f4dc9986-f4a0-4e07-9fb3-64a477db1466,CurveData
_1fed3fb2-6a99-4ea7-8a93-f11cda2ae16a,12,-12,15,1540915,10,_f4dc9986-f4a0-4e07-9fb3-64a477db1466,CurveData
_ddd64343-d696-4dcf-9732-454bc7dd1131,24,-12,15,1540916,20,_f4dc9986-f4a0-4e07-9fb3-64a477db1466,CurveData
_d63ab24e-1093-4ea6-a0f6-e16ca379165d,36,-12,15,1540917,30,_f4dc9986-f4a0-4e07-9fb3-64a477db1466,CurveData
_27b303a1-3b64-45db-a699-3eb49ca0b20c,45.399999999999999,-12,15,1540918,40,_f4dc9986-f4a0-4e07-9fb3-64a477db1466,CurveData
_a8d4ead6-4b8f-44f3-990b-e56426d9cbef,0,-1.9399999999999999,1.9399999999999999,1570461,0,_ed354768-1945-43cc-80be-2c778fcbe9c0,CurveData
_3565a267-7911-49da-a86d-c2e09b78923d,1.4750000000000001,-1.3,1.5,1570462,10,_ed354768-1945-43cc-80be-2c778fcbe9c0,CurveData
_6c26fd47-1c7c-4651-93d8-d0aae4dba2a1,2.9500000000000002,-1,1,1570463,20,_ed354768-1945-43cc-80be-2c778fcbe9c0,CurveData
_66b2cba7-a643-4a72-bd62-ef146eb72132,4.4249999999999998,-0.69999999999999996,0.5,1570464,30,_ed354768-1945-43cc-80be-2c778fcbe9c0,CurveData
_47e9abd5-1703-4c99-aee3-b3cb65b78e5f,5.9000000000000004,-0.29999999999999999,0.5,1570465,40,_ed354768-1945-43cc-80be-2c778fcbe9c0,CurveData
_ea69ef09-695a-4db2-8eb0-bd2d8f6cc5e3,0,0,0,1572135,0,_9ccbfb4f-ed81-4cc5-b136-b499f1bf5caf,CurveData
_50242d8b-b3cc-4846-a1d0-d3031dee246c,1,-0.56999999999999995,0.32000000000000001,1572136,10,_9ccbfb4f-ed81-4cc5-b136-b499f1bf5caf,CurveData
_afc8bf3c-f991-48d9-9b98-8a1764ca7737,2,-0.65000000000000002,0.65000000000000002,1572137,20,_9ccbfb4f-ed81-4cc5-b136-b499f1bf5caf,CurveData
_46d5c1b6-4bdd-4ad0-835d-b7c91a138b36,3,-0.97999999999999998,0.97999999999999998,1572138,30,_9ccbfb4f-ed81-4cc5-b136-b499f1bf5caf,CurveData
_e39bf769-189c-4826-835a-dcc1dbe45b5c,4,-1.3100000000000001,1.3100000000000001,1572139,40,_9ccbfb4f-ed81-4cc5-b136-b499f1bf5caf,CurveData
_fbbb875f-e974-4e2c-ad2f-f17e59b22b1f,0,0,0,1572173,0,_2f39e30b-6d73-40c9-8eb5-a281709465b5,CurveData
_d76f91da-2436-40e5-b026-4f224b1cd00f,1.75,-0.56999999999999995,0.56999999999999995,1572174,10,_2f39e30b-6d73-40c9-8eb5-a281709465b5,CurveData
_7317471b-6e32-4ebc-9bac-635b1955bb02,3.5,-1.1499999999999999,1.1499999999999999,1572175,20,_2f39e30b-6d73-40c9-8eb5-a281709465b5,CurveData
_eb2823c3-1f48-4f9e-8f6e-fcf79f0926eb,5.25,-1.72,1.72,1572176,30,_2f39e30b-6d73-40c9-8eb5-a281709465b5,CurveData
_c712fb82-102c-40ca-8204-8dc88d0c79e6,7,-2.2999999999999998,2.2999999999999998,1572177,40,_2f39e30b-6d73-40c9-8eb5-a281709465b5,CurveData
_5cf20a22-4539-467f-8c64-7b879f2cca1c,0,0,0,1572211,0,_3952800d-c773-47ec-8641-c5cbcc8ea1fb,CurveData
_add6deef-f59e-4226-8058-5fe251615699,1,-0.56999999999999995,0.32000000000000001,1572212,10,_3952800d-c773-47ec-8641-c5cbcc8ea1fb,CurveData
_3d856d0a-d972-458f-9780-866a910875f2,2,-0.65000000000000002,0.65000000000000002,1572213,20,_3952800d-c773-47ec-8641-c5cbcc8ea1fb,CurveData
_80ebb4d1-1cfc-4d5b-af65-a67523ee99a4,3,-0.97999999999999998,0.97999999999999998,1572214,30,_3952800d-c773-47ec-8641-c5cbcc8ea1fb,CurveData
_856bb344-ba71-45aa-be9f-d6597c4caaa5,4,-1.3100000000000001,1.3100000000000001,1572215,40,_3952800d-c773-47ec-8641-c5cbcc8ea1fb,CurveData
_09f9eb96-350c-4022-9cc3-e6c160541d5e,0,-1,4,1572360,0,_46448fca-98b8-4c4f-85c3-0990e30ad8b3,CurveData
_d89ffd40-27ee-4057-bcb5-2fa74b79b439,3,-1,4,1572361,10,_46448fca-98b8-4c4f-85c3-0990e30ad8b3,CurveData
_56e666c2-62e8-418b-abeb-ac666c626d37,5,-1,4,1572362,20,_46448fca-98b8-4c4f-85c3-0990e30ad8b3,CurveData
_f7537c79-71f2-4e38-92e5-1774b42750a5,7,-1,4,1572363,30,_46448fca-98b8-4c4f-85c3-0990e30ad8b3,CurveData
_a1a818ca-3e29-4d9a-ad14-bf6f0fbbab8e,9.3710000000000004,-1,3.7000000000000002,1572364,40,_46448fca-98b8-4c4f-85c3-0990e30ad8b3,CurveData
_4b810782-c960-45e5-9bb7-cb2b6a6d2348,0,-1,4,1572366,0,_8adbc3cf-6aaa-433f-ab7b-1f75824028d2,CurveData
_a8b679e2-cc2c-4635-8b13-ce20b53abe8f,3,-1,4,1572367,10,_8adbc3cf-6aaa-433f-ab7b-1f75824028d2,CurveData
_2f739cf7-e768-4798-8c09-266785759d2f,5,-1,4,1572368,20,_8adbc3cf-6aaa-433f-ab7b-1f75824028d2,CurveData
_3a98bc47-1cb4-423e-b379-d8b6ad654444,7,-1,4,1572369,30,_8adbc3cf-6aaa-433f-ab7b-1f75824028d2,CurveData
_0beb4e3c-0cfe-4f75-b95b-ba715f1d134d,9.3710000000000004,-1,3.7000000000000002,1572370,40,_8adbc3cf-6aaa-433f-ab7b-1f75824028d2,CurveData
_53c98424-7a44-4544-9a5a-5adc01894657,0,-1,4,1572372,0,_8d83d31d-8550-4be6-bc8c-e966cb22248c,CurveData
_276e8a87-53f7-4030-8e9d-08793f46c509,3,-1,4,1572373,10,_8d83d31d-8550-4be6-bc8c-e966cb22248c,CurveData
_bfd10ca8-22d0-4d9f-87b2-f287b3063f31,5,-1,4,1572374,20,_8d83d31d-8550-4be6-bc8c-e966cb22248c,CurveData
_70ae1ac6-fa52-492d-b3cd-639104aba0d5,7,-1,4,1572375,30,_8d83d31d-8550-4be6-bc8c-e966cb22248c,CurveData
_893572bf-a1b5-4cbc-801a-0d0a386b4995,9.3710000000000004,-1,3.7000000000000002,1572376,40,_8d83d31d-8550-4be6-bc8c-e966cb22248c,CurveData
_065b3d59-01ac-4843-a15e-f4918c14489e,0,-3.0800000000000001,3.0800000000000001,1572378,0,_db65e41b-44af-4f45-9853-75fb35dd1a68,CurveData
_ee5d19b8-d501-47ff-93e5-3580d177ee0a,3,-3.0800000000000001,3.0800000000000001,1572379,10,_db65e41b-44af-4f45-9853-75fb35dd1a68,CurveData
_4ac9f327-660b-4a3a-b86c-0fd80181aa37,5,-3.0800000000000001,3.0800000000000001,1572380,20,_db65e41b-44af-4f45-9853-75fb35dd1a68,CurveData
_d6131f41-1b62-482a-8fc0-0cccfe5a83b7,7,-3.0800000000000001,3.0800000000000001,1572381,30,_db65e41b-44af-4f45-9853-75fb35dd1a68,CurveData
_38dbd60d-480e-4e69-86a4-aaf16449457b,9.3710000000000004,-3.0800000000000001,3.0800000000000001,1572382,40,_db65e41b-44af-4f45-9853-75fb35dd1a68,CurveData
_7c041b2f-150f-4c6e-8d81-a7092649a49f,0,-1,4,1572384,0,_8d9dfc6d-1c81-4a22-8653-01427143773c,CurveData
_a8a17530-608d-417e-a3d8-cc147d763ee1,3,-1,4,1572385,10,_8d9dfc6d-1c81-4a22-8653-01427143773c,CurveData
_0b2e8f01-b0d2-46b7-8e0a-0dc8eeaec629,5,-1,4,1572386,20,_8d9dfc6d-1c81-4a22-8653-01427143773c,CurveData
_aa44e1cd-68f7-475c-93ee-c3c334cae535,7,-1,4,1572387,30,_8d9dfc6d-1c81-4a22-8653-01427143773c,CurveData
_c1ce7522-4ce6-4dcc-af5f-d2508b9af969,9.3710000000000004,-1,3.7000000000000002,1572388,40,_8d9dfc6d-1c81-4a22-8653-01427143773c,CurveData
_58abf234-fc46-4d5d-9d3e-afee104942b7,0,-1,4,1572390,0,_6a1a967b-f9ef-46bf-961e-e617e24367c3,CurveData
_0a2724f6-627c-42a3-8f22-98fd7974912f,3,-1,4,1572391,10,_6a1a967b-f9ef-46bf-961e-e617e24367c3,CurveData
_2ee4e126-2a70-4b9f-aaf5-8b4851c482c7,5,-1,4,1572392,20,_6a1a967b-f9ef-46bf-961e-e617e24367c3,CurveData
_24bb0e97-05dc-49bb-aa33-1bd1aca7d1b3,7,-1,4,1572393,30,_6a1a967b-f9ef-46bf-961e-e617e24367c3,CurveData
_1fd6ab9e-c48e-420c-98cc-96d8ff0321cb,9.3710000000000004,-1,3.7000000000000002,1572394,40,_6a1a967b-f9ef-46bf-961e-e617e24367c3,CurveData
_053a6bd9-b233-4a20-a1bc-eec3bd30c267,0,-1,4,1572396,0,_3863b35f-3ffa-460a-b85d-2f9615005238,CurveData
_d7e50530-e768-42ed-b728-b413fc80411b,3,-1,4,1572397,10,_3863b35f-3ffa-460a-b85d-2f9615005238,CurveData
_2c294476-943c-4d16-a10d-48f4bbdaa911,5,-1,4,1572398,20,_3863b35f-3ffa-460a-b85d-2f9615005238,CurveData
_01ed1c8a-d5c5-4544-92d7-524b9c27b316,7,-1,4,1572399,30,_3863b35f-3ffa-460a-b85d-2f9615005238,CurveData
_2f1d39c4-05cc-482f-b532-ef2ebc4b8f86,9.3710000000000004,-1,3.7000000000000002,1572400,40,_3863b35f-3ffa-460a-b85d-2f9615005238,CurveData
_63f18c98-270d-497b-a8b7-744b32c0b5a0,0,-1,4,1572402,0,_79acf933-b453-4e71-934e-3c0c55ee67f6,CurveData
_068ad162-e749-47c0-b62a-907e4cf3d298,3,-1,4,1572403,10,_79acf933-b453-4e71-934e-3c0c55ee67f6,CurveData
_eb72a465-92ce-4e17-a5eb-35cd85876b23,5,-1,4,1572404,20,_79acf933-b453-4e71-934e-3c0c55ee67f6,CurveData
_f14bba24-62e0-4b38-858a-c60bd9506f40,7,-1,4,1572405,30,_79acf933-b453-4e71-934e-3c0c55ee67f6,CurveData
_1d294d96-f64c-4ae7-ab38-6dd468e33036,9.3710000000000004,-1,3.7000000000000002,1572406,40,_79acf933-b453-4e71-934e-3c0c55ee67f6,CurveData
_2bd7f042-6c9d-463d-b745-b4da99e83833,0,-1,4,1572408,0,_6f333910-117c-415c-99dc-e8ce914f39ed,CurveData
_880e6f3f-c9de-4daa-928e-e3a15d63a208,3,-1,4,1572409,10,_6f333910-117c-415c-99dc-e8ce914f39ed,CurveData
_d864fc4c-c0c5-46e8-9a06-b0b8fd83e20d,5,-1,4,1572410,20,_6f333910-117c-415c-99dc-e8ce914f39ed,CurveData
_77966a40-1150-4374-811e-87dfdc80d09e,7,-1,4,1572411,30,_6f333910-117c-415c-99dc-e8ce914f39ed,CurveData
_a64d8be2-7e5d-49fd-a701-d52badf0187a,9.3710000000000004,-1,3.7000000000000002,1572412,40,_6f333910-117c-415c-99dc-e8ce914f39ed,CurveData
_f1fc3058-c800-4b89-bb94-1979673a4517,0,-1,4,1572414,0,_d38ba894-e1be-4ae4-9b5b-5a4fcfdb6b56,CurveData
_b1441ec2-a6cc-4793-a173-ae06f9119469,3,-1,4,1572415,10,_d38ba894-e1be-4ae4-9b5b-5a4fcfdb6b56,CurveData
_31ca7217-3211-4b56-8826-8088ad0d6102,5,-1,4,1572416,20,_d38ba894-e1be-4ae4-9b5b-5a4fcfdb6b56,CurveData
_2992f469-97e8-41bf-8210-a861721f12b5,7,-1,4,1572417,30,_d38ba894-e1be-4ae4-9b5b-5a4fcfdb6b56,CurveData
_bdd72736-ca09-4b23-8931-6f35b7952a46,9.3710000000000004,-1,3.7000000000000002,1572418,40,_d38ba894-e1be-4ae4-9b5b-5a4fcfdb6b56,CurveData
_74c28464-3adb-4d5d-a16d-b828ce1e659b,0,-1,4,1572420,0,_5ac3fdff-f678-44fb-8589-9c4de340a3af,CurveData
_f460fe73-77fa-452c-bb7a-4fef0b0f23af,3,-1,4,1572421,10,_5ac3fdff-f678-44fb-8589-9c4de340a3af,CurveData
_b9aabc03-586c-4138-a124-a77ea5719c3d,5,-1,4,1572422,20,_5ac3fdff-f678-44fb-8589-9c4de340a3af,CurveData
_3010ab5b-bfe1-491c-b9fb-4fd94e3b13a6,7,-1,4,1572423,30,_5ac3fdff-f678-44fb-8589-9c4de340a3af,CurveData
_2f9ac618-197b-49a1-9577-cada84b8a258,9.3710000000000004,-1,3.7000000000000002,1572424,40,_5ac3fdff-f678-44fb-8589-9c4de340a3af,CurveData
_ffd8ab71-8995-4e28-bc94-4be8be77ae5a,0,-1,4,1572426,0,_e9e7f3c3-cb35-48aa-a75b-cdc4cb380907,CurveData
_3086990f-4776-4a4c-97d1-b6eb446c9c84,3,-1,4,1572427,10,_e9e7f3c3-cb35-48aa-a75b-cdc4cb380907,CurveData
_3fb9ee5f-714d-4641-9a2c-a21c169cd4d3,5,-1,4,1572428,20,_e9e7f3c3-cb35-48aa-a75b-cdc4cb380907,CurveData
_fba6d8e8-15e0-4aa8-9a9d-af3ed0ae945d,7,-1,4,1572429,30,_e9e7f3c3-cb35-48aa-a75b-cdc4cb380907,CurveData
_c0ab006b-e107-41a5-af52-4907119ad96f,9.3710000000000004,-1,3.7000000000000002,1572430,40,_e9e7f3c3-cb35-48aa-a75b-cdc4cb380907,CurveData
_c3cb3d91-67c4-46de-a65d-09be1316c563,0,-9.8599999999999994,9.8599999999999994,1572648,0,_be78c8a5-582f-408c-83bd-dfb541599b70,CurveData
_46e9b17f-dc7f-4d5c-a345-fd7083834ab9,7.5,-8.2166700000000006,7.3949999999999996,1572649,10,_be78c8a5-582f-408c-83bd-dfb541599b70,CurveData
_9cb48afc-7250-4a46-8c32-0ef76eba6db6,15,-5.7516699999999998,4.9299999999999997,1572650,20,_be78c8a5-582f-408c-83bd-dfb541599b70,CurveData
_e9ca8013-8579-470b-9bbe-e86808416f5b,22.5,-3.28667,2.4649999999999999,1572651,30,_be78c8a5-582f-408c-83bd-dfb541599b70,CurveData
_faf57241-1bb0-4a00-b6b6-6d42233182b0,30,-0.82166700000000004,0.61624999999999996,1572652,40,_be78c8a5-582f-408c-83bd-dfb541599b70,CurveData
_c9c84c24-dd1b-4cf3-ad67-4e579fe298a6,0,-134,166,1573737,0,_4907529e-0a6a-4f27-bae1-620f0edb265f,CurveData
_ea8b87d8-6d67-4f36-9722-b0a5fee22bba,82,-134,158,1573738,10,_4907529e-0a6a-4f27-bae1-620f0edb265f,CurveData
_3821c126-0828-4f19-a113-bf56a6f5a1e8,127,-124,146,1573739,20,_4907529e-0a6a-4f27-bae1-620f0edb265f,CurveData
_f8cd0285-8490-44de-9b64-b8027045d910,160,-110,133,1573740,30,_4907529e-0a6a-4f27-bae1-620f0edb265f,CurveData
_0c946080-1e88-4ab4-a0b4-f5bc131ed5ec,225,-35,63,1573741,40,_4907529e-0a6a-4f27-bae1-620f0edb265f,CurveData
_d8acc884-e16b-4fbb-a389-351962403be0,0,-100,96,1573743,0,_b664df17-0ebb-4f25-a1a4-94d17bb05e00,CurveData
_9e4d83e8-8e59-42ba-a631-b5e58a22feee,50,-100,92,1573744,10,_b664df17-0ebb-4f25-a1a4-94d17bb05e00,CurveData
_1f804291-b294-4597-8da4-01d3e206ecfb,75,-94,84,1573745,20,_b664df17-0ebb-4f25-a1a4-94d17bb05e00,CurveData
_bf02163e-cfe3-4561-8dfd-d0857588021e,100,-84,75,1573746,30,_b664df17-0ebb-4f25-a1a4-94d17bb05e00,CurveData
_164ece80-675f-4dc8-a36d-27387c6de12e,148,-15,10,1573747,40,_b664df17-0ebb-4f25-a1a4-94d17bb05e00,CurveData
_e5626043-8945-4d57-9715-7dbd517b3142,0,-54,68,1573749,0,_79821f73-7702-4fdf-90d3-bc35a22905da,CurveData
_835f3fe1-e63e-4201-b018-60b805c2cafb,27.449999999999999,-54,68,1573750,10,_79821f73-7702-4fdf-90d3-bc35a22905da,CurveData
_762fdd3f-fecf-4611-bc3b-88b35562cc6a,36.600000000000001,-53,64,1573751,20,_79821f73-7702-4fdf-90d3-bc35a22905da,CurveData
_c6eb6e8f-70e5-4963-92c5-34ebe9dbe573,56.600000000000001,-45,60,1573752,30,_79821f73-7702-4fdf-90d3-bc35a22905da,CurveData
_299e22f1-cf60-4591-ad64-97b80541a5b5,77,-45,50,1573753,40,_79821f73-7702-4fdf-90d3-bc35a22905da,CurveData
_0e36a9f7-d70d-4e9b-8f0e-3a23d892c871,0,-285,324,1574058,0,_20de6264-d07f-4fab-96b4-cdf6ff478526,CurveData
_fe4a054c-e8a2-4d90-bb19-655213ec60ed,150,-270,300,1574059,10,_20de6264-d07f-4fab-96b4-cdf6ff478526,CurveData
_c27f31d8-a5a4-46fd-a760-27a21bcf4cb4,225,-240,285,1574060,20,_20de6264-d07f-4fab-96b4-cdf6ff478526,CurveData
_32fca6a9-983e-4cb5-a428-7a5cb2023124,300,-225,240,1574061,30,_20de6264-d07f-4fab-96b4-cdf6ff478526,CurveData
_8595aa40-cbc4-4450-a4e4-6966c99b9607,440,-150,144,1574062,40,_20de6264-d07f-4fab-96b4-cdf6ff478526,CurveData
_2a4311b1-a309-400d-bfc6-96cd8f15b8b7,0,-95,108,1574064,0,_c549f9be-532c-4cd4-9cb1-15234ef6b46c,CurveData
_9d938da2-1982-49eb-b7e4-f04f9ad6f846,50,-90,100,1574065,10,_c549f9be-532c-4cd4-9cb1-15234ef6b46c,CurveData
_2c63b7e8-afc0-4919-88fe-0d524d19758c,75,-80,95,1574066,20,_c549f9be-532c-4cd4-9cb1-15234ef6b46c,CurveData
_631ee7df-0f42-4407-a734-f08b1e1a270e,100,-75,80,1574067,30,_c549f9be-532c-4cd4-9cb1-15234ef6b46c,CurveData
_a4d5b59e-fa2f-489f-b98d-46fdb68ffd38,155,-50,48,1574068,40,_c549f9be-532c-4cd4-9cb1-15234ef6b46c,CurveData
_9f8e5e4a-d9e6-4cf6-83a2-9c3bc8e6853d,0,-95,108,1574070,0,_82852e42-d990-40ee-a2b0-740a47331eb6,CurveData
_41d08d4f-236b-4ca5-85a4-86b8213cceae,50,-90,100,1574071,10,_82852e42-d990-40ee-a2b0-740a47331eb6,CurveData
_1eb8b541-df43-4b13-80d0-d5af4d4df866,75,-80,95,1574072,20,_82852e42-d990-40ee-a2b0-740a47331eb6,CurveData
_17869da4-8bc3-4602-872f-37dcc3fcc400,100,-75,80,1574073,30,_82852e42-d990-40ee-a2b0-740a47331eb6,CurveData
_7c1ef0c5-41d3-4559-b4a9-a35efefab9f8,155,-50,48,1574074,40,_82852e42-d990-40ee-a2b0-740a47331eb6,CurveData
_d9f9367b-9355-4f9c-9384-092fd9f3811b,0,-95,108,1574076,0,_e1f7e4ca-9981-4955-b322-aec05593430b,CurveData
_4af56035-f7f3-4ea6-b714-b03140f74c69,50,-90,100,1574077,10,_e1f7e4ca-9981-4955-b322-aec05593430b,CurveData
_37f1cb67-345c-4c41-88da-0c03e1894a50,75,-80,95,1574078,20,_e1f7e4ca-9981-4955-b322-aec05593430b,CurveData
_e5199f3c-4a2b-4561-aa06-73f31f9c12d9,100,-75,80,1574079,30,_e1f7e4ca-9981-4955-b322-aec05593430b,CurveData
_04a79c6d-f64f-4ae0-a326-51e61a2ecb29,160,-50,48,1574080,40,_e1f7e4ca-9981-4955-b322-aec05593430b,CurveData
_01e247a1-4686-46ee-993a-9961c5a0f4df,0,-35,40,1574294,0,_63e1b912-43d6-4a4e-9054-67bbfb2ac856,CurveData
_1f28d5fc-4be1-49e7-83a4-108a1a05f734,113,-60,80,1574295,10,_63e1b912-43d6-4a4e-9054-67bbfb2ac856,CurveData
_a670bc8e-232e-47ed-9dff-24686b84297f,180,-79,95,1574296,20,_63e1b912-43d6-4a4e-9054-67bbfb2ac856,CurveData
_d533b13e-a2c3-4924-b443-2841ef39aad7,210,-84,108,1574297,30,_63e1b912-43d6-4a4e-9054-67bbfb2ac856,CurveData
_e069c792-7bea-497a-acdd-b82c7271e540,225,-90,115,1574298,40,_63e1b912-43d6-4a4e-9054-67bbfb2ac856,CurveData
_f8297f13-9607-4e8e-962c-7dce3acf507e,0,-285,318,1574652,0,_80b6038c-720c-44d1-abc6-ec31a92c6446,CurveData
_64c7f190-f478-44f1-a5dc-d060ce3cc2a2,240,-219,291,1574653,10,_80b6038c-720c-44d1-abc6-ec31a92c6446,CurveData
_ff115d05-0c03-489c-93c1-e364a2784c60,360,-180,255,1574654,20,_80b6038c-720c-44d1-abc6-ec31a92c6446,CurveData
_4478eb85-e5a7-405d-93d8-043097bdef88,432,-165,225,1574655,30,_80b6038c-720c-44d1-abc6-ec31a92c6446,CurveData
_66a3a126-f1a3-4f5a-bd8a-bcf6b89721dd,550,-153,189,1574656,40,_80b6038c-720c-44d1-abc6-ec31a92c6446,CurveData
_3e4e77ce-a2ed-440e-8d51-c1c6b0a72dc7,0,-95,106,1574658,0,_a28106da-d66f-4ada-abc2-3ad8ab773e2f,CurveData
_d0987b94-f528-474f-95f5-b82ae5f7d8dc,80,-73,97,1574659,10,_a28106da-d66f-4ada-abc2-3ad8ab773e2f,CurveData
_e6bd943e-015d-4ce2-b30d-991c66e867a6,120,-60,85,1574660,20,_a28106da-d66f-4ada-abc2-3ad8ab773e2f,CurveData
_55df81d4-118b-4380-9301-b321d8004dd1,144,-55,75,1574661,30,_a28106da-d66f-4ada-abc2-3ad8ab773e2f,CurveData
_f64fa3bf-8429-4724-9855-8ec88ccf32da,175,-51,63,1574662,40,_a28106da-d66f-4ada-abc2-3ad8ab773e2f,CurveData
_53f16752-0534-4ce7-a29e-5a518cae8196,0,-95,106,1574664,0,_89fca3f1-95e2-4696-a70a-6cbb48c8afc6,CurveData
_2c759772-85af-48c7-8db8-9ea0e47b41a1,80,-73,97,1574665,10,_89fca3f1-95e2-4696-a70a-6cbb48c8afc6,CurveData
_30c43040-5227-4b2f-b6cb-00491a66904f,120,-60,85,1574666,20,_89fca3f1-95e2-4696-a70a-6cbb48c8afc6,CurveData
_abac089d-643b-4098-bcb6-7bf7b5119cad,144,-55,75,1574667,30,_89fca3f1-95e2-4696-a70a-6cbb48c8afc6,CurveData
_99c85beb-0eed-4bb6-9b20-ce132ccbbc69,175,-51,63,1574668,40,_89fca3f1-95e2-4696-a70a-6cbb48c8afc6,CurveData
_27b197fd-0201-441e-8b1d-3922484b8c5a,0,-127,151,1574670,0,_4706d89a-6a3d-423a-afa4-33bfa255135b,CurveData
_3ff223db-9bf1-4f4d-8d61-f41caac30c16,80,-104,144,1574671,10,_4706d89a-6a3d-423a-afa4-33bfa255135b,CurveData
_87697def-d9c6-4b54-be92-79b9a854af11,120,-100,139,1574672,20,_4706d89a-6a3d-423a-afa4-33bfa255135b,CurveData
_6e77caa1-bdba-4a6f-aa22-f9b8fb3c5013,160,-84,122,1574673,30,_4706d89a-6a3d-423a-afa4-33bfa255135b,CurveData
_a3569b7a-8144-4bd8-ab90-3b0c1c3642fb,200,-77,108,1574674,40,_4706d89a-6a3d-423a-afa4-33bfa255135b,CurveData
_7c4110b0-af36-40b9-bb5f-65e8c97fd6ff,0,-75,120,1575494,0,_5b3bdffb-fdf5-4318-b7c6-49b155daefb4,CurveData
_8e4764a0-b62e-4caf-9b3d-310cbaef568c,80,-75,108,1575495,10,_5b3bdffb-fdf5-4318-b7c6-49b155daefb4,CurveData
_b539d702-c118-4e06-90d1-c8bfdffcf856,120,-64,89,1575496,20,_5b3bdffb-fdf5-4318-b7c6-49b155daefb4,CurveData
_30da7067-1c82-4703-8d64-524185cb0bd0,138,-55,78,1575497,30,_5b3bdffb-fdf5-4318-b7c6-49b155daefb4,CurveData
