"CurveData:
ID","CurveData:
xAxisData","CurveData:
y1AxisData","CurveData:
y2AxisData","CurveData:
InternalId","CurveData:
Name","CurveData:
Parent","CurveData:
ObjectType"
_8dad8758-a54d-4ace-bc98-0bd4901b87ed,2.5,-0.59999999999999998,0.59999999999999998,1121097,20,_38dbd5bd-37e9-471c-b47e-f43a5fc40a41,CurveData
_c0ebd637-53dc-43ab-899f-b7b96967249e,3.75,-0.29999999999999999,0.29999999999999999,1121098,30,_38dbd5bd-37e9-471c-b47e-f43a5fc40a41,CurveData
_af01f714-c581-4986-8c85-fcaa29eecd4a,5,-0.29999999999999999,0.29999999999999999,1121099,40,_38dbd5bd-37e9-471c-b47e-f43a5fc40a41,CurveData
_57e3a7e7-fc2f-4fc0-9d6a-9b1911976043,0,-10,10,1122181,0,_e97b921b-2116-4f3b-807f-55d706147426,CurveData
_9bde43a9-36d9-4ec0-a3e4-210d068eb067,10,-8,8,1122182,10,_e97b921b-2116-4f3b-807f-55d706147426,CurveData
_cb0f609f-0767-4cae-8a19-28c33ba340e0,16,-6,6,1122183,20,_e97b921b-2116-4f3b-807f-55d706147426,CurveData
_464a597f-2343-4090-b4e1-6f44ddc53cce,21,-4,4,1122184,30,_e97b921b-2116-4f3b-807f-55d706147426,CurveData
_1870ab7d-81e3-49c4-ae5c-b337f024a09f,26.699999999999999,-4,4,1122185,40,_e97b921b-2116-4f3b-807f-55d706147426,CurveData
_cca33467-0ea2-47f7-9078-7b393b63970c,0,-17.199999999999999,23.300000000000001,1122187,0,_d2abb297-889e-479e-8255-37ee56ed4bca,CurveData
_db790ec8-a429-4973-a645-d7cadfb34f3b,10,-16.800000000000001,22,1122188,10,_d2abb297-889e-479e-8255-37ee56ed4bca,CurveData
_2ac5d2f7-ff23-46b3-a564-95bd1d5b7a3a,20,-15,18.100000000000001,1122189,20,_d2abb297-889e-479e-8255-37ee56ed4bca,CurveData
_3ef8dc11-375e-4f4b-a677-162a4464f3ef,25,-13.6,14.800000000000001,1122190,30,_d2abb297-889e-479e-8255-37ee56ed4bca,CurveData
_b23e6fe4-8be5-4fca-8482-c69a8f4dd32c,27,0,0,1122191,40,_d2abb297-889e-479e-8255-37ee56ed4bca,CurveData
_4ce26a96-6b4d-4cea-8583-3b3822c6b870,0,-10,10,1122193,0,_d712fa3e-e4ac-4c0d-b918-4e8e4788ab63,CurveData
_6e816f00-51ec-4eea-9966-d09fd8839988,10,-8,8,1122194,10,_d712fa3e-e4ac-4c0d-b918-4e8e4788ab63,CurveData
_6449302a-b53c-4143-99d5-06c7401462da,16,-6,6,1122195,20,_d712fa3e-e4ac-4c0d-b918-4e8e4788ab63,CurveData
_dbc86332-0503-434a-af24-fd9f281aa1e7,21,-4,4,1122196,30,_d712fa3e-e4ac-4c0d-b918-4e8e4788ab63,CurveData
_d898a5f9-961b-435b-930d-9c2df6fe8c09,26.699999999999999,-4,4,1122197,40,_d712fa3e-e4ac-4c0d-b918-4e8e4788ab63,CurveData
_f2830029-037e-43c8-841d-a206f379af50,0,-1,1,1122199,0,_ec07852d-0878-49ee-a7db-57494b525644,CurveData
_cbe6942d-2af6-4d6b-a952-6a77f06e844a,1,-0.77000000000000002,0.77000000000000002,1122200,10,_ec07852d-0878-49ee-a7db-57494b525644,CurveData
_01212a44-34f6-4867-af7c-016467dee0a2,2,-0.55000000000000004,0.55000000000000004,1122201,20,_ec07852d-0878-49ee-a7db-57494b525644,CurveData
_341d1fee-dee8-4a47-8ad9-b5840ba3043e,4,-0.32000000000000001,0.32000000000000001,1122202,30,_ec07852d-0878-49ee-a7db-57494b525644,CurveData
_9c53ed3b-75f7-486e-b41b-bfba9cb2967e,5,-0.32000000000000001,0.32000000000000001,1122203,40,_ec07852d-0878-49ee-a7db-57494b525644,CurveData
_e527b1b1-1b33-4a20-af38-9510946c342c,0,-1,1,1122205,0,_730060b7-d2c5-4099-b578-b1523d96750e,CurveData
_0fe5d214-d52a-4c22-8d79-50159cc0e594,1,-0.77000000000000002,0.77000000000000002,1122206,10,_730060b7-d2c5-4099-b578-b1523d96750e,CurveData
_ae629508-7f47-4f4f-bbe5-beb74dace7b7,2,-0.55000000000000004,0.55000000000000004,1122207,20,_730060b7-d2c5-4099-b578-b1523d96750e,CurveData
_6c8b8034-d31c-4920-8d45-5403dcf3d199,4,-0.32000000000000001,0.32000000000000001,1122208,30,_730060b7-d2c5-4099-b578-b1523d96750e,CurveData
_f8408e19-f5d7-495b-8716-393b110ba266,5,-0.32000000000000001,0.32000000000000001,1122209,40,_730060b7-d2c5-4099-b578-b1523d96750e,CurveData
_4fbf2f7e-874a-4439-aac4-e302f54dff52,0,-1,1,1122211,0,_3d90ce7d-e6c2-4e30-a62a-45c5341d8bef,CurveData
_549a5720-a1f5-4862-a349-79f7f248c4b1,1,-0.77000000000000002,0.77000000000000002,1122212,10,_3d90ce7d-e6c2-4e30-a62a-45c5341d8bef,CurveData
_15668a5a-332b-4e43-930d-76b35fd1f232,2,-0.55000000000000004,0.55000000000000004,1122213,20,_3d90ce7d-e6c2-4e30-a62a-45c5341d8bef,CurveData
_bf27b8c6-1a90-45db-ac55-ff379f39a492,4,-0.32000000000000001,0.32000000000000001,1122214,30,_3d90ce7d-e6c2-4e30-a62a-45c5341d8bef,CurveData
_105fbde2-4339-4118-a60d-62878c8751cb,5,-0.32000000000000001,0.32000000000000001,1122215,40,_3d90ce7d-e6c2-4e30-a62a-45c5341d8bef,CurveData
_89d085ed-707a-4d4e-ac1c-900d9437e5da,0,-2,2,1124087,0,_b69bddbc-2fe7-492d-9a06-e0da1a7149a4,CurveData
_6dc4d3c2-3312-4fc2-b905-a272acdda4a6,2,-1.5,1.5,1124088,10,_b69bddbc-2fe7-492d-9a06-e0da1a7149a4,CurveData
_0490ee97-3b06-4b59-98d8-222fcaadad38,3,-1,1,1124089,20,_b69bddbc-2fe7-492d-9a06-e0da1a7149a4,CurveData
_84e49572-119f-43ac-b344-2264f3741065,4,-0.5,0.5,1124090,30,_b69bddbc-2fe7-492d-9a06-e0da1a7149a4,CurveData
_7fe9d93f-b1a5-4b4e-9829-1c6ae58323cc,5,-0.5,0.5,1124091,40,_b69bddbc-2fe7-492d-9a06-e0da1a7149a4,CurveData
_206c82c5-3dd4-4adf-a334-253136273347,0,-2,2,1124093,0,_f7114873-bf7b-4f10-ad9f-405b1f3929b7,CurveData
_7cba8764-1f1b-4471-9c52-0ca84255a776,2,-1.5,1.5,1124094,10,_f7114873-bf7b-4f10-ad9f-405b1f3929b7,CurveData
_008789cf-04e8-4cbd-81ef-186c817cbf00,3,-1,1,1124095,20,_f7114873-bf7b-4f10-ad9f-405b1f3929b7,CurveData
_114c6534-3315-4de4-a369-6c8733ef5095,4,-0.5,0.5,1124096,30,_f7114873-bf7b-4f10-ad9f-405b1f3929b7,CurveData
_27531688-4dcf-40b1-9fb8-5e0d12d5ceaf,5,-0.5,0.5,1124097,40,_f7114873-bf7b-4f10-ad9f-405b1f3929b7,CurveData
_7ae898fc-e69d-4375-b854-6185fd712c62,0,-2,2,1124099,0,_b383a7ee-ac85-4f46-9da5-017317c6e979,CurveData
_7a147c28-8d66-43d3-89fe-3518f23f9491,2,-1.5,1.5,1124100,10,_b383a7ee-ac85-4f46-9da5-017317c6e979,CurveData
_f82abf81-ceb5-42f4-81ce-980f1d6b3fa9,3,-1,1,1124101,20,_b383a7ee-ac85-4f46-9da5-017317c6e979,CurveData
_18015b94-6b1e-4eac-9c18-5d47c5478796,4,-0.5,0.5,1124102,30,_b383a7ee-ac85-4f46-9da5-017317c6e979,CurveData
_0587d475-d19c-4305-8e0b-b192c44dc6e1,5,-0.5,0.5,1124103,40,_b383a7ee-ac85-4f46-9da5-017317c6e979,CurveData
_24ad968b-ddbc-40d2-adf0-1c105bae84d4,0,-18.359999999999999,15,1131344,0,_b8987e13-84aa-47ba-8429-14ed95122e8b,CurveData
_46ecba14-3db8-47aa-a4ec-e7a42edd6a36,4.5,-18.359999999999999,15,1131345,10,_b8987e13-84aa-47ba-8429-14ed95122e8b,CurveData
_88dd9e1b-90fe-475d-9842-706f6dd323a6,9,-18.359999999999999,15,1131346,20,_b8987e13-84aa-47ba-8429-14ed95122e8b,CurveData
_960ea4db-1596-4008-9ba9-6a4f44f8e337,13.5,-18.359999999999999,15,1131347,30,_b8987e13-84aa-47ba-8429-14ed95122e8b,CurveData
_3afb9d5e-706f-4b1d-b6e5-070f4399d3e3,18.5,-18.359999999999999,15,1131348,40,_b8987e13-84aa-47ba-8429-14ed95122e8b,CurveData
_de37010e-21c7-4000-bff3-92a06747e403,0,-18.359999999999999,15,1131350,0,_b556094d-c604-4c64-8275-6ee7720b0069,CurveData
_4aea35ce-106f-4ca2-b300-34a7fc53761d,4.5,-18.359999999999999,15,1131351,10,_b556094d-c604-4c64-8275-6ee7720b0069,CurveData
_1c28a31f-e86a-4939-9e81-d87101e6599e,9,-18.359999999999999,15,1131352,20,_b556094d-c604-4c64-8275-6ee7720b0069,CurveData
_4fdb7f30-1d47-4645-8a0a-35d69db0e444,13.5,-18.359999999999999,15,1131353,30,_b556094d-c604-4c64-8275-6ee7720b0069,CurveData
_3130f192-949d-4d65-865d-bcbd35b12778,18.5,-18.359999999999999,15,1131354,40,_b556094d-c604-4c64-8275-6ee7720b0069,CurveData
_b23b3f53-5542-41c6-b55d-91e55729eeaf,0,-18.359999999999999,15,1131356,0,_ff9a1430-4ee5-4e4f-a6a1-44d04a42eb3c,CurveData
_89cfc137-5057-4427-8805-b97a7896a17c,4.5,-18.359999999999999,15,1131357,10,_ff9a1430-4ee5-4e4f-a6a1-44d04a42eb3c,CurveData
_76e43c0c-3640-4cd7-afef-f8860df912bc,9,-18.359999999999999,15,1131358,20,_ff9a1430-4ee5-4e4f-a6a1-44d04a42eb3c,CurveData
_93c89770-221d-4d29-8c34-67a3095e6645,13.5,-18.359999999999999,15,1131359,30,_ff9a1430-4ee5-4e4f-a6a1-44d04a42eb3c,CurveData
_1a2ed890-a642-4820-8d03-ae95f129c629,18.5,-18.359999999999999,15,1131360,40,_ff9a1430-4ee5-4e4f-a6a1-44d04a42eb3c,CurveData
_0c127b4b-e284-4607-bb64-be01f011bd48,0,-7.0551700000000004,5.84138,1131466,0,_cc4485a0-b56a-45aa-8d34-0d770bac88eb,CurveData
_a17b99da-803d-4266-9e27-74c4e1750d91,4.2482800000000003,-6.6511300000000002,5.4988900000000003,1131467,10,_cc4485a0-b56a-45aa-8d34-0d770bac88eb,CurveData
_984e64d4-b0f3-4251-ba2e-cc18bcb635b3,7.13103,-5.8205999999999998,4.9610700000000003,1131468,20,_cc4485a0-b56a-45aa-8d34-0d770bac88eb,CurveData
_ffc44ee2-d6a8-4562-b7ab-37c867682797,9.1034500000000005,-4.0964700000000001,4.2479699999999996,1131469,30,_cc4485a0-b56a-45aa-8d34-0d770bac88eb,CurveData
_638f22c6-18e3-42d5-bb80-9ab4c4a9da0e,9.7862100000000005,-2.4394200000000001,2.29583,1131470,40,_cc4485a0-b56a-45aa-8d34-0d770bac88eb,CurveData
_42046c93-6ff5-485c-bccc-d52fe67cd896,0,-7.0551700000000004,5.84138,1131472,0,_081b8b07-3403-4f49-b61d-1921df89d1c5,CurveData
_9edf52d6-dd07-4f60-b791-cad64c12ee55,4.2482800000000003,-6.6511300000000002,5.4988900000000003,1131473,10,_081b8b07-3403-4f49-b61d-1921df89d1c5,CurveData
_2e8f9bb7-3713-431d-b4b1-ff9f204052a1,7.13103,-5.8205999999999998,4.9610700000000003,1131474,20,_081b8b07-3403-4f49-b61d-1921df89d1c5,CurveData
_3ab1ec31-360f-4470-a17d-b023f4f796ba,9.1034500000000005,-4.0964700000000001,4.2479699999999996,1131475,30,_081b8b07-3403-4f49-b61d-1921df89d1c5,CurveData
_50803cea-c2b6-4ed1-a542-e2a65f79a9d7,9.7862100000000005,-2.4394200000000001,2.29583,1131476,40,_081b8b07-3403-4f49-b61d-1921df89d1c5,CurveData
_b2842e1a-17ad-47ab-bc73-3a29946207cd,0,-7.0551700000000004,5.84138,1131478,0,_423a9654-02e9-43db-b2b9-20e921399fcc,CurveData
_cbd7ecdf-6ffb-4ed5-b986-8d97cabd461d,4.2482800000000003,-6.6511300000000002,5.4988900000000003,1131479,10,_423a9654-02e9-43db-b2b9-20e921399fcc,CurveData
_34a8c3ec-ffae-4d2f-a694-31cf1f33b41e,7.13103,-5.8205999999999998,4.9610700000000003,1131480,20,_423a9654-02e9-43db-b2b9-20e921399fcc,CurveData
_2be1c0b6-f7bf-4d2c-90d2-e27070699d12,9.1034500000000005,-4.0964700000000001,4.2479699999999996,1131481,30,_423a9654-02e9-43db-b2b9-20e921399fcc,CurveData
_0c14ed04-344f-408c-8eb0-e7c0e41c5a69,9.7862100000000005,-2.4394200000000001,2.29583,1131482,40,_423a9654-02e9-43db-b2b9-20e921399fcc,CurveData
_3002a577-ce9c-4ac3-85d3-ee4187fcae21,0,-6.5,6.5,1135753,0,_f4dc96f2-1c2d-475e-9276-1f6dfd2a47f1,CurveData
_b22a6fcb-832b-4f94-8c7f-16aa1631a632,5,-4,4,1135754,10,_f4dc96f2-1c2d-475e-9276-1f6dfd2a47f1,CurveData
_f62f8cc8-76a7-4612-b41c-524391a1dd99,10,-3,3,1135755,20,_f4dc96f2-1c2d-475e-9276-1f6dfd2a47f1,CurveData
_d1b52f90-b525-4268-909a-3acb3eb9215e,15,-2,2,1135756,30,_f4dc96f2-1c2d-475e-9276-1f6dfd2a47f1,CurveData
_b7c4c1c5-d80b-43a6-aa94-823efa0f4a57,32,-2,2,1135757,40,_f4dc96f2-1c2d-475e-9276-1f6dfd2a47f1,CurveData
_3e54e972-60bf-49a1-831c-7ee8011f8b4c,0,-6.5,6.5,1135759,0,_60e5d9f6-6b41-4b4a-bceb-7add45473062,CurveData
_96000dbc-da07-4ac8-b8d8-7408fef1b6d6,10,-4,4,1135760,10,_60e5d9f6-6b41-4b4a-bceb-7add45473062,CurveData
_29e22bcd-ee3e-4840-b699-1df0e5e9bd41,20,-3,3,1135761,20,_60e5d9f6-6b41-4b4a-bceb-7add45473062,CurveData
_404e9fec-6e70-41da-bccb-591ae8482521,25,-2,2,1135762,30,_60e5d9f6-6b41-4b4a-bceb-7add45473062,CurveData
_14811a4b-454b-4662-b1aa-703686afe912,32,-2,2,1135763,40,_60e5d9f6-6b41-4b4a-bceb-7add45473062,CurveData
_6459f348-da0f-4365-8a6b-1193eb4f6392,0,-0.26100000000000001,0.26100000000000001,1148929,0,_8a087a72-8f90-4297-bf3e-c70c229725a7,CurveData
_83eb0b74-5d09-41d1-9ace-9728b4e2ec57,0.14999999999999999,-0.26100000000000001,0.26100000000000001,1148930,10,_8a087a72-8f90-4297-bf3e-c70c229725a7,CurveData
_7aefac6e-7f09-46b9-8d56-5bae7e1e7c1b,0.29999999999999999,-0.26100000000000001,0.26100000000000001,1148931,20,_8a087a72-8f90-4297-bf3e-c70c229725a7,CurveData
_ba95cb5a-de3d-4198-8217-df6ebcc6e5fa,0.45000000000000001,-0.26100000000000001,0.26100000000000001,1148932,30,_8a087a72-8f90-4297-bf3e-c70c229725a7,CurveData
_866cab40-f24b-4569-b3e3-50d9fbe84e92,0.59999999999999998,-0.26100000000000001,0.26100000000000001,1148933,40,_8a087a72-8f90-4297-bf3e-c70c229725a7,CurveData
_99e4c6b9-01be-464b-9377-63fe822b522d,0,-0.26100000000000001,0.26100000000000001,1148935,0,_caecf0fd-581d-42c1-8e84-a79a33612622,CurveData
_d6dfa433-a2c6-41a0-ae51-a34e06aee005,0.14999999999999999,-0.26100000000000001,0.26100000000000001,1148936,10,_caecf0fd-581d-42c1-8e84-a79a33612622,CurveData
_d5fe361c-0021-49c2-9bf5-b4513bf8237e,0.29999999999999999,-0.26100000000000001,0.26100000000000001,1148937,20,_caecf0fd-581d-42c1-8e84-a79a33612622,CurveData
_4f1d6a0d-97ed-4061-951e-4b3447f8a7ff,0.45000000000000001,-0.26100000000000001,0.26100000000000001,1148938,30,_caecf0fd-581d-42c1-8e84-a79a33612622,CurveData
_b5c7b685-1dbe-4d26-9be5-a150c17e1be6,0.59999999999999998,-0.26100000000000001,0.26100000000000001,1148939,40,_caecf0fd-581d-42c1-8e84-a79a33612622,CurveData
_a2e532ad-3556-4acd-b88e-f8a7b812281b,0,-0.45240000000000002,0.45240000000000002,1148941,0,_9949dcaa-8b3d-4f9c-80ee-0bfa5f00a06f,CurveData
_5f1cf839-e602-4262-85ff-e3cb3f6c20d0,0.26000000000000001,-0.45240000000000002,0.45240000000000002,1148942,10,_9949dcaa-8b3d-4f9c-80ee-0bfa5f00a06f,CurveData
_a060943c-684e-4232-9011-80d87f9bb303,0.52000000000000002,-0.45240000000000002,0.45240000000000002,1148943,20,_9949dcaa-8b3d-4f9c-80ee-0bfa5f00a06f,CurveData
_85152c51-160a-46f3-9a55-b2edc6cdac89,0.78000000000000003,-0.45240000000000002,0.45240000000000002,1148944,30,_9949dcaa-8b3d-4f9c-80ee-0bfa5f00a06f,CurveData
_00018c0f-1265-4d46-8b3d-12e3e6c16fe3,1.04,-0.45240000000000002,0.45240000000000002,1148945,40,_9949dcaa-8b3d-4f9c-80ee-0bfa5f00a06f,CurveData
_1b10c5e9-269b-4971-ae88-64089e182843,0,-15,15,1160217,0,_364fac4c-8f81-4097-8d92-3641a70233e4,CurveData
_62a59146-fc16-4f07-9a4e-6044e04635e3,10.0938,-10,10,1160218,10,_364fac4c-8f81-4097-8d92-3641a70233e4,CurveData
_e86aedb4-9b95-4c53-891c-726226b39621,20.1875,-5,5,1160219,20,_364fac4c-8f81-4097-8d92-3641a70233e4,CurveData
_15dc6f99-f997-49c3-a7ea-614cc5e62389,30.281199999999998,-2.5,2.5,1160220,30,_364fac4c-8f81-4097-8d92-3641a70233e4,CurveData
_a78c5c1d-072d-4021-9c1e-24ecf5921176,40.375,-2.5,2.5,1160221,40,_364fac4c-8f81-4097-8d92-3641a70233e4,CurveData
_459e4baa-7cce-4987-ae4c-0fa42a30fcfc,0,-66,87,1164841,0,_be85218b-914a-45ee-a448-b1816e3761b4,CurveData
_ced34a19-c2d3-4a69-ae63-fd641993c555,70,-60,70,1164842,10,_be85218b-914a-45ee-a448-b1816e3761b4,CurveData
_2f1fe026-7435-4610-a9e2-9c8b9e9b4c81,140,-55,63,1164843,20,_be85218b-914a-45ee-a448-b1816e3761b4,CurveData
_24d7d591-6b88-4568-8c45-e921c64a956a,210,-50,55,1164844,30,_be85218b-914a-45ee-a448-b1816e3761b4,CurveData
_e351947c-b02a-4517-b13f-e8a7f9005947,280,-40,50,1164845,40,_be85218b-914a-45ee-a448-b1816e3761b4,CurveData
_ac4e56b4-dd9b-4958-9d1e-327b4c2b05b4,0,-55,73,1164847,0,_dcc5b2c4-66ad-4661-b891-3d94fe609e3e,CurveData
_21b2a2e3-017d-4357-af04-064bc4d23c55,28,-50,70,1164848,10,_dcc5b2c4-66ad-4661-b891-3d94fe609e3e,CurveData
_bb2d2f64-a0f9-4420-9611-4aeca3b626b1,57,-44,59,1164849,20,_dcc5b2c4-66ad-4661-b891-3d94fe609e3e,CurveData
_e7cbbdd7-c7d8-4f3d-9552-0c78abae0d08,76,-39,47,1164850,30,_dcc5b2c4-66ad-4661-b891-3d94fe609e3e,CurveData
_9e44f6b3-25c5-41a8-ad42-610f938ac4f4,90,-26,26,1164851,40,_dcc5b2c4-66ad-4661-b891-3d94fe609e3e,CurveData
_fe514feb-3728-411d-bfb8-87280ddb5410,0,-55,73,1164853,0,_03890b1d-6ed0-4742-b18d-d3a277e5fa66,CurveData
_29fbf73b-be65-43aa-8225-32efc5805830,28,-50,70,1164854,10,_03890b1d-6ed0-4742-b18d-d3a277e5fa66,CurveData
_8d2723a1-1ad3-4e72-8e06-1850fef2ede3,57,-44,59,1164855,20,_03890b1d-6ed0-4742-b18d-d3a277e5fa66,CurveData
_6af2601a-f046-424d-ae7f-92e3022cbbc5,76,-39,47,1164856,30,_03890b1d-6ed0-4742-b18d-d3a277e5fa66,CurveData
_2958e627-054e-43a7-a890-a62b395d0cdc,90,-26,26,1164857,40,_03890b1d-6ed0-4742-b18d-d3a277e5fa66,CurveData
_08a5ace4-b10c-47d4-9a13-a0d7a79f6d2b,0,-66,87,1164859,0,_5335b409-0ea3-47c5-9d73-81dee0d16ca7,CurveData
_e97e8633-b0ae-40e6-a5f0-b2e17b52e768,34,-60,84,1164860,10,_5335b409-0ea3-47c5-9d73-81dee0d16ca7,CurveData
_f0d74550-489d-4bd1-b784-1f08e945360b,68,-53,71,1164861,20,_5335b409-0ea3-47c5-9d73-81dee0d16ca7,CurveData
_9792cf00-3713-495d-b23a-b49d468230b5,91,-46,57,1164862,30,_5335b409-0ea3-47c5-9d73-81dee0d16ca7,CurveData
_f19091f6-87e5-4d9d-80b7-129d43e5f48c,100,-32,32,1164863,40,_5335b409-0ea3-47c5-9d73-81dee0d16ca7,CurveData
_7bbc815f-cd74-4d5a-905d-1884a8b07383,0,-2,4,1169842,0,_66d5150d-342c-4e4a-8acf-a0cccf323d77,CurveData
_9ee27d77-202e-4ccf-adf1-afe379174764,2,-1.5,3,1169843,10,_66d5150d-342c-4e4a-8acf-a0cccf323d77,CurveData
_b61b8117-03df-4dbe-a29f-3af9b371ae25,4,-1,2,1169844,20,_66d5150d-342c-4e4a-8acf-a0cccf323d77,CurveData
_48413ffd-9cbf-4834-97bf-4be56e0a02d6,6,-0.5,1,1169845,30,_66d5150d-342c-4e4a-8acf-a0cccf323d77,CurveData
_43bafbca-73d4-4492-a0d2-4b1d675a18ed,9,-0.5,1,1169846,40,_66d5150d-342c-4e4a-8acf-a0cccf323d77,CurveData
_86e2d223-f8a7-4957-8494-a5bd22b608b3,0,-2,4,1169848,0,_6a866025-405b-4315-a0c4-d3266785420a,CurveData
_151c79e6-320b-45ee-acae-21d21e2ae3bc,2,-1.5,3,1169849,10,_6a866025-405b-4315-a0c4-d3266785420a,CurveData
_4b6eed7d-2c0b-4279-9738-64aa1c908b8b,4,-1,2,1169850,20,_6a866025-405b-4315-a0c4-d3266785420a,CurveData
_517d5a69-70c1-4cd8-b1b9-d0b1b86cd95e,6,-0.5,1,1169851,30,_6a866025-405b-4315-a0c4-d3266785420a,CurveData
_1f8013c2-ae9c-4124-9ff8-dd6de47da7c3,9,-0.5,1,1169852,40,_6a866025-405b-4315-a0c4-d3266785420a,CurveData
_f15e5299-3839-46f4-a8c5-444d1901fe4c,0,-2,4,1169854,0,_20da912c-5bf2-4132-9827-6f170b962fbb,CurveData
_943cd134-1cff-4bfc-866d-9b8eece3cb36,2,-1.5,3,1169855,10,_20da912c-5bf2-4132-9827-6f170b962fbb,CurveData
_84cc6ff2-1f99-4e65-a9e7-6979a6bba7a7,4,-1,2,1169856,20,_20da912c-5bf2-4132-9827-6f170b962fbb,CurveData
_81bbc4af-c0b8-4453-95f9-fe6b9244fc31,6,-0.5,1,1169857,30,_20da912c-5bf2-4132-9827-6f170b962fbb,CurveData
_88f95709-fc9e-47be-98be-38587f051701,9,-0.5,1,1169858,40,_20da912c-5bf2-4132-9827-6f170b962fbb,CurveData
_7f1e06cc-904e-4353-9ea5-af827a7d49d1,0,-43,28,1177443,0,_7038a0f5-2ae6-4e8e-95dd-7f109dd8462b,CurveData
_36799a5c-5610-4c3b-92f8-912dad5f3b5d,13,-41,28,1177444,10,_7038a0f5-2ae6-4e8e-95dd-7f109dd8462b,CurveData
_cd990779-e00f-4dba-9ce0-d93566817a30,26,-34,27,1177445,20,_7038a0f5-2ae6-4e8e-95dd-7f109dd8462b,CurveData
_bb78cdcd-b85d-4892-b1b8-937c84ebc338,34,-26,25,1177446,30,_7038a0f5-2ae6-4e8e-95dd-7f109dd8462b,CurveData
_338a3ded-2470-4e8b-8c72-7fa199bd3aec,41,-13,18,1177447,40,_7038a0f5-2ae6-4e8e-95dd-7f109dd8462b,CurveData
_a4b72913-19e5-4fe0-b6c4-6434a7ba33c3,0,-1,0.5,1178723,0,_388ad594-1a87-45d5-bbb0-7ee364a469df,CurveData
_7535f969-1f5b-4986-86d9-010270ca06d6,0.78749999999999998,-0.75,0.375,1178724,10,_388ad594-1a87-45d5-bbb0-7ee364a469df,CurveData
_a799195d-8156-4e0a-be87-768d4a214503,1.575,-0.5,0.25,1178725,20,_388ad594-1a87-45d5-bbb0-7ee364a469df,CurveData
_ff1ebf0a-b5bc-4ed9-9bb5-2e92dac52baf,2.3624999999999998,-0.25,0.125,1178726,30,_388ad594-1a87-45d5-bbb0-7ee364a469df,CurveData
_9783fa48-ba19-43f1-9db5-78ddb3d64cd3,3.1499999999999999,-0.25,0.125,1178727,40,_388ad594-1a87-45d5-bbb0-7ee364a469df,CurveData
_c5a59ce6-fcd1-49df-9fc6-95281273981e,0,-1,0.5,1178729,0,_0fbd8ce8-3402-4e0b-a90d-185773a40f84,CurveData
_95ed786c-320e-44e6-a459-f57a0d4834e0,0.78749999999999998,-0.75,0.375,1178730,10,_0fbd8ce8-3402-4e0b-a90d-185773a40f84,CurveData
_3125e65f-bbba-4f82-87af-f14100acaf00,1.575,-0.5,0.25,1178731,20,_0fbd8ce8-3402-4e0b-a90d-185773a40f84,CurveData
_5b18eaa1-f838-4071-9d0c-f755fcb8cb22,2.3624999999999998,-0.25,0.125,1178732,30,_0fbd8ce8-3402-4e0b-a90d-185773a40f84,CurveData
_2a8039a5-c4e1-4feb-99c5-cbac58ea4f21,3.1499999999999999,-0.25,0.125,1178733,40,_0fbd8ce8-3402-4e0b-a90d-185773a40f84,CurveData
_67e7beda-0dd5-49c3-b1fb-f9270cfa87fd,0,-2,3,1178735,0,_c49e9779-8920-4b62-9fd7-37c4a5c03d45,CurveData
_bdb5d8c0-e0e3-48ca-9cb0-4dcfd2d32f6b,1.4299999999999999,-1.5,2.25,1178736,10,_c49e9779-8920-4b62-9fd7-37c4a5c03d45,CurveData
_54cab9ec-ee43-4dc1-bd2a-9cddc8c9cf2f,2.8599999999999999,-1,1.5,1178737,20,_c49e9779-8920-4b62-9fd7-37c4a5c03d45,CurveData
_850f922b-0989-4093-ad14-6589a48564c9,4.29,-0.5,0.75,1178738,30,_c49e9779-8920-4b62-9fd7-37c4a5c03d45,CurveData
_904bec46-8a55-40bd-9d86-0d2b862c63cf,5.7199999999999998,-0.5,0.75,1178739,40,_c49e9779-8920-4b62-9fd7-37c4a5c03d45,CurveData
_d4ca11ed-311b-4a17-8ea3-4b16acd83833,0,-43,24.440000000000001,1183976,0,_590f3067-dab7-4711-bb01-c59d69272c97,CurveData
_818db775-0731-4574-9708-b4843461d65b,20,-41,20,1183977,10,_590f3067-dab7-4711-bb01-c59d69272c97,CurveData
_62e02006-0f90-4c55-9a51-2d6590f2e32b,30,-34,15,1183978,20,_590f3067-dab7-4711-bb01-c59d69272c97,CurveData
_7795d80a-2393-45ef-83cb-668f5c5f332e,38,-26,10,1183979,30,_590f3067-dab7-4711-bb01-c59d69272c97,CurveData
_9dbe0bc8-d19b-4a1a-8f4f-c12def84c94b,42,-13,7.2000000000000002,1183980,40,_590f3067-dab7-4711-bb01-c59d69272c97,CurveData
_d8a2182c-b6a5-4687-86f8-4e0e7a50aaf9,0,-43,24.440000000000001,1183982,0,_5a0f1534-14fa-4dbe-b9d7-8dc47e340274,CurveData
_93d7abfd-9729-48f5-bc3c-34278f1a7f40,20,-41,20,1183983,10,_5a0f1534-14fa-4dbe-b9d7-8dc47e340274,CurveData
_8157b46f-8f7a-4211-acd1-2b21c8e5f622,30,-34,15,1183984,20,_5a0f1534-14fa-4dbe-b9d7-8dc47e340274,CurveData
_5bd15708-451c-4401-8473-af9763208885,38,-26,10,1183985,30,_5a0f1534-14fa-4dbe-b9d7-8dc47e340274,CurveData
