"BusbarSection:
ID","BusbarSection:
Name","BusbarSection:
ctcpRegion","BusbarSection:
NAFlag","BusbarSection:
InternalId","BusbarSection:
Parent","BusbarSection:
ObjectType","MarketLoadZone:
Path","MarketLoadZone:
InternalId","MarketLoadZone:
Name","BusbarSection:
BusbarSectionAssignedToMarketLoadZone:
MarketLoadZone:
ID","MarketLoadZone:
Parent","MarketLoadZone:
ObjectType"
_f66a626a-2d7e-4af2-acb9-a3b26a4b8019,01   JRB BD 23    B,10,true,810638,_cd950cf0-bb7f-413f-8150-c987119b7070,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_8a54fb2d-5dc9-4add-bf8c-f9ae783b4bf5,01   JUA B1  85    A,10,true,810948,_aeb65924-44c3-4cba-9513-63ef5811ce25,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_dad166b6-a529-4229-93d1-3c9a9f42eb0d,01   JUA B2  85    B,10,true,810950,_aeb65924-44c3-4cba-9513-63ef5811ce25,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_778e139e-ac86-43ab-bdf0-34ea5d52e9aa,01   KCR B1  230   A,10,true,811446,_69cc29d3-d0f0-4154-8055-b90ab78c351f,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_a8acedb1-683e-4b77-ad7f-831291692daa,01   KCR B2  230   B,10,true,811448,_69cc29d3-d0f0-4154-8055-b90ab78c351f,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_2a382d77-ef5d-499f-af9b-d9ca0ad1a67c,01   KCR BD  23a   a_,10,true,811610,_98dba5fa-dfd2-4fa5-80eb-3e9fe729c452,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_1ecc36bc-54b9-448e-a0d9-135d55be0593,01   KCR BD  23a   c_,10,true,811612,_98dba5fa-dfd2-4fa5-80eb-3e9fe729c452,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_4f5d66b5-41d5-4578-a883-d434c65c9033,01   KCR BD  23a   e_,10,true,811614,_98dba5fa-dfd2-4fa5-80eb-3e9fe729c452,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_564cc6e3-0367-4acf-90ab-339065613093,01   KMC B1 85    1,10,true,812113,_57cfb39d-d1e2-463b-87f5-ca09ec60fa3c,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_d03242dc-c986-46a5-af65-8c1c1724b33a,01   KMC B2 85    2,10,true,812115,_57cfb39d-d1e2-463b-87f5-ca09ec60fa3c,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_8b56b5aa-dd7e-41c7-8d8f-9a6e59cf8a93,01   KMC B1 230   1,10,true,812262,_24d1f62a-f0d9-489d-9563-679714707121,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_ace32971-309c-46b3-95de-79c85eba73a2,01   KMC B2 230   2,10,true,812264,_24d1f62a-f0d9-489d-9563-679714707121,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_913f028d-d7e0-45dd-b2f9-460d3057de58,01   LAP B1 230   1,10,true,812514,_35313a1f-2951-4d4c-be16-8e80b32c16af,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_af47ee05-c15b-403a-8979-b6cd88733767,01   LAP B2 230   2,10,true,812516,_35313a1f-2951-4d4c-be16-8e80b32c16af,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_7ae7ce4c-0995-46b3-8b2c-ff8407aebc50,01   LAP B1 400   1,10,true,812683,_cdbeed5a-9f3e-42ce-984c-72f77e668b46,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_4280c587-3414-469d-8706-dd744f7d3b8d,01   LAP B2 400   2,10,true,812685,_cdbeed5a-9f3e-42ce-984c-72f77e668b46,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_9b70928b-7a3f-4905-9077-f0a69c307626,01   LAP BD 400   f_,10,true,812687,_cdbeed5a-9f3e-42ce-984c-72f77e668b46,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_4db06a47-5569-4656-a5be-fcf08c5b4d15,01   LAP BD 23    A,10,true,812821,_a71f5fbe-2237-46c2-b087-b725f9e67f8e,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_cffc8b1f-64d5-4f70-9d40-9e245a1ae26a,01   LAP BD 23    B,10,true,812823,_a71f5fbe-2237-46c2-b087-b725f9e67f8e,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_23bddfc0-bea7-4713-923e-61423ca0f65b,01   LAQ B1   85   1,10,true,813275,_53479ffe-d9b1-4afa-8bbe-20bdbb2251c4,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_52b033b1-fa1a-4ce1-bc4f-1d18ac71ecb6,01   LAQ B2   85   2,10,true,813277,_53479ffe-d9b1-4afa-8bbe-20bdbb2251c4,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_79154111-966b-4de6-b8a5-8f554bfa0295,01   LAZ B1  85    A,10,true,813752,_84c660cb-3905-4996-a28f-9659f76631a7,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_1a7baf47-9f48-4e87-b979-b270d73419f7,01   LAZ B2  85    B,10,true,813754,_84c660cb-3905-4996-a28f-9659f76631a7,BusbarSection,MMS/VALLE DE MEXICO CENT,38174505,VALLE DE MEXICO CENT,_49979ab7-e7fd-477e-b46b-fc05a6c5aff6,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_8eeea0bd-cdd7-4485-bb84-4d7fc9c0dfa7,01   LCP B1  400   A,10,true,813953,_32054c3f-5d32-4235-8bb0-554719af3b0f,BusbarSection,MMS/LAZARO CARDENAS,38174508,LAZARO CARDENAS,_47dfe085-1a41-4952-bec5-f2dbf18ead67,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_517761b3-217f-44fb-9dde-c13324149fb4,01   LCP B2  400   B,10,true,813955,_32054c3f-5d32-4235-8bb0-554719af3b0f,BusbarSection,MMS/LAZARO CARDENAS,38174508,LAZARO CARDENAS,_47dfe085-1a41-4952-bec5-f2dbf18ead67,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_86ed6b5c-a5ef-47c5-a1c6-064fdbd26255,01   LCP B1  115   A,10,true,814120,_8421277e-620e-42fd-9dab-3c71fb19b9e7,BusbarSection,MMS/LAZARO CARDENAS,38174508,LAZARO CARDENAS,_47dfe085-1a41-4952-bec5-f2dbf18ead67,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_671dc68a-44cc-453e-9e09-375703370a66,01   LCP B2  115   B,10,true,814122,_8421277e-620e-42fd-9dab-3c71fb19b9e7,BusbarSection,MMS/LAZARO CARDENAS,38174508,LAZARO CARDENAS,_47dfe085-1a41-4952-bec5-f2dbf18ead67,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_384a4db6-ce0f-4f4d-b036-952c7d3c537d,01   LCP B1  230   C,10,true,814288,_67781d2d-512c-4cc1-a2ae-2cbf55e3a224,BusbarSection,MMS/LAZARO CARDENAS,38174508,LAZARO CARDENAS,_47dfe085-1a41-4952-bec5-f2dbf18ead67,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_f76d5709-c202-4365-bb6a-08b2792ad4ca,01   LCP B2  230   D,10,true,814290,_67781d2d-512c-4cc1-a2ae-2cbf55e3a224,BusbarSection,MMS/LAZARO CARDENAS,38174508,LAZARO CARDENAS,_47dfe085-1a41-4952-bec5-f2dbf18ead67,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_7e40e0fe-710e-4e72-994e-f244cd94d09e,01   LCT BD  85    2,10,true,814708,_09adc8be-758c-4739-9e8c-523252a7ec33,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_f68f36ad-d70f-4bb8-b6c8-3acdb84e5f94,01   LDG B1 230   A,10,true,814867,_20bfcb27-ad3d-4ef0-b84a-13fd130ca9b8,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_43c5640f-5534-4827-8c1b-ad7fc844a0eb,01   LDG B2 230   B,10,true,814869,_20bfcb27-ad3d-4ef0-b84a-13fd130ca9b8,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_9917ab55-608f-4871-9c69-7a213ad9559d,01   LDG BD   23   a_,10,true,814947,_928330eb-e418-45ff-a1e3-c287384ad156,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_070029b7-e337-4308-ad97-0a6a03835649,01   LDG BD   23   b_,10,true,814949,_928330eb-e418-45ff-a1e3-c287384ad156,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_963dc490-dac8-432e-b131-d080240cee6b,01   LEC B1 85    A,10,true,815281,_60a8b7c8-d1f2-435b-80f8-5c3ee925d42a,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_98c89e00-0074-42ad-8771-d0bb295f7b31,01   LEC B2 85    B,10,true,815283,_60a8b7c8-d1f2-435b-80f8-5c3ee925d42a,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_eed52bfa-5f76-42de-8f82-28116b1d2b16,01   LEC BD 11.5  t_,10,true,815511,_78515f02-d909-4505-9872-edea44932c2b,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_ac2dba13-9c16-48d4-a118-0e9ca186e815,01   LEC BD 11.5  v_,10,true,815513,_78515f02-d909-4505-9872-edea44932c2b,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_d38929b6-4e2b-41a2-ab6f-2281e573bdff,01   LEC BD 11.5  x_,10,true,815515,_78515f02-d909-4505-9872-edea44932c2b,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_df9168f4-5fbb-4a9e-a81a-e209db6ce678,01   LEC BD 11.5  z_,10,true,815517,_78515f02-d909-4505-9872-edea44932c2b,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_8ee848c4-a33a-475b-9bae-dff62ff01055,01   LEC B1 23    1,10,true,815564,_cc32a4f5-fbbe-46f4-aa7d-c442414f2d9c,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_b3de07ff-8d77-480b-affd-53a0ada0d438,01   LEC B2 23    2,10,true,815566,_cc32a4f5-fbbe-46f4-aa7d-c442414f2d9c,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_346d2bdc-0bf3-4978-afc2-4d992391bca5,01   LEC B3 23    3,10,true,815568,_cc32a4f5-fbbe-46f4-aa7d-c442414f2d9c,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_074927c9-7ee0-4b96-903b-d72d8d8c7283,01   LEC B4 23    4,10,true,815570,_cc32a4f5-fbbe-46f4-aa7d-c442414f2d9c,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_11429f04-6afd-4b22-b51d-9bf902d2abf4,01   LFG B1 230   1,10,true,817178,_81602c0e-9576-4ee8-85f0-96961845ace3,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_b9d2e6ee-a0e9-4580-9b74-50f629c65c1d,01   LFG BD 230   C,10,true,817180,_81602c0e-9576-4ee8-85f0-96961845ace3,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_8d8d0841-f11e-4a59-921d-d89112ded927,01   LFG BD 230   F,10,true,817182,_81602c0e-9576-4ee8-85f0-96961845ace3,BusbarSection,MMS/CENTRO ORIENTE,38174503,CENTRO ORIENTE,_b86ddb98-ca95-4351-9774-3406667d50c8,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_3b7c6781-004e-4e66-bf0f-b2648c93d809,01   LOM B1  85    A,10,true,817359,_0d5e2ec9-5086-4c61-8cd2-e6f0926a0f78,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_4379f5f4-626c-4d86-ba27-b4009cbe6dbc,01   LOM B2  85    B,10,true,817361,_0d5e2ec9-5086-4c61-8cd2-e6f0926a0f78,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_85f31342-56bb-44e0-9d80-809fd662fbc6,01   LOM BD  23    a_,10,true,817442,_81335f84-c5cc-4beb-a23a-90351a904533,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_0bd89478-508d-49b1-9ac0-46a52235be93,01   LOM BD  23    c_,10,true,817444,_81335f84-c5cc-4beb-a23a-90351a904533,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_d35d1205-e9ef-4fab-89ee-2ea3c2740fa3,01   LOM BD  23    e_,10,true,817446,_81335f84-c5cc-4beb-a23a-90351a904533,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_72e7aa2a-1648-486b-9cbc-1d24b3d3eff5,01   LQX BD  85    a_,10,true,817859,_6a560342-be25-4c1b-90df-1fbf24ca642f,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_010b1cac-0b73-40df-bf21-62fb06d2f062,01   LVE B1 230   A,10,true,818010,_b03c619d-a9d2-4542-9de4-a5568e4ec7c4,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_74cdb035-5f8e-41e5-945a-e71f415a1b9c,01   LVE B2 230   B,10,true,818012,_b03c619d-a9d2-4542-9de4-a5568e4ec7c4,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_d6e4c2ac-58ff-49e4-8bcc-b044ad3bc245,01   LVE BD  23   a_,10,true,818105,_c56c3769-fb5a-484e-ac4f-bfd674b05093,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_fd521e59-2abe-44a7-8d65-c7ce507e8143,01   LVE BD  23   b_,10,true,818107,_c56c3769-fb5a-484e-ac4f-bfd674b05093,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_d8a70d43-ad33-436d-94dc-149ffa29d12f,01   MAD B1 230   A,10,true,818417,_76c2fbae-bf48-4c5c-bb42-a20ddf39781d,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_9eb2ede5-cc04-4738-8bf7-a2ecd1609a6a,01   MAD B2 230   B,10,true,818419,_76c2fbae-bf48-4c5c-bb42-a20ddf39781d,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_34e5becc-d53c-414e-ad50-d1d3d8b8f8c4,01   MAD BD  23   a_,10,true,818500,_588c4fd3-f5ce-419f-bb23-37e2ee56c526,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_c5c07185-5afb-41d3-bdc1-9dffd7b1d967,01   MAD BD  23   b_,10,true,818502,_588c4fd3-f5ce-419f-bb23-37e2ee56c526,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_88403b2b-39a6-4e37-9a8f-f8c178dd25cc,01   MAD BD  23   c_,10,true,818504,_588c4fd3-f5ce-419f-bb23-37e2ee56c526,BusbarSection,MMS/VALLE DE MEXICO NORT,38174504,VALLE DE MEXICO NORT,_d4368ad5-3206-4aec-aafd-4f7f2ca4aada,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_1353e45c-4f37-4a7a-b777-f3c47ccc9865,01   MAG B1 85    1,10,true,818941,_10cdfbca-e2f4-4e48-b68c-5d382100d17a,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_56976f6a-40c8-4bd5-b250-03f0f0cdbe01,01   MAG B2 85    2,10,true,818943,_10cdfbca-e2f4-4e48-b68c-5d382100d17a,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_1cde0675-78db-4566-b972-de0ba469eadb,01   MAG B1 230   1,10,true,819130,_c3092605-97d8-4c20-802f-4258cd093ab9,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_23ac6a99-8df0-4f5d-aca8-8ca4a49843c0,01   MAG B2 230   2,10,true,819132,_c3092605-97d8-4c20-802f-4258cd093ab9,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_185ab32d-f4e3-460d-b8f3-4284bf556e8a,01   MAG BG 13.8  1,10,true,819212,_e5eb5309-0aca-449b-949e-b4e32b69690d,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_80d5c747-2082-4d9a-8288-1815952fb58e,01   MAG B3 23    3,10,true,819246,_c007b88a-a0b0-44cb-a100-406054e96f32,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_e6422f00-a1e7-410a-a406-d2da34b26d72,01   MAG B4 23    4,10,true,819248,_c007b88a-a0b0-44cb-a100-406054e96f32,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_78580c47-b17e-48b7-8687-a0968b7f8195,01   MAG B5 23    5,10,true,819250,_c007b88a-a0b0-44cb-a100-406054e96f32,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_cfb3146b-c411-4d88-97d6-687352bc07e6,01   MAG BD 23   10,10,true,819252,_c007b88a-a0b0-44cb-a100-406054e96f32,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_2a625bf9-38c3-4c44-9b05-4a07443db1f2,01   MAG BD 23   17,10,true,819254,_c007b88a-a0b0-44cb-a100-406054e96f32,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_9e6b51a6-2799-443f-8144-01298d609dd6,01   MAG BD 23   22,10,true,819256,_c007b88a-a0b0-44cb-a100-406054e96f32,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
_7856b9b2-6ead-4968-98be-337b29e3fd2c,01   MAG BD 23   23,10,true,819258,_c007b88a-a0b0-44cb-a100-406054e96f32,BusbarSection,MMS/VALLE DE MEXICO SUR,38174506,VALLE DE MEXICO SUR,_7ae51acf-c8c1-48d7-8acc-2631edeba613,_168aa1db-d855-47d3-b2d1-07242cc6e29a,MarketLoadZone
