"SynchronousMachine:
ID","SynchronousMachine:
InternalId","SynchronousMachine:
Name","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType","GeneratingUnit:
Path","GeneratingUnit:
InternalId","GeneratingUnit:
Name","SynchronousMachine:
SynchronousMachineMemberOfGeneratingUnit:
GeneratingUnit:
ID","GeneratingUnit:
Parent","GeneratingUnit:
ObjectType"
_f4cd53a8-b4c4-4220-a76b-34e19c73d6b6,1220425,UN-02,_b763c61b-c54c-4df5-a1aa-8fcefd845804,SynchronousMachine,Network/.Generation/03PARQUE SOLAR AGS SUR 1/03SAS-U2 Unit,2409762,03SAS-U2 Unit,_151e0a28-cb69-40e1-837a-7a04f31897e3,_2db61e49-14d8-43f6-b5e2-6628abcbe1cc,SolarGeneratingUnit
_4b6437f2-b22f-4688-b799-f157ed43f472,1220761,UNPTA,_3239eafe-37f3-4df8-a0c1-4416a16a24ae,SynchronousMachine,Network/.Generation/03SALAMANCA COGENERACION/03SCG-PTA Unit,2411147,03SCG-PTA Unit,_0e8b0865-aadc-4ed9-8d10-b769614df6a4,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_819cdfb1-223c-49a9-97a4-50c15b7f5c27,1220763,UN-01,_3239eafe-37f3-4df8-a0c1-4416a16a24ae,SynchronousMachine,Network/.Generation/03SALAMANCA COGENERACION/03SCG-U1 Unit,2411160,03SCG-U1 Unit,_3297cab0-63b0-4778-b66b-61aec5e2334f,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_cc906d51-e390-45c4-a585-126e283facd0,1220765,UN-02,_3239eafe-37f3-4df8-a0c1-4416a16a24ae,SynchronousMachine,Network/.Generation/03SALAMANCA COGENERACION/03SCG-U2 Unit,2411171,03SCG-U2 Unit,_254bcf6f-3c71-49db-9223-40e45ab06cef,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_429c2aa8-8770-43dc-9048-ecc7d3270185,1220767,UN-03,_3239eafe-37f3-4df8-a0c1-4416a16a24ae,SynchronousMachine,Network/.Generation/03SALAMANCA COGENERACION/03SCG-U3 Unit,2411182,03SCG-U3 Unit,_684c6c9f-83b8-4eba-aff7-c38a4b4ffd82,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_2c6860b6-1cc7-485b-b1aa-0658ed9b0046,1221036,UNPTA,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-PTA Unit,2409777,03SDJ-PTA Unit,_54d7c56b-f60c-4aef-ae2f-2007522d0731,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_695a48e0-0f41-46cb-b5bd-7eeb77ac0441,1221038,UN-01,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U1 Unit,2409778,03SDJ-U1 Unit,_df84ef61-9726-48f8-a5c2-3b0bb02742eb,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_da9d7198-46f9-4839-a14d-ff70e0577e05,1221040,UN-10,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U10 Unit,2409779,03SDJ-U10 Unit,_304ea38b-feda-4d41-9c9a-1f0fb87cc614,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_56f8cf85-1187-41c5-92ae-88cd11557a1e,1221042,UN-11,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U11 Unit,2409780,03SDJ-U11 Unit,_15e5fe30-0fc3-4dcc-a739-99eeece45a6f,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_1acdb3d1-a013-4b3f-b3d7-6c0695deb561,1221044,UN-12,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U12 Unit,2409781,03SDJ-U12 Unit,_41fefcc8-8abf-4929-a640-51057f692b5a,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_dd1aaa12-c490-4831-b55e-295455f8b097,1221046,UN-02,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U2 Unit,2409782,03SDJ-U2 Unit,_b143994c-561c-4c4d-9d99-8fef7d21fb3c,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_b75b732b-e5a5-4f60-a943-b47a6b9e278c,1221048,UN-03,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U3 Unit,2409783,03SDJ-U3 Unit,_8dd2edbd-9549-47e3-95f8-cf8c0cf60497,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_522c9c7e-3629-4865-b0e5-a26846ea175b,1221050,UN-04,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U4 Unit,2409784,03SDJ-U4 Unit,_1bc69e1f-0b27-4cba-a557-6fc205a5b6d3,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_dd9401a7-edd7-43f2-aff7-138123576362,1221052,UN-05,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U5 Unit,2409785,03SDJ-U5 Unit,_4e05c1f5-9ade-4921-9076-f0968eb5e9b4,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_ed262542-7bfb-48fd-bbd0-33653a543777,1221054,UN-06,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U6 Unit,2409786,03SDJ-U6 Unit,_1ea8e4e9-702b-4c41-88dd-cbf88325f47d,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_c0e020fe-ad91-46f6-b054-09fdc734fa18,1221056,UN-07,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U7 Unit,2409787,03SDJ-U7 Unit,_d67f9a91-751d-405a-8b9a-916a845fdf4e,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_d126b625-0c71-4cd0-b9e2-bd995573dc9f,1221058,UN-08,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U8 Unit,2409788,03SDJ-U8 Unit,_ca912025-287c-41a7-9b83-c9a236a94041,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_a93e2802-7b89-4fd5-af7c-7e0224837141,1221060,UN-09,_892ad238-3c63-4b0d-b803-9e01b976fa9a,SynchronousMachine,Network/.Generation/03PARQUE SOLAR DON JOSE/03SDJ-U9 Unit,2409789,03SDJ-U9 Unit,_8bf399c9-dfd8-4c44-a89b-af03e6b06cc8,_0d9aa502-ca8b-4c31-8f04-2bf8dd4fc758,SolarGeneratingUnit
_dc68ed74-5d2e-4412-a29d-18db875a8fb8,1221417,UNPTA,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-PTA Unit,2409804,03SGF-PTA Unit,_a133189d-2b70-4da8-be9e-6e6dbef54845,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_1b89d2d4-e410-41e9-8880-6b14c0b2ba2c,1221419,UN-01,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U1 Unit,2409805,03SGF-U1 Unit,_13462938-eb70-44d4-932e-2fa1843a788f,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_b4b32ffb-9017-4379-af52-ae02aec09a88,1221421,UN-10,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U10 Unit,2409806,03SGF-U10 Unit,_bdace88f-4f32-4a87-89b7-6cd7b905c153,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_a88ce958-dae7-4784-8300-2bcd509ce084,1221423,UN-11,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U11 Unit,2409807,03SGF-U11 Unit,_98af76ed-6c28-46a0-8ce8-74324cf6ea9b,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_a056ffe8-276d-40d3-9daf-b027f5df428e,1221425,UN-12,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U12 Unit,2409808,03SGF-U12 Unit,_f469a13f-e36c-4f58-8e17-472fc657faaa,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_8d2b0a99-5829-4d1b-92b8-42746febe580,1221427,UN-02,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U2 Unit,2409809,03SGF-U2 Unit,_89256925-e772-4ff2-b2a3-f5fba4178288,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_460c76c3-dc64-43bc-a151-b36947d63d37,1221429,UN-03,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U3 Unit,2409810,03SGF-U3 Unit,_4b41646f-e025-4d93-a3c2-7e4d0d027364,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_900511b5-8f3c-4f55-8057-4571e0fb5cea,1221431,UN-04,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U4 Unit,2409811,03SGF-U4 Unit,_d2feac11-862a-40f9-815a-3b8c3030b18e,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_ca7571a5-bd20-4204-a634-5277063f3e4c,1221433,UN-05,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U5 Unit,2409812,03SGF-U5 Unit,_20c5cebb-c267-49a8-9576-1b7f53bb7628,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_20316b4e-d975-4840-86db-ea1777c4961d,1221435,UN-06,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U6 Unit,2409813,03SGF-U6 Unit,_a4f81ece-ef7c-4b53-bdb5-18708fddbec4,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_ff876381-b5e6-4a1f-8e60-55d7352eb61c,1221437,UN-07,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U7 Unit,2409814,03SGF-U7 Unit,_f9583e93-f4b6-492a-a378-f337b936e114,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_e57151a3-ecac-41b4-b8a5-4e7e99d8ef87,1221439,UN-08,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U8 Unit,2409815,03SGF-U8 Unit,_60d8f5f3-c86a-4c3c-b4a6-3a6d42547408,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_3b759b3e-7f94-4855-ba25-3bfc0833ff66,1221441,UN-09,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,Network/.Generation/03PARQUE SOLAR SANTIAGO/03SGF-U9 Unit,2409816,03SGF-U9 Unit,_f19e3c14-5e68-4a2f-b038-763b9605ec72,_7d1b7b5c-09b1-4300-b63d-405faf4d6245,SolarGeneratingUnit
_ac4263d5-f917-4d91-ac6f-99e883c4666b,1222596,UN-03,_17e13a3b-f9ad-4c9d-869f-2e0ecdb831e7,SynchronousMachine,Network/.Generation/03SALAMANCA/03SLM-U3 Unit,2411228,03SLM-U3 Unit,_0338796b-5888-43dd-b6cd-260f1dbe1bc1,_7d8fbb7e-7a2d-47ba-8fe4-5a8cc1f19cfb,ThermalGeneratingUnit
_e4cd2e38-be56-4649-81c7-5d6907d39cf5,1222598,UN-04,_17e13a3b-f9ad-4c9d-869f-2e0ecdb831e7,SynchronousMachine,Network/.Generation/03SALAMANCA/03SLM-U4 Unit,2411243,03SLM-U4 Unit,_03aa7afb-2232-4b2e-9aea-ccc088511fed,_7d8fbb7e-7a2d-47ba-8fe4-5a8cc1f19cfb,ThermalGeneratingUnit
_9ba1c837-4967-4287-aa4d-add96275d0cb,1225633,UNPTA,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,Network/.Generation/03SOLEM DOS/03SOO-PTA Unit,2409825,03SOO-PTA Unit,_fd7bcdba-e751-4fe0-b4ee-b95235e9eb51,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_a4f36c4a-5c48-4609-a819-a47b59b81160,1225635,UN-01,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,Network/.Generation/03SOLEM DOS/03SOO-U1 Unit,2409826,03SOO-U1 Unit,_c649b947-2923-43ed-9206-581307ccc0d0,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_4b1f7f98-11b6-40a3-939b-2701eb1986e2,1225637,UN-02,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,Network/.Generation/03SOLEM DOS/03SOO-U2 Unit,2409827,03SOO-U2 Unit,_ecb3f5b1-aeea-4c72-b617-78917a9f2102,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_292c7e04-485a-449b-83da-6db811dd7923,1225639,UN-03,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,Network/.Generation/03SOLEM DOS/03SOO-U3 Unit,2409828,03SOO-U3 Unit,_3b378311-91ff-48e4-b605-2c98a69d28f3,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_3a10282f-ca3e-49bf-91f7-56db01dac5c5,1225641,UN-04,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,Network/.Generation/03SOLEM DOS/03SOO-U4 Unit,2409829,03SOO-U4 Unit,_00b8c424-5938-49a1-9e0d-08b28829154a,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_5cc2cb16-d419-44d0-b965-08d2daaf57f3,1225643,UN-05,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,Network/.Generation/03SOLEM DOS/03SOO-U5 Unit,2409830,03SOO-U5 Unit,_992d2bba-6c91-4e7b-83a0-0d0578566c67,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_5609a23f-eda3-4fce-b257-839aafd0226b,1225645,UN-06,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,Network/.Generation/03SOLEM DOS/03SOO-U6 Unit,2409831,03SOO-U6 Unit,_c8e20b12-bdcc-49fa-bc00-76d09478d6bd,_948b5fff-56ea-4434-8075-d2d6ed1712c4,SolarGeneratingUnit
_0502e14b-db6f-455f-8057-e733f614a805,1225851,UNPTA,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.Generation/03SOLEM UNO/03SOU-PTA Unit,2409840,03SOU-PTA Unit,_dbcd1673-ddc7-45ef-86f4-d03a9a723516,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_99a37564-cc31-4a62-a218-95d2eaf18459,1225853,UN-01,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.Generation/03SOLEM UNO/03SOU-U1 Unit,2409841,03SOU-U1 Unit,_e251c998-3109-4710-a8a7-4e8d4b3b0605,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_f77644c7-f4ac-4a32-bb51-674bd3354a7f,1225855,UN-02,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.Generation/03SOLEM UNO/03SOU-U2 Unit,2409842,03SOU-U2 Unit,_f88ca4b9-7a4c-44cc-ae21-c4581750f081,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_4c394541-bef1-4dd0-9f31-4509e594584a,1225857,UN-03,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.Generation/03SOLEM UNO/03SOU-U3 Unit,2409843,03SOU-U3 Unit,_b1931c47-44be-407d-868d-982ed44a3508,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_ef135fcb-38a3-497b-923f-f57ffc5c7ae7,1225859,UN-04,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.Generation/03SOLEM UNO/03SOU-U4 Unit,2409844,03SOU-U4 Unit,_993e661e-687b-4be2-b1b3-aaf56428001d,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_311a009c-a218-4330-9973-be5965535eda,1225861,UN-05,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.Generation/03SOLEM UNO/03SOU-U5 Unit,2409845,03SOU-U5 Unit,_4c74c5ef-90aa-4e89-aaf3-4b4dec46bdf0,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_48054cc9-aca5-44b0-b2e1-8739b2dd999b,1225863,UN-06,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,Network/.Generation/03SOLEM UNO/03SOU-U6 Unit,2409846,03SOU-U6 Unit,_9bde11f8-172d-4d52-9e55-348008b6d46b,_a7ff6e47-068e-4a1d-a796-e97607988e10,SolarGeneratingUnit
_2f2bca6e-5fed-42c9-8edb-ffb3c46d6fb3,1226375,UN-01,_76a110a2-f301-467c-88c0-8eb1db5f706c,SynchronousMachine,Network/.Generation/03SANRAFAEL/03SRA-U1 Unit,2410329,03SRA-U1 Unit,_2c599e68-d6af-4acb-a22d-e03167f4ec96,_6ac5dba0-964d-4801-80fb-de113cd77118,HydroGeneratingUnit
_54d71c3b-ae5b-470f-a84a-92694116bbd2,1226377,UN-02,_76a110a2-f301-467c-88c0-8eb1db5f706c,SynchronousMachine,Network/.Generation/03SANRAFAEL/03SRA-U2 Unit,2410330,03SRA-U2 Unit,_7a8d8a3b-c53c-4a61-84f6-d2287f6693b5,_6ac5dba0-964d-4801-80fb-de113cd77118,HydroGeneratingUnit
_49a573d7-d779-4505-a2b1-97fd13523af0,1226379,UN-03,_76a110a2-f301-467c-88c0-8eb1db5f706c,SynchronousMachine,Network/.Generation/03SANRAFAEL/03SRA-U3 Unit,2410331,03SRA-U3 Unit,_2702e432-ae70-4b79-bcd2-2f5d3a945193,_6ac5dba0-964d-4801-80fb-de113cd77118,HydroGeneratingUnit
_a947c628-bf95-4f55-a5b5-df085b3f2bf0,1226604,UN-01,_71e42595-7cfb-4083-bd3f-0f6bc10cf05e,SynchronousMachine,Network/.Generation/03SANTA ROSA/03SRO-U1 Unit,2410335,03SRO-U1 Unit,_b5f7630c-ba63-45c6-8b40-dae48ddfb4f5,_51f9c8d3-df12-4c12-848a-54cf8b7901b0,HydroGeneratingUnit
_da40206e-a6c4-405f-a82b-7075b0adf4da,1226606,UN-02,_71e42595-7cfb-4083-bd3f-0f6bc10cf05e,SynchronousMachine,Network/.Generation/03SANTA ROSA/03SRO-U2 Unit,2410336,03SRO-U2 Unit,_f34c8167-9cee-47ce-a169-ac39824744ff,_51f9c8d3-df12-4c12-848a-54cf8b7901b0,HydroGeneratingUnit
_d231680a-7126-4863-85cb-7c1f655e844f,1226811,UNPTA,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,Network/.Generation/03SALSIPUEDES SOLAR/03SSS-PTA Unit,2409852,03SSS-PTA Unit,_1f1f2db3-5450-4a4f-990b-d213cc73733f,_6e096456-1653-4c4e-82a8-24a78336f2e6,SolarGeneratingUnit
_deaa9135-a353-43b2-9fef-070b3575f7ea,1226813,UN-01,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,Network/.Generation/03SALSIPUEDES SOLAR/03SSS-U1 Unit,2409853,03SSS-U1 Unit,_58c52654-bd51-4038-952d-fd0102bb9fa0,_6e096456-1653-4c4e-82a8-24a78336f2e6,SolarGeneratingUnit
_7a21104f-d12b-480c-b1e8-e32fa5cc7eb3,1226815,UN-02,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,Network/.Generation/03SALSIPUEDES SOLAR/03SSS-U2 Unit,2409854,03SSS-U2 Unit,_1fc236be-c253-434b-a7bf-c827cd2dcd5b,_6e096456-1653-4c4e-82a8-24a78336f2e6,SolarGeneratingUnit
_50a44562-1ffb-485a-b9d8-5cd6492d2920,1226817,UN-03,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,Network/.Generation/03SALSIPUEDES SOLAR/03SSS-U3 Unit,2409855,03SSS-U3 Unit,_3dbf3789-f27e-4494-b68d-b853e6017496,_6e096456-1653-4c4e-82a8-24a78336f2e6,SolarGeneratingUnit
_0ff2b6e5-2827-4751-9cc7-e9689ba53d3d,1229284,UN-01,_5e212a7b-0913-4157-9c29-64f5cef02350,SynchronousMachine,Network/.Generation/03TRIGOMIL/03TRL-U1 Unit,2410343,03TRL-U1 Unit,_d02d5f4e-3572-417f-8b1c-cbe737437f19,_6229db1b-83a6-4689-8b0e-bc6efecbff6a,HydroGeneratingUnit
_47874d2f-c4fd-44b9-b496-9f8b9653b907,1229286,UN-02,_5e212a7b-0913-4157-9c29-64f5cef02350,SynchronousMachine,Network/.Generation/03TRIGOMIL/03TRL-U2 Unit,2410344,03TRL-U2 Unit,_df21d182-7f67-492a-94d6-62f909aad081,_6229db1b-83a6-4689-8b0e-bc6efecbff6a,HydroGeneratingUnit
_785a7c49-b972-4c9c-b089-6d50d4c6bddf,1229406,UNPTA,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.Generation/03TROMPEZON/03TRZ-PTA Unit,2409862,03TRZ-PTA Unit,_f599ae60-7256-48c4-b779-d5611c380ade,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_3ecd6e26-36cc-4cf9-ae50-e1686c2efd13,1229408,UN-01,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.Generation/03TROMPEZON/03TRZ-U1 Unit,2409863,03TRZ-U1 Unit,_0fd9f1db-1bf0-467f-97e2-56798620e7ac,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_a9f9a2dd-af24-4117-adb5-717b736db0c1,1229410,UN-02,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.Generation/03TROMPEZON/03TRZ-U2 Unit,2409864,03TRZ-U2 Unit,_aa8cd1d0-4a04-49f3-bcfa-b8f76fdfa9c1,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_4a490d57-4b08-4234-906f-51e57d50de84,1229412,UN-03,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.Generation/03TROMPEZON/03TRZ-U3 Unit,2409865,03TRZ-U3 Unit,_ef28263f-3046-429d-9c97-d1ace24841d4,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_a3358953-eae1-427d-9d9a-e4dbfc9773db,1229414,UN-04,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,Network/.Generation/03TROMPEZON/03TRZ-U4 Unit,2409866,03TRZ-U4 Unit,_a1292523-4a05-4de5-ac72-3e01aa6a62f7,_8c62549a-67a7-42a8-8e1e-a73c292d94f2,SolarGeneratingUnit
_27df4787-16bb-41c4-a3d0-2ab7571301cf,1230602,UNPTA,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.Generation/03TULI ENERGIA/03TUE-PTA Unit,2409877,03TUE-PTA Unit,_409dc668-377f-4f9d-843c-83a49324f842,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_5ca6a8a9-2446-4019-ba1f-b2f76b608c75,1230604,UN-01,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.Generation/03TULI ENERGIA/03TUE-U1 Unit,2409878,03TUE-U1 Unit,_67d73f96-b815-4559-b76c-dc5370ca8ebf,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_a717d321-1770-456e-b47e-5cfc9254c6aa,1230606,UN-02,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.Generation/03TULI ENERGIA/03TUE-U2 Unit,2409879,03TUE-U2 Unit,_37294294-34f3-4d8c-9ab5-5f63fa33ad16,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_7626a8fd-4632-4a5b-99b5-331a23f19fae,1230608,UN-03,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.Generation/03TULI ENERGIA/03TUE-U3 Unit,2409880,03TUE-U3 Unit,_fd303d6a-105d-42c0-9b15-a699795bea0b,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_3c180e6c-2460-41fc-bb73-c69c4da5e931,1230610,UN-04,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.Generation/03TULI ENERGIA/03TUE-U4 Unit,2409881,03TUE-U4 Unit,_ab834c1f-af2c-4afe-b55e-8974cf53884d,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_f19bd1f2-22d0-4695-badf-e17541ae8b3d,1230612,UN-05,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.Generation/03TULI ENERGIA/03TUE-U5 Unit,2409882,03TUE-U5 Unit,_bf347bad-0f8d-4651-b49b-585fc8339155,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_8522574f-1722-478b-964a-401066de8285,1230614,UN-06,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.Generation/03TULI ENERGIA/03TUE-U6 Unit,2409883,03TUE-U6 Unit,_503996fe-7b77-4fe4-9504-3410cc885e41,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
_e486516b-6775-4852-8501-a4684e6a3c1a,1230616,UN-07,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,Network/.Generation/03TULI ENERGIA/03TUE-U7 Unit,2409884,03TUE-U7 Unit,_194bad50-ed18-4226-94a9-5d6fe2750780,_f3da2d41-4597-42d9-9b82-b43197341f95,SolarGeneratingUnit
