ID,Name,Description,mRID,NAFlag,ODBName,ShortID,InternalId,Parent,ObjectType
_b7813524-9045-4202-910b-6c46c4e7ce77,01   AAN-73W40-01   JUA,01   AAN-73W40-01   JUA,LN-01   AAN-73W40-01   JUA,true,AANW4JUA,W4,1900271,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_fbf38bd7-afaa-484f-9f8b-1264a920e904,01   AAN-73W80-01   PAC,01   AAN-73W80-01   PAC,LN-01   AAN-73W80-01   PAC,true,AANW8PAC,W8,1900274,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_aca6896b-c8e7-43e0-a0b7-ae1793485105,01   AAN-73W90-01   CFZ,01   AAN-73W90-01   CFZ,LN-01   AAN-73W90-01   CFZ,true,AANW9CFZ,W9,1900277,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_f612e10d-3bf7-4096-87c5-e614fa066573,01   ACC-73J50-01   VAJ,01   ACC-73J50-01   VAJ,LN-01   ACC-73J50-01   VAJ,true,ACCJ5VAJ,J5,1900280,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_d5e0ac72-5862-4f18-95c3-6246f217e506,01   ACC-73J70-01   AUM,01   ACC-73J70-01   AUM,LN-01   ACC-73J70-01   AUM,true,ACCJ7AUM,J7,1900283,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_3e5645df-2de0-443e-bdf5-9106561e830d,01   ACN-73G90-01   BAR,01   ACN-73G90-01   BAR,LN-01   ACN-73G90-01   BAR,true,ACNG9BAR,G9,1900286,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_b37e8258-d5b3-4a01-bf4e-a12ab1c12269,01   ACN-73H00-01   CHE,01   ACN-73H00-01   CHE,LN-01   ACN-73H00-01   CHE,true,ACNH0CHE,H0,1900289,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_9344696c-5bb7-4055-8aae-08e25673499b,01   AGV-73E60-01   CHA,01   AGV-73E60-01   CHA,LN-01   AGV-73E60-01   CHA,true,AGVE6CHA,E6,1900292,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_2e954a59-283f-41a2-9a1d-e7289007ffec,01   AGV-73E80-01   JCP,01   AGV-73E80-01   JCP,LN-01   AGV-73E80-01   JCP,true,AGVE8JCP,E8,1900298,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_b13b2808-02dc-4a9a-8a0e-21dcfd72ac25,01   ALR-73K30-01   FMC,01   ALR-73K30-01   FMC,LN-01   ALR-73K30-01   FMC,true,ALRK3FMC,K3,1900301,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_10936461-8de2-4fdf-b378-d83459a63b39,01   ALR-73K40-01   BDK,01   ALR-73K40-01   BDK,LN-01   ALR-73K40-01   BDK,true,ALRK4BDK,K4,1900304,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_166ed4f0-f9af-415a-a295-fdff9320ad27,01   ANS-73D20-01   MAG,01   ANS-73D20-01   MAG,LN-01   ANS-73D20-01   MAG,true,ANSD2MAG,D2,1900307,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_a2debc96-49b4-4733-8316-755c1df14b93,01   ANS-73D30-01   MAG,01   ANS-73D30-01   MAG,LN-01   ANS-73D30-01   MAG,true,ANSD3MAG,D3,1900310,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_ea967609-a56b-4733-a64a-516c13249c16,01   APA-73W00-01   PAC,01   APA-73W00-01   PAC,LN-01   APA-73W00-01   PAC,true,APAW0PAC,W0,1900313,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_a2fe160f-c094-4388-96a7-b72fbf462d79,01   APA-73W50-01   JUA,01   APA-73W50-01   JUA,LN-01   APA-73W50-01   JUA,true,APAW5JUA,W5,1900319,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_5c587dff-2984-4eae-b013-6cfd1a5ad371,01   APA-73X70-01   CEA,01   APA-73X70-01   CEA,LN-01   APA-73X70-01   CEA,true,APAX7CEA,X7,1900322,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_5c2c6bcc-e3fb-4251-83be-e893f5fb34bf,01   APA-73X80-01   VIT,01   APA-73X80-01   VIT,LN-01   APA-73X80-01   VIT,true,APAX8VIT,X8,1900325,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_368fba17-e93e-4109-bdb7-d33effacccfc,01   ARA-73P20-01   MZA,01   ARA-73P20-01   MZA,LN-01   ARA-73P20-01   MZA,true,ARAP2MZA,P2,1900328,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_c0b55393-b4d6-4750-ad31-64c760bca707,01   ARA-73P30-01   MZA,01   ARA-73P30-01   MZA,LN-01   ARA-73P30-01   MZA,true,ARAP3MZA,P3,1900331,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_a5653510-5c1a-4a07-95ae-52e65cb3c8ed,01   ATE-73L50-01TLCTDV,01   ATE-73L50-01TLCTDV,LN-01   ATE-73L50-01TLCTDV,true,ATEL5TDV,L5,1900334,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_1778e15b-3d86-4183-bb29-92544d9688eb,01   ATE-73M00-01TLCNIS,01   ATE-73M00-01TLCNIS,LN-01   ATE-73M00-01TLCNIS,true,ATEM0NIS,M0,1900337,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_293b23f3-caf4-4d94-a9e7-9bf02ebe0d47,01   ATE-73M10-01TLCAMO,01   ATE-73M10-01TLCAMO,LN-01   ATE-73M10-01TLCAMO,true,ATEM1AMO,M1,1900340,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_29acd3cc-2925-417d-8ae2-3a048193a50d,01   ATE-73M20-01TLCPRO,01   ATE-73M20-01TLCPRO,LN-01   ATE-73M20-01TLCPRO,true,ATEM2PRO,M2,1900343,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_e4a3393c-5c16-42f6-b945-a42b0e80279a,01   ATE-73M80-01TLCVDT,01   ATE-73M80-01TLCVDT,LN-01   ATE-73M80-01TLCVDT,true,ATEM8VDT,M8,1900346,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_7fd529b9-020e-45e7-940c-99a90ac33b36,01   AUM-73J80-01   GUA,01   AUM-73J80-01   GUA,LN-01   AUM-73J80-01   GUA,true,AUMJ8GUA,J8,1900349,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_e45cff5e-7a72-4145-97a6-b7d96af05cf7,01   AUR-73D80-01   RES,01   AUR-73D80-01   RES,LN-01   AUR-73D80-01   RES,true,AURD8RES,D8,1900352,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_49579305-05ed-4426-ad59-e201cfd80db0,01   AUR-73D90-01   RES,01   AUR-73D90-01   RES,LN-01   AUR-73D90-01   RES,true,AURD9RES,D9,1900355,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_9b740506-0f76-4286-a95b-2b96f2382c27,01   AYO-73E00-01   RES,01   AYO-73E00-01   RES,LN-01   AYO-73E00-01   RES,true,AYOE0RES,E0,1900358,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_31ab698f-a111-460b-99dc-daf76f0c97d3,01   AYO-73E10-01   RES,01   AYO-73E10-01   RES,LN-01   AYO-73E10-01   RES,true,AYOE1RES,E1,1900361,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_715442d3-a8b7-4e72-b560-8aa6c6d3e907,01   AYO-73E30-01   CHA,01   AYO-73E30-01   CHA,LN-01   AYO-73E30-01   CHA,true,AYOE3CHA,E3,1900364,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_fdd97d4b-58f8-4066-9aca-5cd639eb1e87,01   AYO-73E40-01   CVD,01   AYO-73E40-01   CVD,LN-01   AYO-73E40-01   CVD,true,AYOE4CVD,E4,1900367,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_10c9d59f-f0a0-4c8b-805d-699cf56e203a,01   BAR-73G70-01   LOM,01   BAR-73G70-01   LOM,LN-01   BAR-73G70-01   LOM,true,BARG7LOM,G7,1900370,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_c9bd4e7c-fcb6-4349-af65-7192896f5642,01   BAR-73G80-01   CHE,01   BAR-73G80-01   CHE,LN-01   BAR-73G80-01   CHE,true,BARG8CHE,G8,1900373,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_4f41da0d-d38c-4c31-b083-f41d46bcaaf0,01   BAR-73H10-01   CAH,01   BAR-73H10-01   CAH,LN-01   BAR-73H10-01   CAH,true,BARH1CAH,H1,1900376,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_e078a3fc-703e-47fb-b2aa-6fed30a17537,01   BAR-73H20-01   LEC,01   BAR-73H20-01   LEC,LN-01   BAR-73H20-01   LEC,true,BARH2LEC,H2,1900379,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_6aa0a06a-7ba7-4605-b67c-8924388d9de1,01   BDK-73K50-01   CTT,01   BDK-73K50-01   CTT,LN-01   BDK-73K50-01   CTT,true,BDKK5CTT,K5,1900382,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_d64ecb48-a281-495a-ba4b-ffe3b838fca7,01   CAH-73H30-01   LEC,01   CAH-73H30-01   LEC,LN-01   CAH-73H30-01   LEC,true,CAHH3LEC,H3,1900385,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_c1d14d97-fae4-4f40-8018-d5685f589cc4,01   CAR-73G30-01   REM,01   CAR-73G30-01   REM,LN-01   CAR-73G30-01   REM,true,CARG3REM,G3,1900388,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_8be16305-7809-43f3-a5c3-669b74458a0b,01   CAR-73G40-01   REM,01   CAR-73G40-01   REM,LN-01   CAR-73G40-01   REM,true,CARG4REM,G4,1900391,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_b16d0170-4f8a-4a1e-8219-99dd75166c51,01   CDS-73C20-01   TYA,01   CDS-73C20-01   TYA,LN-01   CDS-73C20-01   TYA,true,CDSC2TYA,C2,1900394,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_c1d77b03-906a-4d31-873e-557074e31fb9,01   CDS-73C30-01   NAR,01   CDS-73C30-01   NAR,LN-01   CDS-73C30-01   NAR,true,CDSC3NAR,C3,1900397,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_8d322f4b-ea6a-46e6-8218-6d33fff8c1bc,01   CEA-73X60-01   TLT,01   CEA-73X60-01   TLT,LN-01   CEA-73X60-01   TLT,true,CEAX6TLT,X6,1900400,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_ad828d34-7ecb-4e4c-be6f-dd6f261ddb2e,01   CHA-73E40-01   CVD,01   CHA-73E40-01   CVD,LN-01   CHA-73E40-01   CVD,true,CHAE4CVD,E4,1900403,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_5b3b7c4c-0a75-46c3-b576-405c40a37f6c,01   CHA-73E50-01   JCP,01   CHA-73E50-01   JCP,LN-01   CHA-73E50-01   JCP,true,CHAE5JCP,E5,1900406,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_3acd97fb-af7c-47ac-a6cc-c43e2c21aa61,01   CRG-73H80-01   LEC,01   CRG-73H80-01   LEC,LN-01   CRG-73H80-01   LEC,true,CRGH8LEC,H8,1900409,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_a539f497-2f19-42d9-aa49-9407190977b6,01   CRG-73N00-01   LAQ,01   CRG-73N00-01   LAQ,LN-01   CRG-73N00-01   LAQ,true,CRGN0LAQ,N0,1900412,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_dea3d289-d8d0-4b31-8c12-3428c85151c1,01   CRG-73N20-01   VPM,01   CRG-73N20-01   VPM,LN-01   CRG-73N20-01   VPM,true,CRGN2VPM,N2,1900415,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_2ff40064-2ce3-458f-94b0-6a0cf3eb8442,01   CRG-73N30-01   INS,01   CRG-73N30-01   INS,LN-01   CRG-73N30-01   INS,true,CRGN3INS,N3,1900418,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_3d3483e3-4a28-4e57-aac0-5cc3b729a508,01   CRG-73N40-01   JMX,01   CRG-73N40-01   JMX,LN-01   CRG-73N40-01   JMX,true,CRGN4JMX,N4,1900421,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_868cf627-bb45-40cc-a5e7-c880d404b7db,01   CRG-73N50-01   LCT,01   CRG-73N50-01   LCT,LN-01   CRG-73N50-01   LCT,true,CRGN5LCT,N5,1900424,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_811580d1-ee5d-421e-84b8-e373127746ac,01   CRM-73T80-01   KMC,01   CRM-73T80-01   KMC,LN-01   CRM-73T80-01   KMC,true,CRMT8KMC,T8,1900427,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_8cb4227d-b6f0-4352-9f87-700cbc0411ef,01   CRM-73Z90-01   SAO,01   CRM-73Z90-01   SAO,LN-01   CRM-73Z90-01   SAO,true,CRMZ9SAO,Z9,1900430,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_2764ea26-2734-4257-9e51-f2db9af1d3d4,01   CTT-73K60-01   ZAE,01   CTT-73K60-01   ZAE,LN-01   CTT-73K60-01   ZAE,true,CTTK6ZAE,K6,1900433,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_56ebc241-262b-4b5d-87e1-25d8ec8aeba6,01   CTT-73K70-01   LQX,01   CTT-73K70-01   LQX,LN-01   CTT-73K70-01   LQX,true,CTTK7LQX,K7,1900436,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_cebb19a9-b110-4cd9-a8e3-b5f148d52cf5,01   CTT-73X00-01   JDV,01   CTT-73X00-01   JDV,LN-01   CTT-73X00-01   JDV,true,CTTX0TPZ,X0,1900439,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_213692e6-e956-4720-a6f9-c921786d3ad3,01   CYO-73K90-01   VIC,01   CYO-73K90-01   VIC,LN-01   CYO-73K90-01   VIC,true,CYOK9VIC,K9,1900442,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_5a89ed31-5b0b-4cdf-97b2-825a33eceb25,01   CYO-73X90-01   JDV,01   CYO-73X90-01   JDV,LN-01   CYO-73X90-01   JDV,true,CYOX9JDV,X9,1900445,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_b7d43c2e-f804-4ea9-9195-9035bea1224f,01   DCA-73T00-01   ANL,01   DCA-73T00-01   ANL,LN-01   DCA-73T00-01   ANL,true,DCAT0ANL,T0,1900448,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_a5d1f62c-0953-4374-bba7-6b7f287ba726,01   DCO-73H90-01   LEC,01   DCO-73H90-01   LEC,LN-01   DCO-73H90-01   LEC,true,DCOH9LEC,H9,1900451,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_6a7d4d4a-2b46-4002-8c1d-ddb987d8a12f,01   DCO-73N10-01   NFA,01   DCO-73N10-01   NFA,LN-01   DCO-73N10-01   NFA,true,DCON1NFA,N1,1900454,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_c69d33d8-54b7-49f6-8c0a-d1d6776c0281,01   ESR-73P00-01   ARA,01   ESR-73P00-01   ARA,LN-01   ESR-73P00-01   ARA,true,ESRP0ARA,P0,1900457,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_501d1b63-21c0-493d-a243-4d5dcdd73abd,01   ESR-73P10-01   ARA,01   ESR-73P10-01   ARA,LN-01   ESR-73P10-01   ARA,true,ESRP1ARA,P1,1900460,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_9c4cbd93-504d-495d-bb16-8177bbc48e77,01   FMC-73K10-01   VIC,01   FMC-73K10-01   VIC,LN-01   FMC-73K10-01   VIC,true,FMCK1VIC,K1,1900463,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_9ecf9d54-b56c-4105-a79d-22aa66e19e36,01   GUA-73G00-01   NON,01   GUA-73G00-01   NON,LN-01   GUA-73G00-01   NON,true,GUAG0NON,G0,1900466,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_4433ad07-8b43-429f-bfbe-5c6e38d71e44,01   HTC-73A70-01   PEX,01   HTC-73A70-01   PEX,LN-01   HTC-73A70-01   PEX,true,HTCA7PEX,A7,1900469,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_d215fc67-781d-43b0-8c6a-871742a979a1,01   INM-73C70-01   TYA,01   INM-73C70-01   TYA,LN-01   INM-73C70-01   TYA,true,INMC7TYA,C7,1900472,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_c9331bcc-290a-4b98-be12-1a8305eaf894,01   INN-73F20-01   JAM,01   INN-73F20-01   JAM,LN-01   INN-73F20-01   JAM,true,INNF2JAM,F2,1900475,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_a0150b0b-410d-4a4c-a085-247916b8984f,01   INS-73F80-01   NON,01   INS-73F80-01   NON,LN-01   INS-73F80-01   NON,true,INSF8NON,F8,1900478,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_3be33c58-42a4-4d5f-9559-a968f5d8150a,01   JAM-73F30-01   LAZ,01   JAM-73F30-01   LAZ,LN-01   JAM-73F30-01   LAZ,true,JAMF3LAZ,F3,1900484,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_643e7fca-f500-43f7-9a3a-60e0c7be2262,01   JAS-73X20-01   TLT,01   JAS-73X20-01   TLT,LN-01   JAS-73X20-01   TLT,true,JASX2TLT,X2,1900487,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_91cf36e5-80dd-4238-83d2-aca03f5e93c7,01   JAS-73X30-01   VIT,01   JAS-73X30-01   VIT,LN-01   JAS-73X30-01   VIT,true,JASX3VIT,X3,1900490,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_19296e12-85d4-4f4c-a2bc-01bd71d3a0f4,01   ISC-73N80-01   VDM,01   ISC-73N80-01   VDM,LN-01   ISC-73N80-01   VDM,true,ISCN8VDM,N8,1900493,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_8f48355c-d47f-4cee-b3bd-f9906ec2251b,01   KCR-73AB0-01   NON,01   KCR-73AB0-01   NON,LN-01   KCR-73AB0-01   NON,true,KCRABNON,AB,1900496,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_db0b5934-0286-4ba2-a301-1a25bbce81ed,01   KCR-73AB1-01   NON,01   KCR-73AB1-01   NON,LN-01   KCR-73AB1-01   NON,true,KCRbb81e,AB,1900499,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_e397ba02-cefb-4275-a664-27c82988e0a2,01   KCR-73AB2-01   NON,01   KCR-73AB2-01   NON,LN-01   KCR-73AB2-01   NON,true,KCR35329,AB,1900502,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_ed63404c-11fe-4b81-90e5-0d313f5d4f7e,01   KMC-73T30-01   TLG,01   KMC-73T30-01   TLG,LN-01   KMC-73T30-01   TLG,true,KMCT3TLG,T3,1900505,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_9a0c589a-ac1a-490b-8a30-88075b1cb862,01   KMC-73T40-01   VTU,01   KMC-73T40-01   VTU,LN-01   KMC-73T40-01   VTU,true,KMCT4VTU,T4,1900508,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_46be89fa-b816-4dc1-aea6-2e920806baa7,01   KMC-73T60-01   SAO,01   KMC-73T60-01   SAO,LN-01   KMC-73T60-01   SAO,true,KMCT6SAO,T6,1900511,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_3e1550fd-2d79-4b3e-a912-d535710de674,01   LAZ-73F10-01   NON,01   LAZ-73F10-01   NON,LN-01   LAZ-73F10-01   NON,true,LAZF1NON,F1,1900514,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_14b8171c-b975-41fd-b0ad-ef9ac14deb5b,01   LCT-73N50-01   ISC,01   LCT-73N50-01   ISC,LN-01   LCT-73N50-01   ISC,true,LCTN5ISC,N5,1900517,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_d5894774-4d71-4558-b05a-53391cb97ef2,01   LEC-73H60-01   VIC,01   LEC-73H60-01   VIC,LN-01   LEC-73H60-01   VIC,true,LECH6VIC,H6,1900520,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_33dd6cfd-fc21-4960-96ad-a7f2af55c9a2,01   LEC-73H70-01   VIC,01   LEC-73H70-01   VIC,LN-01   LEC-73H70-01   VIC,true,LECH7VIC,H7,1900523,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_092eac1c-27ec-48e1-8fd1-c13b6fb349ec,01   LOM-73G50-01   REM,01   LOM-73G50-01   REM,LN-01   LOM-73G50-01   REM,true,LOMG5REM,G5,1900526,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_fa6140f4-36a5-48c6-ace6-a7a94ed69405,01   LQX-73K70-01   CYO,01   LQX-73K70-01   CYO,LN-01   LQX-73K70-01   CYO,true,LQXK7CYO,K7,1900529,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_1b37fdbf-29f7-432d-8662-498483477535,01   MAG-73D00-01   TAX,01   MAG-73D00-01   TAX,LN-01   MAG-73D00-01   TAX,true,MAGD0TAX,D0,1900532,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_001dc3a2-3a9e-45e4-94f6-325bdec66147,01   MAG-73D10-01   TAX,01   MAG-73D10-01   TAX,LN-01   MAG-73D10-01   TAX,true,MAGD1TAX,D1,1900535,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_40a0e46d-1a07-47bf-bc25-a21946294685,01   MGR-73D60-01   AUR,01   MGR-73D60-01   AUR,LN-01   MGR-73D60-01   AUR,true,MGRD6AUR,D6,1900538,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_0816c035-3105-4afe-903f-cc852e4532d7,01   MOS-73A10-01   VRN,01   MOS-73A10-01   VRN,LN-01   MOS-73A10-01   VRN,true,MOSA1VRN,A1,1900541,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_af3b675e-3ac5-4ea8-96ab-c87c2dd43af9,01   MOS-73A20-01   VRN,01   MOS-73A20-01   VRN,LN-01   MOS-73A20-01   VRN,true,MOSA2VRN,A2,1900544,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_3ab63313-da7c-4d7f-a5d4-3f9112fa2d16,01   MOS-73A50-01   HTC,01   MOS-73A50-01   HTC,LN-01   MOS-73A50-01   HTC,true,MOSA5HTC,A5,1900547,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_7587005d-bca7-441d-9e36-73ac1c547272,01   MOS-73B10-01   REM,01   MOS-73B10-01   REM,LN-01   MOS-73B10-01   REM,true,MOSB1REM,B1,1900550,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_bc1c574e-4f26-4be3-a1bf-71924a23ece5,01   MOS-73B20-01   REM,01   MOS-73B20-01   REM,LN-01   MOS-73B20-01   REM,true,MOSB2REM,B2,1900553,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_be8bbf16-164f-4153-8c13-54994504fc04,01   NAR-73C60-01   TAX,01   NAR-73C60-01   TAX,LN-01   NAR-73C60-01   TAX,true,NARC6TAX,C6,1900556,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_cf99430c-144d-46c8-a210-224cfc0f14be,01   NAU-73F70-01   NON,01   NAU-73F70-01   NON,LN-01   NAU-73F70-01   NON,true,NAUF7NON,F7,1900559,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_ab9491e6-bf7d-4215-8fa4-a82b38427b01,01   NAU-73G20-01   REM,01   NAU-73G20-01   REM,LN-01   NAU-73G20-01   REM,true,NAUG2REM,G2,1900562,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_26cca91c-52fc-430f-9ae9-784814ffbe44,01   NEC-73Z10-01   SAO,01   NEC-73Z10-01   SAO,LN-01   NEC-73Z10-01   SAO,true,NECZ1SAO,Z1,1900565,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_fb8cfa89-962c-4401-92da-29da6015fa5c,01   NEC-73Z20-01   SAO,01   NEC-73Z20-01   SAO,LN-01   NEC-73Z20-01   SAO,true,NECZ2SAO,Z2,1900568,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_97c40be4-1619-4090-81f8-5d71b7d8113d,01   NEC-73Z30-01   SAO,01   NEC-73Z30-01   SAO,LN-01   NEC-73Z30-01   SAO,true,NECZ3SAO,Z3,1900571,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_27a2224d-5f0d-4da5-888c-31731666244e,01   NEC-73Z40-01   SAO,01   NEC-73Z40-01   SAO,LN-01   NEC-73Z40-01   SAO,true,NECZ4SAO,Z4,1900574,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_a61501db-62ae-4f3f-974c-21498f16f854,01   NET-73D40-01   MAG,01   NET-73D40-01   MAG,LN-01   NET-73D40-01   MAG,true,NETD4MAG,D4,1900577,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_c2e8eaa3-ed9a-44a9-8a86-066fa23ea679,01   NET-73D70-01   AUR,01   NET-73D70-01   AUR,LN-01   NET-73D70-01   AUR,true,NETD7AUR,D7,1900580,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_261bb350-16ff-4e33-b89f-110163736904,01   NFA-73P40-01   LAQ,01   NFA-73P40-01   LAQ,LN-01   NFA-73P40-01   LAQ,true,NFAP4LAQ,P4,1900583,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_e73cc550-b176-45d2-991d-dd5cc1d5a6f8,01   PAC-73T00-01   DCA,01   PAC-73T00-01   DCA,LN-01   PAC-73T00-01   DCA,true,PACT0DCA,T0,1900586,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_2f070333-e06b-477f-bb68-11fac1b00bee,01   PAT-73J20-01   VFI,01   PAT-73J20-01   VFI,LN-01   PAT-73J20-01   VFI,true,PATJ2VFI,J2,1900592,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_1f7c99bb-de4d-4e47-a3d6-3a7c1d5b2b1e,01   PAT-73J40-01   VAJ,01   PAT-73J40-01   VAJ,LN-01   PAT-73J40-01   VAJ,true,PATJ4VAJ,J4,1900595,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
_8c1291af-221d-4579-885c-f39b7401d5fa,01   PCC-73F00-01   NON,01   PCC-73F00-01   NON,LN-01   PCC-73F00-01   NON,true,PCCF0NON,F0,1900598,_3041c852-b141-4ee6-8865-e3401340d7a8,ACLineSegment
