"ReactiveCapabilityCurve:
ID","ReactiveCapabilityCurve:
InternalId","ReactiveCapabilityCurve:
Name","ReactiveCapabilityCurve:
Parent","ReactiveCapabilityCurve:
ObjectType","SynchronousMachine:
Path","SynchronousMachine:
InternalId","SynchronousMachine:
Name","ReactiveCapabilityCurve:
SynchronousMachineHasDefaultReactiveCapabilityCurve:
SynchronousMachine:
ID","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType"
_2370dfb8-a7ca-4fca-bb4e-716a1b443976,1714920,06EMP-U11,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMP/34.5/UN-11,1714520,UN-11,_62471cb0-2fb6-4933-8c2a-99dedfda27d9,_d0b231bc-3c5e-4648-a753-98e3895fc2cf,SynchronousMachine
_b90ed398-c52b-4e30-9238-f2851e9443eb,1714926,06EMP-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMP/34.5/UN-02,1714522,UN-02,_3189cc2b-96ef-4127-a00e-abe49e49f61e,_d0b231bc-3c5e-4648-a753-98e3895fc2cf,SynchronousMachine
_005e6a3e-fba4-4092-b7c8-71b46a1d80ea,1714932,06EMP-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMP/34.5/UN-03,1714524,UN-03,_9d4e1bbf-0eb6-4d56-b182-661c54da0b02,_d0b231bc-3c5e-4648-a753-98e3895fc2cf,SynchronousMachine
_ed784825-e412-4283-8e15-59aa3d78d4d6,1714938,06EMP-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMP/34.5/UN-04,1714526,UN-04,_7cc429ab-e74b-4757-a884-8f2231ba8b98,_d0b231bc-3c5e-4648-a753-98e3895fc2cf,SynchronousMachine
_c24ac158-8ca4-4281-af37-5a9f89457f0c,1714944,06EMP-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMP/34.5/UN-05,1714528,UN-05,_56f5fb4e-dac8-4d00-b2a8-543c18255b36,_d0b231bc-3c5e-4648-a753-98e3895fc2cf,SynchronousMachine
_c6783044-8027-4a50-91d3-06ebbab83a62,1714950,06EMP-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMP/34.5/UN-06,1714530,UN-06,_23bdf427-b1e7-440e-81fb-1e2c9f4d5657,_d0b231bc-3c5e-4648-a753-98e3895fc2cf,SynchronousMachine
_8a8a386d-6821-48df-b423-c6dc80e741b7,1714956,06EMP-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMP/34.5/UN-07,1714532,UN-07,_d838de25-66fb-4833-a93c-00ed2afcd269,_d0b231bc-3c5e-4648-a753-98e3895fc2cf,SynchronousMachine
_c01d7d02-51ef-4438-b766-7588b0b75290,1714962,06EMP-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMP/34.5/UN-08,1714534,UN-08,_16b43ce9-b786-4708-aad6-3b53e3867ea5,_d0b231bc-3c5e-4648-a753-98e3895fc2cf,SynchronousMachine
_fffcd633-85a5-43da-aaaa-447227d2f151,1714968,06EMP-U9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMP/34.5/UN-09,1714536,UN-09,_f6d8b528-7143-4fd9-876a-aeb0b4ea00b5,_d0b231bc-3c5e-4648-a753-98e3895fc2cf,SynchronousMachine
_063c2e40-3341-4cdd-95e1-e5c27ecd9478,1715574,06EMQ-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UNPTA,1715334,UNPTA,_48983900-49c4-4bf9-af69-79b41784ae9a,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_83d114ca-3a7a-4587-b5ba-951700c21d59,1715580,06EMQ-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-01,1715336,UN-01,_e933b916-3bfb-491a-b5eb-020d23a8c260,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_45c21e49-8873-4be3-b814-f5c4bb10660c,1715586,06EMQ-U10,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-10,1715338,UN-10,_7d74eca5-5a31-4d88-85b4-c52ae09d3fcf,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_52349449-77ae-4725-939f-51e7c8991a54,1715592,06EMQ-U11,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-11,1715340,UN-11,_70c51f1e-8d35-469a-83f7-2c3a8daa17bc,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_12864256-a35e-45f4-b528-8934b339e3dd,1715598,06EMQ-U12,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-12,1715342,UN-12,_037d586f-ed48-45c6-9074-0beb44ab00c6,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_56bdfc38-eccf-40f0-aeb1-1b65ae4a5576,1715604,06EMQ-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-02,1715344,UN-02,_4cd88bd0-3561-4534-9863-731de7d9563d,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_757fe681-ab09-43ac-9211-bea85a05836e,1715610,06EMQ-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-03,1715346,UN-03,_af1749bc-464d-4dc4-8811-28eaab39f02b,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_feca60ff-ef44-4c40-9805-48224dc40ecd,1715616,06EMQ-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-04,1715348,UN-04,_560c8e14-81d3-461d-b0d1-aec1a0cb0b4b,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_60e1104e-537e-4009-bac4-7e6ef0483a21,1715622,06EMQ-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-05,1715350,UN-05,_5570d660-8ea4-4767-b756-3338a254f5b0,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_7153aa12-dfe1-4a60-87d7-79e8fc86ca12,1715628,06EMQ-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-06,1715352,UN-06,_b3ff41cd-71c2-4934-bcf9-e2191a9e35c5,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_7cd9234c-554a-470e-8a7e-67ddc2b58685,1715634,06EMQ-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-07,1715354,UN-07,_8aa28c0a-683a-45e8-a7e2-4f4759d7f4c0,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_c304f3e3-6f95-4b12-83f9-079aec647bb1,1715640,06EMQ-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-08,1715356,UN-08,_d0dbb1dd-f7b2-4e13-8f3c-6c8a6feebde5,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_9c4beb93-f78e-4afc-97a7-f5d862b06172,1715646,06EMQ-U9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMQ/34.5/UN-09,1715358,UN-09,_49e8dd02-c51b-4ed9-a4f7-ed4f73c6d23c,_885a94cf-a364-4f96-a6ff-45a9999765a9,SynchronousMachine
_7e8b2d5e-ad0c-42d3-87ff-16762959a302,1715965,06EMS-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMS/34.5/UN-01,1715809,UN-01,_0d1f6d10-c758-48b7-94e3-dd344e06010b,_f38f4545-3b41-4f1f-985d-8ec4fcc37f8c,SynchronousMachine
_748f3ca1-63b6-417a-8960-a310c1a196fa,1715971,06EMS-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMS/34.5/UN-02,1715811,UN-02,_b00dee33-2584-4af4-801f-39baea636e68,_f38f4545-3b41-4f1f-985d-8ec4fcc37f8c,SynchronousMachine
_ed21b117-c47c-41d4-9c42-7fad0d0a9643,1715977,06EMS-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMS/34.5/UN-03,1715813,UN-03,_c6c2da1b-c37a-41a6-b183-27c095444896,_f38f4545-3b41-4f1f-985d-8ec4fcc37f8c,SynchronousMachine
_003b4e3f-91cb-4e7f-885a-4418acbe1824,1716230,06EMT-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMT/34.5/UNPTA,1716072,UNPTA,_d1927ba2-b69a-4461-a83b-ad0f3d988e18,_135b22c0-76e8-4072-9a46-253d8d990dbf,SynchronousMachine
_f29f54f8-ccad-4c1a-b085-70deab06a12b,1716236,06EMT-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMT/34.5/UN-01,1716074,UN-01,_19462c48-6ab6-4b69-92df-aa655dda0d3a,_135b22c0-76e8-4072-9a46-253d8d990dbf,SynchronousMachine
_a09643c5-7c7b-4ec5-adc0-710977291d24,1716242,06EMT-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EMT/34.5/UN-02,1716076,UN-02,_4fe64f83-58bb-442e-ac86-77285ea67f9a,_135b22c0-76e8-4072-9a46-253d8d990dbf,SynchronousMachine
_f7c50f5e-2ef2-46d3-b3db-5b605654b41a,1716346,06EPR-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EPR/34.5/UN-01,1716318,UN-01,_158f795a-1f07-47f5-bc0e-1035e6ee0ec6,_bcaa794a-2ea6-4b21-9468-3c206f142df8,SynchronousMachine
_a5edb050-e65e-4542-9250-1f20656e1b7a,1716352,06EPR-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EPR/34.5/UN-02,1716320,UN-02,_74b0ffca-56b2-4ed9-9432-7b0da6620f6b,_bcaa794a-2ea6-4b21-9468-3c206f142df8,SynchronousMachine
_0c17441c-d5b5-4781-9c88-37d70570007c,1716358,06EPR-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EPR/34.5/UN-03,1716322,UN-03,_448c956b-a712-42c8-9b78-b308f54a0894,_bcaa794a-2ea6-4b21-9468-3c206f142df8,SynchronousMachine
_c4319097-3907-4906-8d91-1b7959c0752a,1716364,06EPR-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EPR/34.5/UN-04,1716324,UN-04,_436c8f8c-7154-4669-a411-2cf358a31b75,_bcaa794a-2ea6-4b21-9468-3c206f142df8,SynchronousMachine
_56aaecb4-6abe-4677-83df-6aeb2cc87e4e,1716370,06EPR-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   EPR/34.5/UN-05,1716326,UN-05,_9043e89d-73ea-4c57-bcf4-22f8ea78746b,_bcaa794a-2ea6-4b21-9468-3c206f142df8,SynchronousMachine
_194a5f05-35c7-4d87-b7fa-ed0f6ecc28a5,1716750,06ERY-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-01,1716681,UN-01,_1f2d2bd4-efb0-4a7f-83b9-327a49b83d81,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_aee4ab39-bda1-4f59-9cb8-423e059a98c4,1716756,06ERY-U10,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-10,1716683,UN-10,_cbb28990-37fe-455d-855d-9d8f5feb9d3f,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_c7e90707-5e09-4d16-bb56-93bbdba41afd,1716762,06ERY-U11,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-11,1716685,UN-11,_e2b26ae7-de42-4192-aaff-8f7f2abc037c,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_b2af2f0b-3660-4d09-9db8-a858d3b2f211,1716768,06ERY-U12,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-12,1716687,UN-12,_3d70da34-a748-4ee9-94c5-7287d32f6e95,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_835dc49e-ec89-4413-8bbd-32013224a2bd,1716774,06ERY-U13,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-13,1716689,UN-13,_e48c005f-88b1-4308-b92f-15f8fbf7240d,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_3fbb2adc-33e5-4cc2-97c3-ede9605797f4,1716780,06ERY-U14,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-14,1716691,UN-14,_92a01f41-ae3a-49fd-8195-3e2c0e33337d,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_8b6f31b6-df47-4b72-b3b4-f3d9c4566ba2,1716786,06ERY-U15,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-15,1716693,UN-15,_db1b2fad-63f3-4733-b8af-10468d9caa96,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_be5935b3-19db-43b9-a578-26a3cd5ae5d2,1716792,06ERY-U16,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-16,1716695,UN-16,_b8415576-4073-4d90-9036-23bc333a9bdc,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_2b022d23-52d0-4a98-b259-39da86620b28,1716798,06ERY-U17,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-17,1716697,UN-17,_fa2a10b6-878e-44ec-abca-2cb8949263c0,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_3fc0479b-c3e3-4a34-91a8-492e95318c7f,1716804,06ERY-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-02,1716699,UN-02,_51eb5d2e-7483-4c77-ab3d-971197a4b89c,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_cbf4cf12-8a56-40c1-bedb-7fefd2626bc7,1716810,06ERY-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-03,1716701,UN-03,_a201d066-27bd-4ea8-8787-514554588740,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_1d931811-ca32-42a5-9e8e-2873d69ff89e,1716816,06ERY-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-04,1716703,UN-04,_fcb52eaf-eb7d-4159-a5c6-de96cabbaa8a,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_a2cfa63d-ad19-4ba8-8c54-d84626c07709,1716822,06ERY-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-05,1716705,UN-05,_cd027416-0003-42c5-abb6-ed694c81045b,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_917aa0b6-6f8c-4939-8a69-1aad6b786fb0,1716828,06ERY-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-06,1716707,UN-06,_f982aba2-a8e4-439f-82ab-fad66180c998,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_e16d9040-e088-400f-a57e-3de66921c4fe,1716834,06ERY-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-07,1716709,UN-07,_f523a540-04e3-419b-acf4-aa8e5f219bdb,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_a9e688b7-3e66-4559-8f81-85d10d27b0c8,1716840,06ERY-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-08,1716711,UN-08,_02b745e3-3337-432d-b766-bf14d0937481,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_2a86365d-3ced-4bda-9398-181939ebcecb,1716846,06ERY-U9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ERY/34.5/UN-09,1716713,UN-09,_95c2924a-05bd-48de-a175-708733a9717b,_1a6e79ca-e398-489f-8c29-8c3197ef7a77,SynchronousMachine
_89f8a143-827a-4d83-8d51-a132a7365506,1719925,06FUN-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   FUN/13.8/UN-01,1719614,UN-01,_a29e23e5-d4fd-465d-91e7-d8b6c865fe27,_faa05cdb-d966-43ab-b85f-75fb904a28f4,SynchronousMachine
_50fc70b2-4c28-44db-b6e6-0a92ef40ad53,1720450,06GEH-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   GEH/13.8/UNPTA,1720117,UNPTA,_4f2f9bfe-c2a1-4c2b-a059-609ecbc1f5d9,_22a6b74f-a973-407a-b206-2d67702eb792,SynchronousMachine
_94d61fcc-3006-4fd9-9403-67a62531fae5,1720456,06GEH-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   GEH/13.8/UN-01,1720119,UN-01,_cd431c4b-8dbb-445b-8d84-97a2ebfa6e6a,_22a6b74f-a973-407a-b206-2d67702eb792,SynchronousMachine
_9ce06b81-e576-4954-9d50-f8fbb5ddaded,1720462,06GEH-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   GEH/13.8/UN-02,1720121,UN-02,_7663bba0-80c3-433a-936e-10d784bf77bf,_22a6b74f-a973-407a-b206-2d67702eb792,SynchronousMachine
_f9e24910-b4a6-4c03-8add-7abb9d059041,1720468,06GEH-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   GEH/13.8/UN-03,1720123,UN-03,_eba9fe6d-172f-4eeb-bd80-7c62c2548749,_22a6b74f-a973-407a-b206-2d67702eb792,SynchronousMachine
_0a70d268-6d6d-4b0f-81bb-6e5e71b85aab,1720474,06GEH-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   GEH/13.8/UN-04,1720125,UN-04,_32be5dbd-ae32-41ba-8232-3e9e4aa39e26,_22a6b74f-a973-407a-b206-2d67702eb792,SynchronousMachine
_5086e454-87ef-4142-b299-d7621db81f8f,1720480,06GEH-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   GEH/13.8/UN-05,1720127,UN-05,_9005ac6d-417c-4f31-82cf-1560ba252f50,_22a6b74f-a973-407a-b206-2d67702eb792,SynchronousMachine
_cdd10562-a38a-4019-b231-5085bc282138,1720486,06GEH-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   GEH/13.8/UN-06,1720129,UN-06,_cff9f46e-26f2-4198-9e1f-fc407d1aec48,_22a6b74f-a973-407a-b206-2d67702eb792,SynchronousMachine
_7c773219-8680-4035-83f1-26a87fa8621c,1720492,06GEH-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   GEH/13.8/UN-07,1720131,UN-07,_ad0a4136-cff7-464d-81ff-ede3a9261287,_22a6b74f-a973-407a-b206-2d67702eb792,SynchronousMachine
_7fa07ebc-e40c-4f96-acfd-ed9cdcb5a340,1720498,06GEH-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   GEH/13.8/UN-08,1720133,UN-08,_41b4b58f-a264-4955-9c10-d406108e051a,_22a6b74f-a973-407a-b206-2d67702eb792,SynchronousMachine
_c021a143-173d-44de-8919-ba9c6495521e,1722830,06HUI-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   HUI/13.8/UNPTA,1722643,UNPTA,_3495a1ca-aab3-482d-98d9-99fd76666ea4,_5d47dad3-17fb-477f-b720-89f3356b81bc,SynchronousMachine
_936f9b5f-f6d8-4c82-8076-7ae02cd43bde,1722836,06HUI-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   HUI/13.8/UN-01,1722645,UN-01,_2dcaa575-da3c-415b-a4b0-7b0bc8656142,_5d47dad3-17fb-477f-b720-89f3356b81bc,SynchronousMachine
_418ea1fc-f7ac-4cd7-ad56-d798854e48f1,1722842,06HUI-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   HUI/13.8/UN-02,1722647,UN-02,_01d5442d-d211-421e-9fb9-1f77f3190977,_5d47dad3-17fb-477f-b720-89f3356b81bc,SynchronousMachine
_5d7d6d9d-9ad3-4781-8a00-6008b23d8146,1722848,06HUI-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   HUI/13.8/UN-03,1722649,UN-03,_9ac63f03-66c1-4f9c-a71a-3a7e5501f663,_5d47dad3-17fb-477f-b720-89f3356b81bc,SynchronousMachine
_3f493a40-6086-4384-ac6c-845be898cbcf,1722854,06HUI-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   HUI/13.8/UN-04,1722651,UN-04,_eee5b68b-6b03-4a0e-a805-63a42cb39d74,_5d47dad3-17fb-477f-b720-89f3356b81bc,SynchronousMachine
_4ab26df6-a380-4bdc-b6c2-a9356c4cc633,1722860,06HUI-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   HUI/13.8/UN-05,1722653,UN-05,_3ded4266-812d-4aa9-a862-51fa4759b51d,_5d47dad3-17fb-477f-b720-89f3356b81bc,SynchronousMachine
_3aa3a65f-6cc1-45a6-9290-a8c6326b3713,1722866,06HUI-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   HUI/13.8/UN-06,1722655,UN-06,_be9a6cdb-48a2-4ecd-8212-d8699ad50aff,_5d47dad3-17fb-477f-b720-89f3356b81bc,SynchronousMachine
_8dbadd72-1398-446d-b443-b8ce9d525898,1723224,06HUO-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   HUO/21/UN-01,1723208,UN-01,_34db65bf-fc2e-4480-a500-217a3f4c0e22,_1bed4e43-1402-44a1-ba31-cd23372b5ba8,SynchronousMachine
_5b64362a-5077-4c35-92ae-42f91b741894,1723230,06HUO-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   HUO/21/UN-02,1723210,UN-02,_eb0d06c8-b030-4cfe-998d-0cca64d24d11,_1bed4e43-1402-44a1-ba31-cd23372b5ba8,SynchronousMachine
_8e9c5c1e-170b-44db-a266-52e104686fdc,1723741,06IBC-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   IBC/13.8/UNPTA,1723513,UNPTA,_968a2b93-a22d-42bd-8d74-cd75cd2a36bd,_ee236e3c-bc0d-4af2-9c9a-be19a1329ca2,SynchronousMachine
_a7a74617-22ca-4bc8-a99c-3d3cd2829070,1723747,06IBC-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   IBC/13.8/UN-01,1723515,UN-01,_d182fb58-1407-441d-9fd7-1e8010dc9530,_ee236e3c-bc0d-4af2-9c9a-be19a1329ca2,SynchronousMachine
_3d76ba69-a4bf-4897-a141-c836ce1e0783,1723753,06IBC-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   IBC/13.8/UN-02,1723517,UN-02,_a4ef7517-1ff5-4d41-a0c5-db4a76bef461,_ee236e3c-bc0d-4af2-9c9a-be19a1329ca2,SynchronousMachine
_0c508f79-c15c-433a-9e68-2ac70dd66dfd,1723937,06ICR-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   ICR/13.8/UN-01,1723828,UN-01,_5a262731-3860-42d6-af4a-10b092155ee4,_8205a690-245f-4de4-8c0b-767b9ae0fec5,SynchronousMachine
_16e90315-da75-405a-8ee8-7aac5328e1be,1725871,06LBA-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/06NES/06   LBA/13.8/UN-01,1725869,UN-01,_f6375b60-5392-45be-9e60-af5e0e992975,_e264eaa8-b34a-4579-bf57-c51e3c7f803f,SynchronousMachine
