"TransformerWinding:
ObjectType","TransformerWinding:
ID","TransformerWinding:
Path","TransformerWinding:
Name","TransformerWinding:
b_pu","TransformerWinding:
r_pu","TransformerWinding:
x_pu","TransformerWinding:
InternalId","TransformerWinding:
Parent"
TransformerWinding,_0d07e02e-0c7b-45ea-9f7b-877aba03e28f,Network/Companies/SIN/02ORI/02GMOTCE/02TCE T01 115\13.8/Baja,Baja,0,,,1089813,_2b363128-c58e-4d6b-bf17-9a72698152cb
TransformerWinding,_eb49980b-52d1-496d-a2a5-cd50711182db,Network/Companies/SIN/02ORI/02GMOTEZ/02TEZ T01 115\23/Alta,Alta,0,0,0.59799999999999998,1090019,_1586731a-48cd-4db5-afef-d8bbfdbe45d7
TransformerWinding,_972a4d25-35c0-4503-af69-4f1079e8c146,Network/Companies/SIN/02ORI/02GMOTEZ/02TEZ T01 115\23/Baja,Baja,0,,,1090021,_1586731a-48cd-4db5-afef-d8bbfdbe45d7
TransformerWinding,_4d1f894b-0194-42df-81de-0c7fa50f9df6,Network/Companies/SIN/02ORI/02GMOTHU/02THU T01 115\13.8/Alta,Alta,0,0,0.56999999999999995,1090183,_18537199-2128-4aa4-a447-a7f16d99bd5d
TransformerWinding,_8d37aabd-04bd-436c-89e8-b4866ab47f58,Network/Companies/SIN/02ORI/02GMOTHU/02THU T01 115\13.8/Baja,Baja,0,,,1090185,_18537199-2128-4aa4-a447-a7f16d99bd5d
TransformerWinding,_c7b03b78-370e-448d-878b-12c5fa002588,Network/Companies/SIN/02ORI/02GMOTIE/02TIE T01 115\13.8/Alta,Alta,0,0,0.58499999999999996,1090387,_40127056-ed77-4ff1-842c-8f24d0bbd0e4
TransformerWinding,_3b2efbf3-3fa4-4ce7-92cc-b09baaf344b4,Network/Companies/SIN/02ORI/02GMOTIE/02TIE T01 115\13.8/Baja,Baja,0,,,1090389,_40127056-ed77-4ff1-842c-8f24d0bbd0e4
TransformerWinding,_41144823-9acd-4cd9-bea9-c5467a0adf76,Network/Companies/SIN/02ORI/02GMOTIT/02TIT T01 115\13.8/Alta,Alta,0,0.029132000000000002,0.58262999999999998,1090566,_0acc92a0-1899-4fb9-816b-210e40d0f23b
TransformerWinding,_e4de50e6-0712-4f3f-93ab-fa6e93544d70,Network/Companies/SIN/02ORI/02GMOTIT/02TIT T01 115\13.8/Baja,Baja,0,,,1090568,_0acc92a0-1899-4fb9-816b-210e40d0f23b
TransformerWinding,_7564cc9b-1cda-4b27-a821-3b7ab964eefc,Network/Companies/SIN/02ORI/02GMOTJA/02TJA T01 115\23/Alta,Alta,0,0,0.45594000000000001,1090822,_caa47892-6ffa-4bfd-b0ff-406fba9d065d
TransformerWinding,_fd31d9a6-7d9d-4b92-bca6-b9746cf1621a,Network/Companies/SIN/02ORI/02GMOTJA/02TJA T01 115\23/Baja,Baja,0,,,1090824,_caa47892-6ffa-4bfd-b0ff-406fba9d065d
TransformerWinding,_7a839956-a118-406c-bae6-e4468f547c5a,Network/Companies/SIN/02ORI/02GMOTJA/02TJA T02 115\23/Alta,Alta,0,0,0.44954,1090828,_6a3a6648-4d59-42f7-9715-819a9b872b70
TransformerWinding,_55aea16d-25d8-48c5-9cd7-c49311ded904,Network/Companies/SIN/02ORI/02GMOTJA/02TJA T02 115\23/Baja,Baja,0,,,1090830,_6a3a6648-4d59-42f7-9715-819a9b872b70
TransformerWinding,_ba851057-0512-4f9d-90c7-5861a4972d51,Network/Companies/SIN/02ORI/02GMOTLZ/02TLZ T01 85\13.8/Alta,Alta,0,0,0.58799999999999997,1091164,_5df8966c-b1e4-41ae-9cde-a76f9307845e
TransformerWinding,_3eef0a98-42a1-411c-a259-575e76d244cc,Network/Companies/SIN/02ORI/02GMOTLZ/02TLZ T01 85\13.8/Baja,Baja,0,,,1091166,_5df8966c-b1e4-41ae-9cde-a76f9307845e
TransformerWinding,_6af36d0e-bda9-439a-80ce-9c0fc96cae87,Network/Companies/SIN/02ORI/02GMOTMX/02TMX T01 85\23/Alta,Alta,0,0,0.5,1091359,_f956f4c0-a9a2-4287-bb15-372514d30c85
TransformerWinding,_193e9ec1-bc2f-4383-89f1-93fa8422998f,Network/Companies/SIN/02ORI/02GMOTMX/02TMX T01 85\23/Baja,Baja,0,,,1091361,_f956f4c0-a9a2-4287-bb15-372514d30c85
TransformerWinding,_1db49051-8ac6-4775-8813-ed43bf9ae3b2,Network/Companies/SIN/02ORI/02GMOTPL/02TPL T01 115\13.8/Alta,Alta,0,0,0.57640999999999998,1091607,_4b44eecb-9336-4f64-9682-dcfd583d084f
TransformerWinding,_2ab86a90-37de-4f1f-85de-7201d12b745c,Network/Companies/SIN/02ORI/02GMOTPL/02TPL T01 115\13.8/Baja,Baja,0,,,1091609,_4b44eecb-9336-4f64-9682-dcfd583d084f
TransformerWinding,_91f7595f-5c80-46bb-ba2d-5ee2cdc3b365,Network/Companies/SIN/02ORI/02GMOTPL/02TPL T02 115\13.8/Alta,Alta,0,0,0.57640999999999998,1091613,_5bfb8bb0-1068-4221-b74c-ea8593b787e2
TransformerWinding,_6e9d9b17-d181-4cfe-938a-5dead823f6d3,Network/Companies/SIN/02ORI/02GMOTPL/02TPL T02 115\13.8/Baja,Baja,0,,,1091615,_5bfb8bb0-1068-4221-b74c-ea8593b787e2
TransformerWinding,_5d87e0cd-41b4-4f6a-adc4-d20c667b3d2c,Network/Companies/SIN/02ORI/02GMOTUQ/02TUQ T01 115\13.8/Alta,Alta,0,0,2.0127999999999999,1091934,_1c22d8d8-88b3-427b-b352-b2d42027a343
TransformerWinding,_932fce8c-0e7e-42ea-b04d-07fe2bec7ea7,Network/Companies/SIN/02ORI/02GMOTUQ/02TUQ T01 115\13.8/Baja,Baja,0,,,1091936,_1c22d8d8-88b3-427b-b352-b2d42027a343
TransformerWinding,_3d56922f-16d1-4c23-a593-f50f3addcd40,Network/Companies/SIN/02ORI/02GMOTXO/02TXO T01 115\23/Alta,Alta,0,0,0.5,1092157,_cac53955-0926-4623-b525-5d8e23b5f0b3
TransformerWinding,_a408ceeb-8a6e-40d7-9714-b1e73fa275b5,Network/Companies/SIN/02ORI/02GMOTXO/02TXO T01 115\23/Baja,Baja,0,,,1092159,_cac53955-0926-4623-b525-5d8e23b5f0b3
TransformerWinding,_f777ed69-3013-46c6-a8a2-e33976f84b46,Network/Companies/SIN/02ORI/02GMOTXO/02TXO T02 115\23/Alta,Alta,0,0,0.5,1092163,_6e6e2d9b-5df4-4d4e-a1c4-18f06875035a
TransformerWinding,_0b4f8374-be4b-4899-8f51-97dfbffd3964,Network/Companies/SIN/02ORI/02GMOTXO/02TXO T02 115\23/Baja,Baja,0,,,1092165,_6e6e2d9b-5df4-4d4e-a1c4-18f06875035a
TransformerWinding,_7c2a2ab5-4b21-43fd-affe-c8931bcc5534,Network/Companies/SIN/02ORI/02GMOUNN/02UNN T01 115\13.8/Alta,Alta,0,0,1.20427,1092585,_c47408e8-8a1b-44e1-9666-836907d84fdc
TransformerWinding,_407ac362-ee06-4bef-a57d-5a49c2383597,Network/Companies/SIN/02ORI/02GMOUNN/02UNN T01 115\13.8/Baja,Baja,0,,,1092587,_c47408e8-8a1b-44e1-9666-836907d84fdc
TransformerWinding,_2f62f27a-8902-48dd-ae69-bd78f42b914c,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T01 69\6.6/Alta,Alta,0,0,0.87829999999999997,1092789,_9e2ed502-eddf-4503-95ea-4337ec0458d4
TransformerWinding,_e4bbafc2-4c31-44e5-82f5-2d1b69460909,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T01 69\6.6/Baja,Baja,0,,,1092791,_9e2ed502-eddf-4503-95ea-4337ec0458d4
TransformerWinding,_5dcb0ea9-6690-4175-a158-2a2f39198a3e,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T02 69\6.6/Alta,Alta,0,0,0.87541000000000002,1092795,_fa27126e-dd75-4214-babb-33a3ca3195d4
TransformerWinding,_4cc67253-c786-40ba-a1e6-907273596538,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T02 69\6.6/Baja,Baja,0,,,1092797,_fa27126e-dd75-4214-babb-33a3ca3195d4
TransformerWinding,_a9edb8e2-030f-47c4-aa18-0dafd167ae7b,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T03 69\6.6/Alta,Alta,0,0,0.90176000000000001,1092801,_b590238a-812d-41d2-b485-9c551e5364b1
TransformerWinding,_afe434bb-aabb-4ae7-9a91-2bb95ce8b50d,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T03 69\6.6/Baja,Baja,0,,,1092803,_b590238a-812d-41d2-b485-9c551e5364b1
TransformerWinding,_65dbfd0c-af04-4c9f-bfa9-84ab9deaaf82,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T04 69\6.6/Alta,Alta,0,0,0.90371000000000001,1092807,_a7e6a83b-48c4-4353-8813-286503cbe60d
TransformerWinding,_0954b563-97ef-4784-a10c-1a5dec041a0b,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T04 69\6.6/Baja,Baja,0,,,1092809,_a7e6a83b-48c4-4353-8813-286503cbe60d
TransformerWinding,_5997fd75-f0dc-4fe4-be34-b8c3fa3342c6,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T05 69\6.6/Alta,Alta,0,0,0.85394000000000003,1092813,_35a42652-980c-4701-9c68-a0f3dae835ee
TransformerWinding,_d2a91881-da4c-44a9-8351-33cb1c162f60,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T05 69\6.6/Baja,Baja,0,,,1092815,_35a42652-980c-4701-9c68-a0f3dae835ee
TransformerWinding,_aa2827ad-92be-4f37-8c4b-02c2002cb130,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T06 69\13.8/Alta,Alta,0,0,0.90000000000000002,1092819,_49c98fe7-f7fc-40cf-8567-4b59144e3e3b
TransformerWinding,_984c5c02-ff21-4960-82b1-4a64822ff256,Network/Companies/SIN/02ORI/02GMOVEN/02VEN T06 69\13.8/Baja,Baja,0,,,1092821,_49c98fe7-f7fc-40cf-8567-4b59144e3e3b
TransformerWinding,_57d34a79-938d-4b99-9f14-60746acefbc5,Network/Companies/SIN/02ORI/02GMOXCH/02XCH T01 85\13.8/Alta,Alta,0,0,0.58799999999999997,1093060,_25057cb5-f377-4a05-9707-d5cad5261a85
TransformerWinding,_d2365ddf-5045-47fb-88ab-0752c3889004,Network/Companies/SIN/02ORI/02GMOXCH/02XCH T01 85\13.8/Baja,Baja,0,,,1093062,_25057cb5-f377-4a05-9707-d5cad5261a85
TransformerWinding,_9d7998cb-6b81-4993-ae18-cbed0fc68d91,Network/Companies/SIN/02ORI/02GMOYCP/02YCP T01 230\13.8/Alta,Alta,0,0,0.22720000000000001,1093280,_2bb7bf39-607d-4d42-a1fa-1b85948ab2d4
TransformerWinding,_731b5277-9682-401c-9fc3-0207ea13aa81,Network/Companies/SIN/02ORI/02GMOYCP/02YCP T01 230\13.8/Baja,Baja,0,,,1093282,_2bb7bf39-607d-4d42-a1fa-1b85948ab2d4
TransformerWinding,_101c3afc-3497-4ee3-ba42-48dfc01a464c,Network/Companies/SIN/02ORI/02GMOYCP/02YCP T02 230\13.8/Alta,Alta,0,0,0.22720000000000001,1093286,_1c29f350-78a5-4b6b-af65-adedd4d81b34
TransformerWinding,_6c3ae622-0d2a-4b48-9ff2-8491d4f6fa0b,Network/Companies/SIN/02ORI/02GMOYCP/02YCP T02 230\13.8/Baja,Baja,0,,,1093288,_1c29f350-78a5-4b6b-af65-adedd4d81b34
TransformerWinding,_1bf2390d-7d9b-40fc-b443-e7109425f0c4,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP T01 230\85/Alta,Alta,0,0,0.14957000000000001,1094028,_aadffeb5-aa7e-4807-9f88-4113429f8f40
TransformerWinding,_fed93d6d-7995-4c79-a3d8-8e7cb28147f2,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP T01 230\85/Baja,Baja,0,,,1094030,_aadffeb5-aa7e-4807-9f88-4113429f8f40
TransformerWinding,_e3a2aa94-4df5-4216-9da4-13a1e583e93b,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP T02 230\85/Alta,Alta,0,0,0.14957000000000001,1094034,_9573f92a-262c-4a6c-b5a6-9a85959c3997
TransformerWinding,_f9e16361-c239-43b4-929e-53364c115c2e,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP T02 230\85/Baja,Baja,0,,,1094036,_9573f92a-262c-4a6c-b5a6-9a85959c3997
TransformerWinding,_8edd4347-0d33-442e-86ec-3b5deab05162,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP T05 85\23/Alta,Alta,0,0,0.36667,1094040,_db80dab5-d148-4118-bb5b-5ca681a24efa
TransformerWinding,_38956eb4-0aff-4694-955e-7d0c1422c028,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP T05 85\23/Baja,Baja,0,,,1094042,_db80dab5-d148-4118-bb5b-5ca681a24efa
TransformerWinding,_9ca6772d-ba53-43d1-a772-8698797489e0,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP T06 85\23/Alta,Alta,0,0,0.375,1094046,_8dff8641-dea9-4030-b0c4-1cd6f84ffe4a
TransformerWinding,_d120a855-4b93-4aee-a9bd-3a04d277abcb,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP T06 85\23/Baja,Baja,0,,,1094048,_8dff8641-dea9-4030-b0c4-1cd6f84ffe4a
TransformerWinding,_c7f2cc47-cec8-4a11-9ae8-a6bb1efd69c9,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP AT03 230\115/Alta,Alta,0,0,0.049849999999999998,1094052,_713ad1fb-32f1-4c93-842b-41a12d93f636
TransformerWinding,_9602b197-66bc-4c37-8850-915999d8bdc0,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP AT03 230\115/Baja,Baja,0,,,1094054,_713ad1fb-32f1-4c93-842b-41a12d93f636
TransformerWinding,_70459857-ef8e-421f-862a-0cd83625ebd5,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP AT04 230\115/Alta,Alta,0,0,0.049849999999999998,1094058,_4b9a8833-964b-4575-825f-6627af1cc2c5
TransformerWinding,_e74c3212-8223-42fc-9c11-0cc645e4de35,Network/Companies/SIN/02ORI/02GMOZAP/02ZAP AT04 230\115/Baja,Baja,0,,,1094060,_4b9a8833-964b-4575-825f-6627af1cc2c5
TransformerWinding,_daa297a4-9c72-49f0-beb3-c098a00eaa5b,Network/Companies/SIN/02ORI/02GMOZHD/02ZHD T01 115\13.8/Alta,Alta,0,0,0.68799999999999994,1094541,_b824fb63-cd23-403c-8f1c-3b980cceec9f
TransformerWinding,_efea559d-5640-4cad-bcbd-3ed344ded01c,Network/Companies/SIN/02ORI/02GMOZHD/02ZHD T01 115\13.8/Baja,Baja,0,,,1094543,_b824fb63-cd23-403c-8f1c-3b980cceec9f
TransformerWinding,_95baaff8-9705-4293-a674-603b10e6c440,Network/Companies/SIN/02ORI/02GMOZHD/02ZHD T02 115\13.8/Alta,Alta,0,0,0.59799999999999998,1094547,_cb51c24d-2a28-4b6c-9ffc-55a1f2fb79a2
TransformerWinding,_373d3e4d-5094-4bfa-a5ed-3bbd2c42bae2,Network/Companies/SIN/02ORI/02GMOZHD/02ZHD T02 115\13.8/Baja,Baja,0,,,1094549,_cb51c24d-2a28-4b6c-9ffc-55a1f2fb79a2
TransformerWinding,_db41edc6-f577-4d59-a754-e3b539c33596,Network/Companies/SIN/02ORI/02GMOZIH/02ZIH T01 115\13.8/Alta,Alta,0,0,0.61712,1094911,_2d8a7535-c26d-4bb9-8669-152f279f2193
TransformerWinding,_3bcb3cea-166b-4f41-b173-582a5c1287c3,Network/Companies/SIN/02ORI/02GMOZIH/02ZIH T01 115\13.8/Baja,Baja,0,,,1094913,_2d8a7535-c26d-4bb9-8669-152f279f2193
TransformerWinding,_3740f707-0996-4190-931d-5cb44c744b49,Network/Companies/SIN/02ORI/02GMOZIH/02ZIH T02 115\13.8/Alta,Alta,0,0,0.62124000000000001,1094917,_0b558772-8a2f-4951-834a-9f04e49c58bc
TransformerWinding,_0d520a05-6991-4a0d-b8de-9a16e0461e92,Network/Companies/SIN/02ORI/02GMOZIH/02ZIH T02 115\13.8/Baja,Baja,0,,,1094919,_0b558772-8a2f-4951-834a-9f04e49c58bc
TransformerWinding,_14e47cac-fa97-4d77-ae67-9694815194ed,Network/Companies/SIN/02ORI/02PTXACA/02ACA T01 115\13.8/Alta,Alta,0,0.10000000000000001,1,1095263,_e5f1443d-ebab-453d-89e1-4ce1b2e3ec8c
TransformerWinding,_5dafc39f-a8c5-41b5-8003-d37296d90361,Network/Companies/SIN/02ORI/02PTXACA/02ACA T01 115\13.8/Baja,Baja,0,,,1095265,_e5f1443d-ebab-453d-89e1-4ce1b2e3ec8c
TransformerWinding,_2f86a5a8-5190-497b-9467-e7b146df1ea5,Network/Companies/SIN/02ORI/02PTXACZ/02ACZ T01 115\13.8/Alta,Alta,0,0,0.68115999999999999,1095473,_6e74efac-b6a1-432e-a2de-711456d95c37
TransformerWinding,_bef868db-8d2b-4418-b7a5-0ce6b9c2bc29,Network/Companies/SIN/02ORI/02PTXACZ/02ACZ T01 115\13.8/Baja,Baja,0,,,1095475,_6e74efac-b6a1-432e-a2de-711456d95c37
TransformerWinding,_0d4e5991-4437-4975-9040-52619828f214,Network/Companies/SIN/02ORI/02PTXAEN/02AEN T01 115\13.8/Alta,Alta,0,0,0.74450000000000005,1095688,_364a6026-35ca-4cff-8d5b-f81939f5058f
TransformerWinding,_c2227eac-5ca4-435a-84ea-fb3028b7da80,Network/Companies/SIN/02ORI/02PTXAEN/02AEN T01 115\13.8/Baja,Baja,0,,,1095690,_364a6026-35ca-4cff-8d5b-f81939f5058f
TransformerWinding,_f5fea0b6-8426-4e67-a8c1-9afe77645202,Network/Companies/SIN/02ORI/02PTXAEN/02AEN T02 115\34.5/Alta,Alta,0,0,0.73440000000000005,1095694,_89cea026-8a97-4ed0-b083-c6551168c977
TransformerWinding,_2054f776-2460-441b-86b4-c89185b7ca04,Network/Companies/SIN/02ORI/02PTXAEN/02AEN T02 115\34.5/Baja,Baja,0,,,1095696,_89cea026-8a97-4ed0-b083-c6551168c977
TransformerWinding,_2702d2c2-4eaf-4572-996c-811a23eda5cf,Network/Companies/SIN/02ORI/02PTXAES/02AES T01 230\34.5/Alta,Alta,0,0.0015939999999999999,0.10296,1095971,_0a8ddfb6-5d56-4f2d-99d2-3cdf1864a5dc
TransformerWinding,_7665c44d-6293-43b2-b992-f06034cb030d,Network/Companies/SIN/02ORI/02PTXAES/02AES T01 230\34.5/Baja,Baja,0,,,1095973,_0a8ddfb6-5d56-4f2d-99d2-3cdf1864a5dc
TransformerWinding,_1f0b089b-d550-4e34-a42c-9aa4795e275c,Network/Companies/SIN/02ORI/02PTXAES/02AES T02 230\13.8/Alta,Alta,0,0.0038240000000000001,0.1988,1095977,_e4b7b9e1-1e31-49ed-bc0e-b6cf4920a24d
TransformerWinding,_86d02151-8a2f-4136-8265-54d0816c3a9a,Network/Companies/SIN/02ORI/02PTXAES/02AES T02 230\13.8/Baja,Baja,0,,,1095979,_e4b7b9e1-1e31-49ed-bc0e-b6cf4920a24d
TransformerWinding,_c15db690-b2eb-4ad1-8999-775a3ab0e0a5,Network/Companies/SIN/02ORI/02PTXAGA/02AGA T01 115\13.8/Alta,Alta,0,0,0.50466,1096287,_2f25bb3d-5be6-4590-b5c0-a2cbc32b6666
TransformerWinding,_add7c806-6562-4842-a993-17f3b1086247,Network/Companies/SIN/02ORI/02PTXAGA/02AGA T01 115\13.8/Baja,Baja,0,,,1096289,_2f25bb3d-5be6-4590-b5c0-a2cbc32b6666
TransformerWinding,_27f7d43c-97fe-4dc0-a5ee-d1e0e63fe0da,Network/Companies/SIN/02ORI/02PTXAMZ/02AMZ T01 115\13.8/Alta,Alta,0,0,0.51800000000000002,1096670,_38a0cb37-640e-41a2-8006-bb2355c43613
TransformerWinding,_de29c86d-b96f-4576-8344-a153fa9861c2,Network/Companies/SIN/02ORI/02PTXAMZ/02AMZ T01 115\13.8/Baja,Baja,0,,,1096672,_38a0cb37-640e-41a2-8006-bb2355c43613
TransformerWinding,_87b9de30-d4bc-42a0-8503-4b1f64867fc5,Network/Companies/SIN/02ORI/02PTXAMZ/02AMZ T02 115\34.5/Alta,Alta,0,0.041728000000000001,0.473333,1096676,_a9a07fba-c3ed-442f-9e84-fe26c13d083d
TransformerWinding,_1ac505a5-1365-4149-93d6-fef321257772,Network/Companies/SIN/02ORI/02PTXAMZ/02AMZ T02 115\34.5/Baja,Baja,0,,,1096678,_a9a07fba-c3ed-442f-9e84-fe26c13d083d
TransformerWinding,_d5c40d15-f6ed-4861-80b7-5d2c5369613b,Network/Companies/SIN/02ORI/02PTXANC/02ANC T01 115\34.5/Alta,Alta,0,0,0.38790000000000002,1097046,_dddb20c2-d426-4bd1-84ba-b74594b801bc
TransformerWinding,_bde5aa34-7f4b-4438-a8bc-53a7ff6fe538,Network/Companies/SIN/02ORI/02PTXANC/02ANC T01 115\34.5/Baja,Baja,0,,,1097048,_dddb20c2-d426-4bd1-84ba-b74594b801bc
TransformerWinding,_48a3525e-94a5-4bed-8772-c2e3b90aa22f,Network/Companies/SIN/02ORI/02PTXANC/02ANC T02 115\13.8/Alta,Alta,0,0,0.39799000000000001,1097052,_7079fcf6-f2ea-44b5-8ff3-4d26e9648a30
TransformerWinding,_b70370ab-7362-4417-93bb-9bb543a0263b,Network/Companies/SIN/02ORI/02PTXANC/02ANC T02 115\13.8/Baja,Baja,0,,,1097054,_7079fcf6-f2ea-44b5-8ff3-4d26e9648a30
TransformerWinding,_761a6895-e025-4536-9891-526d3cbd07f4,Network/Companies/SIN/02ORI/02PTXAPI/02API T01 115\13.8/Alta,Alta,0,0,0.74450000000000005,1097371,_4c736464-37dc-4c71-aaa2-580f6eb8dd67
TransformerWinding,_7e29f669-e2ec-418e-a8e3-bbaaa8809216,Network/Companies/SIN/02ORI/02PTXAPI/02API T01 115\13.8/Baja,Baja,0,,,1097373,_4c736464-37dc-4c71-aaa2-580f6eb8dd67
TransformerWinding,_b04ac4c5-7612-4551-a53b-ff0b15823d34,Network/Companies/SIN/02ORI/02PTXATC/02ATC T01 115\13.8/Alta,Alta,0,0,0.65139999999999998,1097603,_2b16f128-bca5-4e0e-b24c-d558797af726
TransformerWinding,_8943ea3e-5db5-41b4-a42d-acdf583fb26e,Network/Companies/SIN/02ORI/02PTXATC/02ATC T01 115\13.8/Baja,Baja,0,,,1097605,_2b16f128-bca5-4e0e-b24c-d558797af726
TransformerWinding,_cea17149-a703-44dd-bb3d-14e5db4f0517,Network/Companies/SIN/02ORI/02PTXATZ/02ATZ T01 115\34.5/Alta,Alta,0,0,0.60429999999999995,1097843,_63709ed9-0a5f-443b-981d-f5a3ba31a110
TransformerWinding,_aa602d06-cc87-49ec-8ab8-a6c612da3e68,Network/Companies/SIN/02ORI/02PTXATZ/02ATZ T01 115\34.5/Baja,Baja,0,,,1097845,_63709ed9-0a5f-443b-981d-f5a3ba31a110
TransformerWinding,_a40202e2-b01c-4e01-a8ab-00d4f05d8d4c,Network/Companies/SIN/02ORI/02PTXAUN/02AUN T01 115\13.8/Alta,Alta,0,0,0.47799999999999998,1098044,_87f5a5a0-3f41-4930-ac90-b9dc641b18c1
TransformerWinding,_65e25cf4-f3f8-42e0-8a28-f6d7d669b721,Network/Companies/SIN/02ORI/02PTXAUN/02AUN T01 115\13.8/Baja,Baja,0,,,1098046,_87f5a5a0-3f41-4930-ac90-b9dc641b18c1
TransformerWinding,_f7d5cb98-e95a-4b9b-b0dd-bd95a25ff70b,Network/Companies/SIN/02ORI/02PTXAUN/02AUN T02 115\13.8/Alta,Alta,0,0.041480999999999997,0.47944399999999998,1098050,_ad5dd217-eb95-4779-9f45-39c0cf4c1a61
TransformerWinding,_35eb5048-5519-4826-946e-691f4e8d55bc,Network/Companies/SIN/02ORI/02PTXAUN/02AUN T02 115\13.8/Baja,Baja,0,,,1098052,_ad5dd217-eb95-4779-9f45-39c0cf4c1a61
TransformerWinding,_24b777f1-94ea-45ee-8ef0-71acd0e4eeef,Network/Companies/SIN/02ORI/02PTXAXT/02AXT T01 115\13.8/Alta,Alta,0,0,0.51480000000000004,1098340,_ecbddd08-e94c-4713-b040-c37db8b4d467
TransformerWinding,_9f49073d-e32f-4b6d-b519-7d3f1048af1c,Network/Companies/SIN/02ORI/02PTXAXT/02AXT T01 115\13.8/Baja,Baja,0,,,1098342,_ecbddd08-e94c-4713-b040-c37db8b4d467
TransformerWinding,_d2fb7408-379f-4b4a-a790-2fbc88eb1db0,Network/Companies/SIN/02ORI/02PTXAZY/02AZY T01 115\13.8/Alta,Alta,0,0.023307999999999999,0.72692599999999996,1098530,_cef1abb7-74f3-415d-ae66-f49e312db784
TransformerWinding,_dd775d6b-e06b-46bc-87a1-15f46743bf07,Network/Companies/SIN/02ORI/02PTXAZY/02AZY T01 115\13.8/Baja,Baja,0,,,1098532,_cef1abb7-74f3-415d-ae66-f49e312db784
TransformerWinding,_c36be5ab-d8f8-479d-8ff1-ae01a2bd56dd,Network/Companies/SIN/02ORI/02PTXBEN/02BEN T01 115\34.5/Alta,Alta,0,0.051330000000000001,0.73096000000000005,1098689,_64e8129c-808a-46e3-9ad4-ffe42b62612a
TransformerWinding,_1c2cbe41-c261-479f-9c08-316bc47ff7c2,Network/Companies/SIN/02ORI/02PTXBEN/02BEN T01 115\34.5/Baja,Baja,0,,,1098691,_64e8129c-808a-46e3-9ad4-ffe42b62612a
TransformerWinding,_6c6a06e0-57c0-4b90-a446-2c9cc91bc988,Network/Companies/SIN/02ORI/02PTXBEN/02BEN T02 115\34.5/Alta,Alta,0,0.051330000000000001,0.73096000000000005,1098695,_c1197922-245b-494e-a61f-8520ca87cf42
TransformerWinding,_a6f5054b-c0bc-4ef5-8b05-74c9a9ee9bed,Network/Companies/SIN/02ORI/02PTXBEN/02BEN T02 115\34.5/Baja,Baja,0,,,1098697,_c1197922-245b-494e-a61f-8520ca87cf42
TransformerWinding,_de3a62f4-a3fd-439b-9ba2-752048d951d2,Network/Companies/SIN/02ORI/02PTXBGS/02BGS T01 115\13.8/Alta,Alta,0,0,0.36349999999999999,1098971,_f427a40b-3246-4b9b-a841-6e7f426440f1
TransformerWinding,_c8df985d-0be3-468e-a4b0-1095b5481f4a,Network/Companies/SIN/02ORI/02PTXBGS/02BGS T01 115\13.8/Baja,Baja,0,,,1098973,_f427a40b-3246-4b9b-a841-6e7f426440f1
TransformerWinding,_68eb6bd0-87db-4cb0-aa9b-bbc64987b022,Network/Companies/SIN/02ORI/02PTXBGS/02BGS T02 115\34.5/Alta,Alta,0,0,0.48533300000000001,1098976,_d91986f2-2123-4dec-8e7f-5e698d3928f7
TransformerWinding,_15459433-386a-4469-ab5f-3e294bab2f01,Network/Companies/SIN/02ORI/02PTXBGS/02BGS T02 115\34.5/Baja,Baja,0,,,1098978,_d91986f2-2123-4dec-8e7f-5e698d3928f7
TransformerWinding,_47036b6a-1252-4ce1-bed6-a8602c16fc7f,Network/Companies/SIN/02ORI/02PTXBOE/02BOE T01 115\13.8/Alta,Alta,0,0,0.39372000000000001,1099252,_def57368-cc76-44da-ba1a-efc1210efba9
TransformerWinding,_a943c5d5-57c5-40d7-a61f-bb6d0d4267c4,Network/Companies/SIN/02ORI/02PTXBOE/02BOE T01 115\13.8/Baja,Baja,0,,,1099254,_def57368-cc76-44da-ba1a-efc1210efba9
TransformerWinding,_f1bbfc38-9945-4870-ab50-779e64255f1f,Network/Companies/SIN/02ORI/02PTXCDX/02CDX T01 115\34.5/Alta,Alta,0,0.025347999999999999,0.50696699999999995,1099532,_0d938701-dbba-44f3-b6b2-5bc55d0df213
