"ImpedanceVariation:
InternalId","ImpedanceVariation:
ObjectId","ImpedanceVariation:
ID","ImpedanceVariation:
Name","ImpedanceVariation:
Description","ImpedanceVariation:
DeltaIronLossCond","ImpedanceVariation:
DeltaMagnSusc","ImpedanceVariation:
DeltaReactance","ImpedanceVariation:
DeltaResistance","ImpedanceVariation:
TapPosition","ImpedanceVariation:
Parent","ImpedanceVariation:
ObjectType","TapChanger:
InternalId","TapChanger:
Name","ImpedanceVariation:
ImpedanceVariationMemberOfTapChanger:
TapChanger:
ID","TapChanger:
Parent","TapChanger:
ObjectType"
1471333,{40ab9a97-0276-48cc-bb01-b8353414dd64},_40ab9a97-0276-48cc-bb01-b8353414dd64,ImpedanceVar_12,,0,0,0,0,12,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471334,{90f67275-f732-474a-a10d-8dcbad232f49},_90f67275-f732-474a-a10d-8dcbad232f49,ImpedanceVar_13,,0,0,0,0,13,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471335,{01e4e07e-2f62-456c-bb21-5fd10a722fbd},_01e4e07e-2f62-456c-bb21-5fd10a722fbd,ImpedanceVar_14,,0,0,0,0,14,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471336,{aae6ec9c-c4b4-4c4d-9172-ec84b2cbeeb0},_aae6ec9c-c4b4-4c4d-9172-ec84b2cbeeb0,ImpedanceVar_15,,0,0,0,0,15,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471337,{160aad63-c1f6-46f4-bac5-72e4af5e3384},_160aad63-c1f6-46f4-bac5-72e4af5e3384,ImpedanceVar_16,,0,0,0,0,16,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471338,{29e5ba80-1ae0-4042-b656-74fdf996b9d5},_29e5ba80-1ae0-4042-b656-74fdf996b9d5,ImpedanceVar_17,,0,0,0,0,17,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471339,{06e0ebb8-84c6-484f-a732-7cc379f09254},_06e0ebb8-84c6-484f-a732-7cc379f09254,ImpedanceVar_18,,0,0,0,0,18,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471340,{c5c65f4f-dca7-4d49-8e05-c997d3e526a1},_c5c65f4f-dca7-4d49-8e05-c997d3e526a1,ImpedanceVar_19,,0,0,0,0,19,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471341,{2eb52787-8a5e-4d2a-a265-56a272a8328c},_2eb52787-8a5e-4d2a-a265-56a272a8328c,ImpedanceVar_20,,0,0,0,0,20,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471342,{d69a15af-85d6-4a58-8577-98e7791c085f},_d69a15af-85d6-4a58-8577-98e7791c085f,ImpedanceVar_21,,0,0,0,0,21,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471343,{980e3db6-2074-4ea8-b116-018ecbff18bb},_980e3db6-2074-4ea8-b116-018ecbff18bb,ImpedanceVar_22,,0,0,0,0,22,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1471344,{98a58d77-2559-4a86-b50e-e3721d6cee29},_98a58d77-2559-4a86-b50e-e3721d6cee29,ImpedanceVar_23,,0,0,0,0,23,_c383ce05-03ed-4085-824c-a42b84ee6479,ImpedanceVariation,1471298,High Tap,_c383ce05-03ed-4085-824c-a42b84ee6479,_d20317d7-5762-442a-8a47-85a213102039,TapChanger
1499859,{78a59a6b-e0bf-4870-8a7d-69fc11f08db6},_78a59a6b-e0bf-4870-8a7d-69fc11f08db6,ImpedanceVar_1,,0,0,0,0,1,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499860,{103dc6f8-ab55-4322-95fe-e0b2bd528809},_103dc6f8-ab55-4322-95fe-e0b2bd528809,ImpedanceVar_2,,0,0,0,0,2,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499861,{fa1d9bbf-c2f6-42ad-a464-6232f36ca3f5},_fa1d9bbf-c2f6-42ad-a464-6232f36ca3f5,ImpedanceVar_3,,0,0,0,0,3,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499862,{14ea113e-72ed-4db0-a08c-1161a13ac39c},_14ea113e-72ed-4db0-a08c-1161a13ac39c,ImpedanceVar_4,,0,0,0,0,4,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499863,{ef6c5363-acf6-493a-85c1-153017ed3862},_ef6c5363-acf6-493a-85c1-153017ed3862,ImpedanceVar_5,,0,0,0,0,5,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499864,{e9620557-11df-489d-9d45-c876efb6df30},_e9620557-11df-489d-9d45-c876efb6df30,ImpedanceVar_6,,0,0,0,0,6,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499865,{1b6d592e-7121-46a0-9093-a7fed0359cbe},_1b6d592e-7121-46a0-9093-a7fed0359cbe,ImpedanceVar_7,,0,0,0,0,7,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499866,{b1668f71-9586-4a6d-90cf-b6fe51cedbd7},_b1668f71-9586-4a6d-90cf-b6fe51cedbd7,ImpedanceVar_8,,0,0,0,0,8,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499867,{5b0c37f9-b1e7-4a81-ba53-f6e73c069463},_5b0c37f9-b1e7-4a81-ba53-f6e73c069463,ImpedanceVar_9,,0,0,0,0,9,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499868,{34e68716-f3a0-4a77-8373-d8d7f0a386a7},_34e68716-f3a0-4a77-8373-d8d7f0a386a7,ImpedanceVar_10,,0,0,0,0,10,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499869,{d03c76a0-46f1-46ec-a3c8-30d36e6d2847},_d03c76a0-46f1-46ec-a3c8-30d36e6d2847,ImpedanceVar_11,,0,0,0,0,11,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499870,{cb70f55b-d9e0-4639-9b42-7ea891cba227},_cb70f55b-d9e0-4639-9b42-7ea891cba227,ImpedanceVar_12,,0,0,0,0,12,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499871,{a55d7b90-f2c6-4e17-9297-d1de9b23e9b1},_a55d7b90-f2c6-4e17-9297-d1de9b23e9b1,ImpedanceVar_13,,0,0,0,0,13,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499872,{5031a88e-f725-4ee4-97fa-20a050de0b63},_5031a88e-f725-4ee4-97fa-20a050de0b63,ImpedanceVar_14,,0,0,0,0,14,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499873,{8fa1d42d-dc4b-4db7-8a3f-984f91ced8bf},_8fa1d42d-dc4b-4db7-8a3f-984f91ced8bf,ImpedanceVar_15,,0,0,0,0,15,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499874,{00afe724-2774-4773-8377-0647205b0a85},_00afe724-2774-4773-8377-0647205b0a85,ImpedanceVar_16,,0,0,0,0,16,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499875,{82af8470-cbf0-44b2-bc15-c5b7c408d551},_82af8470-cbf0-44b2-bc15-c5b7c408d551,ImpedanceVar_17,,0,0,0,0,17,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499876,{1fb3baf6-21a7-4e96-8e86-f1a7587c1632},_1fb3baf6-21a7-4e96-8e86-f1a7587c1632,ImpedanceVar_18,,0,0,0,0,18,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499877,{6cba7b3a-89a8-45b4-9b9f-6d020fea8940},_6cba7b3a-89a8-45b4-9b9f-6d020fea8940,ImpedanceVar_19,,0,0,0,0,19,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499878,{bceac4a2-635f-457d-b227-9f9e7c30ae82},_bceac4a2-635f-457d-b227-9f9e7c30ae82,ImpedanceVar_20,,0,0,0,0,20,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1499879,{dc0416b2-2e65-409c-be87-54d54e487fd3},_dc0416b2-2e65-409c-be87-54d54e487fd3,ImpedanceVar_21,,0,0,0,0,21,_71b05546-f6ce-4e57-9921-6115e7cc22be,ImpedanceVariation,1499837,High Tap,_71b05546-f6ce-4e57-9921-6115e7cc22be,_bd85c4c3-194c-49a3-80e6-20d4e903c750,TapChanger
1501002,{c6e2982e-bd60-4d14-87a5-e777ded354db},_c6e2982e-bd60-4d14-87a5-e777ded354db,ImpedanceVar_1,,0,0,0,0,1,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501003,{3c82b896-4ad5-475e-87f2-d2f4357489e4},_3c82b896-4ad5-475e-87f2-d2f4357489e4,ImpedanceVar_2,,0,0,0,0,2,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501004,{e9d7549a-61d7-43d4-9d5e-4ec8a7819719},_e9d7549a-61d7-43d4-9d5e-4ec8a7819719,ImpedanceVar_3,,0,0,0,0,3,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501005,{07705fab-d1e0-405d-8b4d-7867add51999},_07705fab-d1e0-405d-8b4d-7867add51999,ImpedanceVar_4,,0,0,0,0,4,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501006,{3917c582-06bf-452f-945e-51b8a511edd2},_3917c582-06bf-452f-945e-51b8a511edd2,ImpedanceVar_5,,0,0,0,0,5,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501007,{9a9dd673-0fdb-432b-9275-69da576ababf},_9a9dd673-0fdb-432b-9275-69da576ababf,ImpedanceVar_6,,0,0,0,0,6,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501008,{010a3eaa-6167-4798-bb9b-2ad42eea18a7},_010a3eaa-6167-4798-bb9b-2ad42eea18a7,ImpedanceVar_7,,0,0,0,0,7,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501009,{364b0031-3daf-4779-9df3-46f48ed63c85},_364b0031-3daf-4779-9df3-46f48ed63c85,ImpedanceVar_8,,0,0,0,0,8,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501010,{2b6e8eb6-c7d6-4bb4-a9c0-899f05224aa7},_2b6e8eb6-c7d6-4bb4-a9c0-899f05224aa7,ImpedanceVar_9,,0,0,0,0,9,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501011,{42ee1dd6-7d75-4f65-a67a-dc16aea99ca8},_42ee1dd6-7d75-4f65-a67a-dc16aea99ca8,ImpedanceVar_10,,0,0,0,0,10,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501012,{bf95e51c-50dc-4ab1-b701-46ec7e141e40},_bf95e51c-50dc-4ab1-b701-46ec7e141e40,ImpedanceVar_11,,0,0,0,0,11,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501013,{56eb982c-9a62-44f9-b537-52a53b092065},_56eb982c-9a62-44f9-b537-52a53b092065,ImpedanceVar_12,,0,0,0,0,12,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501014,{843846b3-ca56-4f8a-afaa-faf67efcf0a6},_843846b3-ca56-4f8a-afaa-faf67efcf0a6,ImpedanceVar_13,,0,0,0,0,13,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501015,{ca221f21-c83f-4500-808b-9fe6828da16c},_ca221f21-c83f-4500-808b-9fe6828da16c,ImpedanceVar_14,,0,0,0,0,14,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501016,{8daac58c-75d3-44a8-9af6-ea98feb93e7b},_8daac58c-75d3-44a8-9af6-ea98feb93e7b,ImpedanceVar_15,,0,0,0,0,15,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501017,{fe1b57b9-f418-47a9-8ffd-0fffdc7a1376},_fe1b57b9-f418-47a9-8ffd-0fffdc7a1376,ImpedanceVar_16,,0,0,0,0,16,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501018,{47818953-c710-47fb-9263-311de2901652},_47818953-c710-47fb-9263-311de2901652,ImpedanceVar_17,,0,0,0,0,17,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501019,{f8ce29f5-622e-473e-a3f0-d97eee1727c0},_f8ce29f5-622e-473e-a3f0-d97eee1727c0,ImpedanceVar_18,,0,0,0,0,18,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501020,{8226bb21-db39-4c9c-a934-e13a55fac5bb},_8226bb21-db39-4c9c-a934-e13a55fac5bb,ImpedanceVar_19,,0,0,0,0,19,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501021,{cd3b3458-0973-4379-88aa-3a27e37874cd},_cd3b3458-0973-4379-88aa-3a27e37874cd,ImpedanceVar_20,,0,0,0,0,20,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501022,{d2ac73fc-abb4-4241-8a57-633834c283b8},_d2ac73fc-abb4-4241-8a57-633834c283b8,ImpedanceVar_21,,0,0,0,0,21,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501023,{a234ed2b-dbd9-4c70-b0ff-1407288e2a12},_a234ed2b-dbd9-4c70-b0ff-1407288e2a12,ImpedanceVar_22,,0,0,0,0,22,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501024,{b5172d92-aa37-4d46-a38a-2d4c7ee3c45d},_b5172d92-aa37-4d46-a38a-2d4c7ee3c45d,ImpedanceVar_23,,0,0,0,0,23,_2a673b2d-cf38-4b51-9a44-b7621768b58b,ImpedanceVariation,1500978,High Tap,_2a673b2d-cf38-4b51-9a44-b7621768b58b,_88bab409-f4c5-4f71-a57f-eccdb2918cbd,TapChanger
1501055,{3413c244-7a0a-4858-a214-5566bb8cd439},_3413c244-7a0a-4858-a214-5566bb8cd439,ImpedanceVar_1,,0,0,0,0,1,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501056,{28f078ae-390d-4b58-8dbd-d1559729ec2a},_28f078ae-390d-4b58-8dbd-d1559729ec2a,ImpedanceVar_2,,0,0,0,0,2,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501057,{61a2536f-9ebe-4aca-a80e-0a525f7d7b16},_61a2536f-9ebe-4aca-a80e-0a525f7d7b16,ImpedanceVar_3,,0,0,0,0,3,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501058,{5d8cdfe4-dbf7-4db8-bf9d-f0c2e325ea64},_5d8cdfe4-dbf7-4db8-bf9d-f0c2e325ea64,ImpedanceVar_4,,0,0,0,0,4,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501059,{89ae2c00-a797-4610-b8b7-f743d139eb78},_89ae2c00-a797-4610-b8b7-f743d139eb78,ImpedanceVar_5,,0,0,0,0,5,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501060,{1cf8afed-1a22-40e4-9cf9-b263a6e36ed4},_1cf8afed-1a22-40e4-9cf9-b263a6e36ed4,ImpedanceVar_6,,0,0,0,0,6,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501061,{cb82bd57-c00f-4e7b-bf50-21e9f2482abe},_cb82bd57-c00f-4e7b-bf50-21e9f2482abe,ImpedanceVar_7,,0,0,0,0,7,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501062,{c476ef62-0e1b-418d-8fb9-3d2371ebda2a},_c476ef62-0e1b-418d-8fb9-3d2371ebda2a,ImpedanceVar_8,,0,0,0,0,8,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501063,{6bac1b36-2c2c-4996-91ce-a1d13d74b4a9},_6bac1b36-2c2c-4996-91ce-a1d13d74b4a9,ImpedanceVar_9,,0,0,0,0,9,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501064,{510838f8-6bca-4dad-a1b8-df801041fd57},_510838f8-6bca-4dad-a1b8-df801041fd57,ImpedanceVar_10,,0,0,0,0,10,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501065,{b2570c59-d1ba-4d3f-b995-165756fca384},_b2570c59-d1ba-4d3f-b995-165756fca384,ImpedanceVar_11,,0,0,0,0,11,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501066,{9ded8739-56fa-4a7c-849e-97200ff2cb58},_9ded8739-56fa-4a7c-849e-97200ff2cb58,ImpedanceVar_12,,0,0,0,0,12,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501067,{1c5d1603-3eaf-46ec-9c39-9801d958164e},_1c5d1603-3eaf-46ec-9c39-9801d958164e,ImpedanceVar_13,,0,0,0,0,13,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501068,{40d9b338-17e8-40f2-a3ea-a33f79841d1e},_40d9b338-17e8-40f2-a3ea-a33f79841d1e,ImpedanceVar_14,,0,0,0,0,14,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501069,{69d3147b-4574-47f1-96da-ba9a0a0a15b8},_69d3147b-4574-47f1-96da-ba9a0a0a15b8,ImpedanceVar_15,,0,0,0,0,15,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
1501070,{7847490d-763d-49ca-835a-7fff07fa885f},_7847490d-763d-49ca-835a-7fff07fa885f,ImpedanceVar_16,,0,0,0,0,16,_d314449f-e513-420b-a511-7d81719e5fee,ImpedanceVariation,1501031,High Tap,_d314449f-e513-420b-a511-7d81719e5fee,_64098d8c-3733-41ae-8cc1-b9454fd94c2f,TapChanger
