"ImpedanceVariation:
InternalId","ImpedanceVariation:
ObjectId","ImpedanceVariation:
ID","ImpedanceVariation:
Name","ImpedanceVariation:
Description","ImpedanceVariation:
DeltaIronLossCond","ImpedanceVariation:
DeltaMagnSusc","ImpedanceVariation:
DeltaReactance","ImpedanceVariation:
DeltaResistance","ImpedanceVariation:
TapPosition","ImpedanceVariation:
Parent","ImpedanceVariation:
ObjectType","TapChanger:
InternalId","TapChanger:
Name","ImpedanceVariation:
ImpedanceVariationMemberOfTapChanger:
TapChanger:
ID","TapChanger:
Parent","TapChanger:
ObjectType"
880451,{72400f99-dc94-4f76-ad22-97e3b18ee8a5},_72400f99-dc94-4f76-ad22-97e3b18ee8a5,ImpedanceVar_15,,0,0,0,0,15,_3175edb0-e7fc-476e-8738-67631bc0d577,ImpedanceVariation,880425,High Tap,_3175edb0-e7fc-476e-8738-67631bc0d577,_c9ebefb7-1a02-436c-9a15-19487d4e155e,TapChanger
880452,{1eec171c-a8dd-4a2e-b643-32e753e020e2},_1eec171c-a8dd-4a2e-b643-32e753e020e2,ImpedanceVar_16,,0,0,0,0,16,_3175edb0-e7fc-476e-8738-67631bc0d577,ImpedanceVariation,880425,High Tap,_3175edb0-e7fc-476e-8738-67631bc0d577,_c9ebefb7-1a02-436c-9a15-19487d4e155e,TapChanger
880453,{5527107b-54b6-471a-9bd5-c61ed2f4ac02},_5527107b-54b6-471a-9bd5-c61ed2f4ac02,ImpedanceVar_17,,0,0,0,0,17,_3175edb0-e7fc-476e-8738-67631bc0d577,ImpedanceVariation,880425,High Tap,_3175edb0-e7fc-476e-8738-67631bc0d577,_c9ebefb7-1a02-436c-9a15-19487d4e155e,TapChanger
880454,{a0335f97-7170-4284-9f2d-19668178c3ff},_a0335f97-7170-4284-9f2d-19668178c3ff,ImpedanceVar_18,,0,0,0,0,18,_3175edb0-e7fc-476e-8738-67631bc0d577,ImpedanceVariation,880425,High Tap,_3175edb0-e7fc-476e-8738-67631bc0d577,_c9ebefb7-1a02-436c-9a15-19487d4e155e,TapChanger
880455,{98211bc3-325c-4619-8b74-813117503ed2},_98211bc3-325c-4619-8b74-813117503ed2,ImpedanceVar_19,,0,0,0,0,19,_3175edb0-e7fc-476e-8738-67631bc0d577,ImpedanceVariation,880425,High Tap,_3175edb0-e7fc-476e-8738-67631bc0d577,_c9ebefb7-1a02-436c-9a15-19487d4e155e,TapChanger
880456,{d668b57f-0011-4cad-9f35-847e390d0a7e},_d668b57f-0011-4cad-9f35-847e390d0a7e,ImpedanceVar_20,,0,0,0,0,20,_3175edb0-e7fc-476e-8738-67631bc0d577,ImpedanceVariation,880425,High Tap,_3175edb0-e7fc-476e-8738-67631bc0d577,_c9ebefb7-1a02-436c-9a15-19487d4e155e,TapChanger
880457,{09f7c0c3-c250-4cef-b3f2-083e45abfbed},_09f7c0c3-c250-4cef-b3f2-083e45abfbed,ImpedanceVar_21,,0,0,0,0,21,_3175edb0-e7fc-476e-8738-67631bc0d577,ImpedanceVariation,880425,High Tap,_3175edb0-e7fc-476e-8738-67631bc0d577,_c9ebefb7-1a02-436c-9a15-19487d4e155e,TapChanger
903740,{e84e0ef8-126d-4c29-9ce0-2d4b4f2a2167},_e84e0ef8-126d-4c29-9ce0-2d4b4f2a2167,ImpedanceVar_-11,,0,0,0,0,-11,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903741,{71b419f0-3abe-4db0-b581-b3ea91d4377a},_71b419f0-3abe-4db0-b581-b3ea91d4377a,ImpedanceVar_-10,,0,0,0,0,-10,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903742,{5a83e636-a9ad-4fad-b97c-ef6a1368294c},_5a83e636-a9ad-4fad-b97c-ef6a1368294c,ImpedanceVar_-9,,0,0,0,0,-9,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903743,{5a6f0c63-6dd8-4f6f-b3ec-c26b198b351d},_5a6f0c63-6dd8-4f6f-b3ec-c26b198b351d,ImpedanceVar_-8,,0,0,0,0,-8,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903744,{3d8e3237-22a7-4e31-885f-bc2d10115703},_3d8e3237-22a7-4e31-885f-bc2d10115703,ImpedanceVar_-7,,0,0,0,0,-7,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903745,{3daccf41-1e8f-4fef-88e0-ea67c2e27ed5},_3daccf41-1e8f-4fef-88e0-ea67c2e27ed5,ImpedanceVar_-6,,0,0,0,0,-6,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903746,{c20928aa-a59e-4b53-98ff-9a64ef825052},_c20928aa-a59e-4b53-98ff-9a64ef825052,ImpedanceVar_-5,,0,0,0,0,-5,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903747,{018fbcee-ebb8-419c-9386-82fb9b5d4596},_018fbcee-ebb8-419c-9386-82fb9b5d4596,ImpedanceVar_-4,,0,0,0,0,-4,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903748,{7c6efd62-8680-43b9-b8ee-260d78e11209},_7c6efd62-8680-43b9-b8ee-260d78e11209,ImpedanceVar_-3,,0,0,0,0,-3,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903749,{0c430168-6a52-41ac-aa00-2720d0e32f1d},_0c430168-6a52-41ac-aa00-2720d0e32f1d,ImpedanceVar_-2,,0,0,0,0,-2,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903750,{34b4ab24-ab6b-4602-8d79-49208a6484b1},_34b4ab24-ab6b-4602-8d79-49208a6484b1,ImpedanceVar_-1,,0,0,0,0,-1,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903751,{4152b445-0ca9-4b4a-956b-ee870a46ac4f},_4152b445-0ca9-4b4a-956b-ee870a46ac4f,ImpedanceVar_0,,0,0,0,0,0,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903752,{d8c68462-7e5f-47e3-b5d5-f04b684a875d},_d8c68462-7e5f-47e3-b5d5-f04b684a875d,ImpedanceVar_1,,0,0,0,0,1,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903753,{5b36e1a6-164b-4cd6-bff4-c8f22baa9983},_5b36e1a6-164b-4cd6-bff4-c8f22baa9983,ImpedanceVar_2,,0,0,0,0,2,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903754,{eea4f82b-48c8-4060-8d10-2c74035069e5},_eea4f82b-48c8-4060-8d10-2c74035069e5,ImpedanceVar_3,,0,0,0,0,3,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903755,{eababf1a-284e-4d21-bd74-d663b6b809ef},_eababf1a-284e-4d21-bd74-d663b6b809ef,ImpedanceVar_4,,0,0,0,0,4,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903756,{284a9ef7-5edc-4895-a238-c8e28a5fb7df},_284a9ef7-5edc-4895-a238-c8e28a5fb7df,ImpedanceVar_5,,0,0,0,0,5,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903757,{65ea542c-a489-48a7-8603-fddb13911929},_65ea542c-a489-48a7-8603-fddb13911929,ImpedanceVar_6,,0,0,0,0,6,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903758,{a4db9a6e-5397-4a4d-b026-409008eeacd9},_a4db9a6e-5397-4a4d-b026-409008eeacd9,ImpedanceVar_7,,0,0,0,0,7,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903759,{8b1b0319-e3d2-47b2-8089-53ea215f0cdf},_8b1b0319-e3d2-47b2-8089-53ea215f0cdf,ImpedanceVar_8,,0,0,0,0,8,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903760,{6e1a96c7-d695-4df9-aa3f-5bd1c35be1ca},_6e1a96c7-d695-4df9-aa3f-5bd1c35be1ca,ImpedanceVar_9,,0,0,0,0,9,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903761,{738e67af-c0e9-46de-858b-fa2038c9b9b4},_738e67af-c0e9-46de-858b-fa2038c9b9b4,ImpedanceVar_10,,0,0,0,0,10,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
903762,{29edaa0f-583e-47b5-a135-7027ce52dc92},_29edaa0f-583e-47b5-a135-7027ce52dc92,ImpedanceVar_11,,0,0,0,0,11,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,ImpedanceVariation,903716,High Tap,_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger
1449248,{8f9805d7-3ae8-4d0d-a1b2-2ca24fda9404},_8f9805d7-3ae8-4d0d-a1b2-2ca24fda9404,ImpedanceVar_1,,0,0,0,0,1,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449249,{0db7c2c1-043d-4e4a-817a-4a95a55229f4},_0db7c2c1-043d-4e4a-817a-4a95a55229f4,ImpedanceVar_2,,0,0,0,0,2,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449250,{cd5a7300-af71-41c8-bf1c-5a7c8ef2d363},_cd5a7300-af71-41c8-bf1c-5a7c8ef2d363,ImpedanceVar_3,,0,0,0,0,3,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449251,{5dfbb516-e553-43f8-8846-ad11ff8c01a4},_5dfbb516-e553-43f8-8846-ad11ff8c01a4,ImpedanceVar_4,,0,0,0,0,4,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449252,{cd56cb06-1c3e-4797-b2d5-b796b52410de},_cd56cb06-1c3e-4797-b2d5-b796b52410de,ImpedanceVar_5,,0,0,0,0,5,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449253,{7e9b0b15-f7e9-4f40-ba86-1e667b40f7df},_7e9b0b15-f7e9-4f40-ba86-1e667b40f7df,ImpedanceVar_6,,0,0,0,0,6,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449254,{8ae7fa82-96ce-4eb8-b176-d6fe8d971c9a},_8ae7fa82-96ce-4eb8-b176-d6fe8d971c9a,ImpedanceVar_7,,0,0,0,0,7,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449255,{8248758f-f50f-4160-bc51-2217c0b07bda},_8248758f-f50f-4160-bc51-2217c0b07bda,ImpedanceVar_8,,0,0,0,0,8,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449256,{94fa6b22-4a3e-420d-9c11-50cab446e667},_94fa6b22-4a3e-420d-9c11-50cab446e667,ImpedanceVar_9,,0,0,0,0,9,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449257,{a7f8a950-fcb3-420a-b2ec-8386217727a9},_a7f8a950-fcb3-420a-b2ec-8386217727a9,ImpedanceVar_10,,0,0,0,0,10,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449258,{4643e006-94d0-4a3e-b235-3d5a99f809e5},_4643e006-94d0-4a3e-b235-3d5a99f809e5,ImpedanceVar_11,,0,0,0,0,11,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449259,{8706d923-a55c-44fe-ac50-8331f258716c},_8706d923-a55c-44fe-ac50-8331f258716c,ImpedanceVar_12,,0,0,0,0,12,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449260,{f660e961-2e9b-434a-b28c-e70476d1d195},_f660e961-2e9b-434a-b28c-e70476d1d195,ImpedanceVar_13,,0,0,0,0,13,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449261,{d93760e5-004c-4ae6-9673-22f3778bcde7},_d93760e5-004c-4ae6-9673-22f3778bcde7,ImpedanceVar_14,,0,0,0,0,14,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449262,{788c1408-e84a-4029-8aa3-70318c796a94},_788c1408-e84a-4029-8aa3-70318c796a94,ImpedanceVar_15,,0,0,0,0,15,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449263,{48f52f41-52d7-4369-b98c-bbe63f5ec5bc},_48f52f41-52d7-4369-b98c-bbe63f5ec5bc,ImpedanceVar_16,,0,0,0,0,16,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449264,{5878bd4e-d329-4f44-be05-e2b1c92ad1e0},_5878bd4e-d329-4f44-be05-e2b1c92ad1e0,ImpedanceVar_17,,0,0,0,0,17,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449265,{fb3fbda2-179a-4ae3-a3e6-f34a78a6a35c},_fb3fbda2-179a-4ae3-a3e6-f34a78a6a35c,ImpedanceVar_18,,0,0,0,0,18,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449266,{67eb55c1-2860-49a9-b50f-d3c01e5f1b6c},_67eb55c1-2860-49a9-b50f-d3c01e5f1b6c,ImpedanceVar_19,,0,0,0,0,19,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449267,{6f2d2c2d-56db-4681-abad-0f4d29d95caa},_6f2d2c2d-56db-4681-abad-0f4d29d95caa,ImpedanceVar_20,,0,0,0,0,20,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449268,{a4ca62a8-31e0-41ba-8ee6-6f68a0df32da},_a4ca62a8-31e0-41ba-8ee6-6f68a0df32da,ImpedanceVar_21,,0,0,0,0,21,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449269,{cf25c0ac-94ea-4d33-9db4-3bdc6073ed11},_cf25c0ac-94ea-4d33-9db4-3bdc6073ed11,ImpedanceVar_22,,0,0,0,0,22,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,ImpedanceVariation,1449225,High Tap,_601c92f3-7923-4b2b-9d8c-2e21baf97a03,_d02f181f-826d-4f39-8d95-f0c647cb02f9,TapChanger
1449300,{0813e774-df4b-4e3e-b89c-8c675b72d0f7},_0813e774-df4b-4e3e-b89c-8c675b72d0f7,ImpedanceVar_1,,0,0,0,0,1,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449301,{454e9eaf-59da-4c48-9225-ee18296c77a7},_454e9eaf-59da-4c48-9225-ee18296c77a7,ImpedanceVar_2,,0,0,0,0,2,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449302,{40a0fa43-f1be-4588-abd7-dc67b0f7a427},_40a0fa43-f1be-4588-abd7-dc67b0f7a427,ImpedanceVar_3,,0,0,0,0,3,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449303,{8b61de6d-fe14-4d07-810c-31e5ad32df37},_8b61de6d-fe14-4d07-810c-31e5ad32df37,ImpedanceVar_4,,0,0,0,0,4,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449304,{f5aab528-35f9-4f67-ac27-44cb2bcffc24},_f5aab528-35f9-4f67-ac27-44cb2bcffc24,ImpedanceVar_5,,0,0,0,0,5,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449305,{70c91fde-19cd-47ba-b0a5-beace2758b8a},_70c91fde-19cd-47ba-b0a5-beace2758b8a,ImpedanceVar_6,,0,0,0,0,6,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449306,{2d269a4b-ec19-4ebb-be86-1ea32f822616},_2d269a4b-ec19-4ebb-be86-1ea32f822616,ImpedanceVar_7,,0,0,0,0,7,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449307,{42c38239-ceb0-4dfe-825f-7849d4db472a},_42c38239-ceb0-4dfe-825f-7849d4db472a,ImpedanceVar_8,,0,0,0,0,8,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449308,{617c6fa1-3edf-4c74-94ab-bc36c3247851},_617c6fa1-3edf-4c74-94ab-bc36c3247851,ImpedanceVar_9,,0,0,0,0,9,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449309,{42a4bdd4-409c-4c40-b680-ea05359ffeb1},_42a4bdd4-409c-4c40-b680-ea05359ffeb1,ImpedanceVar_10,,0,0,0,0,10,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449310,{05004bc4-6849-477f-9685-f506b2fa5788},_05004bc4-6849-477f-9685-f506b2fa5788,ImpedanceVar_11,,0,0,0,0,11,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449311,{98b2f6d4-7bfb-4ea4-bc44-082c0d771657},_98b2f6d4-7bfb-4ea4-bc44-082c0d771657,ImpedanceVar_12,,0,0,0,0,12,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449312,{3b52bc65-b42d-4277-ae76-6f093c1e1ac3},_3b52bc65-b42d-4277-ae76-6f093c1e1ac3,ImpedanceVar_13,,0,0,0,0,13,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449313,{a0332dcb-e51f-4b28-8210-64bf88438557},_a0332dcb-e51f-4b28-8210-64bf88438557,ImpedanceVar_14,,0,0,0,0,14,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449314,{e1ccc922-3974-47b8-8626-5c87c6ff64d9},_e1ccc922-3974-47b8-8626-5c87c6ff64d9,ImpedanceVar_15,,0,0,0,0,15,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449315,{67dae514-eeca-4811-a96d-df075d4cb16c},_67dae514-eeca-4811-a96d-df075d4cb16c,ImpedanceVar_16,,0,0,0,0,16,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449316,{e3e516b9-a454-4425-9384-257ddbc32a85},_e3e516b9-a454-4425-9384-257ddbc32a85,ImpedanceVar_17,,0,0,0,0,17,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449317,{d9a9aaac-fa04-469c-9b35-e43e29cdc250},_d9a9aaac-fa04-469c-9b35-e43e29cdc250,ImpedanceVar_18,,0,0,0,0,18,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
1449318,{42ecb424-99fb-4dbc-85dd-887ed41049b9},_42ecb424-99fb-4dbc-85dd-887ed41049b9,ImpedanceVar_19,,0,0,0,0,19,_0f686d45-37c1-4dc4-a218-291f661cf51e,ImpedanceVariation,1449276,High Tap,_0f686d45-37c1-4dc4-a218-291f661cf51e,_a849238a-11b9-48eb-996e-a2378c5ade12,TapChanger
