"SynchronousMachine:
ID","SynchronousMachine:
Path","SynchronousMachine:
Description","SynchronousMachine:
ShortID","SynchronousMachine:
Name","SynchronousMachine:
nodePkey","SynchronousMachine:
InternalId","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType"
_279d3873-a7d8-4555-b12b-acb82ae796ef,Network/Companies/SIN/03OCC/03COCTJS/13.8/UN-01,03TJS-U1,1,UN-01,03ELA-115,1285922,_0dc4aa04-1d98-4b13-a51d-d1cb62419eab,SynchronousMachine
_5f1642b2-dfcf-48b0-8044-fb5092d6e7a3,Network/Companies/SIN/03OCC/03COCZMP/6.6/UN-04,03ZMP-U4,4,UN-04,03ZMP-69,1289640,_f6df6110-9c99-4ed2-b97e-3e11a5c54f6b,SynchronousMachine
_3aa93ff2-f9e5-43d4-b635-719baf872853,Network/Companies/SIN/03OCC/03COCZMP/6.6/UN-05,03ZMP-U5,5,UN-05,03ZMP-69,1289642,_f6df6110-9c99-4ed2-b97e-3e11a5c54f6b,SynchronousMachine
_b0f76c06-c6bd-4f61-9a56-201644d5aef9,Network/Companies/SIN/03OCC/03JNYCLL/13.8/UN-01,03CLL-U1,1,UN-01,03CLL-69,1324768,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine
_e045c4d4-1e43-41ea-8af5-87f912b44a2c,Network/Companies/SIN/03OCC/03JNYCLL/13.8/UN-02,03CLL-U2,2,UN-02,03CLL-69,1324770,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine
_7e71483e-8094-442a-8df9-7426f5e1dc46,Network/Companies/SIN/03OCC/03JNYCLL/13.8/UN-03,03CLL-U3,3,UN-03,03CLL-69,1324772,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine
_10c1fa44-7ffa-454f-aa1c-bb54581e7369,Network/Companies/SIN/03OCC/03JNYCLL/13.8/UN-04,03CLL-U4,4,UN-04,03CLL-69,1324774,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine
_f77b8979-ac6e-4379-981d-9990b250396b,Network/Companies/SIN/03OCC/03QROBAJ/18/UNPTA,03BAJ-PTA,99,UNPTA,,1353630,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine
_07ad3761-6169-4391-bc52-5af53ac28dae,Network/Companies/SIN/03OCC/03QROBAJ/18/UN-01,03BAJ-U1,1,UN-01,03LDE-230,1353632,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine
_06a07bdc-d4f2-4cce-b9a5-345168b3570a,Network/Companies/SIN/03OCC/03QROBAJ/18/UN-02,03BAJ-U2,2,UN-02,03LDE-230,1353634,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine
_1bae089c-ec6e-46f5-bb8b-3e76f8963d68,Network/Companies/SIN/03OCC/03QROBAJ/18/UN-03,03BAJ-U3,3,UN-03,03LDE-230,1353636,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine
_3d21401d-87bf-4387-ab14-5d6a17b9624c,Network/Companies/SIN/03OCC/03QROBAJ/18/UN-04,03BAJ-U4,4,UN-04,03LDE-230,1353638,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine
_5b8ab394-2e20-48e1-9942-21d4fe497f07,Network/Companies/SIN/03OCC/03QROSAU/13.8/UNPQ2,03SAU-PQ2,99,UNPQ2,,1367457,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine
_84e594dc-b380-4916-97ac-53adbe9b4c8e,Network/Companies/SIN/03OCC/03QROSAU/13.8/UNPQ3,03SAU-PQ3,99,UNPQ3,,1367459,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine
_09e8edeb-591d-4079-bd44-6abd47c88e89,Network/Companies/SIN/03OCC/03QROSAU/13.8/UN-02,03SAU-U2,2,UN-02,NA,1367461,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine
_dde7d0f6-2ad9-49ec-8864-0f75634e0cb5,Network/Companies/SIN/03OCC/03QROSAU/13.8/UN-03,03SAU-U3,3,UN-03,NA,1367463,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine
_a0562d7d-c3c8-4093-96c6-a9ab6ab15ee3,Network/Companies/SIN/03OCC/03QROSAU/13.8/UN-04,03SAU-U4,4,UN-04,03SAU-230,1367465,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine
_5792e6d5-abcf-4242-9001-c809dbe0cd85,Network/Companies/SIN/03OCC/03QROSAU/13.8/UN-05,03SAU-U5,5,UN-05,03SAU-230,1367467,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine
_d1fd2892-34c9-497a-b60b-839ed2ccf8de,Network/Companies/SIN/03OCC/03QROSAU/13.8/UN-06,03SAU-U6,6,UN-06,03SAU-230,1367469,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine
_cbdb71e4-6fc1-485d-894e-23c0ce9b9e29,Network/Companies/SIN/03OCC/03QROSAU/13.8/UN-07,03SAU-U7,7,UN-07,03SAU-230,1367471,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine
_ca4ddb23-b95e-4220-ad53-668995532bf5,Network/Companies/SIN/03OCC/03QROSAU/13.8/UN-08,03SAU-U8,8,UN-08,03SAU-230,1367473,_2b11afe6-52ee-4aa5-9045-b0642179e6a1,SynchronousMachine
_39c9f24c-7d93-4fe7-a375-629d9a56c75d,Network/Companies/BCA/07BCA/07   BJT/13.8/UN-02,07   BJT-U02,2,UN-02,07JOV-230,1396789,_6308a719-0d9e-41f7-bccc-8d5dfad28461,SynchronousMachine
_d05ed80c-b396-4c2e-a5ac-77ef06f88d8f,Network/Companies/BCA/07BCA/07   BJT/18/UN-PTA,07   BJT-PTA,99,UN-PTA,,1396808,_32e19435-a63d-4e7a-81e3-c796a8f15d08,SynchronousMachine
_aa51842e-5dc4-4422-ad50-a334020f404d,Network/Companies/BCA/07BCA/07   BJT/18/UN-01,07   BJT-U01,1,UN-01,07JOV-230,1396810,_32e19435-a63d-4e7a-81e3-c796a8f15d08,SynchronousMachine
_f32254f8-c1b4-4028-aca2-6d5aab5da70c,Network/Companies/BCA/07BCA/07   CCM/230/UN-10,07   CCM-U10,10,UN-10,07ROA-230,1397162,_92235ed9-1a78-44ea-ae76-ea3364b3c7e9,SynchronousMachine
_22794256-af95-44e9-b6c3-2dede339a773,Network/Companies/BCA/07BCA/07   CCM/16/UN-PTA,07   CCM-PTA,99,UN-PTA,,1397182,_97693894-0f2b-490b-a3c5-a85c0851b288,SynchronousMachine
_ed202c90-b62b-4261-a7ec-c1780bd16867,Network/Companies/BCA/07BCA/07   CCM/16/UN-01,07   CCM-U01,1,UN-01,07ROA-230,1397184,_97693894-0f2b-490b-a3c5-a85c0851b288,SynchronousMachine
_7ee33b58-7eab-4769-9b1c-a3d38351afc8,Network/Companies/BCA/07BCA/07   CCM/16/UN-02,07   CCM-U02,2,UN-02,07ROA-230,1397186,_97693894-0f2b-490b-a3c5-a85c0851b288,SynchronousMachine
_218e1589-6bbe-418c-9777-7815b2ed0488,Network/Companies/BCA/07BCA/07   CCM/16/UN-03,07   CCM-U03,3,UN-03,07ROA-230,1397188,_97693894-0f2b-490b-a3c5-a85c0851b288,SynchronousMachine
_bbcbcc9d-24b0-454e-9ac8-f1d01173b276,Network/Companies/BCA/07BCA/07   CCM/21/UN-04,07   CCM-U04,4,UN-04,07ROA-230,1397194,_e4a5cdf0-df8e-4f6c-97f6-2a4574cb4fb7,SynchronousMachine
_364b9e5d-8381-4d66-bc72-542bcc585b51,Network/Companies/BCA/07BCA/07   CIP/13.8/UN-01,07   CIP-U01,1,UN-01,07CIP-115,1398716,_82dcfb72-d5ae-430d-bfa8-edfedd3bbf26,SynchronousMachine
_bcb25f47-e6ef-486c-ae87-54208887e853,Network/Companies/BCA/07BCA/07   CPC/13.8/UN-10,07   CPC-U10,10,UN-10,07CPC-161,1401262,_188dc461-b907-471e-9cc7-bd51b386b625,SynchronousMachine
_b1614e73-26bb-4db2-afc1-fbf7c158c575,Network/Companies/BCA/07BCA/07   CPC/13.8/UN-11,07   CPC-U11,11,UN-11,07CPC-161,1401264,_188dc461-b907-471e-9cc7-bd51b386b625,SynchronousMachine
_7db271f5-ced4-41d9-bde1-ffb247474fa9,Network/Companies/BCA/07BCA/07   CPC/13.8/UN-12,07   CPC-U12,12,UN-12,07CPC-161,1401266,_188dc461-b907-471e-9cc7-bd51b386b625,SynchronousMachine
_b09aecfc-0888-408a-9726-da26d94d2b02,Network/Companies/BCA/07BCA/07   CPC/13.8/UN-13,07   CPC-U13,13,UN-13,07CPC-161,1401268,_188dc461-b907-471e-9cc7-bd51b386b625,SynchronousMachine
_1463e76b-ba95-4709-9659-784f139080f9,Network/Companies/BCA/07BCA/07   CPD/13.8/UN-06,07   CPD-U06,6,UN-06,07CPD-230,1401532,_7ea85a12-184a-4f8f-8fba-f60a12437e03,SynchronousMachine
_3de39f7d-dea3-4ac4-9e5c-a7a7cfcdc9fc,Network/Companies/BCA/07BCA/07   CPD/13.8/UN-07,07   CPD-U07,7,UN-07,07CPD-230,1401534,_7ea85a12-184a-4f8f-8fba-f60a12437e03,SynchronousMachine
_2d81246f-5e4c-4ceb-b344-3f288899522a,Network/Companies/BCA/07BCA/07   CPT/13.8/UN-08,07   CPT-U08,8,UN-08,07CPT-230,1401757,_ccae2be0-0a62-44d3-ac69-4ef60e0ee72f,SynchronousMachine
_1bda832a-4965-4f1f-997d-ce154d627ec0,Network/Companies/BCA/07BCA/07   CPT/13.8/UN-09,07   CPT-U09,9,UN-09,07CPT-230,1401759,_ccae2be0-0a62-44d3-ac69-4ef60e0ee72f,SynchronousMachine
_929339d9-6163-4925-a73f-2deb6dd4f264,Network/Companies/BCA/07BCA/07   CPU/13.8/UN-05,07   CPU-U05,5,UN-05,07CPU-161,1402028,_72163917-ebc3-4941-86e8-f93a99db13f4,SynchronousMachine
_297c9e60-17ce-42a1-b9b2-30a6ade0a97b,Network/Companies/BCA/07BCA/07   ESH/230/UN-01,07   ESH-U01,1,UN-01,07STB-230,1406630,_c8dd7159-9ea9-4a90-8a3d-eaa4e9669c13,SynchronousMachine
_fb805e99-0844-456e-93b7-5b0899d6300b,Network/Companies/BCA/07BCA/07   GFM/13.8/UN-10,07   GFM-U10,10,UN-10,07CPU-161,1406940,_5A0BEE4B-3AD3-4012-9DA8-2D1ADC2C8325,SynchronousMachine
_ed902535-c604-4cff-b7f0-dfab8434d912,Network/Companies/BCA/07BCA/07   GFM/13.8/UN-11,07   GFM-U11,11,UN-11,07CPU-161,1406942,_5A0BEE4B-3AD3-4012-9DA8-2D1ADC2C8325,SynchronousMachine
_4c1350d8-1345-4ab2-a746-826e79653b51,Network/Companies/BCA/07BCA/07   LBM/69/UN-01,07   LBM-U01,1,UN-01,07RUM-69,1410881,_fcfb4da2-b45d-4a03-9be8-7b6a5f92a79b,SynchronousMachine
_cd745585-3faf-4e48-bc29-ba9b88532c9a,Network/Companies/BCA/07BCA/07   MXI/13.8/UN-01,07   MXI-U01,1,UN-01,07MXI-161,1415473,_9b8993b5-9edc-49a4-8e61-a9f6c40c8387,SynchronousMachine
_a26dc49c-4b6e-4cc1-ad34-cb9d5325ba3b,Network/Companies/BCA/07BCA/07   MXI/13.8/UN-02,07   MXI-U02,2,UN-02,07MXI-161,1415475,_9b8993b5-9edc-49a4-8e61-a9f6c40c8387,SynchronousMachine
_cbee83db-fd76-493c-abd0-1868d19b4e24,Network/Companies/BCA/07BCA/07   MXI/13.8/UN-03,07   MXI-U03,3,UN-03,07MXI-161,1415477,_9b8993b5-9edc-49a4-8e61-a9f6c40c8387,SynchronousMachine
_e7a64ed0-66b0-4c1d-8b0c-df2c241f3099,Network/Companies/BCA/07BCA/07   PER/0.69/UN-PTA,07   PER-PTA,99,UN-PTA,,1422271,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_c70e19b7-7239-4f29-b7ab-3bec80d116b9,Network/Companies/BCA/07BCA/07   PER/0.69/UN-01,07   PER-U01,1,UN-01,07ENL-69,1422273,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_3c974045-e58a-438e-a60d-94346d356c35,Network/Companies/BCA/07BCA/07   PER/0.69/UN-02,07   PER-U02,2,UN-02,07ENL-69,1422275,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_dac2a75f-e1c3-49db-8fc9-c04fa8122ba0,Network/Companies/BCA/07BCA/07   PER/0.69/UN-03,07   PER-U03,3,UN-03,07ENL-69,1422277,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_f5f7fd58-2382-47a0-988e-c26ea2980737,Network/Companies/BCA/07BCA/07   PER/0.69/UN-04,07   PER-U04,4,UN-04,07ENL-69,1422279,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_b45bd9bf-c3a8-434b-9491-a93a8af01893,Network/Companies/BCA/07BCA/07   PER/0.69/UN-05,07   PER-U05,5,UN-05,07ENL-69,1422281,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_f1b42303-7e71-496d-a46c-dc0e2ad61faa,Network/Companies/BCA/07BCA/07   PFC/13.8/UN-PTA,07   PFC-U01,1,UN-PTA,07CPU-161,1422666,_30b65721-5cee-4291-83bf-9ebd0189797d,SynchronousMachine
_2c4d6105-33c6-4493-97b8-05738766ff6a,Network/Companies/BCA/07BCA/07   PJZ/13.8/UN-11,07   PJZ-U11,11,UN-11,07PJZ-230,1425312,_cb00be1e-4bbc-4fb7-ace8-276d2123a515,SynchronousMachine
_35edea0a-6c60-472e-a1fd-cfacb8be0f8c,Network/Companies/BCA/07BCA/07   PJZ/15/UN-05,07   PJZ-U05,5,UN-05,07PJZ-230,1425321,_6e90d586-cf49-48b7-bdc3-58ab7624d77f,SynchronousMachine
_3887ab02-bf6f-449d-8a05-b86cf94b18ab,Network/Companies/BCA/07BCA/07   PJZ/15/UN-06,07   PJZ-U06,6,UN-06,07PJZ-230,1425323,_6e90d586-cf49-48b7-bdc3-58ab7624d77f,SynchronousMachine
_4acd23ef-9399-4c06-bfa6-e23a8a858ac0,Network/Companies/BCA/07BCA/07   PJZ/16.5/UN-PTA,07   PJZ-PTA,99,UN-PTA,,1425333,_46d70f9a-6655-4f0c-90f4-2618ac54649e,SynchronousMachine
_ddd68c03-8e59-4e99-8b84-14de5866183c,Network/Companies/BCA/07BCA/07   PJZ/16.5/UN-10,07   PJZ-U10,10,UN-10,07PJZ-230,1425335,_46d70f9a-6655-4f0c-90f4-2618ac54649e,SynchronousMachine
_64115570-101f-44fd-a274-fbe9ac318a8a,Network/Companies/BCA/07BCA/07   PJZ/18/UN-07,07   PJZ-U07,7,UN-07,07PJZ-230,1425345,_1c38b5f6-dac3-45d2-8be6-2e708b3a6df7,SynchronousMachine
_d1daf18e-24df-409b-894f-f45b707c1f7f,Network/Companies/BCA/07BCA/07   PJZ/21/UN-08,07   PJZ-U08,8,UN-08,07PJZ-230,1425362,_a77f002c-9fe6-46ef-86a7-c5afeb065519,SynchronousMachine
_4a7c32aa-dd25-4638-beb5-92de6d0a3564,Network/Companies/BCA/07BCA/07   PJZ/21/UN-09,07   PJZ-U09,9,UN-09,07PJZ-230,1425364,_a77f002c-9fe6-46ef-86a7-c5afeb065519,SynchronousMachine
_df54f456-662a-4f78-9520-f200a0ba3af2,Network/Companies/BCA/07BCA/07   PSM/34.5/UN-01,07   PSM-U01,1,UN-01,07SMA-115,1428380,_767eda6a-5bdc-4bd5-8953-50e109321773,SynchronousMachine
_e2245d54-852a-4f53-b0ed-1d82dac3183c,Network/Companies/BCA/07BCA/07   RUS/34.5/UN-01,07   RUS-U01,1,UN-01,07RUM-69,1433174,_62610f2f-90f9-456c-bf23-8b13a9256e58,SynchronousMachine
_11faf485-fee2-4809-8fa3-6c38f07b5efe,Network/Companies/BCA/07BCA/07   SFC/13.8/UN-01,07   SFC-U01,1,UN-01,07MOE-161,1435879,_6375bacd-b67c-4175-ae96-1c090542f46c,SynchronousMachine
_9a00b9a3-2df4-4b2f-a0f6-36ea0f025b6c,Network/Companies/SIN/04NOR/04CULCUU/13.8/UN-01,04CCT-U1,1,UN-01,04CUU-115,1438089,_30a3720c-63e7-42df-be5a-421591d96862,SynchronousMachine
_bd00a0ba-3c1c-4745-b718-308a75c13453,Network/Companies/SIN/04NOR/04   UEN/13.2/UN-01,04UEN-U1,1,UN-01,04AGD-230,1446770,_3c9f8a2f-4e7f-4b58-b61f-cab4e622e0dc,SynchronousMachine
_e7960bcf-a6c8-4f12-ac69-7240ece0e091,Network/Companies/SIN/04NOR/04   UEN/13.2/UN-02,04UEN-U2,2,UN-02,04AGD-230,1446772,_3c9f8a2f-4e7f-4b58-b61f-cab4e622e0dc,SynchronousMachine
_0fc5067e-9570-4eff-84fe-445d4408df14,Network/Companies/SIN/04NOR/04   TUD/34.5/UN-01,04TUD-U1,1,UN-01,04MNV-230,1446822,_c3755e58-cd7e-481f-907c-66748881637a,SynchronousMachine
_0d16da10-8014-4afe-b333-73b68f8e7927,Network/Companies/SIN/04NOR/04   TPO/15/UN-01,04TPO-U1,1,UN-01,04TPO-230,1447016,_40705115-5ce2-4db0-ba2b-567f4f7fb088,SynchronousMachine
_77ce5c37-9245-48ff-a315-7d7ab4ea695e,Network/Companies/SIN/04NOR/04   TPO/15/UN-02,04TPO-U2,2,UN-02,04TPO-230,1447018,_40705115-5ce2-4db0-ba2b-567f4f7fb088,SynchronousMachine
_42574154-c87d-4a0d-8435-10668ca00a3b,Network/Companies/SIN/04NOR/04   TPD/21/UNPTA,04TPD-PTA,99,UNPTA,,1447875,_1f75a96b-10e4-4fdd-803c-da094e4377c9,SynchronousMachine
_e0af2378-33c4-400b-92bb-10a4681cb0e4,Network/Companies/SIN/04NOR/04   TPD/21/UN-01,04TPD-U1,1,UN-01,04TPD-400,1447877,_1f75a96b-10e4-4fdd-803c-da094e4377c9,SynchronousMachine
_dfb12edf-ea08-44e8-afa7-560a07b69f21,Network/Companies/SIN/04NOR/04   TPD/21/UN-02,04TPD-U2,2,UN-02,04TPD-400,1447879,_1f75a96b-10e4-4fdd-803c-da094e4377c9,SynchronousMachine
_e7336754-2c54-4899-b598-ed778365eb74,Network/Companies/SIN/04NOR/04   TPD/21/UN-03,04TPD-U3,3,UN-03,04TPD-400,1447881,_1f75a96b-10e4-4fdd-803c-da094e4377c9,SynchronousMachine
_f1ad50a5-08e2-48de-80aa-0a74d598d7f7,Network/Companies/SIN/04NOR/04   TBT/18/UNPTA,04TBT-PTA,99,UNPTA,,1448443,_21b1641f-7adc-4bcb-b468-56931175152e,SynchronousMachine
_6729dbe9-b18d-4045-94b0-2446e3fbb445,Network/Companies/SIN/04NOR/04   TBT/18/UN-01,04TBT-U1,1,UN-01,04CHO-230,1448445,_21b1641f-7adc-4bcb-b468-56931175152e,SynchronousMachine
_276568bd-e4e5-4469-840e-905cb2607ddd,Network/Companies/SIN/04NOR/04   TBT/18/UN-02,04TBT-U2,2,UN-02,04CHO-230,1448447,_21b1641f-7adc-4bcb-b468-56931175152e,SynchronousMachine
_cce2edf6-384f-413f-bd6c-8ffc9e4452a5,Network/Companies/SIN/04NOR/04   TBT/18/UN-03,04TBT-U3,3,UN-03,04CHO-230,1448449,_21b1641f-7adc-4bcb-b468-56931175152e,SynchronousMachine
_0b025ce6-d87e-40f3-83e8-0a2acf3230af,Network/Companies/SIN/04NOR/04   SLA/6.9/UN-01,04SLA-U1,1,UN-01,04SLA-115,1450287,_23d6d0d3-cfd4-4c15-a0cf-7f95d1d35415,SynchronousMachine
_010f3c26-6dce-4ce3-9f46-8a13e3891b41,Network/Companies/SIN/04NOR/04   SLA/6.9/UN-02,04SLA-U2,2,UN-02,04SLA-115,1450289,_23d6d0d3-cfd4-4c15-a0cf-7f95d1d35415,SynchronousMachine
_24b135d6-1af5-469a-b16b-c31d5d6ff22f,Network/Companies/SIN/04NOR/04   PSU/34.5/UN-01,04PSU-U1,1,UN-01,04SSA-115,1452440,_37da7e94-e7ec-4c67-89bd-680fdefc04a1,SynchronousMachine
_c903ab60-0562-43d0-bc4d-2999124c0450,Network/Companies/SIN/04NOR/04   PLD/15/UN-01,04PLD-U1,1,UN-01,04PLD-230,1453604,_8fd2f50f-1896-48da-910a-de5dc9bb0811,SynchronousMachine
_cd92f8c7-6934-4c52-a5af-c0904084c8e7,Network/Companies/SIN/04NOR/04   PLD/15/UN-02,04PLD-U2,2,UN-02,04PLD-230,1453606,_8fd2f50f-1896-48da-910a-de5dc9bb0811,SynchronousMachine
_243f14f6-5a1f-4f4a-987a-9839228aaffc,Network/Companies/SIN/04NOR/04   PLD/15/UN-03,04PLD-U3,3,UN-03,04PLD-230,1453608,_8fd2f50f-1896-48da-910a-de5dc9bb0811,SynchronousMachine
_bf8696d3-5fef-4e9b-a77e-d1145cc55a8d,Network/Companies/SIN/04NOR/04   PLD/15/UN-04,04PLD-U4,4,UN-04,04PLD-230,1453610,_8fd2f50f-1896-48da-910a-de5dc9bb0811,SynchronousMachine
_4a968984-7d9d-400c-90f8-3e18cc4bac91,Network/Companies/SIN/04NOR/04   OVI/6.9/UN-01,04OVI-U1,1,UN-01,04OVI-115,1455701,_de058cb1-2ed4-4dda-bf82-8e78072dee06,SynchronousMachine
_8a0f9611-f68d-44cc-b76d-0ce4d7ab22af,Network/Companies/SIN/04NOR/04   OVI/6.9/UN-02,04OVI-U2,2,UN-02,04OVI-115,1455703,_de058cb1-2ed4-4dda-bf82-8e78072dee06,SynchronousMachine
_1d13d98d-c83e-4228-b979-f8c0daccf3c1,Network/Companies/SIN/04NOR/04   ORJ/33/UN-01,04ORJ-U1,1,UN-01,04MAO-230,1455763,_99f4fb47-b51a-401e-86c9-6a05a5fdd24f,SynchronousMachine
_9848a73a-8fa8-4d8f-b65f-7db01d64eb31,Network/Companies/SIN/04NOR/04   NVL/13.8/UN-01,04NVL-U1,1,UN-01,04NVL-115,1456146,_ed4cdd70-6263-46a7-8ff3-ca4592699ca5,SynchronousMachine
_1d2eb4eb-e058-48c9-8d77-e60cec3822d9,Network/Companies/SIN/04NOR/04   NVL/13.8/UN-02,04NVL-U2,2,UN-02,04NVL-115,1456148,_ed4cdd70-6263-46a7-8ff3-ca4592699ca5,SynchronousMachine
_c3e1bcb4-e07f-431b-a00a-bcae7396297a,Network/Companies/SIN/04NOR/04   NVL/13.8/UN-03,04NVL-U3,3,UN-03,04NVL-115,1456150,_ed4cdd70-6263-46a7-8ff3-ca4592699ca5,SynchronousMachine
_5c71bd9a-d338-4009-b752-e6b4cdd8a38e,Network/Companies/SIN/04NOR/04   NSO/34.5/UN-01,04NSO-U1,1,UN-01,04PNO-230,1456473,_fdbe5ae7-460c-4e83-89a5-0dbb50787f2f,SynchronousMachine
_4a2e2ac2-a5a2-4c4e-963a-c4b054ddcd2a,Network/Companies/SIN/04NOR/04   MZD/15/UN-01,04MZD-U1,1,UN-01,04MZD-230,1458498,_f3fe19e2-1bbd-4060-88b7-423bd2af2429,SynchronousMachine
_2bf2b07a-3247-49a1-b5bb-4c7f7854ec51,Network/Companies/SIN/04NOR/04   MZD/15/UN-02,04MZD-U2,2,UN-02,04MZD-230,1458500,_f3fe19e2-1bbd-4060-88b7-423bd2af2429,SynchronousMachine
_9d4fb9d6-5741-4a7f-8aa2-d91c5527bdcc,Network/Companies/SIN/04NOR/04   MZD/20/UN-03,04MZD-U3,3,UN-03,04MZD-230,1458515,_284141f3-b229-4d2d-b3ca-0e4ed223ed40,SynchronousMachine
_da45bb90-fc1f-4946-84d2-9080f0b176a3,Network/Companies/SIN/04NOR/04   MRI/6.9/UN-01,04MRI-U1,1,UN-01,04MRI-115,1459558,_78582d06-dc8d-4402-a638-1b02fb28205b,SynchronousMachine
_daafe9f7-3757-468d-b4b2-61a7327b6ce8,Network/Companies/SIN/04NOR/04   MNL/13.8/UN-01,04MNL-U1,1,UN-01,04MMU-115,1459780,_3b397da8-607c-4d48-94bc-6ebc28389469,SynchronousMachine
_0fd8ab1a-d468-4471-811f-1ab7d22abb54,Network/Companies/SIN/04NOR/04   LCG/13.8/UN-02,04LCG-U2,2,UN-02,04NRI-230,1462924,_e636bb90-f5ce-4414-ae8b-cb0a4e5cf942,SynchronousMachine
_52594afb-7d4e-4029-bfe1-ffa0fbe1850a,Network/Companies/SIN/04NOR/04   LCG/13.8/UN-04,04LCG-U4,4,UN-04,04NRI-230,1462926,_e636bb90-f5ce-4414-ae8b-cb0a4e5cf942,SynchronousMachine
_51966955-a153-486c-a4ca-6f99bd51071b,Network/Companies/SIN/04NOR/04   LCG/16.5/UNPQ1,04LCG-PQ1,99,UNPQ1,,1462952,_7fa87506-1a39-4262-b36d-855098eb67ea,SynchronousMachine
_8eb78017-5611-4e43-8970-970eb3129e67,Network/Companies/SIN/04NOR/04   LCG/16.5/UNPQ2,04LCG-PQ2,99,UNPQ2,,1462954,_7fa87506-1a39-4262-b36d-855098eb67ea,SynchronousMachine
_73b2783b-4a44-4ef3-b50d-6eec6f24773a,Network/Companies/SIN/04NOR/04   LCG/16.5/UN-01,04LCG-U1,1,UN-01,04NRI-230,1462956,_7fa87506-1a39-4262-b36d-855098eb67ea,SynchronousMachine
_1f993c9a-1c19-4dad-99ea-6007ee8f067f,Network/Companies/SIN/04NOR/04   LCG/16.5/UN-03,04LCG-U3,3,UN-03,04NRI-230,1462958,_7fa87506-1a39-4262-b36d-855098eb67ea,SynchronousMachine
_f796902b-5187-4b09-9276-ce1f7f14f852,Network/Companies/SIN/04NOR/04   ICA/13.8/UN-01,04ICA-U1,1,UN-01,04ICA-115,1464330,_53abf5d7-9ca4-46a5-9608-03734bf8a481,SynchronousMachine
_18d40b5c-1e1b-4b78-b717-65a4a78eb864,Network/Companies/SIN/04NOR/04   ICA/13.8/UN-02,04ICA-U2,2,UN-02,04ICA-115,1464332,_53abf5d7-9ca4-46a5-9608-03734bf8a481,SynchronousMachine
_981f43d2-23eb-4b36-adf3-f0f35b8bbc15,Network/Companies/SIN/04NOR/04   HYA/13.8/UN-01,04HYA-U1,1,UN-01,04HYA-115,1465436,_816e7362-781c-4a4e-9e33-7ea660ccd058,SynchronousMachine
_6de2f198-e76b-41f3-b27a-cfc91c662448,Network/Companies/SIN/04NOR/04   HYA/13.8/UN-02,04HYA-U2,2,UN-02,04HYA-115,1465438,_816e7362-781c-4a4e-9e33-7ea660ccd058,SynchronousMachine
_e98e1844-56fc-4857-a8ee-e33a8374413e,Network/Companies/SIN/04NOR/04   HTS/16/UN-01,04HTS-U1,1,UN-01,04HTS-230,1466621,_53a79a13-8796-48dd-8dc3-894666206ce8,SynchronousMachine
_a043b277-ee11-4129-b3fe-5bfe3c1bc491,Network/Companies/SIN/04NOR/04   HTS/16/UN-02,04HTS-U2,2,UN-02,04HTS-230,1466623,_53a79a13-8796-48dd-8dc3-894666206ce8,SynchronousMachine
_e0cf31c2-d4f6-4f77-afa2-8f8db6d64241,Network/Companies/SIN/04NOR/04   HLI/13.8/UNPTA,04HLI-PTA,99,UNPTA,,1471201,_584b98a8-6b6c-4bb6-971f-9e9e0995d6de,SynchronousMachine
_600bb247-0ad1-47e7-bd45-a74d7f44808f,Network/Companies/SIN/04NOR/04   HLI/13.8/UN-01,04HLI-U1,1,UN-01,04HLI-115,1471203,_584b98a8-6b6c-4bb6-971f-9e9e0995d6de,SynchronousMachine
_fa2a2e39-fb9d-4343-90c3-888797b2c144,Network/Companies/SIN/04NOR/04   HLI/13.8/UN-02,04HLI-U2,2,UN-02,04HLI-115,1471205,_584b98a8-6b6c-4bb6-971f-9e9e0995d6de,SynchronousMachine
